Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
2 helpful votes,2 contributions,5.0 of 5 bubbles,Worth every penny,"Stayed here while visiting family in Irvine, place is close to Irvine spectrum, my bed was comfortable and clean, staff was nice and was there to help me out.  I recommend this place to anybody looking for a clean and comfortable stay in Orange County",March 2022,none,Traveled with family,none,none,none,none,none,none,none,1,264
12 helpful votes,13 contributions,5.0 of 5 bubbles,"Great hotel, Great staff ,Quiet location","Hotel was very clean, staff was courteous and friendly . I loved the location, very quite. I stayed for 3 nights while visiting great park for a Tournament. Room had full kitchen which was a plus as I am on a special diet and stay away from junk food. I would highly recommend this location and will definitely stay here next year again. I will start looking for Residence inn for all my trips from now on.",February 2022,none,none,none,none,none,none,none,none,none,2,264
9 helpful votes,6 contributions,3.0 of 5 bubbles,"OLD, DATED & MUSTY.","OLD, DATED, MUSTY. There are better places in the immediate area. Although it seems to have been renovated, it was lkely many years ago. The musty smell in the bathroom was overwhelming. It also had a lingering smell of ""dog"". It was quiet. But, my room was like a cave.",November 2021,It is very quiet. But there are better places nearby.,Traveled with family,"Dear 181thomc,  Thank you for taking the time to share your thoughts regarding this issue. I appreciate you bringing it to our attention. I will share your message with the housekeeping leadership team.  Once again, thank you for taking the time to share your feedback. I appreciate you choosing to stay with us.",none,none,none,none,none,none,3,264
1 helpful vote,1 contribution,1.0 of 5 bubbles,I love when hotels make fraudulent charges on my debit card!,"Title says it all, I'm sitting here wishing I had some food, because they took all my money on hold, without my permission, from the wrong card.  They also did not inform me that they were going to do so, seeing as the charges are literally for nothing.",September 2021,none,Traveled on business,Thank you for taking the time to let us know about your experience while staying with us. Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed to prevent experienced issues from occurring in the future. I hope you choose to stay with us again when your travels bring you back to the area.,1.0 of 5 bubbles,none,none,none,none,none,4,264
63 helpful votes,71 contributions,3.0 of 5 bubbles,"Dated hotel, front desk service needs help","It's an older property, but maintained fairly well.  The room however was dated with popcorn ceilings, both bathroom doors wouldn't close without a lot of effort (warped), no towel racks, no lotion provided, and sofa bed uncomfortable.  The breakfast was unchanged from day to day.  The worst part was, when I booked, I used the show taxes and fees option so I knew what I would be paying.  The first night of my stay, I was charged an additional $41 without any authorization or explanation of what it was for.  I went and spoke to the front desk and the gentleman working there that evening and asked him what the $41 was for?  He said it was for taxes and fees.  I then explained to him I booked with all taxes/fees and I already paid them and showed him my booking receipt.  He still",June 2021,none,none,"Dear Guest, Thank you for taking the time to let us know about your experience while staying with us. Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed to prevent experienced issues from occurring in the future. I hope you choose to stay with us again when your travels bring you back to the area.",3.0 of 5 bubbles,none,none,none,none,none,5,264
1 helpful vote,1 contribution,1.0 of 5 bubbles,"Terrible Front Desk Service, Room stink like a 1 star cheap motel, windows don't open","this should be a 1 star hotel not 2, front desk staff are rude and unprofessional(GM you need to train your staff to be courteous and professional, I have couple names for you, who I am talking about), rooms stink like a cheap motel, don't even have a ability to open the windows to breathe, breakfast is so bad, the excuse because of Covid is lame, rooms should be clean everyday and not once every 7 days, again please don't even try making Covid as another excuse, you don't see me complaining paying full rate during this pandemic . get your house in order . Marriott should be ashamed, to let this Residence Inn look, smell and feel like this 0 Stars if I could. By the way I am a Marriott Bonvoy member who spent thousands of $ last few years and I never complained about your",May 2021,stay away go somewhere else,none,Thank you for taking the time to let us know about your experience while staying with us. Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed to prevent experienced issues from occurring in the future. I hope you choose to stay with us again when your travels bring you back to the area.,none,none,none,none,none,none,6,264
4 helpful votes,7 contributions,5.0 of 5 bubbles,Like Little home,Nice and quite very good sounds isolation clean everything where it supposed to be and the stuff was super friendly specially Ashley shes was very nice good customer experience. I would definitely come back here I like the The kitchen area so comfortable.,April 2021,none,Traveled on business,"On behalf of the entire hotel team, we want to thank you for sharing your most memorable experiences with us during your recent stay at the Residence Inn Irvine Spectrum.  It is always encouraging to hear positive feedback, particularly when it comes from those who matter the most – you! By taking pride in putting people first, we are not only executing the mission of our founders, but exceeding the expectations of our valued guests.  Please note your feedback has been shared with the hotel team as a critical way of understanding how we can continue to deliver great experiences. Thank you for staying at the Residence Inn Irvine Spectrum and we hope you choose to create more memories here whenever your travels bring you back to Irvine.",none,none,none,none,none,none,7,264
32 helpful votes,17 contributions,1.0 of 5 bubbles,Terrible Guest Service from the Desk Clerk Rachel,"I'm a Titanium Elite with Marriott and I have never been so harassed or treated so disrespectfully as I was by this desk clerk. I extended my reservation the next day and she told me I needed to be at the desk to swipe my card by 6pm. At 6:02, when I was getting ready to go to the lobby, Rachel called my room and told me I had to check out because I wasn't up there by 6. They had already charged my card and the room was already paid for another night. Most Marriotts don't even make me come back up to swipe a new card. I really couldn't believe she was telling me I had to check out at 6:02 pm, after I had already paid for the room and was only 2 minutes late heading to the desk. She was extremely rude and demonstrated very poor customer service skills. I would definitely not want",January 2021,none,none,"Dear Jamie, Thank you for taking the time to let us know about your experience while staying with us. Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed to prevent experienced issues from occurring in the future. I hope you choose to stay with us again when your travels bring you back to the area.",none,none,none,none,none,none,8,264
2 helpful votes,1 contribution,2.0 of 5 bubbles,Poor Customer Service,"The room was dated compared to other hotels in the area for the similar price point. In addition, my room did not have a working television.  What really surprised me was the poor customer service at this hotel. I called twice to discuss an issue with billing, the first time I was placed on hold before even getting a chance to get a word in. After waiting for over 15-20 minutes without an answer, decided to hang up and call at a later time. Called the second time later during the day and spoke to a “supervisor” who did not help me with the issue whatsoever. I’m a Bonvoy member and have had good experiences at Marriott hotels, but this hotel is definitely one I would avoid. Just a note there are many other hotels around Irvine area so I’d suggest to look elsewhere.",June 2020,none,Traveled on business,Thank you for taking the time to let us know about your experience while staying with us. Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed to prevent experienced issues from occurring in the future. I hope you choose to stay with us again when your travels bring you back to the area.,none,none,none,none,none,none,9,264
61 helpful votes,103 contributions,4.0 of 5 bubbles,"Good Room, Grounds Need Work",I had a business meeting in Irvine and my boss booked this facility.  The rooms were well appointed and updated.  The AC in my room was loud and cycled way too frequently as the fan speed was either super high or off - therefore the temperature swings in the room made staying comfortable in the bed difficult.  I spent time either under the covers (AC on) or out of the covers (AC off).  Also they need to power wash the grounds and trim the trees.,November 2019,none,Traveled on business,"Dear Lorenwebb, Thank you for taking the time to share your recent experience at the Residence Inn Irvine Spectrum with us.Your valuable feedback helps identify areas of opportunity for us to improve the guest experience. While I’m glad to hear about your stay. I am want you to know we have shared your experience and our extended guests do enjoy the rooms.The hotel team is committed to delivering an exceptional experience and are always brainstorming creative ways to exceed the expectations of our valued guests , such as yourself. Aneta- AGM",4.0 of 5 bubbles,none,none,none,none,none,10,264
