Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
92 helpful votes,550 contributions,5.0 of 5 bubbles,"Well, we enjoyed our stay!","The outside is quite plain. But the rooms were excellent. Must have been recently redone. The beds have no bounce, firm. But very comfortable.  We both slept well; no noise.  The shower control was three times better that what have at home. AC was easy to understand. WiFi good with the password on the TV clicker.   We stay at economy hotels and this was the best balance of cost and amenities. I can’t think of a change I’d suggest. I wish this was closer to our regular spot in Hollywood.",February 2023,Great breakfast one block north across the street. Katie’s?  Really good.,Traveled as a couple,none,none,none,none,none,none,none,1,353
1 helpful vote,2 contributions,1.0 of 5 bubbles,Avoid at all costs,"The whole place has a stench. It's a smoking property. Couldn't wait to get home to shower the stench of that place off of me. Also, they might as well not bother having internet service since it barely crawls. Did I mention the rude staff?  It's unbelievable this place has any stars at all!",December 2022,Pick another place to stay,Traveled on business,none,2.0 of 5 bubbles,none,none,none,none,none,2,353
none,1 contribution,1.0 of 5 bubbles,Bad Service,"They lose my reservation and charge to me an expensive room, it was that or be at 12 am o'clock looking for a diferent hotel   They never clean my room during my stay, the pillows was unconfortable  The attendance wasn't kind",December 2022,none,Traveled with family,none,1.0 of 5 bubbles,none,none,none,none,none,3,353
none,1 contribution,2.0 of 5 bubbles,You get what you pay for.,"Just a place to lay your head down. Don’t expect and nice soft comfy bed, as the mattress was quite hard. They did have different pillows, fluffy, flat you have options. Nothing special here. It’s convenient to places to eat or shop but that’s about it.",October 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,4,353
none,1 contribution,1.0 of 5 bubbles,"Don't Stay here, extremely rude owner.",I stayed here recently for work close by. Everything about this place leaves a bad taste in my mouth. Spend your money elsewhere there's way better places and better people to rent from. The owner of the place is an extremely rude and hostile woman.,September 2022,none,Traveled on business,none,4.0 of 5 bubbles,none,none,none,none,none,5,353
none,1 contribution,2.0 of 5 bubbles,Get what you pay fo,"Good value, but would not stay here more than one night. The bed was extremely uncomfortable (felt like I was sleeping on wood), the floor did not look like it had been cleaned in a while (hair and stains), very little toilet paper was left in the bathroom and no extra roll was available, front door did not fully close and let in light and sound. You can hear your neighbors so depending on who is next to you, it can be distracting. Some positives were the price, the a/c worked, and there was a tv. The shower wasn't too bad, and check-in and check-out was easy. It's OK if you need somewhere to crash for one night and need a shower, but would not recommend for more than one night and if you're planning to rest at the hotel.",August 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,6,353
none,1 contribution,1.0 of 5 bubbles,very dirty,"this place was a hole,the bathroom had pubic hair all over it ,the sheets were stained and I asked for new sheets and they brought sheets that were even nastier .The people that ran it were nasty and rude,it's like you interrupted their day,never again.",June 2022,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,7,353
none,1 contribution,4.0 of 5 bubbles,Short stay OK!,"We needed a reasonable, centrally located motel for a one night stay and this Travelodge was very adequate.  Although it was somewhat dated it was affordable, clean, some aspects had been modernized and the location was very desirable. We would consider staying again.",April 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,8,353
none,4 contributions,2.0 of 5 bubbles,Problems with making a reservation,"The property itself is okay. It was the making of the reservation and attempting to correct an error that proved to be a total nightmare.  This was supposed to be a simple one-night stay because of guests visiting. When I made the reservation online, somehow the DATE changed on me (I was booking on the Trevelodge site, not a third party). Yes, I should have caught this prior to completing the reservation, but correcting an error should not have been this much of a challenge.  I first noticed the error when I received the confirmation email. I immediately tried to call the property but was unable to reach anyone after multiple tries. Since it was about 8:30 at night I thought maybe no one was available so tried again the next morning.  I tried again to call the next morning and",September 2021,none,none,"Hello Sir, I do apologize for any inconvenience faced due to the inability of our new front desk agents to grasp and understand the situation and the subsequent confusion. A deposit is required, as is standard of all new guests. And for this inconvenience please contact me directly in the future and I shall accord you with an appropriate discount on your stay.",4.0 of 5 bubbles,none,none,none,none,none,9,353
none,1 contribution,1.0 of 5 bubbles,Don't stay here,"Bed was really hard, blankets had stains and shower head was dirty.  I was stuck staying there because it would have been too expensive to leave and I was around the area for business meetings and other events.",August 2021,none,Traveled on business,"Hello Mr. Miller, We sincerely apologize for any inconvenience, but please refrain from asking prospective guest's from staying at our property. Never once did you allow us to rectify any inconvenience. We work extremely hard to give affordable, clean and tidy  accommodations  to our guests.",3.0 of 5 bubbles,none,none,none,none,none,10,353
28 helpful votes,29 contributions,5.0 of 5 bubbles,Nice queit little motel for a hidden stay!,I was pleasantly surprised by this little travelodge. It was hidden and really quiet and clean. Not upscale luxury but it fit the bill and was clean and quiet and comfortable. The couple running it were friendly too. I will stay again!,August 2020,none,none,"Hello Eric, We thank you for your review and kind words ad are pleased to know you found everything appropriate.",none,none,none,none,none,none,11,353
11 helpful votes,7 contributions,4.0 of 5 bubbles,Great value!,Travelodge in Brea is a wonderful hotel for the value. Spacious rooms. Clean. Located right in downtown plenty of shopping and nightlife a quick walk away! Friendly helpful staff on hand 24 hours a day for all your needs. It sits in a hotel row of sorts with plenty of competition right next door even yet puts itself above and beyond all others in terms of value and quality,August 2020,none,none,"Hello Guest, We thank you for your review and are glad you found everything appropriate. We appreciate your kind words that keep us on our toes to excel in guest satisfaction.",none,none,none,none,none,none,12,353
2 helpful votes,1 contribution,5.0 of 5 bubbles,Great stay,The owners were really polite and friendly when I came in March for work related meeting. The location is great with plenty of places to eat near by and the room was pretty clean. This place was worth every money I spent and I would definitely recommend this place.,March 2020,none,none,"Hello Guest, We truly appreciate your review and rating of our property and assure you and all our guests of excellence in customer satisfaction.",none,none,none,none,none,none,13,353
2 helpful votes,4 contributions,1.0 of 5 bubbles,Stay away from this filthy place,Room was completely disgusting!!! I Wish I could upload pics to prove how nasty it was... Stains all over the walls spider webs in the corner  Old Blood stains on the sheets  Bathtub was filthy  Won’t ever stay or recommend this nasty place,February 2020,none,none,"Hello, Please do not write nasty things about anyone. We have no record of anyone like you ever having stayed with us. This is so false. All our rooms are spotlessly clean and well kept.",none,none,none,none,none,none,14,353
46 helpful votes,33 contributions,3.0 of 5 bubbles,"Decent stay, but won’t stay again","Stayed here for 2 nights while on a quick trip to Disneyland. It was cheaper to take a Lyft back and forth from the hotel to park so the distance was good for us, not very far.   Check in was easy and quick and the front desk staff were friendly enough. We had room 117 on the first floor. The room was for sure dated and in need of some TLC, but appeared to be cleanish. The walls had some serious scuffs mark and are in dire need of being repainted. The carpet is stained very bad, but was clean. We walked barefoot on the carpet and didn’t turn the bottom of our feet black or brown, so could tell it was clean. But for sure needs to be replaced.   The rest of the room was clean and stocked with basics. There is a mini fridge in the room which is a plus and with 3 adults the room was",January 2020,none,none,"Hello Sir, Please accept my apologies for inconvenience faced during your stay with us. We are working on changing the mattresses, which are actually Brand new. Also, carpets are being changed to LVT. Please, please give us another opportunity to serve you and I promise you will not be disappointed.",none,none,none,none,none,none,15,353
2 helpful votes,1 contribution,1.0 of 5 bubbles,Careful,Room we stayed in needed painting finishing and repairs. Owner is now trying to charge me $65 for damages that my family nor I made...after leaving this hotel. Never will be back. Disappointed due to being a loyal Travelodge user. Won’t be using them anymore.,December 2019,none,none,"Zach, There was dent in the wall after you left. It was not so before the room was rented to you. Infact, that was the room we had reserved for Franchise Inspection, so we know that it was in immaculate condition. I know you will deny and you also mentioned in so many words that if we did charge you for damages you would write negative reviews about us. You have succeeded in doing so, while we know this brings down our reputation, we (you and I) know the truth and so does god almighty. God Bless",none,none,none,none,none,none,16,353
2 helpful votes,1 contribution,5.0 of 5 bubbles,Enjoyed my stay!!!!,"I visited in August 2019 from the 16-20 and it was excellent no complaints at all... room was great with some minor flaws but that was ok, we spend the whole day visiting and exploring California, and at the end of the day we had an awesome room to go back and lay our heads.... Breakfast was ok,  no eggs or bacon... but it was good enough to hold us over until lunch! YES! If I visit California again I would stay here.. Might I add the staff was super nice!!! I even witness the owner burning sage around the front desk and walking around with it outside! Nice!!!",August 2019,none,none,"Hello Guest,  We thank you for your review and are glad your stay was accommodating  and pleasant. We work hard to create a friendly and courteous environment for our guests and assure you of quality service, always.",none,none,none,none,none,none,17,353
