Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,2 contributions,5.0 of 5 bubbles,Best extended stay/hotel experience hands down,"We stayed at Homewood in both December and January as we were having home renovations. They truly have the best staff and customer service hands down. From housekeeping the front desk to management, everyone works together to ensure a great experience. The feeling of homeyness and privacy at the same time are unmatched . We’d like to thank Brian Namiayha Zach Jay Issac and my person favorite Yazz! She sent two big mugs full of different teas and honey as I wasn’t feeling well. We live in Orange County but definitely will be back for another relaxing staycation. Thanks again everyone!",December 2022,none,none,"Dear Karinas826,  Good morning! It is always such a joy to have you with us, thank you for choosing to come back during your times away. We are both humbled and honored to be of service to you, and thank you so very much for your kind words. We love to help our guests feel comfortable and at home, while they are away from home, and we are so glad that we were able to help make your stays relaxing and enjoyable. We will definitely make sure that our entire team receives your kind words, and we agree that Yazz is so thoughtful! It's truly a joy to be of service to you, and we look forward to welcoming you back in the future. Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,21,120
none,1 contribution,5.0 of 5 bubbles,Great morning service!,"Both ladies working out front in the buffet area this morning greeted me with a cheerful “Good morning!” When I came in at 7:25 AM. And when one of them noticed my lost expression when I was looking for the toasters, she asked what I needed and helped me find them. And then, after I put my toast in, she came over to check if my toaster was working. All of that made a very great start for my morning! Thank you!",January 2023,none,none,"Dear Dynamitea,  Good morning, and thank you very much for taking the time out of your day to leave us such a kind review! We are so glad that we could be of service to you during your stay, and we are so glad (but not surprised) that our amazing Breakfast Team was able to get your day started on the right foot. We'll make sure that they receive your kind words! We thank you for choosing to stay with us during your time in Irvine, and we look forward to welcoming you back again. Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,22,120
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great Serv8ce,"The rooms were clean, service was great, and the staff was the friendliest! Parking was available and the location was grrat. Great breakfast options and service by Jessie, Veronica, Vale, and Jordan Luxury.",January 2023,none,none,"Dear 926lindar,  Good morning! On behalf of our entire team here at the Homewood Suites by Hilton Irvine, we would like to send you a very heartfelt, ""Thank you!"" for taking the time out of your day to leave us such a kind review. We are thrilled to hear that you enjoyed our delicious breakfast, and our comfy rooms as well. We'll make sure that our breakfast team receives your kind words, they really do a great job of helping our guests feel at home while they are with us. We look forward to welcoming you back again! Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,23,120
1 helpful vote,3 contributions,5.0 of 5 bubbles,Amazin,"Jessie, vale, luxury, Jordan and Veronica were incredible! Best continental breakfast I’ve ever had ! Thank you for an amazing stay and starting my day off right. I will without a doubt be back here soon",December 2022,none,none,"Dear 87connorl,   Good morning! On behalf of our entire team here at the Homewood Suites by Hilton Irvine, we would like to say a very warm, ""Thank you!"" for taking the time to leave us such a heartfelt review. We are thrilled to hear that you enjoyed our delicious, complimentary breakfast- Our team loves to help our guests start the morning off on the right foot. We'll certainly make sure that your kind words reach them. We thank you for your stay with us, and we look forward to welcoming you back again, the next time you are in the area. Until then, take care, and have a safe and Happy New Years!  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,24,120
none,1 contribution,5.0 of 5 bubbles,Satisfied guest,I want to give Yaz at the front desk at the Homewood Suites Irvine the highest compliment possible! She was a huge help with a very difficult situation. She was extremely helpful and very professional. As a result of her excellent customer service we are rebooking this hotel for our return trip to the area in February. You are fortunate to have such an outstanding employee on your staff!,December 2022,none,none,"Dear 397candyk,  Good morning, and thank you so very much for taking the time out of your day to leave us such a kind review. Yazz is truly a gem here on property, and we are honored to work with someone who is as kind and professional as she is. We will certainly make sure that she receives your kind words. We thank you for choosing to stay with us while in Irvine, and we look forward to welcoming you back, next year. Until then, please take care, and have a safe and Happy New Years.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,25,120
none,1 contribution,5.0 of 5 bubbles,Amazed at you staff especially Veronica,12/27/22  Veronica went out of her way for me.  She shines extra bright.    Jessie too!     I wanted to note that I stood  and waited fir Oatmeal on 12/26/22 all the girls were working extra hard.  People are demanding and not very appreciative.   Your staff is still very kind and accommodating even tho people aren’t very nice to them.,December 2022,none,none,"Dear Jameslvan,  Good morning! We thank you so very much for taking the time out of your day to leave such a warm and kind review about Veronica and Jessie. They work so very hard to ensure that our breakfast time runs smoothly, and we sure thank you for sending them such gracious kudos- we'll definitely make sure that they see your generous review. We do thank you for choosing to stay with us while in Irvine, and we hope that your stay was both relaxing and enjoyable- We look forward to welcoming you back again! Until then, please take care, and have a safe and Happy New Years.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,26,120
none,1 contribution,5.0 of 5 bubbles,"Great service, food, and rooms",I love this place! The workers are very kind and friendly and helpful. Our room was clean and looked beautiful. The hotel is close to the airport which made it easy to accommodate our leave. Thanks for making our stay enjoyable and comfortable.,December 2022,none,none,"Dear AngeliqueBirb,  Good morning! On behalf of our entire team here at the Homewood Suites by Hilton Irvine/John Wayne Airport, we would like to say a very warm, ""Thank you!"" for taking the time to leave us such an outstanding review. We are thrilled to hear that you love our property, and we equally love being of service to you. It's the greatest honor to help our guests feel at home, and we are so glad that you enjoyed your stay with us. We hope that your visit to Irvine was both restful and productive, and we look forward to welcoming you back again, soon! Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,27,120
none,1 contribution,5.0 of 5 bubbles,"Super Clean, enjoyed my stay, amazing Staff!",This is a great hotel to stay and Jay at the front desk made my birthday more amazing had a gift at my room from HH club. Jay made sure my room was super dust free due to my chronic asthma. It was a great experience for me and my family.  Plus super comfortable clean beds and bathroom spotless.,December 2022,none,none,"Dear maryunicorn,  Good morning! On behalf of Jay and everyone here at the Homewood Suites by Hilton Irvine, we would like to send you a very heartfelt, ""Thank you, and Happy Birthday!"" Thank you so much for taking the time out of your special day to leave us such a kind and thoughtful review. We are beyond humbled and thrilled to hear that you chose to stay with us during your birthday, and we are so glad that we could make your stay extra special- We love to help all of our guests feel celebrated and at home! We hope that you had a wonderful day, filled with many wonderful memories. We can't wait to welcome you back again, soon! Until then, please take care, and have a very safe and Happy New Years!  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,28,120
none,none,5.0 of 5 bubbles,Excellent breakfast…happy stay!,"Veronica, Jessie, Jordon, Valerie, Luxry…You keep cooking these Awsome breakfast and I may never go home.  My #1 choice of hotels to stay in Orange County…it’s more it’s my home away from home!.  From the check in… thanks Caroline and Issac through-out the entire stay  I has never been a disappointment.  Thank you!!!",December 2022,none,none,"Dear pgN1110CW,  Good morning! On behalf of our entire, wonderful Breakfast Team, we would like to give a heartfelt, ""Thank you!"" for taking the time to leave us such a kind and heartfelt review. We are so honored to be your hotel of choice in Orange County- We love to help our guests feel like they are home when they are with us! We know that there are many hotel choices in Irvine, and we are so grateful to be of service to you while you are on the road. We will certainly pass along your kind words to our team, and we'll make sure that Issac and Caroline get your kudos as well. Thank you again, and we look forward to welcoming you back soon!  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,29,120
none,none,5.0 of 5 bubbles,Amazing staff,The staff here is Amazing. We came in on a 6am flight and just wanted to drop off our luggage before we did anything else. The front desk lady was so amazing. She let us check in early when we arrived around 9:30. She knew how tired we were and accommodated us. The front desk also gave my husband a list of food places. Less than 5 minutes away there are a bunch of food establishments. Anything we needed we got…   Free breakfast was awesome. Veronica and Jessie took amazing care of us. They kept the food coming as it ran out. They always had a smile on their face and was always pleasant. I wanted hot chocolate but there wasn’t any displayed so they went to the back to grab me a few. The food station was clean and everything was delicious. I wish I could give the staff here 100,December 2022,none,none,"Dear hannahfR2229XK,  Good day! We know exactly who you are talking about- That's Caroline, our Front Office Manager! We agree that she is amazing, and we will certainly make sure that she receives your kind words. We are thrilled that we were able to help you get some rest after a long flight, and we are so glad that we could help make your stay comfortable, easy, and hopefully filled with plenty of wonderful memories. We'll also make sure that your amazing review gets over to Veronica and Jessie in our Breakfast Team- they are absolutely wonderful ladies who really go above and beyond for our guests. Thank you so much again for taking the time out of your day to leave us such a wonderful review, and we look forward to welcoming you back again. Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,30,120
none,1 contribution,5.0 of 5 bubbles,Wonderful happy hour food,"Many thanks to Veronica, Jessie, Jordan, Valeria, Luxury for the great food and wine service. Appreciate the fresh salads and fresh baguette as always.    Today we had fresh pastry! They are so delicious!!!!  Happy holidays!!!",December 2022,none,none,"Dear anewgene,  Good morning! On behalf of our entire team here at the Homewood Suites by Hilton Irvine/John Wayne Airport, we would like to send you a very big, ""Thank you!"" for taking the time to leave us such a wonderful review. We are thrilled to hear that our amazing Food and Beverage Team was able to help make your stay amazing, and we will certainly pass along your kind words to them. Thank you again! We look forward to welcoming you back again, soon. Until then, please take care, and have a great rest of your week.  Warmest regards,  Cherie Brower General Manager Homewood Suites by Hilton Irvine/John Wayne Airport",none,none,none,none,none,none,31,120
