Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
21 helpful votes,134 contributions,5.0 of 5 bubbles,Totally remodeled and a great Disney location,"This is an older motel with outside doors but the inside is very nice with totally remodeled rooms. So from the inside it seemed like a newer hotel. Considering people often leave early to get to the Parks, it didn't seem too loud. The convenience of a McDonalds and Panera right next door was nice for a snack. Since the Parks are right across the street, the location can't be beat. Great stay overall.",November 2022,none,none,Hi ScottS898! It's great to hear your family enjoyed your recent stay! We appreciate your compliments regarding our updated rooms and ideal location. We hope to see you again soon!,none,none,none,none,none,none,1,106
none,1 contribution,1.0 of 5 bubbles,Rude front desk,"We checked in after a long day of travel (and a canceled flight the  night before). We were greeted by an extremely rude woman at the front desk who informed us our reservation had been cancelled. We hadn’t cancelled it. We had missed the first night due to our cancelled flight and the hotel had not reached out to us so we assumed it was fine to show up and check in the next night. The woman behind the desk informed us we had no room to stay in. After her berating us for five minutes we finally asked “are there other rooms available?” since she didn’t even offer to check and see if there were. She finally agreed to check in awkward silence for another five minutes. She found a room for us. Why she didn’t just look in the first place I don’t understand. The room itself was ok,",December 2022,none,Traveled as a couple,"Hi Juliawx203pz! If a guest fails to arrive on their reservation date without contacting the hotel, the booking will be cancelled as a “no-show” the following morning. This is standard practice. It’s great that another room was available for you as we tend to run at full occupancy during the holiday season. We’re disappointed to hear our newly renovated rooms and Custom Comfort beds were not to your liking as we usually receive compliments on them. Thank you for your feedback. Have a Happy New Year!",none,none,none,none,none,none,2,106
1 helpful vote,1 contribution,4.0 of 5 bubbles,Would stay again…,"Recently stayed at this hotel for the first time; checked in 11/21 and checked out 11/25. Our usual go-to good neighbor hotel was closed for remodeling so we tried Camelot. Upon arrival the staff was very nice…the valet staff was friendly and helpful and the front desk attendant was very pleasant. It’s valet parking only (which I was a bit unsure of at first), but it was so convenient and I actually felt like our car was safer from dings and whatnot. Cost us $103 to park our vehicle for the days we were there. I definitely dislike the additional parking fee since we’re already a paying customer, but most of the hotels around Disneyland are the same way so we knew to expect that. Room was decent, pretty basic but didn’t need much more. Room was clean and that’s really what",November 2022,Maybe try to request a 4th floor room to keep from having noisy upstairs neighbors.,none,"Hi Havers40! It's great to hear you and your family enjoyed your recent stay at Camelot Inn & Suites. We appreciate your compliments regarding our updated guest rooms, friendly customer service and ideal location near Disneyland. In the future, we'd be happy to request a top floor room to ensure there are no guests above you. Thanks for your feedback and we look forward to seeing you again next time!",5.0 of 5 bubbles,none,none,none,none,none,3,106
1 helpful vote,5 contributions,5.0 of 5 bubbles,Amazing stay at an amazing place,"The suited are amazing, so comfortable and huge! Location is perfect! And we had an amazing view of the fireworks from our balcony. It could get quite noisy at night but I think you get that at any of the hotels on this street. Wouldn't book anywhere else for future visits!",October 2022,none,Traveled with family,Hi hollieb909! We are so happy to hear that our spacious Two Room Family Suites stood out to you. Thank you for choosing the Camelot Inn & Suites as your home away from home when visiting the Disney parks. Looking forward to your future visits!,none,none,none,none,none,none,4,106
60 helpful votes,89 contributions,3.0 of 5 bubbles,Nice name- so so inn,"Location near to the park is all this place has to offer  Room tho renovated did not include aircon. Stayed in room 422 - aircon goes humming, drumming and shuttering throughout the first nite. ( did not sleep well)  There goes my first day in Disneyland … like a zombie Next the water pressure is bad  The tap fr the sink was leaking water even as it pushed the water to the shower head above .. Lousy shower- NOT invigorating after a hot day at the park.  Pillows were too soft,  ask for more pillows- reception says no extra pillows? First hotel tt deny pillows…hotel must be  thinking there will be more guests beside the official registered 4 which was accounted and paid for!!!  So what is good.  ONLY Strict security..  we were quite unlucky tt there was no firework at all on 7-9",September 2022,Climate change affect us. But visit park with temperature at 37 can kill even me fr Hot hot...,Traveled with family,"Hi Hilda H! We are sorry to hear your AC and showerhead weren't working properly. If this had been reported to the front desk, our maintenance team would have been happy to repair these issues or move you to another room. We're glad you appreciated our close proximity to the Disney parks. Each guest room is newly renovated and offers a view of Disneyland from the landing outside each room.  We hope you enjoyed your time at the ""Happiest Place on Earth!""",none,none,none,none,none,none,5,106
1 helpful vote,2 contributions,4.0 of 5 bubbles,The location is amazing,"I will keep coming back to this hotel because the location is amazing. It is so convenient to be able to walk back and forth between the room and Disneyland. It is also wonderful to watch the fireworks from the pool area. It is also nice to be directly next to McDonald’s and Panera My one complaint is that you can hear everything that happens outside your door. The window and door don’t do anything to block the noise of people walking by and talking or standing outside their room next to yours talking on their phones. Oddly I didn’t hear much noise from the rooms next to ours, just that outside hallway. It is jarring to wake up at midnight to the sound of people talking, sounding like they are inside your room, as they are walking back to their room from the parks.",June 2022,none,Traveled with family,"Hi 720kathrynh! We are delighted to be your hotel of choice when visiting Disneyland, and we appreciate your compliments regarding our comfortable rooms and ideal location. In the future, we'd be happy to request a room in a quieter area towards the back if you prefer. Looking forward to your next stay!",none,none,none,none,none,none,6,106
14 helpful votes,82 contributions,4.0 of 5 bubbles,Great family suite for a family of 5,We stayed here for our disney trip and it was pretty good.  Nothing enough to not stay here again considering there aren't many options across the street from Disneyland that sleep 5 comfortably.  Beds and room were great.  Room was clean.  Some minor complaints: 1.  TV in room with king bed didn't swivel so you could see it from the bed. 2.  The door was hard to close and you had to slam it potentially waking up neighbors 3.  Only one sink for such a large room considering it had so much room for two sinks. 4.  Would be nice if there was a table in the room you could actually eat at.  The room has a couch with sofa table/ottoman and another area for 4 people to sit with a knee height small ottoman.  If that area had a normal height small table in the same place it would be,June 2022,none,none,"Hello! It sounds like our Two Room Family Suite was a great choice for your family of 5, and we appreciate your feedback regarding your experience. Our maintenance team checked the pool chlorine and the chemicals are properly balanced. We hope to see you again next time!",none,none,none,none,none,none,7,106
2 helpful votes,2 contributions,5.0 of 5 bubbles,Great Stay with my 4 generation family,"This is our second time at the Camelot, and  it was just as great this time (8 yrs later). We booked the ADA Family Suite because we were traveling with my 79 year old mother. I also had my daughters, son-in-law and grandchildren. We booked with my husband's military discount but he had to back out of the trip. Michelle was great and was still able to get us a good rate. The suite was great. It was clean and spacious with two handicap accessible bathrooms, one with a tub, the other with a shower. The staff was so friendly, although they didn't clean rooms daily because of Covid, they checked on us daily and made sure we were stocked up on everything. The beds were so comfortable, which is vitally important when you've been walking all day in the park! One Stop Mobility (located",April 2022,none,none,"Hi there! Thank you for taking the time to share your positive experience with us! It is lovely to hear that your whole family's stay was enjoyable and memorable. We appreciate your kind comments regarding our newly renovated guest rooms, helpful front desk and housekeeping team members, and our pool and laundry facilities. Looking forward to seeing you again in the future. Take care!",5.0 of 5 bubbles,none,none,none,none,none,8,106
45 helpful votes,277 contributions,4.0 of 5 bubbles,A Good Knights Sleep,"The first things I would like to comment on is how friendly and helpful the staff was. The receptionist was perhaps the most efficient I've seen and I was off to my room in no time. I had booked a double queen and found it to be fresh & clean upon entry. More towels & pillows then I'm used to and the toiletries were pleasant as well. Being a coffee junkie I ran out of the provided coffee but no worries after asking, more was brought up to my room. The bedding was crisp and clean, although the mattress was a bit firm for my taste. Outside noise wasn't an issue nor was adjoining rooms, so I slept very good. The grounds were clean and well kept and by fist glance there was ample parking available at least during my stay. The pool and hot tub seemed nice although it was to brisk for",February 2022,none,none,"Hi, imsfan! Thank you for your 5 star review! It is wonderful to hear that our property stood out to you- from our friendly team members to our renovated rooms to our ideal location. We appreciate your feedback and look forward to your next visit!",none,none,none,none,none,none,9,106
none,1 contribution,1.0 of 5 bubbles,Won’t accept valid credit card from Mastercard,I am beyond frustrated with the service at this hotel. They let me make my reservation with my Mastercard then when I arrived they told me they can’t accept it because it’s from apple. What kind of ridiculous policy is that? Their excuse was “it just doesn’t work” I asked if we could try and she replied “no” it has a chip/stripe and Mastercard Goldman Sachs logo. Never have I been so mistreated by simply having the card they don’t prefer. You can’t pick and choose which cards you accept with no policy stating so online. I also believe this is a violation of Mastercards policy and I will be reporting it to them. I’d advise you to look elsewhere to say as this place might not accept your payment when you arrive.,March 2022,none,Traveled with family,"Hi, 48nicholasee. Please accept our apologies for the inconvenience you encountered in regards to our credit card compliance policy. We do accept Mastercard. However, Apple credit cards do not have verifiable numbers on them and we were unable to accept them for payment until now. We shared your feedback with our general manager, and he decided to change this policy. We are now accepting Apple cards with chips and we thank you for bringing this to our attention.",none,none,none,none,none,none,10,106
