Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
59 helpful votes,75 contributions,5.0 of 5 bubbles,good bargain hotel...clean and quiet.,"great little hotel.  rooms were updated, clean.  new floors - no carpet... i love hard floors rather than carpet.  new tVs with cable. Refrig that kept my stuff cold.  little microwave.  bathroom was newly updated. quiet... i heard no noise through the walls. i heard no voices outside my window.  comfy bed.  it was a great bargain.  I travel a lot, stay in a lot of hotels.  I ended up at this hotel by chance.  I was bothered by no one and had no problems. This is a budget hotel, the kind where you park outside your door. it was a very good bargain for the price.",November 2019,none,none,none,none,none,none,none,none,none,1,449
11 helpful votes,67 contributions,5.0 of 5 bubbles,Great place for the price,I was not planning to stay at the Beach but after I was stung by 2 stingrays I was not able to drive safely.  I found this place at a fair price and breakfast was included.  Very close to everything and nice comfortable beds.,August 2017,none,Traveled with family,none,none,none,none,none,none,none,2,449
86 helpful votes,198 contributions,3.0 of 5 bubbles,"Clean and quiet, well located at a crossroads, at a nice low price","I was in Huntington Beach on business, not pleasure, so I wasn't looking for a luxurious hotel or to be on the sand, just a nice, cost-effective place to stay for two nights.  I found this motel to fill the bill just fine--the price was quite quite low, it was located at a kind of crossroads, on Beach Boulevard that makes a bee-line from the 405 freeway to the Pacific Coast Highway and the ocean, and on the same block as the diagonal Main Street, so it felt like all of Huntington Beach was easily accessible.  Despite being on a ""main drag"", I felt that the room was very quiet.  Every reference calls this motel ""Starlight Inn"", except the sign in front that says ""Rodeway Inn"".  I can only guess that maybe Rodeway bought the motel, but the transition to the new name is proceeding",October 2015,none,none,none,none,none,none,none,none,none,3,449
24 helpful votes,52 contributions,2.0 of 5 bubbles,Wouldn't stay here again!,We booked this motel thru Booking.com under the name Starlight Inn Huntington Beach and spent ages trying to find it as they have changed the name outside to Rodeway Inn and we thought we were at the wrong place. It wasnt till we got a call on our cell phone to find out why we hadnt booked in that we realised we were at the right motel. The owners were rude and unhelpful when I asked why we werent notified of the name change.The room was adequate and the beds were average. The whole place is quite run down and we had to carry our bags up stairs to the third floor.It was averagely clean. Wouldn't stay there again!,August 2015,none,Traveled with friends,none,none,none,none,none,none,none,4,449
5 helpful votes,1 contribution,1.0 of 5 bubbles,Awful!!!,"We travelled on a budget holiday here as part of a group. Honestly, this was easily the worst place we stayed by far.  We were arriving late, so made sure to ring in advance, owner seemed very thankful for the call, and said it was no problem to check in late. When we arrived, there was no sign of the owner. We rang the bell numerous times, and called the phone, to no avail. After about 10-15 minutes standing in the dark, we contemplated just sleeping in our cars.  The owner then turned up, with no apology for the delay, and barely spoke to us during out check in. However, it was late, so we didn't really mind.  Then the nightmare started! As we brought in our bags, a drunk man attempted to come in to our room. I know this is not the owners fault, but a bit unsettling to say the",August 2015,none,Traveled with friends,none,none,none,none,none,none,none,5,449
4 helpful votes,1 contribution,1.0 of 5 bubbles,Stardust,"This is by far the worst experience I have ever had at any establishment in my life, we were there for 5 minutes and the owner was giving me lots of attitude when he took far too long to show up, this place is filthy and not worth anyone's money.",April 2014,none,Traveled as a couple,none,none,none,none,none,none,none,6,449
26 helpful votes,39 contributions,1.0 of 5 bubbles,Horrible,"I stayed here one night,It was awful. I know it was cheap but I did except to be able to sleep, the bed was the most uncomfortable bed that I have ""tried"" to sleep upon, the owners were unfriendly, more interested in making their chapatis! Too near massage parlours and seedy things, this put. Me out of my comfort zone. Never again.",November 2013,none,Traveled with family,none,none,none,none,none,none,none,7,449
8 helpful votes,1 contribution,4.0 of 5 bubbles,I stayed there 3 months and loved it!,"What do you expect in a hotel when it's around $55.00 a night 2 miles from the Beach? Yes, it could have been cleaner, but it was better than I thought it would be. It had a large 42 flat screen TV, with a queen side bed, AC, Heat, refrigerator, microwave oven and again only 2 miles from Hunting Beach Pier. Chris the manager was very nice and professional and did everything for me to make my stay very enjoyable. I would stay there again and again, when every other hotel in the area was twice to 3 times as much... you got to be kidding me.",June 2013,none,Traveled solo,none,none,none,none,none,none,none,8,449
3 helpful votes,1 contribution,1.0 of 5 bubbles,Disgusting. horrible service.dirty,"The pictures of this place are deceiving. First they wouldn't give me a confirmation number for the reservation. The room was disgusting the towels were dirty the beds suck. The lamp shade was missing, holes in the bathroom door, the door knob to the bathroom was broken, the toilet paper was literally tissue paper, it smelled like curry, the wifi didn't work, the toilet seat was broken, the shower was disgusting!!!!! Crayon marks on the doors, the staples on the carpet were out, we went  and bought our own sheets,towels and pillow cases we were so disgusted. BEWARE IT'S DISGUSTING",August 2013,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,9,449
16 helpful votes,37 contributions,1.0 of 5 bubbles,Now I have stayed in a hovel!,"Curse me for not using Trip Advisor when booking this hotel because then I would have known ~ that little restful sleep occurs when sleeping on a poorly covered king box spring ~that a motel in 2012 does NOT provide ANY form of soap ~ that a malfunctioning shower head can and will spray the bathroom, the floor, and the adjoining dressing area in 2.0 seconds ~ that three kinds of bugs (ants, gnats and daddy longlegs) live in hovels in Huntington Beach in November. Beyond that, the door did lock and the taped window kept most of the fog at bay.  Glad to leave this one behind.  People, please do not make my mistake.  Use Trip Advisor EVERY time you leave home.",November 2012,none,Traveled with family,none,3.0 of 5 bubbles,none,none,none,none,none,10,449
