Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,3.0 of 5 bubbles,Mostly satisfied,Great location  everyone was very nice. Just could hardly view the ocean through the fogged out sliders which was disappointing for a room advertised as ocean view. Free bike usage was very nice  pool area seemed nice but didn’t use due to cold weather,May 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,337
none,1 contribution,5.0 of 5 bubbles,Amazing stay,We loved our stay at Riviera Shores. The room was spotless with great balcony and grill. The view on the ocean was excellent. We loved the option to rent a bike for free which we used. Would love to come back one day! Amazing stay!,May 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,337
none,14 contributions,4.0 of 5 bubbles,Private BBQ on balcony while enjoying the view and sounds of the Pacific ocean!,This particular location of Diamond Resort has 3 phases each one with its unique qualities and each enjoyable for what they offer. The units are furnished to meet the guest who wants to enjoy not only quality stay indoors but also for the adventurer who can enjoy free bicycle outing on the beach or the walker who wants to walk via an overhead bridge. BBQ from the balcony while enjoying the Ocean breeze and sounds.,April 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,3,337
44 helpful votes,44 contributions,4.0 of 5 bubbles,Serene location,We returned to this property after 2 days for work. This location is right across the beach. The amenities inside the room is complete and clean. The room is very generous in square footage. This is how all hotels should look like.,March 2022,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,4,337
none,1 contribution,4.0 of 5 bubbles,Million dollar view.,"The location of this property is Great. It is right on Pacific Coast Highway and the view of the Pacific Ocean was incredible.  The BUTS are a case of ""It is what it is.""  The property is located across the street from the train tracks that have trains going north and south about every 30 min. Pacific Coast Hwy is a busy street so if you're sensitive to noise, you may have a problem. We kept the door closed and it was fine. The cleanliness of our unit was a 10 all the way.  The walls are very thin and if there are any parties at night going on, you may want to crash them or wear ear plugs and headphones.  We did not use the amenities, which were many, because of our short stay. Parking was great and the location to be able to walk on the beach was excellent.",March 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,5,337
none,8 contributions,5.0 of 5 bubbles,Valentines  Day,We LOVE this local get a way. The room is a spacious  room with a full kitchen. From the patio or balcony there is an ocean and sunset view. There are about 4 restaurants  within walking distance. More restaurants  are a short drive to Dana Point  Harbor,February 2022,none,Traveled as a couple,none,none,none,none,none,none,none,6,337
none,5 contributions,5.0 of 5 bubbles,Great stay in Dana Point,"I found Riviera Beach & Shores Resorts after doing some research for a place to stay in Dana Point.  I reserved a ""Deluxe Studio"" room, and it turned out to be a very spacious suite with a small but complete kitchen and a nice comfortable living room with tv (including standard cable channels).  The room and all facilities were very clean, recently remodeled and nicely decorated, and there is free garage parking available (not the case with some other hotels in Dana Point).  Check-in was easy and fast, and the staff were helpful, friendly and efficient.  It also had free wifi in the room, which was very fast.  The resort  is across the road from the beach, but we did not try to access the beach here.  There is a fair amount of traffic on the 5-lane road, so it did not look very",December 2021,none,none,none,none,none,none,none,none,none,7,337
1 helpful vote,11 contributions,1.0 of 5 bubbles,"Bedbugs,Fruit Flies, Noisy",GAVE MANAGEMENT A WEEK TO CALL AND MAKE IT RIGHT. HAVENT HEARD FROM ANYONE. So here we go; checked in last week for wifes bday weekend. We were given room 104. Check in was fine. Walking towards the room grounds on property were ok. Hallway leading to room has dirty and dated carpet. Entered the room and it was prob 3.5 star room. Good layout and balcony for beach view was cool. Turned on t.v. and layed on bed to look fir local restaurant. Browsing through my cell phone when my wife looks over and says what is that. Upon looking I thought it was lint or something but she said it was moving. We both got off the bed and sure enough it started to move. We caught it in a tissue and I checked the photo I took and sure enough a BED BUG. We immediatly got all of our bags and left the,August 2021,none,Traveled as a couple,Thank you for letting us know about your recent stay. We regret to hear about the issues you had with your initial room and want to ensure you get your call as requested. Please email us at CustomerServiceSM@diamondresorts.com. -HN,none,none,none,none,none,none,8,337
111 helpful votes,145 contributions,5.0 of 5 bubbles,Nice Resort,"This is a very nice resort with underground parking and easy access to units.  It is accross the street from the beach, and the train goes down the middle of the street and is fenced, so you can't immediately cross over.  The two outdoor pools are nice and have views of the beach.  Doheney Beach Park is very close, as are places to eat.  The suites are spacious and well furnished.  We were quite comfortable.  Our room didn't have a view of the beach, so I would recommend paying for an upgrade for the view.  The kitchen and bathrooms were nice and everything was very clean.",May 2021,none,none,We're delighted you enjoyed your beach getaway with us! Thank you for leaving us a review. -RW,none,none,none,none,none,none,9,337
6 helpful votes,8 contributions,5.0 of 5 bubbles,7 days of Beach!,This is our second trip to this resort.  It was very clean and the view was amazing.  Right across from the beach!  Must use pedestrian bridge for walking access to beach or drive around.  Felt very safe with everyone wearing masks and limited capacity due to Covid-19.  The fully equipped kitchen was wonderful for family meals.  Definitely would visit here again.,September 2020,none,Traveled with family,Thank you for letting us know you had a great stay with us. We're happy to hear you felt safe and we hope you will come back and visit us again soon! Warmest regards. -GP,none,none,none,none,none,none,10,337
