Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,1.0 of 5 bubbles,Bad service for loyal repeat visitors,"The cleaning staff here at Delta Hotels is subpar, the front desk staff are okay as long as they like you.  On multiple occasions my Titanium Elite Status has been completely ignored upon check-in.  On this occasion they have ignored it and put me into a room that was clearly trashed by previous guests and the hotel staff neglected to maintain the room before releasing it back to the house.  The door on the outside (hallway facing) had a hole punched in it. Inside the room the desk had cigarette burns, the closet doors were patched up, the coat hangers were falling off the wall, the sheer curtains were gone, TV didn’t work with any type of input options, couch had stains on it, the bathroom shelving was missing, and the phone didn’t work.  They  HAD to know what type of room",January 2023,none,Traveled on business,"Dear J R.  Thank you so much for taking the time out of your busy day to provide us with your valuable feedback.  I have shared your feedback with the entire leadership team to see what it is we can do better so this will be an isolated incident.  Sincerely,  Yvonne Liu General Manager Delta Hotels by Marriott Anaheim Garden Grove",none,none,none,none,none,none,1,92
1 helpful vote,none,5.0 of 5 bubbles,Great hotel,We stayed here for our Thanksgiving/Christmas family vacation. From Nov 26th they Dec 2nd. The room was clean and comfortable. The beds were very comfortable and we came back to clean fresh towels everyday. The breakfast was delicious. The waiter and omelet cook were great. We stayed for 6 nights and each time we arrived or left we were greeted or told to have a great day. The ART shuttle picked up right outside the hotel and was so convenient. We definitely will be staying again!!,November 2022,Parking was pretty full on the weekends but was ok throughout the week,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,92
147 helpful votes,182 contributions,4.0 of 5 bubbles,Disney property plus,"In town for a quick trip to Disneyland. Wanted to be close enough to the park and have a few creature comforts and not spend a fortune. The Delta sure did deliver. While it’s an older hotel that has been recently perhaps made into a Marriott Delta property. We were happy with the service. We were happy with the location and we were happy with the room. the hotel bar is lovely to have a drink at the end of the day and Jorge is just a fabulous bartender. The lobby gets very busy and he was able to manage all of the guests with a big smile on his face for every single patron. Beds are super comfy, nice and soft and lots of extra pillows. We had a king room, which had a chaise in it which is always appreciated. Wi-Fi was excellent and the shuttle stops right outside the hotel. And a",December 2022,none,Traveled with family,none,none,none,none,none,none,none,3,92
1 helpful vote,7 contributions,5.0 of 5 bubbles,Great hotel for Disneyland,"Great hotel. Easy to walk to Disneyland, takes about 30 minutes, I don’t recommend using the ART bus because it gets crowded. There are various restaurants, a Target and a coin laundry across the street in case you need them. Parking costs $20, a bit less expensive than Disneyland itself.",December 2022,Disneyland opens at 8am make sure you arrive when the park opens so you can get on rides with...,Traveled solo,none,none,none,none,none,none,none,4,92
none,1 contribution,2.0 of 5 bubbles,Super disappointed,I was so I pleased about the whole experience and honestly I feel there were things that could have made it better but staff just didn’t care. Our toilet was still dirty from the previous guests :( yuck the toilet was broken and the shower stopper was broken I brought all this to the front desk where he could care less and nothing was foxed. We had to keep the tank off our toilet to keep it from non stop running. We were there for our honeymoon and it really just wasn’t very nice. I probably won’t stay here again and if not for the issues for the fact the guest service was non existent. Sooo disappointed,December 2022,none,Traveled as a couple,"Dear Jodi R,  Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the entire leadership team and specially to our Maintenace department to ensure the necessary changes are improved to prevent similar situation from occurring in the future.  Thank you for taking the time to let us know about your experience while staying with us.  Sincerely,  Delta Team",4.0 of 5 bubbles,none,none,none,none,none,5,92
2 helpful votes,6 contributions,3.0 of 5 bubbles,Good/Adequate Hotel that is Relatively Close to the Disneyland Resort,"I stayed at this hotel for two nights from a Saturday - Monday in mid-December.  It was my first time staying at a Delta Hotel.  Parking:  The Hotel has a  surface parking lot in front of the hotel and large surface parking lot towards the rear.  Because I arrived around 10 pm, I needed to park in the large lot at the rear.  If you plan on arriving late, expect a 5-10 minute walk from the far reaches of the rear parking lot to the main entrance of the hotel.  Self-Parking is relatively reasonable at $20/day.  Reception Desk:  I was greeted warmly at Reception and my Platinum status with Marriott was recognized and appreciated.  I was pleased to be upgraded to the top floor Executive Room.  I did not notice any suites at the property.  Room:  The room had a standard amount of",December 2022,none,none,"Dear gin4dist3,  I have shared your feedback with the entire leadership team especially with our Maintenace department to see how we can improve our lighting and to prevent similar feedback/experience from occurring in the future.  Thank you for taking the time to let us know about your experience while staying with us.  Delta Team",4.0 of 5 bubbles,none,none,none,none,none,6,92
2 helpful votes,1 contribution,1.0 of 5 bubbles,Disney trip,From the start the stay at this hotel was unacceptable. The hotel Floor extremely hot the hotel room felt old and dirty with stained carpeting that looked like blood. The hide-a bed was like a torture  chamber. The front desk staff was pleasant but incompetent. The manager as given the chance to make our stay better failed.  The thing that was the final straw was my brand new high end suv that I was told to park in the back parking lot was never given a permit I WAS NEVER TOLD. !!!!!!!  so my vehicle could have gotten towed as NO ONE PROVIDED US WITH ONE. upon checking out I hear a guest checking in being informed of the parking process . UNACCEPTABLE. The Bar staff was amazing maybe take some pointers from them on etiquette and professionalism and details.,September 2022,none,Traveled with family,Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the entire leadership team to prevent similar feedback/experience from occurring in the future.  Thank you for taking the time to let us know about your experience while staying with us.  Delta Team,none,none,none,none,none,none,7,92
1 helpful vote,4 contributions,5.0 of 5 bubbles,Pre-cruise stay,"Amazing choice for pre-cruise stay in LA. Great location right in the middle of Little SaiGon with amazing Vietnamese food around. Rooms are spacious, well-designed, and spotless. Will definitely be back when we’re in the area.",November 2022,none,Traveled with family,Thank you for your feedback. We look forward to your next stay with us.  Front Desk,none,none,none,none,none,none,8,92
47 helpful votes,50 contributions,5.0 of 5 bubbles,Great service and value,"We stayed for 3 nights as part of our Disneyland vacation package.  Our room was on the 3rd floor facing the swimming pool and was quiet, clean and in good condition.   There is an outdoor pool and large jacuzzi which I enjoyed.   Also, this hotel includes free parking and free shuttle bus (ART) which some hotels do not offer.   The ART bus runs every 30 minutes and picked us up in front of the hotel and drops you off by the park entrance and is about 10 minute ride to Disneyland. What I enjoyed the most was the daily full hot breakfast buffet which included fresh made to order omelettes, waffles, pancakes, assorted fresh fruits, hot oatmeal, yogurts, cereal, assorted cold juices, coffee, tea and more.  Overall, I was very pleased with my stay and I think the service was",October 2022,none,Traveled as a couple,Thank you for your feedback. We look forward to your next stay with us.  Front Desk,5.0 of 5 bubbles,none,none,none,none,none,9,92
1 helpful vote,none,1.0 of 5 bubbles,Horrible Experience,"I had 2 of my wedding events at this hotel and the service from the beginning was horrible.  We initially had contact with Connie Esquivel who when meeting with her, quoted us a lower price per person for our events since we were having 2 events as opposed to 1 and after drafting the contract, she completely denied agreeing on said price.  My fiancé and I both met with her and witnessed the discussion of such price so for her to outright lie was completely shocking and unprofessional.  She vehemently denied agreeing to said price which completely rubbed us the wrong way from the very beginning. Even with the drafting of the agreement, I had to make so many corrections that she as the contact person should have caught herself. Fast forward to our actual events...during the first",June 2022,none,Traveled solo,"Dear 383alishbaa,  Thank you for taking the time to let us know about your experience while staying with us.  Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. We always strive for a perfect 10 with guest feedback and comments and we fell short at this time. You feedback has been shared with the entire leadership team especially with our sales department to better improve our service and all aspects of the hotel.  Thank you for your sharing your experience.  Sincerely,  Delta Team",1.0 of 5 bubbles,none,none,none,none,none,10,92
