Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Comfortable Beds and Friendly Staff,I stayed at this hotel for 2 nights. The staff was great and the breakfast was very good. Love the bed and pillows. Room was very clean when we arrived. Also loved that the Art shuttle stop is so close.,March 2023,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,1,36
39 helpful votes,71 contributions,5.0 of 5 bubbles,Close to Disneyland and Garden Walk,"I recently stayed here for 4 nights on business.  I am a Diamond member and had no issues with check-in or check-out.  I did walk to DL and found it to be about a 12-15 minutes time frame.  Also, walking down Disney Way to the parks the sidewalk is mostly shaded.  No breakfast at this time but you can grab a free coffee in the lobby gift shop and then would find breakfast within the parks.  You can call for anything needed for your room as there is not any room service unless requested. The room was nice and I could not hear anything from other rooms. I did not use the pool but saw that it was nice and clean.  I did order food using Doordash one night and it was delivered to the front desk where I was called to pick up.  If you take Uber or Lyft either way to the parks it is",July 2021,none,Traveled on business,"wc1208,   Thank you for the wonderful review! We are thrilled to learn you enjoyed the stay and thank you for being a Hilton Honors Diamond Member. We can't wait to have you back.",none,none,none,none,none,none,2,36
none,2 contributions,5.0 of 5 bubbles,Great hotel to stay at near Disneyland,"Great location, great hotel, great time and amazing experience. We even saw it snowing at Disneyland,! The weather actually was great except for our first day (March 1st)   The location alone is worth staying here but the hotel was very clean and comfortable. The staff is excellent.",March 2023,"I recommend taking  Uber to the park and back to the hotel
 It's a fifteen minute walk but an...",none,none,5.0 of 5 bubbles,none,none,none,none,none,3,36
2 helpful votes,3 contributions,2.0 of 5 bubbles,Disappointed,"Paid for cleaning services when they only came to our room once during the 5 night stay and that’s after we requested it, twice. When we requested it on the third day, they didn’t even show up and didn’t apologize either. After I let them know, they just sent a lady up with a pile of towels that weren’t even folded. they showed up on the fourth day to clean and just made the beds and threw some more towels on the bathroom counter. They didn’t even take out the garbage and I had to do it myself. The room was also noisy from the highway and also from lots of noises from inside the room like smoke detectors and electrical noises in the bathroom. The hotel only took card and my brothers card wasn’t working because it’s Canadian but luckily we could help him out. Restaurant was very",February 2023,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,4,36
none,1 contribution,5.0 of 5 bubbles,Close to Disneyland,Great modern and clean rooms. Location is very good. 8 minute brisk walk to Disney. Would stay again. Improvements: they only serve coffee and tea for a fee til 10 am. The hot water takes a minute. Start the shower a few minutes early and wait. They should start serving buffet breakfast again included in the price. It came complimentary when I booked but by the time the trip came around there was no more breakfast included.  Also no daily service to clean rooms. Just an FYI.  It was too cold to use the pool during our visit but it looks nice.,March 2023,none,Traveled with family,none,none,none,none,none,none,none,5,36
none,1 contribution,3.0 of 5 bubbles,Usually 4 out of 5 stars but bad booking experience left us sour,"We usually love this property - its nice, close to the parks - except for our last visit. We booked a family of 4 for a king suite as the kids like to pull out the sofa and have their own TV in the living room area. However, they gave us a 1 king bed with no sofa room. No place for kids to sleep. After specifically booking the king suite they told us there were none available day of check in. They offered us a 2 queen room but it had no sofa area or living room. We checked into the queen room and found previous guests take out food left in the fridge. yuck. Our 2 friends checked in later in the evening several hours after us and ended up with the king suite we originally booked. The hotel staff blamed booking.com.",January 2023,"Park early and walk to parks. Not close to restaurants, best to order delivery.",Traveled with family,none,none,none,none,none,none,none,6,36
none,1 contribution,5.0 of 5 bubbles,You can't go wrong...,"Clean, Comfortable, Excellent Staff Close to everything including Disneyland. at a great price 5 stars from myself, with a good inexpensive breakfast as well 7.00 uber ride to the park. The pictures are accurate in all the booking sites TripAdvisor, booking.com Etc.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,7,36
none,none,5.0 of 5 bubbles,Best service and gorgeous property,This hotel is GORGEOUS!! Staff is AMAZING especially Joey!! So sweet! This was a last minute booking but I will stay here again!! Thank you Joey for everything!! You went above and beyond!! Definitely a must stay!,January 2023,none,Traveled solo,none,none,none,none,none,none,none,8,36
2 helpful votes,2 contributions,2.0 of 5 bubbles,"Convenient to the Disney, but that’s pretty much the only good thing about it.","Good location from Disneyland, where the walk to is easy and away from the busy street. But most of the staff is not accommodating and not as friendly. There were only 2 staff members that met our satisfaction. No free breakfast & you are given a $15 credit instead on food & beverage & I just find not worth it because the food at the hotel was overpriced. Like the chicken & waffles was $15.95 and it was just 2 waffles (so half of a whole waffle) that you can make with those make it urself waffles at an inclusive breakfast & chicken strips. Dealt with a sarcastic and rude staff member which o believe was named David or Daniel, that flaunted his badge to our face from his shirt when we were questioning the rules about the credit. Was denied a water bottle at 8;00 am. Could hear",January 2023,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,9,36
20 helpful votes,52 contributions,5.0 of 5 bubbles,Great Stay,"Stayed here for two nights.  Very clean, modern hotel with surfing theme.  Staff was really great.  Very reasonably priced.  Nice hot tub and pool.  Short walk to many restaurants, shops, Disney. Breakfast is not included in stay.  I would definitely stay here again if in the area.",January 2023,none,none,none,none,none,none,none,none,none,10,36
