Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Happy with our stay,"We visited Disneyland over 5 days in February. We stayed at BWPPI. Location is literally across the street from the entrance of DLR. Our room was clean and comfortable. It even faced the park. We were able to see the fireworks one evening. I especially liked being able to see Space Mountain while lying on the bed. Only downside was the road noise at night but that was no fault of the hotel. I have a bad knee and was able to rent an ECV in the lobby which was convenient. We attended breakfast on a few of the mornings. The space was clean. The staff friendly. Lots of hot items: eggs, French toast, bacon, etc. Plenty of fruit, cereals, breads, and juices. We were pleasantly surprised with our whole stay and would definitely return.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,47
9 helpful votes,24 contributions,5.0 of 5 bubbles,You Won’t be Disappointed,"Stayed here during a short Disneyland trip. Obviously the best part is the location. Three minutes from Disneyland gate to crosswalk across from the hotel. I never had the breakfast but drove by it when I was leaving and it looked a bit paltry. Pool is open, ground floor rooms hear the people above, unfortunately there’s nothing that can be done about that. Walking distance to a McDonald’s and a Panera. Room was spacious but the bathroom was tiny. Pretty decent sized refrigerator for a hotel. We’re staying again in a few weeks in one of the mini suites so we’ll see how the size difference is compared to a standard double room (two double beds). Parking is $15 per day and you’re limited to one car per room. There weren’t any USB ports in the room so bring your plugs! I will",July 2021,none,Traveled solo,Thank you so much for taking the time to tell us about your stay. We're sorry there were a few things that weren't completely up to standard. We look forward to seeing you again in a few weeks to hopefully improve your experience!,none,none,none,none,none,none,2,47
none,1 contribution,5.0 of 5 bubbles,Closest to DISNEYLAND front gate,The hotel had nice clean and a very short walk to the parks. The hotel was right across the street from Disneyland front gate.  Central location with many restaurants  near by to eat including the Garden Walk Mall.  The only bummer was there was only room for one car to park.,February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,3,47
1 helpful vote,16 contributions,5.0 of 5 bubbles,Stay here!,"We stay here every year when we come to Disneyland. Recommend staying the night before visiting Disneyland so you can eat a wonderful complimentary breakfast and quickly walk 5 min to the Disneyland entrance. With young kids, the location makes it so easy to come back to rest at the hotel during the day. The breakfast is high-quality. Hot breakfast (eggs, sausage, bacon, potatoes), bagels and bread with jams, peanut butter, and Nutella!, and yogurt containers. Grabbed a couple wrapped danishes, granola bars, and fruit to enjoy at Disneyland. The rooms are comfortable and spacious - we like the 2 beds plus sofa bed for our family of 5. It was cold and rainy during our visit and were happy to come back to a very warm room. We didn’t use the heater but the room was very toasty. It",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,4,47
none,1 contribution,5.0 of 5 bubbles,The Best Choice,"This Best Western is the best choice on Harbor Blvd. Unmatched location, clean rooms, and overall just a great value. Would not think of staying anywhere else for a Disneyland trip, and definitely recommend.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,5,47
36 helpful votes,134 contributions,5.0 of 5 bubbles,Family trip to Disneyland,"You can't go wrong with this hotel given its prime location. Not only it's closest to the front gate of disneyland, it's close to a lot of quick eats (whereas Grand Californian is far from the cheap eats). Staff is friendly and the free breakfast had a lot of variety. Will definitely recommend!",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,6,47
1 helpful vote,1 contribution,5.0 of 5 bubbles,Location location location,"The hotel offers a great breakfast, close to the park and comfortable rooms! Who could ask for more?! We took our family to Disneyland for our granddaughter first trip! Being so close to the park was great to be able to take her back for a nap with ease!",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,7,47
none,8 contributions,5.0 of 5 bubbles,Very pleasant stay!,"Staff was very helpful and friendly, rooms were nice and clean. Love the big vanity. Beds were pretty comfy, but needed a bit more blankets as we got cold the first couple of nights until we asked and got more.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,8,47
none,1 contribution,5.0 of 5 bubbles,Across the street from Disneyland,"Clean room, comfortable, enough pillows, quiet and across the street from Disneyland and at walking distance to restaurants. This is the second time we stay here and we'll be coming back again next time.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,9,47
none,2 contributions,5.0 of 5 bubbles,Super place to sty!,"We stayed here for a family Disneyland trip. The hotel was wonderful. Clean rooms, comfortable beds, and a great breakfast each day. Being able to walk to Disneyland and come back for midday rest was perfect.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,10,47
