Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
1 helpful vote,8 contributions,5.0 of 5 bubbles,Great family stay @ Cambria,"Well appointed, spacious, clean room with lots of towels and sleeping space.  Easy access to shopping and resteraunts and Disneyland is about a 20 minute walk.  Quick $10 uber to the Honda Center.  Great included breakfast (gets really busy but they stay on top of it).  Pool area is nice and water is warm.  Bonus you can see the Disney firework from the pool!   Traveled with a family of 4 (14 and 10)",March 2023,none,Traveled with family,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,none,none,none,none,none,none,1,42
162 helpful votes,164 contributions,5.0 of 5 bubbles,Great Value & location,"It was very nice. Comfortable beds.  Had a bathtub/shower, plus another shower also. Breakfast was a nice bonus with mickey mouse pancakes.  The ART Shuttle was right out front.  Also several good restaurants in their parking lot. Starbucks/Hawaiin BBQ/Fish Grill/Habit Hamburgers & Jersey Mike Sandwiches.   They charged additional $30.00 day parking. Security was good. You couldn't even get on your floor or to parking garage without your key in elevator. They had a bar, slides, pool, and movies for the kids.  A small market where we were able to buy ponchos for $10.00 each when it rained. Bottled water was $5.00 each. In the breakfast area was a water dispenser to fill up your own bottles.  They also had a nice area with tables you could bring food in and gather in the evening",February 2023,none,none,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,5.0 of 5 bubbles,none,none,none,none,none,2,42
1 helpful vote,2 contributions,4.0 of 5 bubbles,Wet trip to universal studios,"Room was comfy, and nice, breakfast had a lot of choices but quality of food not great! Bananas were green every day, and scrambled eggs were over cooked and dry. We will come back again grandkids had a blast in the pool.",February 2023,none,none,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,5.0 of 5 bubbles,none,none,none,none,none,3,42
none,1 contribution,1.0 of 5 bubbles,Bad Free Breakfast,Was disappointed that u had to pay 30.00 per night parking and no room service only if u stay 4 days restroom was not clean shower still had hair from previous residents Also Breakfast was a big fail they rush u while u are eating employee need re training food is cold all in general I don’t recommend will choose a different hotel,February 2023,Choose another hotel,Traveled with family,Thank you for providing us with essential and important information detailing your recent experience.  I will make sure to circle back with my housekeeping team and discuss the cleanliness concerns and work with the team to address this matter.  I will also speak with the food and beverage team about your experience and will work with the kitchen staff to improve on overall quality of food for the buffet.,none,none,none,none,none,none,4,42
none,3 contributions,5.0 of 5 bubbles,Fantastic hotel for a Disneyland visit,"My family stayed for one night for a two day visit to Disneyland. The hotel was lovely, clean and comfortable. We booked it as a package with tickets through Disney. It was a 20 minutes walk to Disney from the hotel. The complimentary breakfast was brilliant, it even had Mickey waffles! Lots to do for the kids, movie showings and water slides. Lots of local shops and amenities. Would definitely stay again. Thank you for a brilliant stay.",February 2023,none,Traveled with family,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,none,none,none,none,none,none,5,42
none,2 contributions,5.0 of 5 bubbles,Family Hotel with Great Activities,Visited Disneyland in Feb 2023. Booked a double queen for family of 3. Newer Construction floor plan made room smaller than anticipated. No dressers or luggage racks for suitcases to “put away” clothes for 4 night stay. Easy upgrade to double queen suite for extra $25 per night - Not always available if hotel is fully booked - Suite sleeps 6 having a hide a bed couch in main room. Decent size fridge and microwave for snacks. No dishes or utensils provided. Again - Room lacks dressers or luggage racks. All rooms have both a walk in shower and a separate bath tub and shower ???? (Chinese Architecture)   Breakfast buffet had large variety of options to meet dietary needs of most. Nice breakfast area.  Pool is saline and warm. Great kiddie pool and hot tub. 2 small water slides and,February 2023,5 Quick Serve restaurants in same parking lot all have healthy choices and options for dietary...,Traveled with family,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,none,none,none,none,none,none,6,42
47 helpful votes,41 contributions,5.0 of 5 bubbles,What an amazing hotel and service.,"After a long flight with 2 small kids Ana at check in was extremely accommodating and patient. We had some small issues with billing and Mario at the front was helpful and got it resolved quickly. We were in our beautiful suite with a firework view within a short amount of time. Great location, includes free breakfast and amazing hospitality. Loved the family amenities like the swimming pool that’s heated and the movies.  We will come back here every time we come to Disney!",February 2023,none,Traveled with family,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,none,none,none,none,none,none,7,42
none,1 contribution,4.0 of 5 bubbles,Great CustSvc in the cafe! No go on elevators,"GREAT customer service from EDITH in the cafeteria.  We were a party of six in two separate rooms and she made our breakfast a great experience.  Friendly, approachable, and a nice person.   The elevators were a pain as they were programmed according to your floor (i assume) which made it a guessing game as to which elevator would allow going to the floor the rest of our party was staying in.",January 2023,none,none,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,5.0 of 5 bubbles,none,none,none,none,none,8,42
1 helpful vote,3 contributions,4.0 of 5 bubbles,Great Place,We had a two queen-bed suite.  It was very pretty and very comfortable.   The pool water was warm and cozy even in February.  My kids could watch the evening movie and be more comfortable in the pool than the adults on the deck.  The hot tub was also a nice temperature.  The fitness center was nice but to keep kids out of it a front desk staff person had to let you in each time which could be a hassle when they were busy.  The breakfast had lots of options and the staff busted their tails to serve and bus tables.  It is still a hotel breakfast though.  Everyone from the kitchen to the front desk and the housekeepers were super friendly.  Disney was walkable but we had one adult drive everyone to the guest drop-off and park the car back at the hotel and then just one adult walk.,February 2023,none,none,Thank you very much for taking the time to provide me with necessary information about your recent experience. I am glad you enjoyed your time at the hotel and had a great time with your family. We hope to see you back with us soon,5.0 of 5 bubbles,none,none,none,none,none,9,42
50 helpful votes,100 contributions,1.0 of 5 bubbles,Poor service,"Low rating is for the poor customer service at the desk, the surprise $200 credit card deposit and the non working A/C at night.  Bed was comfortable but A/C is on a movement timer on the wall and would go off in the middle of night making the room too hot to sleep.  Check in girl was in training supposedly and had NO customer service, and wasn’t enthused to include my rewards number in my reservation. I was then told my name was enough, but still no credit points for my stay. Get your nighttime customer service desk girls trained properly",January 2023,More than a 20 minute walk to/from Disneyland.,Traveled solo,Thank you very much for taking the time to provide us with necessary and important feedback about your recent experience. I will make sure to circle back with my housekeeping and engineering team and discuss the maintenance concerns and work with the team to address this matter. We should have done a better job double checking everything in the room to make sure they were working properly. I will also speak with my front office team about your challenges and discuss your challenges with their problem-solving skills and guest connection.,none,none,none,none,none,none,10,42
