Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,3 contributions,3.0 of 5 bubbles,It was okay!,"The location was great for visiting Disneyland.  One mile via Harbor Blvd, or even shorter going to the DIsney parking and taking the shuttle.   There was no housekeeping unless requested, and even after requestion refreshed towels and paper coffee cups that was not provided.   The staff was pleasant.",February 2023,none,none,"Thank you for taking the time to leave us a review. We're excited to know that our great location suited your travel needs so well and appreciate you highlighting its convenience to your fellow travelers. Your feedback regarding aspects of your stay that could have been even better is gratefully received and allows us to continually review and improve guest satisfaction. It was a pleasure having you here with us, and we hope to welcome you back in the future.",none,none,none,none,none,none,19,63
none,1 contribution,5.0 of 5 bubbles,Nice 3 day getaway to Disneyland.,"I got a 2 queen bed room because it was cheaper than the 1 king bed room. The room had a microwave, fridge, safe, hairdryer, shampoo and conditioner, etc. It had everything needed. It even had a shuttle to Disneyland, it costs $6 for the whole day. I would definitely stay here again and recommend Hotel Lulu.",February 2023,none,none,"Thank you for the kind review and recommendation! We're glad our affordable, well-appointed rooms had everything you needed and that you appreciated the park shuttle. The next time you're in town, please come see us again at Hotel Lulu, BW Premier Collection.",none,none,none,none,none,none,20,63
none,1 contribution,3.0 of 5 bubbles,Internet Issues and expensive daily parking,"The location is really good. Complimentary drinks upon arrival check in was delicious. We went for a Disney trip for my daughter’s birthday. It’s close to Disneyland. We were there for three days and could not connect to the internet though. We were in the south tower and our connection would always say no internet connection and had to use our mobile data for entire trip. Also, parking is expensive, even if a guest wanted to come over for a few hours and say hi they would have to pay full price all day and night parking for just a couple of hours. It was a cute hotel with a nice pool and fire pits although we won’t be back because of the internet issues.",February 2023,none,none,"Guest feedback is valuable as we constantly work to ensure we provide all our guests would need to have a great stay. That said, we will have our maintenance team look into the internet issues you mentioned. We are pleased that you enjoyed so many other aspects of your stay, and we hope you will consider revisiting us in the future. Until then, we wish you safe travels.",none,none,none,none,none,none,21,63
none,1 contribution,3.0 of 5 bubbles,It was alright,When we arrived the check in was a easy process. One of our beds wasn’t made when we got to our room.The tv only allowed us to watch tbs. I didn’t complain but I expect better when we are paying more than $150 per night.Also I heard them offer another person checking in a complimentary drink from the bar in the hotel which wasn’t offered to us. A little Inconsistent.,February 2023,none,none,"Dear Yvette,  Thank you for taking a moment to leave us a review. Guest feedback is always appreciated, as we consider it to be a valuable learning opportunity. Please accept our apologies for not providing you with a stay that fits your needs and our own standards. We will use your feedback to continue improving our services. It was a pleasure having you here with us and we hope to see you again in the future for another opportunity to provide you with the experience you expect and deserve.",none,none,none,none,none,none,22,63
none,3 contributions,5.0 of 5 bubbles,Great hotel near park.,"Rooms are updated, beds were really comfortable. Staff was super friendly. Loved the complementary cocktail at check in. 10 minute walk to the park. My only complaint was there was no water pressure.",February 2023,none,none,"Dear Alexis,  It was such a pleasure to welcome you to Hotel Lulu, BW Premier Collection! We appreciate you shining the spotlight on our comfortable accommodations, hospitable team, and excellent location. We'll be sure to have our maintenance team look into your concerns about the water pressure and we appreciate you letting us know. Thank you for taking the time to share your experience and we hope to welcome you back again soon!",none,none,none,none,none,none,23,63
none,1 contribution,5.0 of 5 bubbles,Great stay!,All the staff was very friendly and helpful! Hotel was clean and we loved the complimentary drink we got when we checked in! Unfortunately the pool heater was broken when we were there so it was too cold to swim in January but other than that no complaints! It was a short walk to Disney and am the Anaheim convention center where we had a gymnastics meet. Also great walking distance to a lot of great restaurants and the “garden walk” with lots of cool shops.,January 2023,none,none,"It was a pleasure to welcome you as our guest, and we’re elated that you thoroughly enjoyed your stay with us. From our friendly team to our dedication to the highest cleanliness standards, we strive to exceed expectations with every visit. Hopefully, you were able to take full advantage of the convenience our great location offers our guests and we appreciate you highlighting it to your fellow travelers. Thank you so much for your great review and we hope to see you again soon!",none,none,none,none,none,none,24,63
none,1 contribution,5.0 of 5 bubbles,Great place to stay,"I like this place. Convenient and clean. I stayed here quite a few times. Whenever I'm in OC, I make it a point to book a room here. :) Secure entrance and exit. The staff that works the front desk are so friendly and inviting.",February 2023,none,none,"It is always a pleasure to welcome back a repeat guest, and we are thrilled to hear that you enjoyed your time with us at Hotel Lulu, BW Premier Collection once again! We always endeavor to exceed expectations, and we're thrilled that our high standards of cleanliness and hospitable team reflected that. Thanks for your kind words, and we look forward to another chance to serve you at our lovely property!",none,none,none,none,none,none,25,63
none,1 contribution,4.0 of 5 bubbles,Great base for Disneyland,"This is a great base for a trip to Disneyland. The room was clean and cleaned upon request which we used twice in our 5 night stay. It was very central near everything we needed. Would recommend this hotel.   Few things worth nothing , there is no hand held shower. We had to update our key cards nightly before going back to the room otherwise they didn't work.   Other than that the stay was great.",February 2023,none,none,"Dear Jade, Thanks for allowing us to host your Disneyland trip! We trust you had a phenomenal trip to the park, and we're glad you enjoyed our clean accommodations and convenient location. Should your travels bring you back our way, it would be a privilege to welcome you back.",none,none,none,none,none,none,26,63
none,none,4.0 of 5 bubbles,Conveniently Located Hotel,"My stay at Lulu Hotel wasn’t bad. The hotel is conveniently located several blocks from Disney and they are basically right next door to IHOP, Starbucks, and Walgreens. The rooms were clean. However, the towels in one of the rooms were dirty/stained. I had to call them for more towels and some of those turned out to be dirty/stained. They only have one elevator working by the check in desk.",February 2023,none,none,"Thank you for allowing Hotel Lulu, BW Premier Collection to host your recent stay. We're delighted to hear you had a pleasant experience and appreciated our convenient and central location, as well as our clean accommodations. However, please accept our apologies if the towels were not cleaned to our usual high standards; we will certainly address this with our housekeeping team and work together to ensure improvements are made. We're grateful for your feedback, and we hope to have the pleasure of your company the next time you're in the area.",none,none,none,none,none,none,27,63
none,1 contribution,5.0 of 5 bubbles,Loved this hotel,"The breakfast was the best breakfast I've had at a Disneyland hotel. Customer service was great, room was clean, and beds were comfortable. Loved everything about it. We will definitely stay here again!",February 2023,none,none,"Dear Margie, Thank you so much for the stellar feedback. Our fresh and cozy accommodations are a perfect retreat here in town. Along with our tasty breakfast, we strive to provide all the convenience of home. Hosting you again would mean the world, so please come back soon!",none,none,none,none,none,none,28,63
2 helpful votes,2 contributions,5.0 of 5 bubbles,Great stay,Great stay. But it took quite a while to get towels and hot water. They need to answer the phones more :-). Couldn’t get a hold of anyone for hours at the front desk to get towels.  So we used wet and dirty one for quite sometime.  The only thing tho,February 2023,none,none,"Dear Jill, We always appreciate hearing from our guests, and we're glad your overall stay was pleasant. However, we apologize for any issues with the bathroom and service. We'll pass your comments along to our staff for further review, and we hope to see you again soon.",none,none,none,none,none,none,29,63
none,3 contributions,4.0 of 5 bubbles,Boutique hotel close to everything,"Great staff, low key boutique hotel close to everything.  Comfortable and quiet stay 5min walk to the convention center and 12 min walk to Disney at a kids pace.  Room service is not great but fast if you need it. Will stay here again for business or with family.",February 2023,none,none,"Dear Robert, Thank you for staying with us and taking the time to share your thoughts. We're glad our convenient location and comfortable, quiet rooms impressed you. The next time you're in town, we'd be happy to host you again.",none,none,none,none,none,none,30,63
none,none,5.0 of 5 bubbles,Hidden Gem of Harbor,"This was our first stay with Hotel Lulu and not only was it was the more affordable option that was walking distance from Disneyland...but it was a much pleasurable stay. First off, the lobby staff were so kind. We were able to get our room early and received a complimentary cocktail. (Which was delicious) They were so easy to work with and talk to and was a smooth experience. The room itself was very nice as well. Seems updated and clean. We didn't need to have our room cleaned but that is upon request and parking is around $30 nightly. Loved this stay here very much and will come back again!",February 2023,none,none,"Thank you for choosing to stay at Hotel Lulu, BW Premier Collection. Guests love being within walking distance of Disneyland, and it's terrific you also appreciated our clean accommodations and friendly service. Please visit us again next time you vacation in Anaheim!",none,none,none,none,none,none,31,63
1 helpful vote,3 contributions,5.0 of 5 bubbles,"Clean, comfortable, cute & convenient","I highly recommend Hotel Lulu.  The theming of the hotel is so cute.  It’s a 70,s style beach theme hotel.  Upon check in, adults even get a complimentary vodka lemonade.  The room was spacious and clean.  The bed was so comfortable.   The microwave and refrigerator were a plus as well.  This hotel is located right next to the Toy Story lot so it was easy to walk in and take the free shuttles to Disneyland.  Also, you are able to keep your car parked until midnight of your check out date!  So we never had to pay for Disney parking . There are plenty of restaurants in the area as well.  Just a convenient location.  Also next to a Walgreens.  I also think the price was reasonable compared to other hotels in the area.",February 2023,none,none,"Thank you for choosing our hotel for your recent visit to Anaheim. We're glad you enjoyed our lovely facility, clean and spacious accommodations, excellent location, and exceptional value. It's the best compliment knowing you recommend us to fellow travelers. It would be our pleasure to host you again at Hotel Lulu, BW Premier Collection, so come back soon!",none,none,none,none,none,none,32,63
none,none,5.0 of 5 bubbles,Wonderful!,Savanna was so kind snd courteous .  She let us know that if we needed anything to just give her a call at the front desk.  Everyone was so nice who works at the lulu.  I like the idea of feeling safe snd that’s what I felt at the lulu safe snd comfortable.,February 2023,none,none,"Dear Rhonda, Our friendly staff works hard to ensure all our guests feel welcome and will be glad you appreciated their kind assistance. Thank you for the lovely review! Please come stay at Hotel Lulu, BW Premier Collection again soon.",none,none,none,none,none,none,33,63
7 helpful votes,2 contributions,5.0 of 5 bubbles,"Great property, good time!","Super friendly staff. I loved the check-in cocktail, and enjoyed the property. Now trip advisor wants me to hit a minumum of 200 words, so I am just aimlessly typing. I feel I said all that needs to be said already. Yay hit the minimum.",February 2023,none,none,"Dear Sean, Thanks for the chuckle and the wonderful review of your stay with us at Hotel Lulu, BW Premier Collection. We are thrilled to know you enjoyed everything about your stay with us, especially the check-in cocktail, and look forward to welcoming you back on your next trip to Anaheim.",none,none,none,none,none,none,34,63
none,1 contribution,5.0 of 5 bubbles,"Great location, friendly staff, clean",This hotel was great and conveniently located close to the Disneyland parks as well as many food options around. The staff were friendly the rooms were clean. I will 100% be staying here again when I come visit the Disneyland Resort area!,February 2023,none,none,"Dear Julia, Thank you for the outstanding review of your recent stay at Hotel Lulu, BW Premier Collection. We're glad you enjoyed your time with us and our clean accommodations, excellent location close to area theme parks and many dining choices, and friendly service. It's the best compliment knowing you'll visit us again when you return to Anaheim, so come back soon!",none,none,none,none,none,none,35,63
none,1 contribution,5.0 of 5 bubbles,Will be coming back,Everything was perfect. Out of all the hotels in the area I think Hotel Lulu is one of the best in price and customer service. Specifically Shannon at the front desk and bartender Wilbert were really nice and had great customer service!,February 2023,none,none,"Dear Gaby, On top of a comfortable stay, guests can expect great value and top-notch hospitality during every visit to Hotel Lulu, BW Premier Collection. It is an honor to earn your compliments on your recent stay. We are elated that you plan to return and know that our team would be delighted to welcome you back for another five-star experience. Safe travels, and we hope to see you soon!",none,none,none,none,none,none,36,63
2 helpful votes,2 contributions,5.0 of 5 bubbles,Great hotel!,"This hotel is an easy walking distance from  Disneyland. The rooms are spacious, clean, comfortable and very affordable!  We have stayed here several times and have never had an issue and love the convenience of it's location.",January 2023,none,none,"Dear Carolyn, We're proud to include you among our returning guests. It's great to know that our clean, comfortable rooms and close proximity to Disney keep you coming back to see us. We look forward to your next stay at Hotel Lulu, BW Premier Collection!",none,none,none,none,none,none,37,63
none,1 contribution,5.0 of 5 bubbles,Great Hotel experiance,"The staff were very friendly,the hotel was clean and the location was amazing pillows were soft enough and had multiple pillows as an option. It is pity that the parking lot is paid, but its very pleasant that many needs can be met by walking.",January 2023,none,none,"Our goal is to provide a five-star experience for every guest through features like our great location, heavenly beds, and wonderful service. We're happy to hear that our work paid off for you! The next time you're in Anaheim, we look forward to seeing you again at Hotel Lulu, BW Premier Collection!",none,none,none,none,none,none,38,63
none,none,5.0 of 5 bubbles,Very welcoming experiences everyone was really kind rooms were nice and cozy too. Definitely would recommend family.,",The front desk was very helpful, i didn't like my view of my first room but the front desk was very helpful and got me a better view and was very helpful. Will definitely come soon again. The room was great as well",January 2023,none,none,"Dear Jasmin, From our friendly team to our exceptional accommodations, it's a delight knowing that you had a wonderful time with us at Hotel Lulu, BW Premier Collection! We'd love nothing more than to welcome you back in the future for another cozy stay.",none,none,none,none,none,none,39,63
none,1 contribution,5.0 of 5 bubbles,Vacation,"This was our third stay in one year at hotel, Lulu. The staff is courteous, helpful and kind. The complementary drink upon arrival is always a nice touch. The pool is great and we enjoy that we’re only a few short steps to the front gates of the Magic Kingdom.",February 2023,none,none,"The best part of any stay is often hanging out at the pool, and we're glad that you had such a good time at ours! It would be our pleasure to welcome you again to Hotel Lulu, BW Premier Collection for another helpful and courteous visit.",none,none,none,none,none,none,40,63
52 helpful votes,41 contributions,5.0 of 5 bubbles,Exactly what we expected,"Stayed 2 nights here. Easy check in and friendly staff, big thanks to Natalie ? working the afternoon shift. Very comfy beds, clean rooms and great location. Parking was easy. They had trolleys for packing your luggage with nice big wheels ( makes mush easier going over bumps and door jams). Good lighting all around hotel and easy to find you room. Great location while visiting Disneyland, lots of food options close by and transit just out the door. Highly recommend and would stay again",January 2023,none,none,"Dear Eric,  It was a pleasure to welcome you as our guest, and we’re elated that you thoroughly enjoyed your stay with us. We work hard to meet expectations like yours, and we’re happy to hear our friendly team, comfortable suites, and high standards of cleanliness hit the mark for you. Hopefully, you were able to take full advantage of our convenient location. Thank you so much for recommending us to your fellow travelers and we look forward to seeing you again soon!",none,none,none,none,none,none,41,63
none,1 contribution,1.0 of 5 bubbles,Room was Terrible,"The bed was as hard as a rock. The bathroom was falling apart and had no counter space. The bathroom was also dirty. The room itself felt old and dusty, it had a ""dusty"" kind of smell to it. The AC didn't work right either. I was up almost every 2 hours because I couldn't sleep. I never leave bad reviews but this room was terrible. The Service and people were great, breakfast was great. It was just my room.",January 2023,none,none,"Dear Kyle,  Thank you for taking a moment to leave us a review. We value your feedback and the time you've taken to share. While we're excited that our friendly team and delicious breakfast offerings were a highlight of your stay, we are distressed that the same cannot be said about our accommodations. Guest feedback is our foremost catalyst for effective change, so rest assured that we will use yours to guide our efforts. It would be an honor to have another chance to serve you and change your perceptions.",none,none,none,none,none,none,42,63
none,1 contribution,5.0 of 5 bubbles,Great Location!!!,We enjoyed our stay first time here we liked how it wasn’t too far from Disney I believe it was like a 8min walk if that. We liked how Walgreens/CVS was literally right on the corner so it was nice to grab snacks water and for our stay. Ihop was right next door also loved how we had a restaurant shopping center across the street! Happy with the amenities the room had. Refrigerator worked great the microwave came in handy for the after park munchies. People who worked there were very polite. Will definitely stay there again!,January 2023,none,none,"Thank you for choosing Hotel Lulu, BW Premier Collection to host your stay. It is wonderful to hear that you liked our friendly, helpful staff and found our location convenient for exploring the local area. We look forward to welcoming you back in the future.",none,none,none,none,none,none,43,63
none,5 contributions,4.0 of 5 bubbles,Disneyland trip,Staying here has an easy walk to and from the park. The lobby area and room were clean. Right next to Walgreens to grab emergency items or snacks and a Strabucks for coffee in the morning.  Restaurant options very close as well.  Location is great,January 2023,none,none,"Thank you for your glowing review of your stay at Hotel Lulu, BW Premier Collection. We are delighted to see that you liked our clean accommodations and found our location convenient for your needs. Please come back and see us again in the future.",none,none,none,none,none,none,44,63
none,none,5.0 of 5 bubbles,Quick Disney Stay,"Great hotel near Disney! Friendly staff, renovated lobby, good restaurant for breakfast, nice clean rooms that are updated as well. Easy, safe 10 minute walk to Disney (with a 7 year old too!)  Would definitely recommend for families.",January 2023,none,none,"Dear Caitlin, Many types of travelers choose Hotel Lulu, BW Premier Collection for their accommodations, especially families for their magical vacations to Disney just across the street from our property. Your kind comments are greatly appreciated. We are thrilled to have delivered a five-star stay from check-in to check-out and everywhere in between! The next time you are looking for a great experience you can count on, then look no further.",none,none,none,none,none,none,45,63
32 helpful votes,41 contributions,4.0 of 5 bubbles,Great Location,Stayed 6 nights to do Disneyland.  We are seniors and had no trouble walking to the parks.  Close by are a lot of excellent restaurants.  Starbucks.  2 drug stores and more stores.   The microwave didn't work and the frig had all the interior shelving removed.  An employee came with 15 minutes of our calling and in another 10 minutes we had a new microwave and frig.  That is service.   Our big negative was the dinging of the elevator each time it stopped on our floor.  This needs to be turned way down.  Goes all night.  We were next to the elevators and I would think if you are further down the hall it wouldn't be an issue. The carpeting and beds have just been replaced and more upgrading is in the works.,January 2023,none,none,"Dear Penny,  Having you here with us was so wonderful! It's so great to know that you were able to take full advantage of the convenience our great location offers our guests. Thank you so much for mentioning our excellent service as well! Your comments about noise are understood and we are definitely aware that this is an opportunity for us to grow. Should your travels bring you back to the area in the future, we hope you'll consider staying at Hotel Lulu, BW Premier Collection with us again!",none,none,none,none,none,none,46,63
none,1 contribution,5.0 of 5 bubbles,Had a great stay!,"My dad and I were pleasantly surprised by this hotel. It was a perfect distance to Disneyland, the Garden Walk restaurants, and CVS/walgreens. The room was clean and the beds were SO COMFY! We also loved the little coffee shop and breakfast restaurant in the lobby, and the staff was super nice.",January 2023,none,none,"Dear Zoe,  Thank you for your terrific review of your recent visit! We are thrilled to have had the opportunity to provide you and your father with a clean, convenient, and friendly place to stay during your time in Anaheim. It's wonderful that you were able to take full advantage of our convenient location! We appreciate you choosing Hotel Lulu, BW Premier Collection nd hope you will be back to see us on your next visit to the area. Thank you again and safe travels!",none,none,none,none,none,none,47,63
5 helpful votes,3 contributions,4.0 of 5 bubbles,Our DL go to!,Comfy beds. Seems they fixed the water pressure in the north tower finally. Parking fee is a little ridiculous.  Friendly staff. Good location..not too long a walk to DL. Recently renovated room.  Cute fun place.,January 2023,none,none,"Dear Jon, If you're looking for some cute fun, we are certainly the cutest option around. With our comfy accommodations and stellar staff, you can always expect to have a fantastic experience at Hotel Lulu, BW Premier Collection. We hope you made plenty of amazing memories at Disneyland. We love to know that we are your go-to destination. It would be an honor to welcome you back again soon.",none,none,none,none,none,none,48,63
