Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
1 helpful vote,6 contributions,1.0 of 5 bubbles,Leaving Revenue On The Table & Frustrating Your Guests....,".... is exactly what happens when you don't answer your phone!  I called 3 times and left 3 messages for what I am being told is in-house reservations.  I need to book an additional room.  I would try to contact the central res call center, but am hesitant to do so, as the booking is for TOMORROW 12/17 and I have a special request.  Front desk seems only concerned about transferring me to get me off their back.  Not a good look!",December 2022,none,Traveled on business,"Dear Brenda H, Thank you for taking the time to share your valuable feedback. My name is Steve Langevin and I am the Front Office Manager at the Sheraton Garden Grove - Anaheim South Hotel. It has come to my attention that the service you received regarding your phone inquiries did not meet your expectations. For this, I sincerely apologize. The experience you described is not characteristic of the level of service our associates strive to provide. I would love the opportunity to hear more about your challenges in an effort to prevent this issue from occurring in the future. Please feel free to contact me via email or phone anytime at 714-703-8400 ext. 7107. I look forward to speaking with you in order to restore your confidence in the Sheraton Garden Grove - Anaheim South Hotel. Steve Langevin Front Office Manager steve.langevin@sheratongardengrove.com",none,none,none,none,none,none,1,245
none,1 contribution,1.0 of 5 bubbles,Beware of racism,"From 10/27-10/29 Due to the house being fumigated, we were happy to find a hotel with wonderful reviews. We had a stressful packing to the hotel due to a situation in which one of the employees, an older, burly gentleman with the white short hair made me and my mother completely uncomfortable. After we just checked in, we asked for a trolley for our luggage to bring to the room. While we understand that the hotel might not have enough for all their guests, that gentleman approached me letting me know that they need back the trolley as soon as possible, which we agreed that is understandable and my family will be as quick as possible and wrote down the room number we will be staying. We were already in the front unloading the car and running to the room but he approached my",October 2022,none,none,"Again my sincere apologies for your recent stay at Sheraton Garden Grove-Anaheim South. Rest assure I have addressed your concerns with my staff member and corrective action has been taken. I am glad to see you were able to enjoy the rest of your stay. We pride ourselves on delivering outstanding service and it is disheartening that we did not live up to our usual standards.  On behalf of the entire hotel team, we sincerely apologize for the inconvenience. We hope you will consider Sheraton Garden Grove - Anaheim South Hotel on your next visit to Garden Grove so that we can deliver on the guest experience you deserve.   Sincerely,  Steven Langevin Front Office Manager",none,none,none,none,none,none,2,245
none,none,3.0 of 5 bubbles,Really!!!,"Ordered a bourbon on the rocks, reg shelf liquor, girl says that'll be 13 dollars, really!! I could have walked across the street to target and purchased the same  whole bottle for 3 or 4 dollars more. Bad enough Disney freaking land charges 5 dollars for WATER......",September 2022,none,Traveled as a couple,"Thank you for choosing to stay at the Sheraton Garden Grove - Anaheim South Hotel and providing your honest feedback on the Guest Satisfaction Survey.  My sincere apologies for your recent stay at Sheraton Garden Grove-Anaheim South. Rest assure I have shared your concerns with my Food & Beverage manager. We are always working to improve our guests’ satisfaction and your feedback helps. We pride ourselves on delivering outstanding service.  On behalf of the entire hotel team, we sincerely apologize for the inconvenience. We hope you will consider Sheraton Garden Grove - Anaheim South Hotel on your next visit to Garden Grove so that we can deliver on the guest experience you deserve.  Sincerely,  Steven Langevin",none,none,none,none,none,none,3,245
150 helpful votes,310 contributions,5.0 of 5 bubbles,EXCELLENT STAY,"We spent five days in this hotel with friends and the service we had was amaizing, specially at the restaurant. The restaurant employees besides providing us with good food and drinks, answered our questions and gave us tips about shooping, dinning outside the hotel and Disneyland. That was a great help. Alm of them spoke very good spanish.",October 2022,Ask for habrbord bld view.,none,"Dear Sergio R, Thank you for choosing the Sheraton Garden Grove - Anaheim South Hotel for your recent travels to Garden Grove.  Commitment to service and guest satisfaction is a main focus and we are delighted to hear you enjoyed your stay. The pride and dedication our hotel team takes in providing exceptional customer service to our valued guests speaks strongly to our company’s core values. Thank you again for taking the time to provide your feedback on the Guest Satisfaction Survey and we look forward to serving you again soon! Sincerely, Steven Langevin steve.langevin@sheratongardengrove.com",none,none,none,none,none,none,4,245
6 helpful votes,1 contribution,1.0 of 5 bubbles,Room was broken into,"We stayed at Sheraton Garden Grove-Anaheim South Hotel for our Disneyland trip. We checked in on Friday, February 18, we stayed at the Club Level. We thought it's more secure since inside the elevator it stated to use room key to access that floor. Later we found out it wasn't the case.  We checked in and left to grab dinner. we passed no one on our way in & out -- only the front desk knew we left our room because we asked for directions. Within three hours, our bags, computers & more were taken.  We were told that they didn't have security footage available (seriously?!). And what's more frustrating was I was able to locate my Mac that night at 4 miles away through Find MY, a police officer went and knocked on their door, but still we weren't able to get anything back!  The",February 2022,none,none,none,none,none,none,none,none,none,5,245
8 helpful votes,17 contributions,3.0 of 5 bubbles,Started good,"Hotel is nice, pool and hot tub are good. The walk is decent about 15 mins to Disneyland. Staff is friendly and helpful. The rooms don’t have much sound proofing you can hear the road and other people and dogs barking, on top of it they’re doing construction. Started hammering at about 645 am woke me up not very impressed. There is food option but the restaurants mainly consists of pizza",April 2022,none,Traveled with family,none,none,none,none,none,none,none,6,245
10 helpful votes,4 contributions,1.0 of 5 bubbles,Bed Bugs,"We checked for a one night stay on 1/16. I was laying down on the bed and I saw a black speck. At first glance I just thought it was lint, but after looking closer it was a bed bug! I’m so disgusted that my infant daughter and I had laid on that bed!   We immediately left. The girl On duty was very professional and apologetic, but this isn’t so 🤮 disgusting. Also there are nothing in the hotel that is open or working. Pool closed, gym closed, restaurant closed.",January 2021,none,Traveled with family,"Thank you for taking the time to share your valuable feedback. My name is Steve Langevin and I am the Front Office Manager at the Sheraton Garden Grove - Anaheim South Hotel. It has come to my attention the concerns from your  recent stay.  I sincerely apologize for any inconvenience. The experience you described is not characteristic of the level of cleanliness or service our associates strive to provide.   The health and safety of our guests and associates  is our top priority. I understand how uneasy one can feel when encountering this type of incident, but I want to assure you that we take all pest control concerns very seriously and enforce special precautions to prevent and or mitigate any safety concerns for our guests.   As a standard operating procedure following your departure,  our hotel contacted a licensed 3rd party pest control company to conduct a full examination of the room and report any findings to the hotel. After a thorough inspection, the findings came back negative for any traces of insects. If you have any additional questions regarding our process, please don’t hesitate to contact me at any time.   Best regards, Steve Langevin",none,none,none,none,none,none,7,245
3 helpful votes,1 contribution,1.0 of 5 bubbles,Horrible. it was filthy and vested with bug bites.,"We supposed to stay there 4 and we cut our vacation short. We could not stay there it was so dirty and when we came back we had bug bites all over our bodies we brought the bugs with us and I have to call the bug company to spare my house. it was awful, I would never recommend to anyone.",September 2020,none,none,"Thank you for taking the time to review our hotel regarding your recent experience. We pride ourselves on the level of service we provide our guests and apologize if we failed this promise in any way.  The health and safety of our guests is our top priority. I understand how uneasy one can feel when encountering this type of incident, but I want to assure you that we take all pest control concerns very seriously and enforce special precautions to prevent and or mitigate any safety concerns for our guests.   As a standard operating procedure following your departure,  our hotel contacted a licensed 3rd party pest control company to conduct a full examination of the room and report any findings to the hotel. After a thorough inspection, the findings came back negative for any traces of insects. If you have any additional questions regarding our process, please don’t hesitate to contact me at any time.   Kind regards,  Ryan Murray",none,none,none,none,none,none,8,245
117 helpful votes,220 contributions,4.0 of 5 bubbles,Disney trip,"We stayed here one night as part of a California driving week, and this was the pre-Disney night. Paid parking. Okay check-in experience and friendly staff, although when we asked for a room not close to an elevator and then ended up right beside the elevator, it was a little mystifying. We ended up staying there anyway. Room wasn't huge but big enough. Good bed. But ultimately it was the proximity to Disney that was the reason for the stay, including Disney Downtown. Both are a 10-minute drive away, so it kept things simple. Target is across the street from the hotel, and there are lots of places to eat nearby.  So it was a decent stay. Not memorable in any sense but just average.",February 2020,none,none,"Thank you for taking the time to share your recent experience at the Sheraton Garden Grove - Anaheim South Hotel with us.  Your valuable feedback helps identify areas of opportunity for us to improve the guest experience. While I’m glad to see you enjoyed your stay, I am curious to know if there were any elements of your visit we could have enhanced.  The hotel team is committed to delivering an exceptional experience and are always brainstorming creative ways to exceed the expectations of our Valued Guest such as yourself. At your convenience, feel free to share any additional feedback on how we can elevate your experience whenever your travels bring you back to Garden Grove.  Sincerely, Steven Langevin",5.0 of 5 bubbles,none,none,none,none,none,9,245
470 helpful votes,2929 contributions,3.0 of 5 bubbles,Pretty good... for Anaheim/Garden Grove,"I stayed at the Sheraton Garden Grove for 4 nights to attend a tradeshow at the Anaheim Convention Center.  The tradeshow I attended is very big, so this hotel was one of the few left that had a reasonable room rate.    Being an elite Marriott Bonvy member, I was able to check in through my mobile device.  On arrival, I was greeted very warmly (better than most check-ins in recent memory).  I was given my key and headed to my room on the 6th Floor.  My room just happend to be just outside of the elevator.  Not my first choice, but I was told the hotel was full that entire week, so I didn't really have any options.  Room was fairly standard looking for Sheraton.  Fairly traditional styles and colors, furniture is a little worn, but in better condition that other hotels I've",February 2020,none,Traveled on business,"Thank you for choosing to stay at the Sheraton Garden Grove - Anaheim South Hotel and providing your honest feedback on the Guest Satisfaction Survey  We are always working to improve our guests’ satisfaction and your feedback helps us see our product through the eyes of our valued guests. By telling us what you liked about your stay and how we can improve, you are helping us deliver a superior experience for you and other guests in the future.   Once again, thank you for your valued feedback and we hope to serve you again whenever your travels bring you back to Garden Grove. Sincerely, Steven Langevin",none,none,none,none,none,none,10,245
2 helpful votes,1 contribution,3.0 of 5 bubbles,They Are Very Amateurish,The hotel was decent although I had to call for housekeeping to clean my room. My worst experience however was upon check out when I was told that my bill could not be broken into meals vs lodging. One young man insisted on telling me it was company policy not to do so when I assured him that other Sheraton's I have stayed at had no problem in doing so. He was arrogant and insistent that what he was saying was fact. He.would not listen nor concede that I might be right. The staff here needs training on how to deal with their customers as well as how to break out a bill.,February 2020,none,none,"Thank you for taking the time to share your valuable feedback.  My name is Steve Langevin and I am the Front Office Manager at the Sheraton Garden Grove - Anaheim South Hotel. It has come to my attention that the service you received during your recent stay did not meet your expectations. For this, I sincerely apologize. The experience you described is not characteristic of the level of service our associates strive to provide. Rest assure I have shared your comments with my staff members and corrective action is being taken. We pride ourselves on delivering outstanding service and upholding exceptional cleanliness standards. On behalf of the entire hotel team, we sincerely apologize for the inconvenience. We hope you will consider Sheraton Garden Grove - Anaheim South Hotel on your next visit to Garden Grove so that we can deliver on the guest experience you deserve.  Sincerely,  Steven Langevin",none,none,none,none,none,none,11,245
