Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,none,1.0 of 5 bubbles,"General Manager,  Mr Jareno  dishonest tries to sneak in charges on your credit card be careful!","We started out liking the Sonesta, the prices were ok they had free laundry, but after being there we found out there were lots of druggies living there the smoking/bbq area  in back was filthy and the Geneal Manager, Alrich Jareno, had no customer service skills.  He is dishonest and tried to charge us for things we didnt even know of. He misquoted us, and 4 months later he wanted us to pay the difference or we had to leave. We were never late with our rent and we always paid cash yet  Mr. Jareno would  rudely knock on our door telling us that our rent was due in 3 days.  Who does that? Then  when we left he tried to charge our card $125.00,, thank goodness our bank denied them.   Double check your credit card statement to make sure he  don’t try to  rob you .  Sonesta needs",April 2022,"Watch out for dishonest General Mngr,  Mr. Jareno, he tried to add on charges to our credit card....",Traveled as a couple,none,5.0 of 5 bubbles,none,none,none,none,none,1,176
none,2 contributions,5.0 of 5 bubbles,Home away from home.,"Quiet location, close proximity to restaurants, shopping and beach.  FREE laundry facilities.  Dishwasher, full fridge/ freezer,  fully equipped with dishes and utensils.  Kudos to the professional, friendly staff!",April 2022,none,Traveled solo,none,none,none,none,none,none,none,2,176
none,1 contribution,5.0 of 5 bubbles,Excellent Service! ❤️❤️❤️,"The service at the Sonesta Lake Forest was exceptional. We were impressed with how the hotel staff anticipated our needs. All respect to all the staff.  They were very accommodating and friendly.  The room is clean, spacious, sanitized and very comfortable.  We highly recommend this place if you are looking for a place to stay in Lake Forest.  I highly recommend this place.  👍🏻👍🏻👍🏻❤️❤️❤️",November 2021,none,Traveled with family,none,none,none,none,none,none,none,3,176
none,1 contribution,5.0 of 5 bubbles,Family Vacation,"This was the second time we stayed here. Though we checked in late, the front desk staff was still very accommodating and friendly, the rooms were clean and smelled really fresh when we got inside. The TV remote was even wrapped for sanitation.  We checked out after 3 days of stay, half way towards LA we find out that my sister left her phone at the room. We immediately called the hotel and spoke with their front desk. They safe kept my sisters phone and when we came back they hand it to us.  We really appreciate there honesty. Kudos to all their staff!  I highly recommend this hotel when in Lake forest or nearby areas.  Enrique",November 2021,none,Traveled with family,none,none,none,none,none,none,none,4,176
18 helpful votes,13 contributions,3.0 of 5 bubbles,Not very impressed,"The location is perfect for me to visit my son, although I don't know if I'll return again.  It definitely looks like a hotel in transition from ownership.  The unfriendly staff hides behind the plastic wall at the front desk...when they appear at all.  The check-in area is tiny and uninviting.  Once we checked in and went to our room, we found an unprepared room.  We needed to use the pull-out sofa bed but had to go back downstairs to get sheets, blankets, and pillows.  The couch itself was torn and pretty beat up.  The telephone in the private bedroom didn't work.  The light in the bathroom  worked only sometimes.  The dishes were still in the dishwasher and hadn't been put away.  In fact, we weren't sure they had been cleaned, so we had to wash them again before we felt safe",March 2021,none,none,none,none,none,none,none,none,none,5,176
21 helpful votes,26 contributions,3.0 of 5 bubbles,Time while house is being built,"Not so great. Planned to stay a month, but left after 1 day. The room smelled and we checked the room next door and was the same.  There are no amenities, so that is why it's not pricier. You get what you pay for. We left something behind, they verified that they had it, and when we went to get they couldn't find it.",August 2019,none,Traveled as a couple,"Hi Ray H,  It was our pleasure to accommodate you, and thanks for sharing your thoughts.  It is with regret to know that your stay was average because of how the room's smelled and for the lack of amenities. I understand your disappointment about the left item.  This is certainly not how we want our guests to remember us. That said, our hotel's ownership has been made aware of your experience. I'm certain that actions will be taken to ensure that our guests' experience is optimal.  I've also sent you a message in your mailbox discussing your stay further.   All the Best,  Kenneth F Case Manager IHGService",none,none,none,none,none,none,6,176
145 helpful votes,765 contributions,4.0 of 5 bubbles,Very quite off the beaten path.,Clean rooms at a great price. Not far from freeways. But very quite. Has refrigerator with a ice maker sink and microwave. It is a mini apartment. We will be using this plane again when we are in the area.,June 2019,none,Traveled as a couple,none,none,none,none,none,none,none,7,176
69 helpful votes,369 contributions,3.0 of 5 bubbles,"Candlewood Suites Orange County Irvine, CA","The out side looks nice, the in side area to check in at is very small.  The carpet in the halls are starting to show wear.  One of the elevators lights on the Firth floor did not work, the rooms are nice and big and roomy. They have a full kitchen , with silverware and dishes, they have a work out area, laundry room.  The hotel does not serve breakfast.  Does have fast food very close, MD. This very isolated, they are only about from 10 minutes from a very large out door mall with lot of places to eat.  It is an ok place.",March 2019,I was in room 511 top floor. over look the entrance to hotel,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,8,176
none,1 contribution,5.0 of 5 bubbles,Great Place,"I live nearby, and when my Sister and Brother in Law came to visit they stayed at the Candlewood Suites in Lake Forest.  They Loved it.  It was actually an issue about getting them to show up at our house before dinner because they were so comfortable there.  My sister said if she didn't have other obligations she would have been glad to stay there all winter.  We give it a ""thumbs up"".",November 2018,none,Traveled with family,none,5.0 of 5 bubbles,none,none,none,none,none,9,176
22 helpful votes,43 contributions,4.0 of 5 bubbles,Better than first impressions,"Great price for the area - doesn't look like much at first but rooms are large (like a small apartment) - to stay out of traffic heading to the coast, cut over on 133 to Laguna Beach - spend your evenings at 'The Deck', and Dana Point is a good daytime area to hang out.",November 2018,Make sure you book the units with a separate bedroom (not much price difference),Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,10,176
