Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,4.0 of 5 bubbles,Great rooms,A very clean hotel hood location about 15 minute walk to Disneyland would have wanted the pool a little warmer. Room was nice quiet annd clean. Complimentary breakfast worked well for anre family. Overall would recommend.,February 2023,none,none,Thank you for the wonderful review and thank you for choosing to stay with us.,4.0 of 5 bubbles,none,none,none,none,none,1,195
41 helpful votes,66 contributions,5.0 of 5 bubbles,The BEST hotel for Disney families!!!,"This hotel is fantastic for Disney families. It’s brand new and absolutely gorgeous. The breakfast that starts at 6:30am is included with the stay is sooo convenient when you are with young kids. It has the full spread with anything a kid would want (yogurt, cereal, waffles, bagels, muffins), and this morning it included omelettes and an oatmeal bar. I was happy to be able to eat healthy before a big Disney day. So appreciated and it’s clear the staff are working so hard to keep everything spotless everywhere at the resort. The staff is also very customer oriented all around. They have all been outstandingly pleasant, especially Chez, the guy on evening duty every time I come. This time he offered me extra masks so I wouldn’t have to go get them from the car, but other times he",September 2021,request a high room with view of fireworks.,Traveled with family,none,none,none,none,none,none,none,2,195
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great Stay for Family Vacation,"The service we received was top notch, which included the valet, the ladies working in the buffet and housekeeping. Everything was clean and we liked that nobody came to our room to clean unless we requested it. The room was so spacious and loved having the kitchen as an option for when we wanting to make things for the family. We would 100% stay here again and recommend it to everyone we know.",February 2023,none,Traveled with family,We are delighted to hear you enjoyed your recent stay at the Home2 Suites Anaheim Resort. Thank you for the wonderful review and thank you for choosing to stay with us.,none,none,none,none,none,none,3,195
1 helpful vote,1 contribution,3.0 of 5 bubbles,"A clean, soulless college dormitory","The hotel was clean and the staff pleasant, but this hotel gets almost everything else wrong.  The ""1 Queen 2 Bedroom Suite"" (which is actually a room with two bedrooms, each with a queen bed where both bedrooms share the single bathroom), was very ODD.   One bedroom had a single window that opened NOT to the outside, but to the second bedroom.  The second bedroom had windows on three walls; one set of windows overlooked the highway, one set overlooked the living area, and one set overlooked the other bedroom.  Every small detail was incorrect; no hot water in the bathroom sink (reported to maintenance but unresolved), no towel hooks in the bathroom, fridge that opened the wrong way.  Decor was industrial-strength sterile.  The 5 freeway is adjacent to the hotel, and the hotel",February 2023,none,none,We sincerely apologize your stay was less than satisfactory and you did not enjoy the layout of our family suite.  We appreciate your honest feedback as we take all guest comments into consideration when making changes.  Thank you again for your candid feedback and thank you for choosing to stay with us.,none,none,none,none,none,none,4,195
440 helpful votes,1304 contributions,4.0 of 5 bubbles,Nice Hotel. Great Location,"This is a great hotel for Disneyland visitors. Less than 10 minute walk. Our room was in great condition and clean. Breakfast was good, with sufficient options. We only stayed 3 nights, so no housekeeping service. Parking is expensive, with valet as the only option. WiFi is not free, unless you are an Honors member. Overall, a good stay.",January 2023,none,none,We are pleased to hear you enjoyed your recent stay at the Home2 Suites Anaheim Resort.  Thank you for taking the time to share a review and thank you for choosing to stay with us.,none,none,none,none,none,none,5,195
1 helpful vote,3 contributions,4.0 of 5 bubbles,"Good, but has some bad engineering choices in the room.","This is a solid 4 star hotel, there are definitely some engineering mistakes in the room, but the location, staff and service was good. Can’t fault the staff for bad management choices.  Pros:  -It is an 8-10 min walk to security at Disneyland  -Room was clean and comfortable  -If you are lucky enough to get a room with a view of the park you can see the fireworks out the window  -lots of storage space, which we really needed since the room was smaller than it looked. We were able to unpack everything and use the drawers.  -coffee shop, bar and restaurant are awesome -We didn’t use the pool due to the cold weather, but it looked awesome.  -Valet was expensive, but no more than anywhere else nearby and getting in and out was very quick.  -The Kitchen is tiny, but was well stocked",January 2023,none,Traveled with family,Thank you for your thorough review.  We always appreciate all guest feedback and always strive to make improvements where needed.  Thank you for choosing to stay with us.,none,none,none,none,none,none,6,195
21 helpful votes,20 contributions,5.0 of 5 bubbles,Great Stay,"Easy walk to Disney from the hotel. Very clean and new. Quiet rooms, even near elevator. Valet parking is worth it. Breakfast was similar to Hampton Inn, we are a family of 6 and they have rooms that hold up to 6, a great value, much less expensive than getting two rooms.",January 2023,none,none,We are excited to hear you enjoyed your recent stay. Thank you for the wonderful review and thank you for staying with us.,5.0 of 5 bubbles,none,none,none,none,none,7,195
12 helpful votes,19 contributions,5.0 of 5 bubbles,"Great position, perfect for families","Had interconnecting rooms for 6 of us. 4 queens, 2 sofa beds, 2 full bathrooms. 2 kitchens. Loved everything. Free breakfast is convenient. Laundry is great. Kids liked the pool and spa. 8 min walk to Disneyland. Walked to garden walk and other restaurants too. Highly recommend for families.",January 2023,none,Traveled with family,Thank you for your wonderful recommendation. We are pleased to hear you found our hotel to be perfect for your Disney family getaway and thank you for choosing to stay us.,none,none,none,none,none,none,8,195
1 helpful vote,4 contributions,5.0 of 5 bubbles,Disney vacation,"I love the place and proximity to Disney Breakfast was a little bit monotonous, but that was expected. I just wish they clean daily and not by request.this was disappointing especially i had foreign guests",December 2022,none,none,We are delighted to hear you enjoyed your recent stay. Thank you for staying with us.,5.0 of 5 bubbles,none,none,none,none,none,9,195
65 helpful votes,107 contributions,5.0 of 5 bubbles,Disney experience,Our family of four stayed here for four nights while attending Disney for three days.  The family room had lots of space and was well set out as a long room.  It was clean and the air conditioning worked well during our stay.  Breakfast was standard American sugar packaged in different ways.   It is a short easy 10 to 15 walk to the entrance of Disney.  Standard solid Hilton hotel in the USA that was good value.  I would recommend to anyone visiting Disney and want a bit of space for the whole family to crash at night.,December 2022,none,Traveled with family,Thank you for your recommendation of the Home2 Suites by Hilton Anaheim Resort.  We are delighted to hear you enjoyed your recent Disney stay and thank you for choosing to stay with us.,none,none,none,none,none,none,10,195
