Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
2 helpful votes,1 contribution,1.0 of 5 bubbles,Run do not come here,Booked on line. Got there and the room smelled. It was disgusting. Did not take any thing in room. There were brown things in the bed when I checked it. The guy behind the desk would not give me back my money. To Expidia I stayed there after I turned in the keys to him by 10pm. Be careful!!,September 2019,none,none,none,none,none,none,none,none,none,1,352
13 helpful votes,5 contributions,3.0 of 5 bubbles,Get what you pay for,"Well sunshine ✅ beach ✅ room that is colorful and inviting ummmmmm not so much! This is equivalent to a highway hotel 6! Too many nasty people ruin a good place cause this place could and maybe in the past was a gold mine, but needs gutting and complete redo!",October 2018,none,none,none,none,none,none,none,none,none,2,352
41 helpful votes,764 contributions,5.0 of 5 bubbles,Expect Cozy,"This is my second time here, and again, I wasn't disappointed. It's the Holiday Season and I had business in San Clemente and came back to this cozy joint. It's an older motel, but well maintained and each room is decorated with a theme. I booked on short notice and was given a great price considering I was near the beach. What I love most about this place is the service I have received both times I have stayed here, that alone will keep me coming back. So, if your looking for a clean and cozy joint, this the place.",December 2018,none,Traveled on business,none,none,none,none,none,none,none,3,352
101 helpful votes,503 contributions,2.0 of 5 bubbles,Dog Friendly.... Well not really. Maybe if you have a small or mini dog.,"I booked online through a travel website.  Booked the room with a queen bed and a twin bed. Upon arrival I was asked if I had pets. I said yes. How many... 2. Its 25.00 per pet per day. so one day is 50.00 for both animals. Non Refundable. You only have one room choice, its a small room with a queen bed. That's the pet room. The room was very small and has been remolded slightly but you can see how dated it is. Loud right next to the street. Zero places for animals to go potty. (Hint- if you have a small dog you could probably go in a small plant area. For larger dogs, walk down the street to the Travelodge and there is a small vacant lot next door. Approx. 1300 feet 400 meters down the street. PRO- Great restaurant right down the street for easy dinner or lunch. OC tavern.",November 2018,"Rooms with pets only get a queen size bed, right next to the road. Very loud.",Traveled as a couple,none,none,none,none,none,none,none,4,352
47 helpful votes,28 contributions,1.0 of 5 bubbles,Disgusting,"Do not and I repeat, do not book here.  It is the most disgusting place I have ever seen.  It was so filthy and smelt like pee.  The Wall was covered in god knows what.  The bed and pillows are rock hard.  The amount of dirt and dust in the covers and blinds were shocking.    I was so scared to stay there that my boyfriend and I booked into the Volare.  Early the next morning at 7, we drove over there to hand in the key and get a refund for at least one nights stay.  I was promised a refund but it never happened.  My skin crawls just to think how disgusting that motel is.  Perhaps a complete makeover is in order.  Burn the beds, pillows, and bedding.  Disgusted beyound belief.",July 2018,none,Traveled as a couple,none,none,none,none,none,none,none,5,352
41 helpful votes,764 contributions,5.0 of 5 bubbles,Cool place with charm,"To be honest, I was expecting the typical old motel where everything is outdated and doesn't work. Well, I was totally wrong and surprised to find the opposite. I booked on short notice for Memorial Day weekend, my first choice was San Diego but booking a reasonable room rate was impossible. I read mixed reviews about this place but I found the staff helpful and nice. I brought my lady friend and she is a skeptic. She immediately loved the place and gave me the thumbs-up approval. My room was nicely decorated and most of all, clean! The bed was comfortable and lady friend had no complaints. My room had a fridge but no microwave. However, a microwave and coffee maker is available in the courtyard area. Although located on a busy street and close to the freeway, it was",May 2018,none,Traveled on business,none,none,none,none,none,none,none,6,352
4 helpful votes,11 contributions,1.0 of 5 bubbles,TINY AND FILTHY ROOMS,"I booked 2 days (Friday and Saturday) based on their online pictures and ok ratings. Upon arrival and seeing the wrecked cars in the parking lot, tiny room, and the broken washing machine outside my rooms window I tried to cancel my stay. Unfortunately i could only cancel the saturday and I would have to pay for friday whether I stayed there or not. So my girlfriend and I cancelled Saturday night and stayed Friday. We got our room (#11) and looked it over....it was the filthiest hotel room I've ever been in! Dried blood, grime, and dead bugs in the window sills. Screens duct taped to patch tears, pubic hairs on the stained towels, floors that turned white socks black, no overhead lighting just lamps that didn't illuminate the room, the power went out an hour before checkout,",May 2018,none,Traveled as a couple,none,none,none,none,none,none,none,7,352
12 helpful votes,18 contributions,5.0 of 5 bubbles,We love this little gem!!!,"The service was awesome, the people who run the property were so friendly and helpful!! We originally stayed here on a Groupon, but have stayed no less than 5 times!!! The value is awesome, the part of town its in is cool, walking distance to 7-11 and Pipes for breakfast!",April 2017,none,Traveled as a couple,none,none,none,none,none,none,none,8,352
14 helpful votes,35 contributions,1.0 of 5 bubbles,Wedding guest accommodations,"My expectations were set inappropriately as I was led to believe that a major sports company like NIKE who was a local surf sponsor gave the motel money to refresh their look.  Our rooms were absolute dumps!  Guess what, we’re the idiots as what did we think we were getting for $68 per night?!  The owner and his friends took over the central gazebo area as that was the only place to smoke- they sat there non stop, smoking and partying.  Checking in was also quite an experience, very fast and efficient until they received payment.....then slow as snails to give us the room keys!  Never will stay there again.",November 2017,none,Traveled with family,none,none,none,none,none,none,none,9,352
16 helpful votes,17 contributions,1.0 of 5 bubbles,AVOID this motel,"We booked a night here for a festival we were attending nearby. Arrived early and asked if we could possibly check in early. They said sure just give us an EXTRA $30. I said that is crazy what if we got here at 2pm. He said the price would be $30 to check in! He kept telling me the extra fees are clearly noted on the booking websites. Ive stayed at almost every level of hotel motel from Motel 6 to Marriots and Hiltons. NONE of these hotels charge early check in if a room is available. I was forced to agree because we wouldn't be able to check in until after the festival since they don't allow check in after 10pm, which is another crazy negative about this scam motel.  After agreeing to the fee I went to the room and looked up their policy on Booking website and it said they",September 2017,none,Traveled as a couple,none,3.0 of 5 bubbles,none,none,none,none,none,10,352
