Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
43 helpful votes,27 contributions,3.0 of 5 bubbles,Winter visit,"Stayed at the Ayers hotel from 4th to 26th Jan visiting family.  On arrival hotel looked ok at reception, up to the room it was so dark, brown and blue carpet, dark furniture, dark beige on the walls,  these room need to be a bit brighter and move away from carpets in them very unhygienic.   Bathroom was clean but no walk in shower, shower over a bath not suitable for people that can’t easily get in and out a bath.  The room lighting was so poor despite ample lighting outlets, just a change of bulb colour would have made a space more welcoming, they had a microwave and a fridge that was good, also had  two TVs in the room, one in the bed area and one in the seating area.  Breakfast complimentary (although costed in the price of your stay) I’m glad it was, because if I had paid",January 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,110
13 helpful votes,31 contributions,4.0 of 5 bubbles,A good find,"This was our second stay at Ayres--the first in this building (vs Ayres Suites).  The room was large enough that I could do my on-line exercise class at one end, while my husband watched TV from the other.  Room was very clean--no concerns there.  Very convenient to have breakfast in the same building.   On occasion I had to ask for something (a second washcloth, more toilet paper), but these requests were always responded to with a smile.  We plan on staying here again.",December 2022,none,none,none,none,none,none,none,none,none,2,110
1 helpful vote,2 contributions,5.0 of 5 bubbles,BEST OFFERING IN THE AREA... Stayed Two Weeks,"LOOK NO FURTHER... We stayed two weeks in a Suite (that just means there is a nice couch and work table sitting area).  First, the basics... I checked about six other reviews for other hotels and I noted a common theme of unclean. That was not the case at Ayers. These folks have their act together.  The attention to detail in design is spot on.  Having a small frig in the room and the Microwave is perfect for anyone staying for a few days on, etc.   We worked for extended hours at the work table (two of us at the ends... they got us another chair) and the comfort and chairs never left us unhappy.  The free breakfast was spot on.  The evening lounge is pleasurable and the restaurant small plates (burgers, tuna burger and nice salads) come from their scratch kitchen.  The internet",December 2022,none,Traveled as a couple,none,none,none,none,none,none,none,3,110
4 helpful votes,5 contributions,1.0 of 5 bubbles,Personal safety issues,"We were subjected to a horrible, abusive and aggressive confrontation from another guest whilst staying in this hotel. The reception staff apologised but took no action to safeguard us during our stay. So concerned about our personal safety we checked out immediately. We believe the hotel should have done more to ensure all guests feel safe within their property, particularly considering this hotel is fairly isolated and not close to any local amenities.",October 2022,none,none,none,none,none,none,none,none,none,4,110
none,1 contribution,5.0 of 5 bubbles,"Clean, comfortable and friendly!",Rooms are large and beds are very comfortable. Front desk person was very friendly and accommodating when we requested a late check out. I was surprised that we had until 1pm. This gave us a chance to have the good free breakfast and lounge by the pool before heading out. The restaurant/bar is great as well. Great location an adequate parking for both hotels (suites and spa hotels are right next to each other). I would definitely stay here again.,August 2022,none,Traveled as a couple,none,none,none,none,none,none,none,5,110
none,1 contribution,3.0 of 5 bubbles,Disappointing Mother's Day experience,Starting with the good...Housekeeping staff pleasant and personable. Breakfast Buffet staff great considering the disorganization.  They take pets.   Bad...lengthy checkin process. About 25 minutes. Advised during checkin that we would be required to move after second night because of some sort of wiring project in process. 10 minutes after checkin call to tell us we did not have to move after second night.   Ugly...Notice posted on exit doors that power would be shut off by due to an unexpected power outage which really was because of new construction adjacent to property. Nothing communicated directly to guests. Then an 8:30pm visit from the GM asking us how we got into our room and hotel since they show room blocked out for construction. Said they had called us all day but we,May 2022,Make sure you review your bill very closely.,Traveled with family,none,none,none,none,none,none,none,6,110
18 helpful votes,60 contributions,5.0 of 5 bubbles,Clean hotel in good location,"This hotel was suggested by friends in the area. Before I book a hotel I come to TripAdvisor and Google to check on reviews. TripAdvisor seemed to have a lot of not so good reviews and I started to worry. I went to Google and found mostly good reviews so I took a chance and booked this facility. I was not disappointed and glad I booked it. Our room was clean and spacious, the heat/AC worked well. Our room was made up each day as I was here several days. The area where my room was located was quiet. The morning breakfast was very good. It wasn't the usual Covid breakfast I've run into at some hotels, they offered a buffet style breakfast with bacon, sausage, potatoes and two types of scrambled eggs. They had fruits and breads. The breakfast area turns into a bar area in the",April 2022,none,none,none,none,none,none,none,none,none,7,110
58 helpful votes,92 contributions,3.0 of 5 bubbles,Disappointed,Staff is very friendly and the building itself is nice. The main Floor is nicer and has a nice shop offering a decent choice  of water and snacks. Our room however was disappointing. While it’s spacious It’s outdated and bed not comfortable. The carpet is worn and unappealing. The work out area was also disappointing and very small.  No small towels offered in it. The one elevator demonstrates this property is in need of an update. One night our room was so hot we couldn’t sleep event though we lowered the air to 65 the AC wouldn’t run. The next night we noticed that overnight the AC doesn’t run as much as it does during the day. I also had some bug bites from our first night stay. We had friends staying in the suites and it sounds like they were nicer..smaller but nicer.,April 2022,none,Traveled with family,"Dear Shalla412,  Thank you for taking the time to write a review based on your recent stay! We are pleased to see that you were satisfied with the service you received from our team. I would like to extend my sincere apology for any inconvenience you may have encountered in regards to the amenities we offer and the comfort of our guest rooms. If you are facing any issues throughout your stay, please let our team know so we can work to get them resolved promptly. Your feedback is appreciated as we can use it as a tool to better improve for the future. We hope to have the chance to welcome you back for a 5-star visit sometime soon.  Sincerely,  Hayley Burbank General Manager",none,none,none,none,none,none,8,110
3 helpful votes,17 contributions,2.0 of 5 bubbles,Dogs in the Dining Room,"The room was clean and I slept comfortably.  This was, however, after I was awakened by a barking dog. This is a pet friendly place and the dog must have been located close by. In the morning, if I wasn't already awake at 8:00, a family in the courtyard below eating breakfast also had a dog that barked quite loudly and would have awakened me, as I am a light sleeper. At breakfast, a man had a dog in the dining room and carried it with him while going through the line. I thought health code did not permit this. They were out of breakfast meat at 9:00, an hour before breakfast was over,  and out of things like butter...shredded cheese...etc. It was hard to get into the coffee area, as the hostess was wiping things down and there was a line waiting. Not very well situated in the",February 2022,none,Traveled as a couple,"Dear Dee T,  Thank you for taking the time to write a review based on your recent stay! We are pleased to see that you were satisfied with the cleanliness and comfort of our guest rooms. I would like to extend my sincere apology for any inconvenience you may have encountered in regards to our complimentary breakfast and the surrounding noise. Our goal is to provide the most exceptional experiences, and we appreciate your feedback as we can use it as a learning tool to better improve for the future. If you are ever in the area again, we hope to have the chance to welcome you back for a 5-star visit.  Sincerely,  Hayley Burbank General Manager",none,none,none,none,none,none,9,110
5 helpful votes,5 contributions,1.0 of 5 bubbles,Avoid at all cost,"Customer service was non existent. We waited hrs to have our clogged sink fixed. Sink wasn't able to be fixed due to no available parts after maintenance man being in our room for over an hour. No sorry, no discount offered and had to demand a room change.",August 2021,Do not expect customer service or an understanding if your room has an issue,Traveled as a couple,none,none,none,none,none,none,none,10,110
