Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,1.0 of 5 bubbles,Worst Customer Service,Terrible Customer Service don’t bother staying here.  Lovely lady at the front desk rolled her eyes at me for asking to have my bill corrected. My bill came in another persons name and I can’t get reimbursed from my job because of it,January 2023,none,none,We're sorry to hear that one of our team members did not provide the care that our guests should encounter from us. We're happy to look into the billing issue that you have indicated. Please contact the hotel directly and speak with one of the managers so we can review the exact issue with you and hopefully find a resolution. Thank you.,none,none,none,none,none,none,11,215
3 helpful votes,2 contributions,3.0 of 5 bubbles,A Nice Quiet Place To Stay,"It is located on the north side of 405 Freeway.  The  property is well maintained.  The staff were very nice, but was not  friendly.  I wish it was more house keeping for  the price  we  paid.  We did not complained, but we did not feel like we got the value compare to other hotels that we stayed in this trip.",January 2023,none,none,"Hello Parisian744,  Thank you so much for taking the time to write a review. We so appreciate all feedback that is given and we apologize for any issues you experienced with your housekeeping service. We will be sure to take a hard look at this and follow up with our housekeeping department. Our hope is that we can create a memorable experience for our guests during your time with us that will encourage you to come back again. Please come back and visit us soon. Thank you so much for choosing Hyatt House Irvine as your home away from home.",none,none,none,none,none,none,12,215
13 helpful votes,13 contributions,5.0 of 5 bubbles,Best of the Best,"This hotel stands out head and shoulders above the rest - clean, well managed, excellently functional, wonderful breakfast.  We were pleasantly surprised, especially considering the reviews of other hotels in Orange County area.",January 2023,none,none,Thank you for taking a moment to provide a review of your stay. We appreciate you choosing Hyatt House Irvine/John Wayne Airport for your travel accommodations. We hope to welcome you back again soon.,none,none,none,none,none,none,13,215
12 helpful votes,24 contributions,5.0 of 5 bubbles,Convenient and well appointed,"This hotel was a pleasant surprise,  I was travelling for work and having the extra space to set up a proper work station in my room was great.  The room was gigantic and spotless.  The hotel was very close to the airport and the shuttle service back tot he airport was much appreciated,",January 2023,none,none,"Hello saba1961,  Thank you so much for taking the time to write a review. We so appreciate all feedback that is given and we are happy to hear that you thoroughly enjoyed your stay. Our hope is that we can create a memorable experience for our guests during your time with us that will encourage you to come back again. Please come back and visit us soon. Thank you so much for choosing Hyatt House Irvine as your home away from home.",none,none,none,none,none,none,14,215
1 helpful vote,3 contributions,5.0 of 5 bubbles,"A trip to a new home, the Hyatt House.","The place, people, location, food, everything was wonderful. We really dreaded this trip as we had to attend a family funeral. But instead the folks here made it such a pleasant stay. The staff always brought a smile to our faces when we returned with their friendliness and concern. Really felt like we were family.",January 2023,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport for your travel accommodations. We're sorry to hear of the nature of your stay however hope we can welcome you back again in the future under better circumstances.,none,none,none,none,none,none,15,215
none,1 contribution,5.0 of 5 bubbles,"Nice, clean and quiet hotel","We stayed one night for celebrating my birthday. Our room is on the 3rd floor but it’s very quiet and clean. The location is very convenient, less than 5 miles to John Wayne airport and there is a restaurant/bar on site. I ordered a drink at the lobby bar and the staff was friendly.  The complimentary breakfast was good. I would definitely come back again.",January 2023,none,none,Thank you for your review and for choosing Hyatt House Irvine/John Wayne Airport. We appreciate you staying with us.,none,none,none,none,none,none,16,215
none,1 contribution,3.0 of 5 bubbles,Ok but could have been better?,"Stayed at Anaheim Hyatt House before so I was excited to try Irvine/ Hyatt by airport since it was closer to UCI but still good distance to Disneyland. Asked twice for extra towels and pillows (when I checked in and then first thing in the morning i called front desk). My daughter joined me so we can go to Disneyland by 9am. I called at 7am. We got ready: make up hair etc night before n used up the towels getting ready so we needed new ones sent up asap and extra pillows as well. After an hour we had to just get ready, use old towels and quickly leave for the day. When we returned, I was ok with the idea of housekeeping restocking our towels but wanted extra pillows so asked front desk again. No pillows sent it was late after a full day at Disneyland so i was over it since i was",January 2023,none,none,Thank you for providing your feedback regarding your stay experience. I sincerely apologize that our staff members did not provide the requested items immediately and will be certain to share your comments with them so we can ensure our team members are providing more efficient service than what you experienced. We appreciate you staying with us and do hope that we have a future opportunity to improve upon your stay experience in the future.,none,none,none,none,none,none,17,215
none,1 contribution,1.0 of 5 bubbles,Terribly ran location,"Upon checking in, we inspected the room only to find a large 2 inch brown spider in the bathroom sink, we called the front desk concerned that it was a brown recluse spider and we were informed that it’s against policy to do such inspections or insect removals and there were no other alternative room sizes available for us to switch into. The Bathroom sink and shower were clogged, had requested it to be fixed a couple of times before it was actually fixed.  House keeping was a hit and miss on cleaning the rooms as requested. One day during our 8 day stay, house keeping barged into our room without knocking and began cleaning when my husband was in the bathroom and I was still asleep. I naturally requested her to leave and service the room later, she refused unless we left a",December 2022,none,none,Thank you for providing your feedback of your recent stay. I sincerely apologize that our hotel did not meet the standards that should have been provided to you and that one of our team members was not able to better assist you upon check in. We will be certain to follow up with all of our staff members to ensure they are adequately providing services. Thank you for bringing these issues to our attention so that we can share them with our team members and provide a better service experience for our guests.,none,none,none,none,none,none,18,215
none,1 contribution,5.0 of 5 bubbles,Great place to stay!,We had a wonderful experience here. People on staff are friendly and helpful. Any issues were immediately dealt with. I highly recommend this hotel - and I never say that! We brought our dog with us and we had a welcoming experience. We will be back! This is now our go to hotel in Orange County.,December 2022,none,none,Thank you for staying with us! We appreciate your review and feedback and are glad you enjoyed your stay with us. We look forward to welcoming you back again in the future.,none,none,none,none,none,none,19,215
100 helpful votes,140 contributions,3.0 of 5 bubbles,Hit or miss room service,My 76-year old mother did not get room service for her room. By the time we got back to the hotel it was too late for it and the hotel would not compensate her for the missed room service. Disappointing.,January 2023,none,none,We apologize that our housekeeping team did not service your guest room and we appreciate your feedback. We will be certain to share this with our team to ensure we improve upon our hotels services. Thank you.,none,none,none,none,none,none,20,215
14 helpful votes,27 contributions,4.0 of 5 bubbles,Good Hyatt House,Stayed for a night. It’s close to the airport but we couldn’t tell because it was nice and quiet. The hotel seems a little older (as I spotted some crusty cosmetic parts) but it was clean and has all the amenities expected of a Hyatt House. We used the kitchen to heat up leftovers and clean a drink that had spilled in one of our grocery bags.  Parking is in a separate building but we used a cart to haul our bags. The big bed was firm. We notice the air circulated better when the bedroom door was left open.  I like how they use recycled water for the toilets. Yet the  water pressure in the shower was good; thank goodness.,December 2022,none,none,Thank you for your comments and review. We appreciate you choosing Hyatt House Irvine/John Wayne Airport and hope to welcome you back again in the future.,none,none,none,none,none,none,21,215
2 helpful votes,22 contributions,5.0 of 5 bubbles,Perfect Xmas Getaway,"Stayed at the hotel because my son lives in Irvine. The studio king room was perfect and the daily breakfast satisfied our palette. And the hotel is situated close to the freeway, airport and lots of good eats! I plan on staying there whenever I need to be in Irvine.",December 2022,none,none,Thank you for staying with us and providing your review.,none,none,none,none,none,none,22,215
1 helpful vote,3 contributions,5.0 of 5 bubbles,Hyatt House Irvine is a great choice if staying near John Wayne Airport,"I had a really nice stay at the Hyatt House in Irvine. The staff was very kind and helpful, and had a great overall experience. I had an unexpected guest join me and was granted a room with a sleeper in the living room, which was extremely helpful. The room was setup perfectly for a WFH situation - good wifi, with a kitchen island that served as a good desk/standing desk.",December 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We are glad you enjoyed your stay with us and we hope to have a future opportunity to welcome you back.,none,none,none,none,none,none,23,215
none,1 contribution,5.0 of 5 bubbles,Perfect for a Entrepreneur’s Strategic Retrear,Perfect for Entrepreneur Meet-Up  Hosted a mastermind group of 8 entrepreneurs and my team in December 2022. We had people coming in from Australia and all over the US so the location is ideal — One mile from John Wayne / Orange County Airport and 40 miles from LAX and near all of the major SoCal freeways.  LeTice was our event coordinator and such a professional and delight to work with in the planning and execution of our event. The whole team at the Hyatt House we so nice and super friendly.  All of our guests were delighted with the location and accommodations — with great restaurants within two to three blocks walking distance.  We will definitely be back at this property.,December 2022,none,none,We appreciate your feedback and are glad to hear that your event and stay went well. We appreciate you choosing Hyatt House Irvine/John Wayne Airport and we hope to welcome your group back again in the near future.,none,none,none,none,none,none,24,215
none,4 contributions,5.0 of 5 bubbles,"Great alternative to ""Big Brands""!","Looking for reasonable pricing and trendy, sharp, clean digs?  This place will get the job done.  Good breakfast, nice rooms and convenient location.  On the short list for frequent stayers.  Staff is helpful, friendly and easy to work with.  (Stayed 9 nights)",November 2022,none,none,We appreciate your review and feedback and are glad you enjoyed your extended stay with us. We hope to see you again soon.,none,none,none,none,none,none,25,215
49 helpful votes,62 contributions,5.0 of 5 bubbles,"Great location, friendly, perfect for our needs!",We were in the area for a softball tournament and this worked out great - room size was awesome - queen double having a full size fridge with freezer and ice maker really helped so we could store our drinks and waters for the tournament and keep our ice packs frozen and even cook a meal or two.  Staff was super friendly and helpful.  Breakfast was perfect - nice not to have to eat on paper w plastic utensils - coffee was awesome - nothing was lacking - nice decor - quiet,November 2022,none,none,We appreciate your feedback and review and for choosing Hyatt House Irvine/John Wayne Airport for your travel accommodations. We hope to welcome you back again soon.,none,none,none,none,none,none,26,215
100 helpful votes,784 contributions,4.0 of 5 bubbles,Great location,"We had a great welcome after a long drive with a carsick child and Jesus took care of us. However, we found a strange odor in the room almost as if someone was trying to mask cigarette smoke. We were so tired that we just went to bed thinking it would go away. We did not notice it in the morning but smelled it again when returning at night. Overall the condition of the hotel is clean and the location is excellent for convenience.",November 2022,none,none,"Thank you for providing your review and feedback. We apologize that your guest room had an odor in the evening, perhaps due to another guest not cooperating with the no smoking policy, but we will investigate none the less. We appreciate you choosing Hyatt House Irvine/John Wayne Airport and we hope to have a future opportunity to improve upon your stay experience.",none,none,none,none,none,none,27,215
none,1 contribution,5.0 of 5 bubbles,clean and convenient,"Especially for our business purpose, Very nice location and so many accessible amenities. Great lay out of room allowed me to feel at home with as many as days I needed to be . stayed an extra night due to convenience",November 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We hope we can welcome you back again soon.,none,none,none,none,none,none,28,215
none,2 contributions,4.0 of 5 bubbles,Large rooms with space to spread out,"The room was very nicely furnished. It has a functional kitchenette, a small sectional, & king size bed.  My only issue was with the shower area. It had mildew in it. There was a musty odor too. I made the property aware of it so I believe they will correct this. Their breakfast has a lot of options. I would stay again & like the size of the room for extended stays.",October 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We appreciate the review and feedback. We hope to see you again soon.,none,none,none,none,none,none,29,215
37 helpful votes,52 contributions,4.0 of 5 bubbles,Great location,Excellent location for business and travel to and from airport.  Close to Restaurants and activities.  Would stay again but would ask for upgrade.  Room to small.  Great staff but food limited at best would eat out if I where you.,October 2022,none,none,We appreciate your review and for staying with us!,none,none,none,none,none,none,30,215
1 helpful vote,1 contribution,2.0 of 5 bubbles,Not truthful,"First room smell like cigarette smoke, false advertising on breakfast omelets, charges $20 per car. Website is not truthful and the photos doesn't show the 2 large building right next to hotel which makes you feel like you're blocked in. Website needs to show everything, be honest, and UPDATED.",October 2022,none,none,"Thank you for completing our Guest Survey regarding your recent stay at our hotel and I apologize that your experience was anything less than satisfying. Please note that regarding the parking charges they are listed on Expedia's website in two different areas. First area is under 'Important Info' and second is listed under 'Frequently Asked Questions'. Both of those areas on Expedia's site list the $20 nightly parking fee. Additionally, I did double check the website however there is no verbiage indicating that the hotel is providing an omelet station at this time and I apologize that the photo misrepresented our breakfast offerings in any way. I do see a second photo of a similarity however that one is intended for our extended stay guests who typically cook their meals inside their guest room. Hyatt House properties are currently not mandated to return to the omelet station, mainly due to staffing challenges, although some may have. We are working to hopefully implement this as soon as possible however do not currently have a timeline for its return.  I sincerely appreciate your valued feedback on your stay and again apologize that it did not fully meet your expectations. We do hope to have a future opportunity to improve upon your stay experience.",none,none,none,none,none,none,31,215
3 helpful votes,2 contributions,1.0 of 5 bubbles,DO NOT STAY HERE,"This hotel had so many great reviews, but we have stayed here twice, and have had HORRIBLE experiences both times. We are globalists and used points to book. I booked online using the World of Hyatt app, where names of other people staying in the room are added to the ""notes"". I was staying with my aunt and uncle while my husband and mother in law stayed at another hotel where we also have points. Edward at the front desk was rude and unhelpful when my aunt and uncle arrived before me and attempted to check in. He accused them of lying and said he can't see notes on reservations from his computer, and told them that having their names in the notes section meant nothing anyway because ""anyone could hack in and add names."" They also had a printed copy of the reservation with them,",September 2022,none,none,"Thank you for taking a moment to review your stay. Please note that Hyatt hotels have specific policies for our World of Hyatt members to follow as well as to ensure Security is at the utmost priority. As your reservation was made under your name, it required your physical presence at the hotel thus we were unable to permit anyone else access to your guest suite. The parking charges were adjusted once it was determined your World of Hyatt Status level as well as how your booking was made. I am truly apologetic for any issues with the check in and billing process and will share your feedback with our team members to see where and how we can improve upon the interactions you experienced. Thank you.",none,none,none,none,none,none,32,215
1 helpful vote,1 contribution,1.0 of 5 bubbles,very bad services,"very bad services,Not respect the customer,The room smell like  marijuana，ask l the reception to change the room ，  they said they think that's we did it,we smoke at the room,that's very Ridiculous,we just check in…and not money refund even we didn't stay at that night and the over charged $180 !OMG",September 2022,none,none,We're sorry to learn of the issues within your guest room however ashes found inside of your guest room along with the prevailing smell encountered by our Front desk manager upon entering your guest room which is why you were asked to vacate. Our hotel is 100% non-smoking of any type.,none,none,none,none,none,none,33,215
none,1 contribution,5.0 of 5 bubbles,Best Pet Friendly hotel in Irvine,I love this hotel because it’s always clean. The hotel is nice and quiet and a place where I can always get a good night’s rest. It’s in a safe location with a great place to walk your dogs. It’s also close to food and entertainment and the staff are always friendly. What more can you ask for? This is my go to spot!,September 2022,none,none,Thank you for reviewing your stay and for choosing Hyatt House Irvine/John Wayne Airport.,none,none,none,none,none,none,34,215
1 helpful vote,3 contributions,2.0 of 5 bubbles,Gross bugs flying out of the shower drain,"When I turned on the shower a bunch of gnat like bugs flew out of the drain.  I reported it to the front desk.  The man said ""sorry""  No one told us about the breakfast that was served but I guess I should have read on that.",September 2022,none,none,Thank you for your feedback. We apologize that you encountered an issue during your stay and will work with our maintenance team to investigate the issue you indicated. Additionally we will share your feedback regarding the fact that you were not informed of the breakfast with our front desk team to ensure our staff is properly notifying all guests of our various hotel amenities. Thank you for bringing these to our attention so that we may follow up and ensure our standards meet our guest expectations.,none,none,none,none,none,none,35,215
none,1 contribution,5.0 of 5 bubbles,Great Location,We were pleasantly surprised with Hyatt House. This was a great location. Close to the airport and many businesses in Irvine. The hotel is very clean and the staff if very helpful. There are some good amenities for a small hotel. We would highly recommend.,September 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We are glad you enjoyed your stay and we hope to welcome you back again in the near future.,none,none,none,none,none,none,36,215
1 helpful vote,1 contribution,3.0 of 5 bubbles,Not so clean…,"Overall the hotel is in a good location. However, my bathroom wasn’t clean, my hallway smelled like poop and parking was 20 bucks per night. On a positive note, the breakfast was of great quality and variety.",September 2022,none,none,Thank you for providing your feedback and review. We're sorry to learn that your stay was not 100% positive and we will be certain to share your comments with our team members to ensure our guests are provided with the best possible experience. We hope to have a future opportunity to improve upon your stay experience. Thank you.,none,none,none,none,none,none,37,215
none,1 contribution,5.0 of 5 bubbles,Very pleased,We used to stay at another hotel with suites and have not been happy with their service.  This was a very pleasing and satisfying hotel stay.  I'm sure we will be staying here again in the future.  Good job Hyatt House!,September 2022,none,none,Thank you for providing your review. We appreciate your valued feedback and we thank you for staying with us.,none,none,none,none,none,none,38,215
none,1 contribution,5.0 of 5 bubbles,Best Hotel to stay in Irvine,"Room is clean, Pillow is clean, Staff is excellent and Breakfast is variable items, more than expected. We will always look for this location when visiting Southern California.  This hotel is above and beyond.",September 2022,none,none,Thank you for your review. We appreciate you choosing Hyatt House Irvine/John Wayne Airport and we hope we can welcome you back again soon.,none,none,none,none,none,none,39,215
1 helpful vote,1 contribution,5.0 of 5 bubbles,The Best Business Hotel in Irvine,"From the accommodating staff like Sagira to the spotless rooms and plentiful complimentary breakfast to the ideal location, what more could a traveling business person ask for from the hospitality suite? I will be planning many more trips in the future to this property, and I can't wait.",August 2022,none,none,Thank you for reviewing your stay with us. We appreciate your feedback and glad you enjoyed your visit. We hope to see you again soon.,none,none,none,none,none,none,40,215
none,1 contribution,4.0 of 5 bubbles,Stayed for Product Training,Hotel experience was a good one overall.  The only complaint is the TV remote was through direct TV but they only offer Streaming services.  That is fine other than the only way to control the service you are watching is with the device you have connected to the TV.  The only purpose of the remote is On/Off,August 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We apologize if the TV remote was not functioning correctly in your guest room and appreciate the feedback so we can ensure it is properly functioning.  We hope to have a future opportunity to improve upon your stay experience.,none,none,none,none,none,none,41,215
none,2 contributions,5.0 of 5 bubbles,Surprised with Excellence.,"This was my first stay at a Hyatt House Hotel.  I was wowed!  High quality hotel, with nice amenities.   I went to the Hyatt Regency by mistake.  Hyatt House was truly on par with the Regency, even surpassing them in Customer Service.  The Hotel was very clean and well maintained.  Staff was very kind, including the Trainee who checked us in.",August 2022,none,none,Thank you for your review and feedback. We appreciate you choosing Hyatt House Irvine/John Wayne Airport for your travel accommodations and we hope to see you again soon.,none,none,none,none,none,none,42,215
1 helpful vote,2 contributions,1.0 of 5 bubbles,This hotel needs an overhaul,"The air handling system was roaring, but no cool air came out, in spite of my alerting the front desk, ice machine made noise like a drum machine, power outage in the hotel, breakfast eggs like rubber, misdirected my bill, I could go on….",August 2022,none,none,We're sorry to hear that your stay was not to your satisfaction. We appreciate your feedback and comments and will use them to improve upon our guest services. We hope to have a future opportunity to welcome you back and improve upon your stay experience.,none,none,none,none,none,none,43,215
none,2 contributions,5.0 of 5 bubbles,Great Place to Stay,"My experience here was great.  My stay was 3 days and most of the time was out.  However, when I returned each evening, the room was perfect.  Breakfast in the morning was just what I needed to get the day started on the right foot.  The location was close by when I wanted to run out and grab something for dinner.    I think the best thing I could say is that I will stay there again.",August 2022,none,none,We're glad to hear that you enjoyed your stay and appreciate you staying with us!,none,none,none,none,none,none,44,215
1 helpful vote,2 contributions,5.0 of 5 bubbles,Clean and quiet place to stay,"Very clean and very quiet. Don't hear any noise even it is next to Main street. The front desk staffs are nice, patient, and helpful. Also, full kitchen is a big plus for us (with 2 small kids). We have stayed here for several times.",August 2022,none,none,We appreciate the feedback and Thank you for staying with us!,none,none,none,none,none,none,45,215
40 helpful votes,59 contributions,5.0 of 5 bubbles,Service was great!!,"Our room was full of amenities, from the regular ones like blow dryer to a full kitchen appliances like a stove and microwave!!! Always clean and service was on point!! They offer breakfast every morning! Free shuttle back and forth to John Wayne airport!!!",August 2022,none,none,Thank you for choosing Hyatt House Irvine/John Wayne Airport. We appreciate you staying with us and hope to see you again soon.,none,none,none,none,none,none,46,215
1 helpful vote,1 contribution,2.0 of 5 bubbles,They Demand Forms At Checkin,"Difficult. They require a form from the payer and won’t let an employee check in without it but don’t tell you until the person tries to check in…room fine, clean. Food fine. Service not so fine. Inform at reservation not check in.",August 2022,none,none,We apologize that our hotel did not have an authorization form for your guests stay on file prior to their arrival and thus delayed the check in process. We appreciate your feedback and we hope to have a future opportunity to improve upon your reservation experience.,none,none,none,none,none,none,47,215
1 helpful vote,3 contributions,5.0 of 5 bubbles,"Clean, spacious rooms!","Excellent location, very convenient to everything in SoCal. The hotel is new, updated and clean. Rooms are spacious. Breakfast bar has many items you wouldn’t expect. Overall I am very happy with this hotel and will continue staying here!",August 2022,none,none,Thank you for your review. We appreciate you choosing Hyatt House Irvine/John Wayne. We hope to see you again soon.,none,none,none,none,none,none,48,215
12 helpful votes,44 contributions,5.0 of 5 bubbles,Excellent location and Reasonable Parking Rste,Very clean  Complimentary Breakfast  Pool was clean Exercise area adequate  Front desk great Parking reasonable rate Great location  Elevator very fast response  Bigger bath towels would be a great idea MW Frigerator nice amenity,August 2022,none,none,We appreciate you staying with us. Thank you for providing your review and we hope to see you again soon.,none,none,none,none,none,none,49,215
none,1 contribution,5.0 of 5 bubbles,"Modern, clean, and great breakfast!","The facility has been updated and modern. The king bed with a sofabed fits our 3-person family. Having a kitchenette is nice. But the best part is the hot breakfast that is included with the room price. The quality and variety is the best in similar type of  hotels. They have eggs, sausages, bacon, oatmeal  (which I really appreciate) with a few sides such as nuts and raisins. They also have fruits and yogurt, besides the typical toast, etc. The location is also good, surrounded by corporate offices and many shopping and restaurants nearby.",July 2022,none,none,Thank you for your review. We're glad you enjoyed your stay with us and we hope to welcome you back again soon.,none,none,none,none,none,none,50,215
none,1 contribution,5.0 of 5 bubbles,Satisfied Guest,"Loved the 12p check out, close event location to our softball tournament. Also housekeeping requests were met. We traveled with family who had an RV, glad they were able to stay in parking area, to be close by to us",August 2022,none,none,We're glad you enjoyed your stay with us. We appreciate your review and we hope to welcome you back again soon.,none,none,none,none,none,none,51,215
none,1 contribution,5.0 of 5 bubbles,Exceeded Expectations,"Halfway through our trip, we decided to switch hotels from our original booking at Ramada in Costa Mesa to Hyatt House.  I'm so happy we did.  The staff is extremely helpful, professional and courteous, and the accommodations exceeded our needs and expectations.  Yes, it was a bit pricier than where we had originally booked, but well worth it!  We are planning on staying here again during our next trip to the Irvine area.",July 2022,none,none,Thank you for your review. We're glad you were able to experience our hotel and appreciate you choosing Hyatt House for your travel accommodations. We hope to welcome you back again in the future.,none,none,none,none,none,none,52,215
none,4 contributions,5.0 of 5 bubbles,Everything I needed all in one place!,"I had a fantastic experience at the Hyatt House! Service was fantastic, there was always someone around when I needed something. Someone to get me ice, someone to help at the counter and housekeeping for extra towels and and a refresh. Parking was easy enough, the furniture was comfy and the Market downstairs had everything you could ask for. There was a water machine on the first floor by the elevator which had the best tasting water ive ever had!",July 2022,none,none,Thank you for taking a moment to provide your review. We appreciate you choosing Hyatt House Irvine/John Wayne Airport for your travel accommodations and we hope to have a future opportunity to welcome you back.,none,none,none,none,none,none,53,215
1 helpful vote,1 contribution,1.0 of 5 bubbles,Sent someone else’s reservation to my email,Someone else’s reservation was sent to my email with included the customers home address. I had to call multiple places to make sure it wasn’t fraud because it was listed under my name. This caused me a LOT of stress!!! Get your shxt together.,July 2022,none,none,We apologize if your email address was incorrectly provided to us by another guest or if it was a simple typographical error on behalf of the associate who obtained it. Our associates typically review the email provided by the guest at the time of check in. We will be certain to review this with our associates to ensure they are correctly entering email addresses provided by our guests. Thank you.,none,none,none,none,none,none,54,215
