Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
25 helpful votes,32 contributions,5.0 of 5 bubbles,Awesome tidepools,"An awesome and fairly unique beach just south of Newport. If you park in the north parking lots the tidepools are excellent at low tide. Lots of walking but worth the travel.  Plenty of rocks in the water so look for open spaces. Sometimes there is a second set of waves where large rocks reside so beware, but waves are great for body surfing, etc.",July 2021,none,Traveled with family,none,none,none,none,none,none,none,1,422
423 helpful votes,6099 contributions,5.0 of 5 bubbles,Beautiful Beach,"We brought the family here at dusk last  Sunday when it’s low tide and less crowded. It’s a short drive from the Marriott Newport Coast Villas where we’re staying for the weekend. From the start of the path past the restroom hut by the parking lot ($15 Parking) we slowly descended the uneven (with no handrails) switchbacks leading to the beach in search of tide pools. It’s a wonderful place especially for young children with inquisitive minds. The unique landscape, the warm water, the magical reef, and the colorful sea anemone perfectly showcased to them nature’s beauty. They got to learn the importance of respecting and protecting the environment. The vibrant sunset provided a marvelous backdrop to this totally worthwhile excursion.",October 2020,none,Traveled with family,none,none,none,none,none,none,none,2,422
405 helpful votes,2572 contributions,4.0 of 5 bubbles,Expansive park with beach access,"Expansive park with hiking trails, beach access, and camping grounds. It’s a family friendly spot with wide hiking trails that are paved in some parts and are made of compact dirt. There are bathrooms available and they’re surprisingly clean for a park bathroom. There’s also a shower where you can clean off your feet or take a body shower if you head over towards the beach. The beach is sandy and the waves are pretty strong.   In terms of the hiking trails, there are a lot of options ranging from easy to more strenuous. There’s minimal shade. No dogs are allowed, and be mindful of the poison oak/rattlesnakes. The trails are pretty popular though, and quite a few people bike alongside the hikers.   It’s $15 to park. The park ranger told us to download and use an app to pay for",September 2020,none,Traveled with family,none,none,none,none,none,none,none,3,422
119 helpful votes,638 contributions,5.0 of 5 bubbles,What a Treat,Went for a morning hike in the hills across from the state beach. Decided to go to Crystal Cove for lunch. Used state park parking pass in lot across from beach.  Rather than taking shuttle we walked through tunnel under PCH. It’s January and the weather was divine. Not too crowded on a Thursday. During short wait for the restaurant we walked the beach to check out view and construction on cottages. One word: Beautiful!  Several buildings contained information on the history of Crystal Cove. Picked up some brochures with dreams of reserving a cottage n the future. Can’t wait to return!,January 2020,none,Traveled with friends,none,none,none,none,none,none,none,4,422
47 helpful votes,28 contributions,5.0 of 5 bubbles,"Very beautiful and relaxing beach.  We loved walking and looking at the sea life between the rocks, such as sea anemones","It was a wonderful experience to eat and listen to the waves and see the beach and ocean.  The Beachcomber restaurant has a nice ocean view.  Then we walked and enjoyed the rocks, sand and people.  Highly recommend, across from Marriott Newport.",December 2019,none,Traveled as a couple,none,none,none,none,none,none,none,5,422
52 helpful votes,85 contributions,5.0 of 5 bubbles,Moro Campground,"First of all from the coastal hillside setting of Moro campground the views of the Pacific are spectacular and expansive! This is unlike most Southern California State Park ""beach"" campgrounds in that it is actually located on the inland side of Pacific Coast Highway and there are no trains running right next to it. The sites seem to have more space between them with high vegetation which provides a bit more privacy. We stayed in the last row (site #54) closest to the ocean which meant no camps to obstruct the view. There are some sites with hookups with higher fees. There is a pedestrian underpass for beach access so no issues crossing PCH. This is a relatively new campground that is very neat and well maintained. Several clean showers and bathrooms are available. This is the",October 2019,none,none,none,none,none,none,none,none,none,6,422
51 helpful votes,50 contributions,5.0 of 5 bubbles,Incredible historical park,"What an outstanding experience to see and feel rock formations over 25 million years old sitting on the shoreline of the beach at Crystal Cove State Park. A very unique area with historical beach homes, natural landscape and the rock formations can’t be described...a must see.",October 2019,none,Traveled with family,none,none,none,none,none,none,none,7,422
10 helpful votes,10 contributions,5.0 of 5 bubbles,Absolutely beautiful!,You must visit here if in the area. We drove over from Las Vegas to LA. Then drove west to Long Beach and south on Hwy 1 all the way to Laguna. This was one of the best areas for views. They were a absolutely breathtaking.,May 2019,none,Traveled with family,none,none,none,none,none,none,none,8,422
62 helpful votes,77 contributions,5.0 of 5 bubbles,Free Parking with validation,"Beautiful beach, secluded from traffic, great historic beach bungalows. Parking is free if you get a drink or eat at the Beachcomber. Great tide pools. My go to beach when in the area. I love the effort to preserve the history!",April 2019,none,Traveled as a couple,none,none,none,none,none,none,none,9,422
76 helpful votes,195 contributions,5.0 of 5 bubbles,Lovely break from the bustle of Newport,We love walks and managed to get a great beach walk plus a tremendous lunch at the Beachcomber restaurant.   Quiet with the sound of waves and seabirds this white sand beach goes for miles and is protected by the uplands  being in a park.  The Crystal cove cabins are a great slice of 50s Americana when families could actually camp at the beach for weeks on end.,April 2019,none,Traveled with friends,none,none,none,none,none,none,none,10,422
