Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
152 helpful votes,471 contributions,4.0 of 5 bubbles,Very nice park.,"I used to camp in O'Neill Park with my folks when I was a kid. Even though I lived just a few miles away. But I haven't been her in many years. I'm happy to see the many improvements. Asphalt  roads vs dirt throughouts,water at many of the sites, plenty of trash dumpers, completely remodeled restrooms with showers. It still has all the large oak trees. and the drive through Live Oak Canyon hasn't changed a bit. and it is still dry camping. No electrical or sewer hookups. We really enjoyed our stay there. It is very close to town and all the stores and restaurants. The hiking and horseback riding. But still out in the wilderness. So you still have to be aware of the wildlife. Including mountain lions. Be sure to make reservations.",July 2019,none,Traveled solo,none,4.0 of 5 bubbles,none,none,none,none,none,1,432
4 helpful votes,5 contributions,5.0 of 5 bubbles,Felt safe and everyone was friendly,"This was our first camping trip as a family, and it went really well at this campsite. We were close to bathrooms and showers. There was a security truck that would drive around periodically, which I appreciated. It's a very beautiful park and loved that my kids had such a great time.",June 2019,none,Traveled with family,none,none,none,none,none,none,none,2,432
4 helpful votes,39 contributions,2.0 of 5 bubbles,Our bad!,"We didn’t research enough and didn’t realize there were no hookups. You can only run your generator from 8am-8pm, but even then you feel like your annoying your neighbors in their tents so we tried to keep it off as much as possible. The “community water spigot” was too far away for our hose. So of course with no hookups, no internet or antenna TV as well.  We stayed one night and went to Orangeland RV Park. More money, but worth it for the hookups.",July 2018,none,Traveled with family,none,none,none,none,none,none,none,3,432
13 helpful votes,30 contributions,4.0 of 5 bubbles,Dry camping,"I reserved site 71 and we had friends in site 69, 73 & 75. Planned on having a large area to ""spread out."" When we got there my 19' trailer fit tight but even worse there was a huge California Oak right where my awning was going to be when I pulled it out. So our tent camping friends in 69 said it would be better to park on their site since they weren't using the asphalt portion. Sites are level for the most part. It was a whole story at the check-in to tell them we were just parking in two different sites. I guess they've had problems with that in the past. I offered to have both of us go to the front to switch parking passes. They were fine with it and let us do our thing for the weekend. My other camping neighbor left a light on and ran out of battery so I let him borrow our",October 2017,none,Traveled with family,none,none,none,none,none,none,none,4,432
71 helpful votes,33 contributions,4.0 of 5 bubbles,Great local getaway,"Recent first time visit. Beautiful park with clean facilities. Friendly and helpful rangers. We were given a refund on our camping fees when I injured my back and we had to leave 2 days early. It does get very hot here in the summer. I am taking off one star because we were not informed of an annual and very huge biker rally. Rangers claimed it was on the website, which it was not. Note there are no hookups here. Nearby restaurants are Trabuco Steakhouse and Rose Canyon Cantina, both very popular.",June 2017,none,Traveled as a couple,none,none,none,none,none,none,none,5,432
112 helpful votes,527 contributions,4.0 of 5 bubbles,"NATURAL HILL COUNTY PARK - SECURE, WELL-MAINTAINED, BEAUTIFUL AND AFFORDABLE","(No quick and easy way to get there) Located off of Live Oak Canyon Road in the Orange County hill country at the southeastern tip of the county and near the boundary of the Cleveland National Forest, the 4,000-acre O'NEILL REGIONAL PARK offers overnight campsites for tents and recreational vehicles, day use camp sites for large groups, picnic areas, restrooms, access to regional hiking trails (east to Saddleback Mountain and west to the ocean) with huge shade trees and well-maintained fields. This park is a year-round facility but is better enjoyed in the off-peak periods. It is best to avoid the hot and crowded months of June, July, and August. We like to take our guests with children there, where we set up a day camp and then we hike up into the Cleveland National Forest via",April 2017,Most of the overnight camp sites are good.,Traveled with friends,none,none,none,none,none,none,none,6,432
13 helpful votes,16 contributions,4.0 of 5 bubbles,Trees and space galore!,"Stayed for the first time Veterans Day weekend. Good sites with space to pitch tent away from neighbours, far enough away their conversation and laughter were distant. I brought airplugs and used 'em.",November 2016,"See layout of campground in-person or on a map, youll have the opportunity to select a site with...",Traveled with family,none,none,none,none,none,none,none,7,432
93 helpful votes,75 contributions,5.0 of 5 bubbles,Great local campsite,"Great campsite for kids! Each site has some amount of shade depending on the time of day and the sites are on the larger side, too. The bathrooms are clean and there's hot showers. At the entrance, there's a nature center where there are nature walks and kids' activities. Firewood can be purchased at the entrance. A little walk and you'll reach great trails - even the shortest (Edna Spaulding) has amazing views. There's a general store just down Trabuco Canyon and Ralph's is just a short drive away. A great site for beginning campers.",November 2016,"If sensitive to street noise, try sites away from trabuco canyon rd.",Traveled with family,none,none,none,none,none,none,none,8,432
3 helpful votes,12 contributions,5.0 of 5 bubbles,Best Value anywhere,"Trails, forest, fresh air, stars at night and all at a remarkable price, just $20 or if you are a senior like me, $15. Unfortunately no power but water. Best Mexican restaurant around just a hop skip and jump away, Rose Canyon Cantina, italian lights around a giant tree surrounded by tables and drink rails.",May 2016,"get a site early, they fill up fast in the summer and holidays including Christmas and Thanksgiving.",Traveled with family,none,5.0 of 5 bubbles,none,none,none,none,none,9,432
2 helpful votes,3 contributions,4.0 of 5 bubbles,Camping Fun,"Stayed one night in March 2016  Spots are very spacious, each with a fire pit, picnic table and most have a water spout.   Most spots have some sort of shade or tree around.  Restrooms are pretty clean and the showers have warm water.   We stayed during the week and had no neighbors and the campground itself was quiet, though as many others point out you will hear the traffic from the road.    When you arrive at the park, you need to park and check in at the little ranger station.  It's fairly quick if you have online reservations.  The staff was friendly.    Coming and going is a little pain because they do have a parking gate that has to be opened each time.   Ralph's grocery store, Rite Aid and some food places are within 3 miles.",March 2016,none,none,none,none,none,none,none,none,none,10,432
