Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
181 helpful votes,353 contributions,3.0 of 5 bubbles,Fair experience,"Spouse and I spent two nights, as we were visiting friends in the area. Location is convenient to multiple roadways. Our contact and interaction with staff was minimal, but all interactions were helpful and friendly. Yes, it is near an airport, as have been other rooms where we have stayed over the years. However, the noise level (on our third [top] floor suite was unusually bothersome. Breakfast was a hot breakfast of pancakes, sausage, eggs, potatoes, juice....problem being, no options such as cold cereal or yogurt. Price was consistent with other facilities in the area, but the value, in our eyes, was reduced, based on comments above.",December 2022,none,Traveled as a couple,none,4.0 of 5 bubbles,none,none,none,none,none,1,301
none,none,2.0 of 5 bubbles,Expect unexpected fees,"Be aware that they charge a ridiculous daily ""Safe w/ltd Warranty"" fee. The fee was not mentioned to me when I booked my reservation and I found it when I saw the final bill, which was sent to me 1 day after I checked out and left.  I did not use the safe in the room at all (I wasn't even aware that there was a safe). They just really want to get every penny from you.",November 2022,none,Traveled as a couple,none,5.0 of 5 bubbles,none,none,none,none,none,2,301
3 helpful votes,14 contributions,3.0 of 5 bubbles,"Okay, but no housekeeping","It was an okay stay but there was a lack of housekeeping.  My room was only cleaned once in the 16 days that I was there, and even then I had to call to the desk three times to get her to come once.  The guests throw their dirty towels and garbage bags onto the walkway in front of their rooms because the is no housekeeping. This is probably not sanitary. Otherwise, things were good. The breakfast was good and the bed was comfortable.",July 2022,none,Traveled solo,none,4.0 of 5 bubbles,none,none,none,none,none,3,301
57 helpful votes,53 contributions,2.0 of 5 bubbles,Good Room But No Cleaning At All!,"A decent hotel with everything that works.  But it all was spoilt when I called 2 days ahead and then 3 days asking someone to clean my room.  I arrived on Wednesday and today is Sunday and no one has come to clean my room.  Even now I called the front desk and they said let us check and I haven’t got a call to even say that nothing is going to happen.   I am staying 6 days here till Wednesday and all paid up, but my garbage is full, towels all used up and sheets not changed.  Sorry, but after 40 years of travelling this is the first time I haven’t had a hotel wanting to clean my room!!!  May be they should not charge me for at least 2 out of the 6 days for tratment like this!!!!",June 2022,none,Traveled on business,none,none,none,none,none,none,none,4,301
106 helpful votes,95 contributions,2.0 of 5 bubbles,The worst customer service I had during my 20 days trip around California,Disappointed with the service. When I arrived all over California the hotels were serving breakfast but this one was offering just a pancake without any juice because the juice machine was broken.  I decided to go to a Target to buy my breakfast and I forgot to bring a plastic knife and fork. The front desk told me they couldn’t afford that as they already closed the breakfast area.  I insisted if the guy couldn’t just walk in the area and grab one for me as he said no.  Also my room there was one light that was not working and again I contacted the front desk and he said they couldn’t fix it because I won’t leave the hotel in the next day. He didn’t even offered me another room.  The hotel elevator was completely wet when I arrived and very slippery and it was the same on the,March 2022,The parking lot is always full even knowing the hotel was not full.,Traveled solo,none,none,none,none,none,none,none,5,301
none,1 contribution,2.0 of 5 bubbles,Pictures are deceiving,"This property did not live up to the pictures or reviews given by other guests. If I had more than one night booked here, I would’ve canceled after the first night. Would NOT recommend this property for what I paid.",April 2022,none,none,none,none,none,none,none,none,none,6,301
none,1 contribution,4.0 of 5 bubbles,Family friendly and a free airport shuttle,"We stayed at this hotel the night before an early flight. we arrived late and the staff was kind.  the rooms were spacious, ours was quiet, and they had a portable crib for my grand daughter. there was only one ice machine and i could not find any vending machines on site, but they had a free shuttle to the airport and the diver was great! would definatly stay again!",April 2022,none,none,none,none,none,none,none,none,none,7,301
141 helpful votes,874 contributions,4.0 of 5 bubbles,Old but unique tropical style hotel,"We arrived in LAX at late night and stayed here for overnight to avoid the morning traffic from downtown LA to San Diego. Country Inn & Suites by Radisson, John Wayne Airport, CA was old but very unique styled with open courtyard surrounded by guest buildings. More like motel than hotel though. Good location with easy access and many restaurants and coffee shops nearby. Noise level is higher than usual. Pretty safe, because the yard is gated and locked so that nobody can get in at after hours. Hot breakfast was provided but very limited.",April 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,8,301
none,1 contribution,5.0 of 5 bubbles,PT,"GOOD : Clean , close to airport , friendly staff , free on site parking ……NEEDS IMPROVEMENT : free breakfast needs upgrade instead of same three item menu every day ……………would still use again next visit  …PT .",March 2022,none,none,none,none,none,none,none,none,none,9,301
2 helpful votes,2 contributions,4.0 of 5 bubbles,Business stay,"Good, clean space with friendly and helpful staff. Breakfast offering needs work in terms of quality and quantity. Property is well maintained and aesthetically pleasing, pool was also kept clean and towels always available.",March 2022,none,Traveled on business,none,none,none,none,none,none,none,10,301
