Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
43 helpful votes,172 contributions,4.0 of 5 bubbles,Comfortable and affordable,"My family stayed in a family suite (3 beds, one in the bedroom and 2 in the main room). The motel has free parking and is walking distance from Disney, although the #43 and 543 buses stop nearby and are a quick and cheap way to save your feet. There is a small fridge and a microwave in the room, but no cutlery or crockery. We bought some disposable ones from the supermarket as we were trying to eat in to save money, it would’ve been great to have some basics provided. The room itself was dated but clean and tidy; housekeeping was great. The beds were on the hard side but after a long day at Disney, I could’ve slept on the floor for all I cared.  At half the price of a hotel around the corner, and a room twice the size, this is a great option if you’re on a budget and don’t care",January 2023,none,Traveled with family,none,none,none,none,none,none,none,1,302
1 helpful vote,10 contributions,5.0 of 5 bubbles,Great Inn for a trip to Disneyland.,"We slept there for two nights while visiting Disneyland. It's not close to the park, but it is a 10 minute walk.  Our room was very big, in fact It had a smaller room inside. The beds were confortable, even though one if them made a strange noise. The receptionist was very nice.  And they also let us using their parking while un Disneyland.",July 2022,none,Traveled with family,none,none,none,none,none,none,none,2,302
101 helpful votes,101 contributions,4.0 of 5 bubbles,"Clean, efficient and gets the job done","If you're the kind of traveler who believes hotels are just a place for sleeping, this is the place for you--and I don't mean that negatively.   We stayed here for four nights for the NAMM trade show, and it fit the bill perfectly. The rooms are basic but clean, reasonably spacious, and with updated (budget) modern style. The fridge and microwave let us make our own breakfast, and the location provided for a cheap Lyft ride to the Convention Center. There's a desk for getting your work done and good wi-fi. You're the best judge of whether you need or want more, but for us, it got the job done.",January 2020,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,3,302
265 helpful votes,996 contributions,4.0 of 5 bubbles,Really Not That Bad,"Some reviews and pics make this place look awful, and I’ll admit I fully thought we were going to stay in a dump. I told my husband to expect nothing. I was really pleasantly surprised. The hotel is easy to get to, and we walked to Disneyland (about 10-15 minutes). It’s next to a gas station so you can get snacks.   It’s a vintage style hotel with long balcony’s and flowers running on the wall. It looks kitschy and charming. The staff was nice when we checked in. The room was big (we had a room on the second floor at the end). They have room service too, which we didn’t expect.   Ok so for the room it’s fine. It’s nice lovely, it’s barely nice, it’s just fine. Very basic Motel 6 fine. The bed is thin, the comforter is probably gross, lights are weird, walls are thin, it’s not",March 2019,none,Traveled as a couple,none,none,none,none,none,none,none,4,302
none,8 contributions,4.0 of 5 bubbles,Nice,"Clean great parking and not very far from Disneyland quiet except during the fireworks show on the other hand very good place to watch the fireworks from, very nice and helpful staff, would stay here again",May 2018,none,none,none,none,none,none,none,none,none,5,302
31 helpful votes,52 contributions,1.0 of 5 bubbles,I’m not sure the extra bed is worth it,"The best thing about this hotel is the brief amount of time you will be there if going to Disney. It is so odd how much is worn down and outright broken. Our towel rack was taped together, the hair dryer plug was broken apart  with the wires hanging out, and the rest is just tired looking. A value means something different to me. Things should at a base level be in working order. Spend a little more folks.",July 2018,none,Traveled with family,none,none,none,none,none,none,none,6,302
3 helpful votes,6 contributions,5.0 of 5 bubbles,Perfect for Disney,"The hotel is within walking distance of Disney - it takes about 20mins. There is a Starbucks on the way for breakfast. Look - you get what you pay for - this is a cheaper hotel than a lot in the area but perfectly adequate. Let's face it, if you're going to Disney, all you'll be doing is sleeping in the rooms and this was perfect for that. The staff were very nice and chatty. Free parking & Wi-Fi and you can see the Disney fireworks from the parking lot, pool and some rooms. Thank you.",July 2018,none,Traveled as a couple,none,none,none,none,none,none,none,7,302
6 helpful votes,14 contributions,5.0 of 5 bubbles,Good and quiet,"Good and quiet. Nice front desk staff. 20 min walk from Disneyland. You can see fireworks from hotel. Walking distance from Starbucks (1 block), 5 min walk from fast food and supermarket. We felt safe walking at night.",July 2018,none,Traveled with family,none,none,none,none,none,none,none,8,302
1 helpful vote,7 contributions,1.0 of 5 bubbles,Didn’t stay,Called Red lion hello rewards # to book my stay at Americas best value inn Astoria on June 21-June 22.received several confirmation reservation emails.When I arrived at the hotel the woman told me she never received any notice about my reservation and they were sold out.The hotel send me away.,June 2018,none,Traveled with family,none,none,none,none,none,none,none,9,302
80 helpful votes,43 contributions,2.0 of 5 bubbles,Bare Bones,"We paid about $100 per night (after taxes etc) on a recent trip to Disneyland.  The rooms were spacious and clean, the check-in took a little long, but they people are very nice.  However, be warned that these rooms are BARE BONES.  We stayed with family, so we had 2 rooms side by side.  There were 7 of us.  We were so sad that we could not visit in each others room because the only place to sit was the bed!  There was one chair, no table, and little furniture to set things on.  They had fridges that were warm and missing shelves so we couldn't store food in them without it falling over. They don't offer breakfast -- not even a cup of coffee, and the shuttle was a bust -- took forever for it to come (even though they told us that it came and went every 15-20 minutes).  We ended",December 2017,They are all pretty much the same.,Traveled with family,none,none,none,none,none,none,none,10,302
