Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Wedding experience,"We were there for a wedding and the experience was terrific. Everyone was friendly and helpful, the rooms were great and the food was good. The wedding location was by the lake and gave a great backdrop.",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,125
none,1 contribution,5.0 of 5 bubbles,If you’re in Orange County this is the best value there is,We have to come to OC for business about once a month and Avenue of the Arts is our favorite place. The staff is always excellent and accommodating. When we come we always make sure to let Marisela know as she takes such great care of us. The rooms are modern and clean. The pond view is tranquil and you are in the heart of great food and shopping.  It’s in the best location being close to the 405 and 55 so if you’re trying to jet around it’s super easy. Truly one of the best,March 2023,none,Traveled with family,none,none,none,none,none,none,none,2,125
none,1 contribution,5.0 of 5 bubbles,Quick Business Trip - Great Experience,"I was in town for a two day conference and stayed one night.  Great first impression, nicely set up lobby, fireplace was on for a chilly morning and most importantly everybody around the property was friendly and made you feel welcome.  I was tired and coming off an 8:00am flight going into a packed day and the team at the front desk were able to accommodate a super early check in AND still meet my room preferences which was awesome.  Standouts were Mia from  Front Desk and Dylan from the Bell Desk who gave me a ride back to the airport (airport was nearby and the complimentary shuttle was such a great perk). Room felt very well maintained and was spotless.  Restaurant/lounge was nice, Victoria helped me both days and could not have been nicer, James was a hero tracking down a",February 2023,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,3,125
62 helpful votes,98 contributions,3.0 of 5 bubbles,Satisfactory,"This hotel is located in your typical OC beige business area and centrally located near shopping and restaurants within walking distance. I booked through the Bonvoy app with points as a Gold member.  I was specifically looking for a pet friendly hotel near my dogs vet as they were having surgery.  The app specifies “Pet Friendly” as the pet policy.  No mention of daily pet fees or a mandatory deep cleaning fee.  Our check-in was somewhat unfriendly at the front desk.  I was given a sheet of paper and told “this is our pet policy….take your time and read it”.  Hmmmm, rude and condescending, but I’m tired after driving 8 hours and not really in the mood to deal with this unpleasant person.  We get to our room and it’s clean and well furnished.  A nice basic hotel room.  Think",February 2023,Pet fees are not published and lack transparency prior to check-in.  Be careful in grassy pet...,Traveled on business,none,none,none,none,none,none,none,4,125
none,1 contribution,5.0 of 5 bubbles,"Beautiful place, excellent staff","Top notch in basically every way. Only drawback is a pretty small gym, but that’s to be expected at any hotel. Walking distance to some great restaurants and even a 24-hour fitness. They also have EV charging for valet parking, which is only $3 more than self-park",February 2023,none,Traveled on business,none,none,none,none,none,none,none,5,125
none,1 contribution,5.0 of 5 bubbles,"Trip To Costa Mesa, California","Each time we visit Southern California we make it a point to stay at the Avenue of the Arts Hotel. It has everything we expect from a hotel...cleanliness, beautiful decor in the rooms and friendly staff. The hotel is always in an emaculate condition and we are never disappointed. It also is very near places to see and do. Cultural locations, museums, live theater and great shopping. No need to drive anywhere...all within walking difference. There's also pleasant walkway around a lake at the hotel where we enjoy walking. Great food at the Silver Trumpet. We even received a credit toward breakfast. I HIGHLY recommend this hotel.",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,6,125
none,1 contribution,5.0 of 5 bubbles,Best part of our trip!,"The entire staff was incredible, the valet team especially! They treated us like family the whole time, walked us to our rooms and always remembered what vehicle was ours! The room was very clean and comfortable, we will definitely be back!",February 2023,none,none,none,none,none,none,none,none,none,7,125
none,none,5.0 of 5 bubbles,Best Staff,"Wonderful staff from the front door to the restaurant. The hotel is beautiful. Rooms are big, clean, and so comfortable. I’m surprised the price isn’t twice as much for the quality of hotel. I would definitely recommend this place.",January 2023,none,Traveled as a couple,none,none,none,none,none,none,none,8,125
9 helpful votes,4 contributions,5.0 of 5 bubbles,Bringing my daughter back to UC Irvine from Winter Break,"Avenue of the Arts Costa Mesa is a gem of hotel settings with a lake front, park setting which offers tranquility secluded from its urban community. The hotel staff is a wonderfully curated team of people offering the pinnacle of professional, customer service with a genuine sense of happiness and positive vibrancy!  It doesn’t get better than this!",January 2023,none,Traveled solo,none,5.0 of 5 bubbles,none,none,none,none,none,9,125
none,1 contribution,5.0 of 5 bubbles,Centrally located GEM - felt like a VIP,"This will be my go-to hotel anytime we travel to Southern CA!  it feels like you are stepping into a luxury resort away from the world.  The property and rooms are clean.  The views are amazing.  The ""backyard"" is a man-made lake you can walk around and a short walk to Starbucks and Quiznos.  Conveniently located between all the good stuff.  High-end restaurants, Irvine Spectrum, and South Coast Plaza is walking less than a mile away.  Our family stayed for 3 days and 2 nights when we had to visit family.  Our kids enjoyed the heated pool while mom worked in the Business Center.  The business center was a simple setup with 3 sitting areas.  Angel the security person on site was AMAZING.  He checked up on me and offered me water and coffee.  We enjoyed breakfast @ the Silver",December 2022,none,none,none,none,none,none,none,none,none,10,125
