Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
8 helpful votes,30 contributions,4.0 of 5 bubbles,One night stay,"Very accommodating in letting us store our luggage before check-in time so we don’t have it sitting in the car while we are at California Adventure.  Very helpful front desk personnel.  Easy check-in. Though our room was directly just beside the elevator and the key fob cover on the door was missing, it was still working and the room was clean.  The water pressure in the shower was weak so I opted not to wash my hair since it will take forever to get shampoo out (I have a lot of hair on my head & thick as well). My sister said she could hear all the elevator open and close and the people passing by the hallway.  Our TV was not turning on and the hotel was quick on repairing it.   Parking spaces are limited as the lot shares with the steakhouse up front so some spaces are",January 2023,Ask for a room away from the elevator.,Traveled with family,"Thank you for the great review!  We're happy you had a pleasant experience with us! It's lovely you enjoyed our service so much. That's what we like to see! However, we regret that our accommodations didn't meet your expectations. We endeavor to offer a top-notch experience for our guests so we'll be sure to discuss your concerns moving forward.  We look forward to hosting you again soon for an even better experience!",none,none,none,none,none,none,1,84
none,3 contributions,5.0 of 5 bubbles,Great!,"Walkable to disney parks, safe neighborhood & super great experience all the way around.  Madison was so helpful at the front desk, she went above and beyond to ensure our group had rooms nearby one another & even got us conjoining rooms.  We had such a memorable time at this hotel, we couldn't have had a better stay.  Thank you!!",November 2022,none,none,"Thank you for the fantastic review, ysc8689!  It's outstanding your time at Courtyard Anaheim Resort/Convention Center was so amazing and that you appreciated our convenient location and friendly staff. We love sharing our excellent service with each person who walks through our door. It's team members like Madison who ensure our guests are getting the best level of service. That's what we like to see!  We can't wait until your next visit so we can once again share our high-caliber service with you.",none,none,none,none,none,none,2,84
2 helpful votes,none,1.0 of 5 bubbles,DO NOT BOOK YOUR TRIP HERE!,"They will NOT refund you even when I was in the hospital with COVID-19 three days before my stay. The manager is rude, unkind, and only wants your money. I easily got my money back from another Marriott hotel for a stay that was supposed to be the following day, yet this hotel refused to make any exception. I guess they wanted me to show up and infect everyone with COVID! Unbelievable.",October 2022,none,Traveled on business,"Dear Q6257DEanniet,  As we had explained, the reservation you had reserved was a full advance purchase booking that could not be refunded. While we would have been happy to modify your reservation dates, we are not able to refund this booking. We apologize for any inconvenience this may have caused you. Thank you.",1.0 of 5 bubbles,none,none,none,none,none,3,84
1 helpful vote,none,1.0 of 5 bubbles,BOOK ELSEWHERE,"Worst hotel experience I’ve ever encountered, I made the mistake of booking a one night stay here while I was in town. I am a gold elite with Marriott and usually trust all hotel stays, but this hotel over charged me for my stay and repeatedly made it impossible to get my money back. My room was a total of $150 and I was charged nearly $500. They refunded me $187 weeks later and insisted the other charges were for parking and a “restaurant bill” that was charged to my room. I checked in late and checked out early, I never ordered anything from a “restaurant”.  I understand billing issues happen but I felt that they purposely added these charges thinking I wouldn’t notice. I say this because I never received a copy of my hotel bill after checkout, my stay never even showed up in",September 2022,Just don’t stay here or demand a printed hotel bill upon checkout.,Traveled solo,"It is our goal to exceed the expectations of all our guests and we are sorry to hear we have failed to accomplish this for your visit. As I explained during our phone call, there was a computer error that caused multiple parking charges to be added to your reservation. This was brought to our attention by you on September 30 and our accounting team refunded you for the excess parking fees on October 2. You then stated that you did not park a vehicle at all during your visit so in good faith we adjusted off the 1 remaining night of parking on October 7. You then contacted the hotel  October 7 and disputed the restaurant charge to your room, even though the hotel did have a signed receipt showing these charges were billed to your guest room. Please know that there was no purposeful attempt to bill anything incorrectly to your reservation, all error posted charges have since been corrected and you should have received receipts for all transactions that have been processed.",1.0 of 5 bubbles,none,none,none,none,none,4,84
none,1 contribution,5.0 of 5 bubbles,Awesome customer service,Joanna was amazing…. She was the best thing at this hotel. From check in she made my birthday business trip special… her attentiveness and exceptional customer service is definitely a reason I’ll be coming back for any business needs I have….,September 2022,none,Traveled on business,"Thank you for the excellent review, 725coreyk!  We're thrilled that your time at Courtyard Anaheim Resort/Convention Center was so amazing! We endeavor to go above and beyond to ensure our guests have a memorable experience. It's not surprising that Joanna took such wonderful care of you and made you feel so valued. She is an important member of our team!  We look forward to hosting you again soon for another fantastic experience!",none,none,none,none,none,none,5,84
3 helpful votes,1 contribution,1.0 of 5 bubbles,Horrible hotel,"One of the worst experiences i've ever had a hotel if I could give it negative stars I would. The check in process was fairly smooth but the person at the front desk failed to explain that there was a parking fee. I arrived around 5 and as I was walking to my room there were bags of trash along the hall way, it seemed like rooms were being cleaned but it was odd to see the large trash bags and laundry in the hallway. When I arrived at my room it had a distint mildew smell. I asked if there was another room availble due to the smell and they obliged. I thought this would be the end of my issues with this hotel but regretfully it was not. When I arrived at the new room it was very apparent that someone had gone in to spray air freshener, which made me question what smells they",June 2022,none,none,"Dear R3605OPelizabethc,  We appreciate your feedback regarding your visit. Unfortunately, our staff was not able to validate either of these issues and thus did not meet the criteria for the complimentary room night that you were asking for while at the hotel. We had informed you that it was your choice to continue your visit, but we would not be providing you any compensation as you had already utilized the original room you had been given for multiple hours prior to bringing this to our attention.  Thank you.",none,none,none,none,none,none,6,84
3 helpful votes,5 contributions,5.0 of 5 bubbles,Best trip EVER!!,"Let’s start with the best greeting ever , when I booked this trip to take my 3 year old nephew to Disneyland for the first time. He was greeting at the front desk with being the “Guest of the day with a sign saying WELCOME JAXX!!” Then breakfast at the bistro was so well done and made simple for kids but really enjoyable for even adults with ready to order Starbucks coffees! No matter what we asked for we were always greeted with kindness and excitement to help us out. When we didn’t know the best way to  get to Disney the front desk was so helpful with showing us the ART bus passes. The room we had not only had two queen beds but also a pull out couch and 2 bunk beds (bunks big enough to fit me… a 5’6 30 y/o female … yes I enjoyed the bunk beds too !!) also from our room we had",July 2022,none,Traveled with family,"Thanks for the amazing review, Elliemrgn!  It's excellent your time at Courtyard Anaheim Resort/Convention Center was so fantastic! We take great care in providing top-notch service for all of our guests. Your praise for our team lets us know we're doing our job! We look forward to hosting you again soon so we can share another splendid experience with you!  Thank you again for sharing your feedback!",none,none,none,none,none,none,7,84
49 helpful votes,279 contributions,2.0 of 5 bubbles,Convenient but Dated,"The location of this hotel is great if you want to be close to Disney. There are restaurants both in the hotel and within walking distance. Starbucks on site and a decent bar. As well, there are conference rooms spaces for meetings. That said, the hotel rooms are dated and you can definitely tell the hotel has seen a ton of traffic and not as much housekeeping. Stained carpets and furniture, grout in disrepair, an unusual smell (I changed rooms because if this). It’s not horrible. It’s perfectly safe, comfortable enough, and the staff are nice. I just prefer a more updated environment and a higher degree of maintenance.",March 2022,I wouldn’t bother with the valet. The parking is super convenient and I’ve never seen it full.,Traveled on business,We appreciate the feedback.  It's unfortunate your stay in our hotel didn't exceed your expectations. We regret you weren't entirely satisfied with our furnishings and accommodations. We care deeply about the happiness and satisfaction of our guests so we'll address all of your concerns with our team moving forward. We are pleased to share our hotel has recently received a full renovation in 2021 and hope you are able to enjoy our new product offerings.  We do hope you give us another opportunity to share a more positive experience with you soon.,none,none,none,none,none,none,8,84
30 helpful votes,22 contributions,5.0 of 5 bubbles,Great stay in Anaheim,"We enjoyed our stay in this hotel as it was clean, modern and a great location. The pool area was a nice place to spend time outside. It is close to lots of restaurants as well as Disneyland. There is a shuttle you can take for a small fee to Disneyland from the hotel next door. We would definitely return!",July 2022,none,Traveled as a couple,"Thank you for the great review!  We're pleased to hear that you enjoyed your stay at Courtyard Anaheim Resort/Convention Center. It's wonderful to know that our cleanliness, modern features, location, and shuttle service left a lasting impression. We truly appreciate you taking the time to share your thoughts with us. We look forward to hosting you again the next time you're in town!",none,none,none,none,none,none,9,84
6 helpful votes,6 contributions,5.0 of 5 bubbles,Great service and great hotel!,I stayed at the hotel while I was in the process of moving. The hotel was a brand new hotel and loved the fact that it was close to Disneyland as well. The hotel employees were so nice and breakfast server even remembered what I like to order very morning! Thank you for your hospitality and I will sure to recommend to my family and friends!,June 2022,none,Traveled solo,"Thank you for sharing!  At Courtyard Anaheim Resort/Convention Center, we strive to provide exceptional service for each person who walks through our doors. Thank you for sharing your perfect rating with us. We look forward to sharing the same quality experience with you during your next stay with us.",none,none,none,none,none,none,10,84
