Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
71 helpful votes,111 contributions,5.0 of 5 bubbles,Everything we hoped,"My wife and I stayed four nights in February. This was a trip celebrating our 40th anniversary. We were looking to get out of the cold Utah winter and find a warm, romantic spot. For background, we have stayed in some cheap places and some expensive places in many countries over 40 years. As others have said, this can be a somewhat expensive stay (for us), and my only concern in making the reservation was whether it would live up to my expectations.  And it did.  I judge success by my wife’s reaction and she loved it. As full disclosure, we booked the luxury tower suite, Room 301, so not all of the rooms would have the same location or layout. I should also mention that many locals told us that this had been the best weather of the winter – highs in the 70’s and no clouds – and",February 2023,none,none,Wow! Thank you so much for sharing your feedback and we are thrilled you enjoyed your stay. We are always very honored when guests choose to celebrate their special occasions with us and make cherished memories. Thank you again and we hope we have the pleasure of seeing you both again in the future.,none,none,none,none,none,none,1,271
5 helpful votes,4 contributions,5.0 of 5 bubbles,Delightful Stay at Blue Lantern Inn Dana Point,I LOVED the hotel and my room AND my view. It is small; personal and charming but the room was large and well -equipped. The staff could not have been more accommodating. Breakfast and the afternoon wine and cheese (and wonderful cookies) were also highlights. The hotel is on a hill overlooking the yacht basin and Pacific Ocean and the view is wonderful.,July 2022,none,none,"Thank you for sharing such a wonderful review and for your kind comments! We are thrilled that you enjoyed our location, guest service and amenities. We strive to offer our guests unparalleled value so were so happy to read that you enjoyed our complimentary breakfast and afternoon wine and cheese board - our decadent cookies are not to be missed either! We hope we have the pleasure of welcoming you back and wish you happy future travels.",5.0 of 5 bubbles,none,none,none,none,none,2,271
none,4 contributions,5.0 of 5 bubbles,Dana Point beautiful B&B,"First, we will be back. This is a well run, beautiful B and B and one of the most picturesque spots in the world.  This getaway is as good as its location. Easy to use on line booking. Had to make a change and called. Dana immediately helped us make the change in reservation. The food and drinks were tasty and satisfying. Room was great and we didn’t have a view! A fireplace, big bathroom and comfortable bed.  The front desk team gave us dinner and hiking recommendations that were perfect.  Our experience was wonderful. It was a little over our budget. There was tremendous value and we highly recommend a long stay.",January 2023,none,Traveled as a couple,Thank you very much for sharing such a wonderful review following your stay with us! We are delighted that we were able to provide you with such an enjoyable experience and your feedback regarding staff and services provided will be shared and celebrated amongst the team. We hope we have the pleasure of welcoming you back in the future.,none,none,none,none,none,none,3,271
67 helpful votes,126 contributions,5.0 of 5 bubbles,Excellent!,"This property is just awesome!  We went with 2 other couples and had THE best time.  The staff is so nice and the morning breakfast is wonderful, I mean REALLY good.  We received all kinds of tips on restaurants and places to go, plus used the ""library"" room to watch football on NYE so we could all be together.  We will definitely come back to the hotel.",December 2022,none,Traveled as a couple,Thank you for sharing your feedback and kind comments with your fellow travelers! The whole team is pleased to see that their effort did not go unnoticed as we continue in our mission to create little moments of magic and unforgettable memories. We are thrilled that you are planning and return visit and look forward to welcoming you back!,5.0 of 5 bubbles,none,none,none,none,none,4,271
6 helpful votes,9 contributions,5.0 of 5 bubbles,If You Love The Ocean,"Excellent service, breakfast and happy hour.  If you get a balcony you are looking at a forever ocean and it is fun to watch the activity in the harbor.  We spent Christmas at the Inn. Our room was comfortable and cozy.  We enjoyed sitting by the fireplace by the tree with a glass of wine. There is a walkway not far away you can take down  to the harbor and walk around there.  We had a delicious dinner at the Coastal Kitchen which is just a block away. Easy walk.  We have been here before and wish we had not waited so long to return.",December 2022,Get a balcony room if you can.,none,Thank you for taking the time to share such a lovely review following your recent stay with us at Blue Lantern Inn. We were all delighted to read how much you enjoyed our cozy accommodations and beautiful location overlooking the ocean. We hope that we will have the pleasure of welcoming you again should your travels bring you back to Dana Point.,5.0 of 5 bubbles,none,none,none,none,none,5,271
none,2 contributions,5.0 of 5 bubbles,"Amazing View, Great Service, Highly Recommended",My wife and I stayed for two days in December.  The views from the Tower patio guest rooms are amazing. The parking is convenient and the location in Dana Point is great.  The service is also outstanding. Highly recommended hotel.,December 2022,none,none,"Thank you for sharing such a lovely review and for your kind comments regarding the views, amenities and guest service offered! We are thrilled that you enjoyed your visit and found everything to your liking and hope we have the pleasure of welcoming you back. Wishing you wonderful future travels!",none,none,none,none,none,none,6,271
none,1 contribution,5.0 of 5 bubbles,Hotel on the cliff of coast line! 5 minutes to Dana Point Harbor,"Except for the wild flowers and grass grown on the cliff, there is nothing between you and the ocean. It is real coast line Hotel! I have not seen any other place like here to have so kind and warm staff. Though I travel all the time but this is the first time I write only because Blue Lantern FS is so wonderful! They don't have the register page for child but they actually so friendly to child, the only thing I did is to write down my request before my heck-in and they even tell me there is a sofa bed in gust room ready for child. I checked in about 2 pm which is two hours before set time . But I received a warm welcome with fruit tea and assigned room service for my room to make it ready in 10 minutes.  So warmly right? 5minutes to Dana Point Harbor using cliff road.",December 2022,Find a room with view of ocean! They have dtailed description on room types,none,"Thank you so much for taking the time to leave us such an amazing review, we loved reading it! We always strive to offer our guests the absolute best experience and it is a pleasure to read that our efforts are rewarded as such. We are blessed to be located in such a beautiful location and feel so fortunate that we can share this with our guests. Thank you again and we very much hope we can welcome you back to enjoy another stay with us.",none,none,none,none,none,none,7,271
38 helpful votes,55 contributions,5.0 of 5 bubbles,"Next time, I’m staying longer","We’ve been to a number of fancy hotels, but being on the bay at Dana Point is something else. I’m really sad we’re only here for 20 hours.   PROS: the location is prime; the facility is perfect for the area; our room was clean & beautifully appointed; having a  private balcony with a view & a fireplace in our room was luxurious; the breakfast was as good as you would get in a restaurant; and the service overall was great.   CONS: our shower drain was slow.   BOTTOM LINE: this is a real splurge in terms of cost. Sometimes, however, a splurge is necessary. This is our new favorite getaway.",October 2022,none,Traveled as a couple,"Thank you for writing such a wonderful review on TripAdvisor following your recent visit with us at Blue Lantern Inn. We were all delighted to read that you enjoyed our location and amenities. We certainly noted your comment regarding the drain and thank you for bringing that to our attention. We strive to ensure your experience is perfect and, again, it was such a great pleasure to read your kind words. We look forward to welcoming you back soon - hopefully for longer!",none,none,none,none,none,none,8,271
none,2 contributions,5.0 of 5 bubbles,Best place to stay in Dana Point,"This is a wonderful place to stay. We stayed here for our elopement nearby. The scenery of Dana Point Harbor is beautiful. The staff is friendly and welcoming. The breakfast is delicious and homemade, unlike the hotel chains. This is a charming and delightful inn.",October 2022,none,Traveled as a couple,Thank you for sharing such a wonderful review following your recent stay and we were so pleased to read that we exceeded your expectations! We are always so honored when guests choose to celebrate such special occasions with us and make lasting memories. Our team strives to ensure we deliver the best experience so thank you again for your kind comments. We hope we have the opportunity to welcome you back in the future and wish you a lifetime of happiness.,none,none,none,none,none,none,9,271
30 helpful votes,29 contributions,5.0 of 5 bubbles,Great place,"A very nice place to stay in dana point. Great staff, clean and great location. Breakfast was fantastic. ( hot entree excellent and varied each day). You can walk to dana point harbor( about a mile away).",June 2022,none,Traveled with friends,"Thanks so much for taking the time to share your feedback with us & your fellow online community. We are all so happy and to read that you had such a positive experience, and enjoyed our complimentary breakfast offerings. We truly hope we will have the pleasure of welcoming you back soon for another memorable stay!",none,none,none,none,none,none,10,271
