Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
4 helpful votes,29 contributions,5.0 of 5 bubbles,Beat the Anaheim resort fees! This place is great!,"A very nice place away from the Anaheim ""resort"" fees. A huge, clean, well appointed suite with a very comfortable bed with privacy doors. The grounds are very well kept in a quiet part of town about a mile off the 57. Close to plenty of food and shopping and about 15 minutes from all the Anaheim attractions. Free wifi and secure parking. Well worth the price. Oh, the staff are awesome! Breanna (?) was great!",January 2023,none,Traveled as a couple,Thank you for your feedback! We are so glad that you enjoyed your stay with us and that Briana provided you with excellent service. We look forward to welcoming you back in the future!,none,none,none,none,none,none,1,244
none,3 contributions,1.0 of 5 bubbles,One of the worst hotel in all my travels,"The room was dirty when we arrived and if you don't stay at least 7 days, you are not entitled to room cleaning. Also, you have to ask for clean towels every day, because they don't change them. The reception is not at all friendly and does not care about pleasing the guest. I do not recommend and will never return to this hotel.",December 2022,none,none,"First and foremost, we want to thank you for taking the time to leave us a review as without them we cannot continue to improve our services. It is very unfortunate that we did not meet your expectations as our goal is to exceed them. Our staff works day in and day out to make your stay as enjoyable as possible by providing our guests with the most spacious suites in the area along with complimentary breakfast and a complimentary social hour where we serve hot and cold  hors d'oeuvres.  We would have loved the opportunity to make it right during your stay rather than during the review process. We hope you allow us the opportunity to serve you once again and we guarantee you will not be disappointed.",none,none,none,none,none,none,2,244
none,1 contribution,5.0 of 5 bubbles,Great  stay,"Once again, Chase Suites was the perfect location for our stay.  The room with a kitchen helped keep costs of eating out down and the beds were very comfortable.  The free breakfasts were very good and the staff helpful and polite.  I do miss the hospitality hour on Thursdays.  Although housekeeping does not clean the room during your stay any longer it was not a big deal.  If we needed anything, we could just call.  We were there for 6 days and we plan on staying there again when visiting family next time.",November 2022,none,none,Thank you so much for taking the time to leave us a review. We are proud to announce we have brought back our social hour this week (you just missed it... but rest assured it will be here when you come back!) Making sure you had a fantastic stay is our number 1 priority and we are ecstatic we did that. Thank you again....see you soon!,5.0 of 5 bubbles,none,none,none,none,none,3,244
none,none,5.0 of 5 bubbles,Nice location and quiet,"Quiet, clean and away from the bustle of tourism that Anaheim can be. I was in town to visit family and glad to find a nice option in my hometown. The room was clean, spacious and it was quiet in the evening, just what I needed to rest after a busy day with family.",December 2022,"The parking spaces were a short walk from my room, but I didn't mind that, the hotel is sort of...",Traveled solo,Thank you so much for taking the time to leave us a review really appreciate it. We are so happy to hear you enjoyed your stay. We take pride in providing you with the best service and the best rooms in town. We hope to see you again in the near future!,5.0 of 5 bubbles,none,none,none,none,none,4,244
none,none,5.0 of 5 bubbles,We loved it here!,"We truly enjoyed our stay here. The staff was great and friendly. At check in Isaiah was pleasant and gave us recommendations on where to eat. The rooms were very spacious, it was basically a small apartment. Breakfast was great, I think they use real eggs which was definitely a nice treat as most of the hotels we have stayed at have eggs that seem frozen from a bag. We didn’t get to use the pool but it looked very nice. Briana was very friendly during check out, she mentioned they are going to be bringing back the evening reception during the week they used to have before Covid. We will be back!",November 2022,none,Traveled as a couple,Thank you!!! We appreciate you taking the time to leave us a review and are so happy to hear you loved us as much as we loved serving you. Thank you again and we will see you soon!,none,none,none,none,none,none,5,244
none,2 contributions,2.0 of 5 bubbles,Over Priced Under Valued,"What a dump.  $330 per night for lumpy beds, worn-out towels, furniture from the 80’s.  Two stars offered for the breakfast.  Cheap soap and other room amenities.   Find another place to stay.  Don’t waste your money.",November 2022,Don’t stay at this hotel.,none,"Thank you very much for taking the time to leave us your candid review. We appreciate your comments as without them we cannot continue to improve. We do sincerely apologize if your thought our hotel and/or service was not up to your expectations, that is clearly not what we are about. We strive every day to make it a great stay for our guests every time. Our made from scratch complimentary breakfast is something we take very seriously.  Martha who has been with our hotel for over 25 years selects a different menu rotation every day and having a delicious breakfast for our guests is something she takes pride in. We take pride in being our guests home away from home and again we appreciate your comments as we can only grow from them. Thank you for staying with us and we hope we have another opportunity to serve you and hope your experience will be different.",none,none,none,none,none,none,6,244
none,1 contribution,5.0 of 5 bubbles,"Great room, great service","I can't really speak to price because I have no idea what an average room in the LA area should be.  But the room was excellent.  The staff were especially fantastic.  Would like to give a special mention to the women preparing and serving breakfast.  It was delicious, they were delightful and definitely the highlight of my stay.",September 2022,none,Traveled on business,"We truly appreciate you taking the time to leave us a review. We are so very happy to hear you enjoyed your stay with us. Thank you for commenting on our breakfast staff, they work so hard to make sure they deliver our guests a delicious breakfast every morning and we love when they get recognized by our guest for their tremendous work. We think they are fantastic as well :-) Thank you again and we hope to see you in the near future when visiting the Brea area.",5.0 of 5 bubbles,none,none,none,none,none,7,244
none,1 contribution,4.0 of 5 bubbles,Good clean place to unwind,"Depending where your suite is facing, the highway is a bit noisy but nothing extreme.  Paper towels would have been nice in the kitchen.  Excellent breakfast, friendly staff, and nice comfortable clean rooms.",September 2022,none,none,Thank you so much for staying with us! We love that you loved our complimentary homemade breakfast! We appreciate your comments as without them we cannot continue to provide our guests with even better service every time. We hope to see you again when in the Brea area.,4.0 of 5 bubbles,none,none,none,none,none,8,244
none,1 contribution,5.0 of 5 bubbles,Love this place,"I love staying at the Chase Suites Hotel in Brea, California. This is my 3rd time staying here and it is the only place I will stay when visiting family in Orange County California.  The rooms are amazing.",August 2022,none,none,We are so happy to hear you love our hotel. We work very hard to make this your home away from home. We appreciate you choosing us every time and can't wait to serve you again in the future!,5.0 of 5 bubbles,none,none,none,none,none,9,244
none,1 contribution,5.0 of 5 bubbles,A nice place to stay!,My only comment about the handicap room that we had was the tub. With a mobility disability it was not safe to use but I had no choice. A person in a wheelchair could not have used a tub unless they were very strong and had help. Otherwise everything else was great!,July 2022,none,none,"Thank you so much for staying with us, we are so happy to hear you had a great stay! See you next time you are in the Brea area again.",5.0 of 5 bubbles,none,none,none,none,none,10,244
none,2 contributions,5.0 of 5 bubbles,Awesome Place,"We have stayed may times in the past for baseball. it have been 5+ years since we have stayed here. it have not changed still awesome, breakfast is to die for. place is clean. nice pool. great staff. grounds is clean",July 2022,none,none,Thank you for taking the time to leave a review. We look forward to welcoming you back again soon!,none,none,none,none,none,none,11,244
none,1 contribution,2.0 of 5 bubbles,Full Remodeling Needed,"It was advertised as outstanding, but, Old and dirty is the best description for the hotel, my room 104 had stain carpets and cigarette burns on the sofa, housekeeping is only once a week , and you have to schedule it 24 hrs in advance. it  was a suite for 5 people but it only was ready for 2. I had to leave my car out of the hotel property because there wasn't enough parking spots for everybody.",July 2022,none,none,"First and foremost we want to apologize if we fell short of your expectations. This is never our intention. We would have loved the opportunity to make it right while you were staying with us, if you would have made us aware. If you are ever in the Brea area again, we would love for you to give us another opportunity and we rest assured knowing we would exceed your expectations with our spacious suites, our amazing complimentary breakfast we make inhouse, our complimentary wifi and great service--- that is what we're here for. Thank you again for your candid review as without it we cannot continue to grow and learn.",none,none,none,none,none,none,12,244
1 helpful vote,2 contributions,4.0 of 5 bubbles,Quick trip to California from Las Vegas for business and pleasure,"Made a quick trip to California to do some banking & visit some friends. Very convenient location for us. Easy check-in with reservations. Pleasant grounds, spacious living room. Comfortable king bed. Our adult daughter slept on the hideabed not so comfortable and motion sensored light switch kept coming on when she rolled over keeping her awake. Bathroom quite small for 3 people and no privacy door between bedroom and vanity dressing area. Motion sensored lights go out when taking a quiet, still bath. Shower head old and didn’t work real well. Air-conditioner leaked all over bathroom floor but maintenance was prompt and curious to fix it.  Used jacuzzi. Nice to relax in but very hot and didn’t bubble very much (very old).  Breakfast was very nice. Lots of options. We would stay",July 2022,none,none,Thank you for taking the time to leave us a review about your stay. We are happy you thought our rooms were comfortable and that you took advantage of our fabulous complimentary breakfast buffet.  Thank you for making us aware during your stay about your AC and are so very happy to hear we fixed it to your standards. We really hope to have you again when you return to the Orange County area!,none,none,none,none,none,none,13,244
none,1 contribution,5.0 of 5 bubbles,Fit our needs perfectly!,"After our room was given away at another chain hotel, Chase had a room at the same cost as the previous location. However- this location was better suited to our needs in every way. Reasonable rates, clean room with double queen beds and a superior breakfast. You could actually dine in! And it’s a pet friendly hotel to boot! Friendly staff, on site laundry, and pool/spa. Convenient to Orange County venues as well as surrounding cities and/or counties (LA, SB, RV).",June 2022,none,none,Thank you so much for your review! We loved serving you and hope when you're in the Brea area again we will be your hotel of choice!,none,none,none,none,none,none,14,244
