Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,2 contributions,5.0 of 5 bubbles,Mel is amazing!,"The hotel is exactly what you would expect from an extended stay, it's competent and well priced but with no extras. I like that it does the basics well. Our room was large, clean, and sensibly priced. We stopped during a family emergency and it was great to have somewhere quiet to come back to.   The highlight of the stay, what prompted me to write the review, was the Front Desk Agent who checked us in. Mel is a credit to the company. That was the most warm and heartfelt welcome I have ever experienced at a hotel. As a former Director of Rooms (from Hawai'i) I would be proud to have an Agent of Mel's quality on staff. She exuded Aloha and was quick and efficent, zero mistakes while working and engaging with guests at the same time and managing to impart every bit of i formation",February 2023,none,none,"Dear richym82,   Thank you for your heartwarming words; we sincerely appreciate the wonderful review. We will enjoy sharing your compliments with Mel. It will surely put a smile on her face. We look forward to your next stay at Extended Stay America Thank you again.  Sincerely, Hotel Management",none,none,none,none,none,none,1,350
none,1 contribution,5.0 of 5 bubbles,Awesome Accomodations!,"This has been our home away from home since Thanksgiving 2022, the rooms have a nice layout, it's super convenient having a full kitchen and regular size refrigerator, it helps take away the feeling that your staying in a hotel. The staff could be better, MONA  works the front desk and is the best. She's super personable, easy to talk to and is on point with getting the job done. She's always got a smile on her face, and doesn't act like she's better than anyone. She's made our stay here enjoyable!",January 2023,none,Traveled as a couple,none,none,none,none,none,none,none,2,350
none,1 contribution,5.0 of 5 bubbles,Good place to stay,Very good service and friendly people.  Mona was exceptionally helpful at the front desk.  I recomend this location.  Every one has been very nice to me and the room was always kept clean and supplies restocked as needed.,January 2023,I like the first floor to bring in luggage,none,"Dear davidkT6266HO,   Thank you for sharing your gracious review about the outstanding service you received from Mona. She has a great passion for providing exceptional hospitality, so we are pleased to share your wonderful comments with her. Thank you for choosing Extended Stay America; we look forward to accommodating you again soon.  Sincerely, Hotel Management",5.0 of 5 bubbles,none,none,none,none,none,3,350
none,none,5.0 of 5 bubbles,"Safe, Great Location, Clean Rooms!","A very pleasurable experience. Clean rooms, friendly staff, and safe location. The Manager Michael is a really great guy. Also the front desk agent Mona is very helpful. Definitely will stay here again my next visit!",January 2023,none,Traveled solo,none,none,none,none,none,none,none,4,350
none,none,1.0 of 5 bubbles,Worst extended stay ever.,"Worst extended stay ever, there’s roaches the refrigerator was leaking the shower curtain was falling I was moved twice prior to this room due to the rooms smelling bad the employee are so unprofessional and they want to charge a full rate after all of the issues are in the room. Don’t come here they don’t even have a morning breakfast how they advertise.",December 2022,none,Traveled as a couple,"Dear karlaaQ788WX, First, we apologize for the issues you encountered during your recent stay with us. We strive to ensure our guests have an exceptional visit during their travels, and we are disappointed that we did not meet these expectations for you. We understand that no explanation of these issues can change your recent experience. Please rest assured that we will take appropriate measures to address the problem and prevent future occurrences. We are wholly committed to regaining your trust and confidence and welcome the opportunity to prove ourselves again as your trusted hotel in the area.  Sincerely, Hotel Management",none,none,none,none,none,none,5,350
none,1 contribution,5.0 of 5 bubbles,Welcoming and practical for short term accommodation!,"Over all the Staff excel in outstanding customer service.  I  so enjoy coming home to  be greeted by Randy, Ali, and Mel always with smile. Having them has made my stay absolutely great as they make everything run smoothly from having clean sheets and any maintenance concerns for my accommodations. Making my temp home safe and practical. Thank you guys for all",September 2021,none,none,"Dear G9680NAtonyo, It is lovely to know that your interactions with our staff have been exceptional. We will certainly share your words of appreciation with them. We are delighted that our service and facilities met your expectations of Extended Stay America. Thank you for choosing to stay with us. We hope to have the opportunity to welcome you back.   Sincerely, Hotel Management",5.0 of 5 bubbles,none,none,none,none,none,6,350
none,1 contribution,3.0 of 5 bubbles,Temporary Housing,"My 2 kids and I had to stay at this hotel under unfavorable circumstances. We checked in around midnight, and it was a bit of a rough start.  First the system was having issues and it was taking quite long to get checked in, but Z, at the desk, handled it  and got us checked in. When we got to the room, it hadn’t been cleaned yet and we had to go back down to get a new room situated. After 2 days in a king bed suite, we re -booked and moved to a 2 queen bed suite which I liked so much better for my kids.  The front desk was so helpful in letting me go straight to that room (way early) the manager made sure that the room was ready to go and had been cleaned to allow us that curtesy.  Otherwise, my kids and I and my dog would’ve had to sit in my car all day if that had not been",August 2022,none,Traveled with family,"Dear Lmccollum1982,   Thank you for choosing to stay with us. While we are glad you were satisfied with many aspects of your stay, we are disappointed that we did not meet all of your expectations and regret the inconvenience caused by the rooms. We take your concerns seriously and will ensure it is not repeated. Thank you for mentioning our staff Ali; we will surely share your compliments with the team. Our goal is to deliver outstanding service to every guest at every opportunity. Therefore, we hope that you will come back soon and let us show you the hospitality we are known for providing.  Sincerely, Hotel Management",none,none,none,none,none,none,7,350
none,1 contribution,5.0 of 5 bubbles,EXCELLENT EXPERIENCE WITH SERVICE AND LIVING ACCOMMODATION !!!,placent stay with no issues!  All the staff are kind and nice.  especially a individual by the name of alixon. She so nice with cute personality also help always with all request. In the extended stay america in cypress ca.,August 2022,none,Traveled with family,"Dear U5706YLcesard,  We are delighted you had an excellent stay at Extended Stay America. Thank you for the fantastic review. We especially appreciate your generous compliments about our staff alixon; we will surely share your compliments with the team. We enjoyed having you as our guest and hope to have the opportunity to welcome you back soon.  Sincerely, Hotel Management",none,none,none,none,none,none,8,350
none,1 contribution,1.0 of 5 bubbles,SAFTEY WARNING-Roaches/Homeless Population,"Good Afternoon,  I’ve called the property manager, called for guest relations and never received a call back in the allotted time they told me, and now I’m emailing. On 15 Aug 2022, myself and 10 other military members checked into the listed location. Upon check in my peer brought to all of our attentions that there was roach problem. Very concerning, the staff was on the case and moved her room, case closed. What I’m trying to understand is after our two day stay with this location and the knowing fact of there being roaches and because it was a cause for moving an entire team of military members why any of my team is having to pay for the two nights of concerned living? Let alone walking outside to my privately owned car and seeing windows busted on the cement and what",August 2022,none,Traveled on business,"Dear I6360NSandrewd,   It isn't very reassuring to see such comments, as this is far from the experience we want our guests to have. Your feedback is essential to us, and we are genuinely sorry you couldn't enjoy your stay. We are taking appropriate steps to ensure future guests do not encounter the same issues. We hope we will have another occasion to exceed your expectations and to welcome you back for a flawless stay.  Sincerely, Hotel Management",none,none,none,none,none,none,9,350
none,1 contribution,5.0 of 5 bubbles,Happy Campers,"The ESA crew in OC are awesome! They’ve been A1 since Day 1!  Rady, Luz, Alixon and another gentleman who usually works over night; who doesn’t get bothered by us needing linen or towels after hours. Sorry to not catch your name. Even maintenance and housekeeping are nice. Everyone greets you with a smile. For us it’s  home away from home. And we like to feel “at home”. And they provide that. Thanks guys!!!!",August 2022,none,Traveled with family,none,none,none,none,none,none,none,10,350
none,1 contribution,5.0 of 5 bubbles,Happy Customer,"Rady at front desk was a breath of fresh air and very helpful in making sure our stay was comfortable! He checked on us and also was very informative, my kids loved their time there the room was perfect for slumber party night with movies.",June 2022,none,none,"Dear lonip974,  Thank you for choosing Extended Stay America. We are delighted your family, and you had a wonderful stay, and we appreciate you mentioning our friendly, helpful staff, especially Rady. We pride ourselves on guest satisfaction, so we are thrilled this was your experience. We will share your compliments with the team to let them know their efforts were noticed. We appreciate you being our guest and hope to welcome you back soon!    Sincerely, Hotel Management",none,none,none,none,none,none,11,350
none,5 contributions,5.0 of 5 bubbles,Needed a place to stay before a flight.,My wife and 2 granddaughters stayed in a king deluxe room. A king bed with a sofa bed. The room was quiet and had a 2 burner stove with a full size refrigerator. The room was clean and did not smell. Mel checked me in and Michael checked me out. Both employees made me feel like I was their only customer and both went above and beyond to help and make me to feel at home. Thanks for a great stay and for the late check out so my wife who was in pain had an extra minute to sleep.,June 2022,none,none,none,none,none,none,none,none,none,12,350
none,2 contributions,1.0 of 5 bubbles,Unfriendly unwelcoming experience,"Some of my experiences; During my stay here the manager went on an eviction spree and we were one of five guests that got evicted that I know of. We were one of three guests that got our car towed away by the manager that I know of. We were given an eviction notice and had our car towed away leaving us stranded at the hotel because we couldn't afford to get the car back out of the tow yard. One single female guests car was towed away and she couldn't afford to get it back leaving her no transportation. One family, with five kids, got both an eviction notice and had their car towed away. Their car was filled with most of their worldly possessions which were lost when it was towed. This family went to the streets with five kids. Our car was towed for expired tags. But 12 other",May 2022,none,none,"Dear Don M,  Thank you for choosing our hotel during your recent visit to our area. We appreciate your feedback, and we are sorry your stay was not the pleasant experience you deserve. Your feedback has been shared with our team to ensure similar issues are not made in the future. We assure you we are working hard to improve, and we would be honored to have you stay with us again.  Sincerely, Hotel Management",none,none,none,none,none,none,13,350
none,1 contribution,5.0 of 5 bubbles,Excellent Staff !!,Front Desk staff was really helpful and great customer service. Mike & Rady were really understanding about having to do to a late checkout and were really friendly. Best customer service I’ve experienced in a while !,May 2022,none,none,"Dear Guest, on behalf of our entire team, thank you for posting such a nice review about our Extended Stay America. We are delighted that you thoroughly enjoyed your stay, and we will be sure to share your compliments with our entire team, especially with Mike & Rady. It was such a pleasure hosting your visit, and we hope to have the honor of doing so again soon.  Sincerely, Hotel Management",none,none,none,none,none,none,14,350
none,1 contribution,5.0 of 5 bubbles,Excellence! Alfredo  escorted me to my room & made sure I had the first floor to accommodate my disability! Thank you!!,"All in all a very good stay. I spent five nights here and I would stay longer if I could -- I'm working on it. This is my first time at an extended stay hotel, so I'm over the moon, especially for the price I was able to get for all nights! I had an emergency stay here. I'm hoping to make breakfast today, but I'm in between health appointment runs and almost late! Thank you Alfredo, Luz, Rady, & G for making my stay fantastic. I was able to get my same room twice and its on the first floor, thanks to Alfredo and G! I will definitely be back, hopefully for 30 days or more! Definitely my #1 choice for business travel. <3",May 2022,none,none,none,none,none,none,none,none,none,15,350
none,1 contribution,5.0 of 5 bubbles,"Alixon, Raddy, Mel and the rest of the team rock!","I've been staying here for almost 2 months now and it's been very pleasurable. The staff is top notch. They are so kind, helpful and very cheery. They know my name and I've seen they've known basically everyone's name who comes through the lobby. Not only is there lobby staff exceptional, but so are the wonderful gals who clean the rooms and their handyman rocks too. I've very grateful for them and their willingness to look after me while I've been away from from family.",April 2022,none,none,"Dear D1077BMchadb, thank you for being our guest and for taking the time to review your experience at Extended Stay America. Your review was a pleasure to read, and we were delighted to learn that the service provided by our associates surpassed your expectations. We will enjoy sharing your compliments to recognize them for a well-done job. Do keep our brand in mind when you are traveling.  Sincerely, Hotel Management",none,none,none,none,none,none,16,350
none,1 contribution,5.0 of 5 bubbles,House Wife,"My family & I checked in on May 2nd, it’s been cozy & homely. Great front desk personal. Luz, helped while I was in melt down mode from checking out of a horrible hotel over the weekend. Overall clean, quiet & I would highly recommend anyone traveling with children & pets this is the place you want to be. Home away from home for sure. Thank you Extended Stay America Cyoress, Ca.",May 2022,none,none,none,none,none,none,none,none,none,17,350
none,1 contribution,5.0 of 5 bubbles,Alfredo is the man!,"This place is nice, clean and safe. The customer service is awesome, especially from Alfredo. He is very polite and courteous. He checked us in very fast and accommodated us whenever we had any questions about booking or availability. He is very friendly and responsive to help whenever you need anything like towels or toiletries.",May 2022,none,none,"Dear Micahck,   We are delighted to know how happy you were with the facilities, staff, and services during your stay at Extended Stay America. Providing a home-like stay to every guest is what we strive for every day. It's a pleasure to know Alfredo was able to take care of you; we will surely share your compliments with the team; thank you for recognizing our efforts. We hope to welcome you back soon for another enjoyable stay.  Sincerely, Hotel Management",none,none,none,none,none,none,18,350
12 helpful votes,135 contributions,1.0 of 5 bubbles,Cockroaches in three rooms made me leave at midnight for a good hotel,"Awful experience. The worst hotel stay I can remember from a place I have stayed at 5-6 times before. I wrote a positive review 9/21 on this place but 7 mos later it's a disaster and they need to find a new pest control company FAST. My room on the 3rd floor had roaches so I asked to move. Staff said the oddest thing: ""most people don't complain when they see a roach"". Really? The next room we tried on the 1st floor had dead roaches under the sink. Is this the thing you leave behind for a customer to see? Then another room on floor one. No roaches so I checked in and all was good until two hours later when I saw a pregnant German roach crawling up the wall behind the TV. Killed her and another by the kitchen sink. I retired from the pest control industry after 16 years in it - I",April 2022,none,none,"Thank you for your review. We are very sorry for the concern you encountered. We want to reassure you that we do everything possible to discourage the entrance of outside insects mentioned. Our pest control provider does service our hotel on a routine basis. Regardless, we will address this with them to guarantee any future issues. We are grateful for your patience, and we would like to regain your trust and hope to serve you again.   Sincerely, Hotel Management",none,none,none,none,none,none,19,350
none,1 contribution,5.0 of 5 bubbles,Business,Since my arrival here extended stay America has been a really great service here anything I’ve needed to be helped with has been immediately held with as well as food deliveries any service on and questions I needed to ask to get help with guiding me through the phone mines am helping me find my lost items like my cell phone wallet and keys on the management is very well here I’m very patient very kind they have treated me very well and I’m happy and grateful for the service today I had a food delivery and they made sure that my deliveries were secure and safe and I want to thank all the members of the membership downstairs and everyone personally thank you,March 2022,none,none,"Thank you for choosing Extended Stay America - Orange County - Cypress for your accommodations. I appreciate you mentioning our friendly and helpful staff. We pride ourselves on 100% guest satisfaction, so we are thrilled this was your experience. Your compliments will be shared with the team to let them know their efforts were noticed. We appreciate you being our guest and hope to welcome you back soon!    Sincerely, Hotel Management",none,none,none,none,none,none,20,350
none,1 contribution,5.0 of 5 bubbles,Wow Amazing,Ok so I’ve been to quite a few extended stays and there ok but this one the front desk is just absolutely amazing who ever trained rady and Michael did a very wonderful job and need to have them train the others in customer service cuz they just went above and beyond to make my stay pleasant I would definitely recommend this location to anyone. Seen a few bugs but other then that impressed with this extended stay,January 2022,none,none,none,none,none,none,none,none,none,21,350
none,1 contribution,5.0 of 5 bubbles,Work,"Extended  stay America  is  a very nice clean hotel with friendly  staff  Michael works at the front desk he is very helpful and respectful man, My husband and I have no complaints.  I would  definitely  recommend  this hotel for your stay.     SUSAN and Ruben  Perez.",March 2022,none,none,"Thank you for choosing Extended Stay America. We are dedicated to providing a comfortable and pleasing atmosphere for all of our guests; therefore, we love that you had a pleasant stay. We appreciate your recommendation and look forward to another opportunity to make your next visit a great one.  Sincerely, Hotel Management",none,none,none,none,none,none,22,350
none,1 contribution,4.0 of 5 bubbles,Great Staff,My family would like to thank RADY AND MEL! they are absolutely great. they are always helpful and willing to go above and beyond for you.  Thank you again for the great service you both give to all of your guests.,January 2022,none,none,none,none,none,none,none,none,none,23,350
1 helpful vote,1 contribution,1.0 of 5 bubbles,Hotel from Hell,"One only star because I have to give something.  I don't even know where to start, had I read the reviews I would have never booked, but we had stayed with Extended Stays before and had stayed at the Hyatt across the street so I had no reason to think I was walking into the hotel from hell.  I checked in late, so i came in thru the front doors they weren't locked should have been my first clue.  When I went up to the second floor it WREAKED of marijuana! I mentioned this one multiple occasions, zero concern. I was a 10 day stay for work, the first Monday I open my door to go down for the sorry excuse they call breakfast. THERE IS A HOMELESS PERSON SLEEPING ON THE FLOOR. Ergo my issue no locked doors.  No one was at the desk I called down for 20 plus minutes , no answer.  I",October 2021,none,none,"Thank you for leaving your detailed feedback. First and foremost, we are truly sorry for the specific comments you mentioned. We are a non-smoking hotel, but on a rare occasion, we do have violators of this rule. We appreciate you bringing this to our attention so we can address it right away. It is also disappointing to read about your displeasure with regard to the service and accommodations. We sincerely apologize for the front office team not being at the desk and the maintenance issues in your suite. We will take appropriate actions to enhance our guest experience. We hope you will return to experience our hotel as we would have liked you to during this visit.   Sincerely, Hotel Management",none,none,none,none,none,none,24,350
12 helpful votes,135 contributions,4.0 of 5 bubbles,"Very basic, clean and affordable rooms in a good area.","The staff is professional, the interior is clean, the rooms are very basic yet have a small kitchen area and it is in a decent area in Cypress, CA. The prices are very reasonable. The breakfast is a ""grab and go"" thing which is a bit of a loser and the exterior is a often unkempt but those are balanced out by the kitchen and good room rates.",May 2021,none,none,"Thank you for being our guest at Extended Stay America. It is our pleasure to offer comfortable accommodations, an ideal location, and thoughtful hospitality at an affordable price. We value your feedback and look forward to welcoming you back soon for an even better experience.  Sincerely, Hotel Management",none,none,none,none,none,none,25,350
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great staff,"very good customer service exceptional personel,such as the gm wwndy and all feo t desk staff.   This place is safe and very friendly front desk stayed at many hotels and no issues . Once again great for long term stay",January 2021,none,none,"Thank you for choosing Extended Stay America. It was a pleasure reading your comments praising our staff. Our associates are committed to delivering excellent service and friendly hospitality. Comments like yours motivate us even more. We look forward to having you as our guest again whenever your travels bring you back to this area.   Sincerely, Hotel Management",none,none,none,none,none,none,26,350
6 helpful votes,5 contributions,4.0 of 5 bubbles,Accommodating,"We recently had a home emergency and had to move out of our house until it was safe. I booked a room for my family of 5 and 2 dogs for over 1 week. Since the room we had barely fit us, they moved in a roll away bed and didn’t charge us a fee for it. They also put us near the exit to give the dogs easy access to the outdoors. Everyone there including staff was as nice as can be and helpful. I would stay there again if needing a room close to home.",August 2020,none,none,"Denni, thank you for selecting Extended Stay America and writing a review about your stay. It was a pleasure to know you liked the service delivered by our courteous associates and that you had a comfortable stay. We appreciate your rating and look forward to serving you, your family, and your furry friends again soon.   Sincerely, Hotel Management",none,none,none,none,none,none,27,350
2 helpful votes,1 contribution,5.0 of 5 bubbles,MEL is Amazing!,"The room itself is amazing, having a space dedicated for a kitchen, having a small stove, microwave, and large fridge. I was staying here for two weeks on a business trip, and bought food to cook. There's the option to have amenities such as pots/pans be brought to your room, and I did have a slight problem with staff saying, ""We'll bring it up in an hour."" and never arriving. I called everyday and MEL eventually told me to come down and pick it up in person. She was accommodating and made my experience better! She's the reason I'm giving this place a 5! I totally recommend speaking to MEL about your problems because she is very kind and amazing (Working around 6ish when I asked for help).",July 2020,none,none,"It was a pleasure hosting you at Extended Stay America. We are glad you had a wonderful stay and that you were impressed with our apartment-style accommodations and the exceptional service delivered by Mel. We will be sure to share your kind compliments with her. Thank you for your kind comments, and we look forward to seeing you again soon.   Sincerely, Hotel Management",none,none,none,none,none,none,28,350
2 helpful votes,1 contribution,5.0 of 5 bubbles,Superb Staff. Convenient....And Comfortable!,"I am a senior citizen and have been staying at this Extended Stay for over 3 months as I have been searching for a new home in Southern California. The hotel is very comfortable, has been safe and conveniently located to some nice restaurants for me to walk to prior to the virus outbreak. A grocery store is also nearby. The staff are extremely friendly. Everyone including Mel, Luz, Jung and others have made every effort to assist me and make me feel at home during this difficult time. I feel blessed my son chose this hotel for me to stay at in a time of transition. And I look forward to visiting everyone here at ESA again for future trips once I make my permanent move.",April 2020,none,none,"Thank you for your review. It's nice to know you are comfortable here at Extended Stay America. Our guests often comment about our convenient location near restaurants and shopping, so we're happy it worked out well for you, too. We also appreciate you mentioning our friendly, helpful staff. We pride ourselves on guest satisfaction, so we are thrilled this was your experience. Your compliments will be shared with the team to let them know their efforts are being noticed. If we can be of any assistance, please do not hesitate to reach our front desk.  Sincerely, Hotel Management",none,none,none,none,none,none,29,350
4 helpful votes,2 contributions,5.0 of 5 bubbles,Great customer service and value!,"Echoing the review I left on another site, I have been staying at this ESA for about 2 months- almost the entirety of the pandemic crisis- and have to say the entire staff has gone out of their way to make me feel safe, comfortable and cared about while this has been serving as my temporary home-away-from home. Crew including Luz, Mel, Natalie, other front desk personnel, maids and even the maintenance man have gone out of their way make special accommodations with a smile- even while all of us continue to endure very difficult life circumstances. Highly recommended, short-term or long. The prices for such a nice room with kitchen are incredible, but it's the customer service that would be worth every penny- even if I was paying double. Thank you ESA Cypress ""extended"" family!",April 2020,none,none,"Thank you for making Extended Stay America your home away from home. We are delighted to know our staff is able to impress with the type of hospitality we are known for. We will be sure to share your compliments with them. We are also glad loved the amenities we offer and that you found us to be a great value. Please enjoy the rest of your stay.   Sincerely, Hotel Management",none,none,none,none,none,none,30,350
2 helpful votes,2 contributions,5.0 of 5 bubbles,Awesome Staff,Jung was very punctual and gave exceptional service. I felt welcome by her great smile. She was very cheerful and helpful. I will most definitely be coming back here to this place and I will recommend it to friends and family.   Thank you Jung of the front desk,March 2020,none,none,"Thank you for reviewing your stay at Extended Stay America. We are delighted to read that Jung went a step beyond to make your stay more comfortable. Your compliments will surely be shared with her. Thank you also for recommending us to fellow travelers, and we look forward to your next visit.  Sincerely, Hotel Management",none,none,none,none,none,none,31,350
2 helpful votes,1 contribution,5.0 of 5 bubbles,Guest Rick Schrader,Extended stay America Cyprus is one of the best hotels I have ever been the staff is awesome Always there when we need them they go the extra mile to help you be comfortable well you stay windy the manager she is just awesome she will bend over backwards to help getting guest  If I could rate Wendy and her staff  It would Be a perfect 10,February 2020,none,none,"Thank you for choosing to stay at Extended Stay America. We are delighted you enjoyed your stay at our hotel. We are also thrilled to read your comments about the excellent service you received from our staff, and how they exceeded your expectations. We also appreciate you mentioning our staff member Wendy, and we'll be sure to share your kind words with her as she will be so pleased. It was our pleasure to serve you, and we hope to have you back with us again in the future.  Sincerely,  Hotel Management",none,none,none,none,none,none,32,350
29 helpful votes,13 contributions,1.0 of 5 bubbles,Turned me away,"I attempted to rent a room here on 10/22.  I was returning from business out of state, and my drivers license was expired less than a month.  I had a company ID, company credit card, other forms of identification, as well as a copy of my passport.  The lady in the front would not let me speak to a manager or make any attempt to accommodate me.  Welcome to George Orwell’s 1984 (and REAL ID) is still a few months away......",October 2019,none,none,"Thank you for choosing our hotel. We are sorry for the inconvenience you had at the time of check-in. We are reviewing this situation with the appropriate team to identify where we can improve going forward. We would like to invite another opportunity to provide you with a better experience on a future visit.  Sincerely, Hotel Management",none,none,none,none,none,none,33,350
5 helpful votes,5 contributions,1.0 of 5 bubbles,Roaches In Room and Bad Management,"No baby cot available when we requested one. This was a mistake from the 3rd party booking site, but good info to know if you plan to stay here and need a baby cot. However, what an awful place. A cockroach crawled into our room from the hallway - I have pictures. We requested some of the dishes and dish rack that come with the room and this hotel’s staff never brought us the items we needed. Complained twice to the front desk about roaches and missing items and FINALLY got a call back from the manager, Luce, AFTER we checked out. A separate front desk clerk told us to check out at 11am after night 2 of our planned 7 night stay and offered us our money back. We took the offer because this venue is clearly disgusting. So at least there was a positive solution to this ordeal, but",September 2019,none,none,"Deepa S,  Thank you for being our guest. We are sorry we could not accommodate your request with the baby cot. We understand your frustration and regret the inconvenience it caused. We also apologize for the insects you encountered while here and have informed our pest control provider to service the hotel soon. Although these issues compromised your stay, we are happy our associate could make it up to your satisfaction. Please know we take your feedback seriously and will use it to improve our guest experience. Thank you again for your feedback.  Sincerely, Hotel Management",none,none,none,none,none,none,34,350
2 helpful votes,1 contribution,4.0 of 5 bubbles,Temporary Home Away From Home,"I have been staying at the property for almost a month of my 87 day stay.  The property is a bit aged, but well maintained and staffed by very friendly, knowledgeable and professional employees.  I have all the basics needed to live for an extended time away from home.  I would recommend this property to family and frends.",June 2019,none,none,"Thank you for your positive feedback about your experience. Here at Extended Stay America, we take pride in creating a memorable, exceptional 'home away from home' for our guests. So we are thrilled to read our team provided excellent service. Thank you again for recommending us and sharing your experience. We appreciate your business!    Sincerely, Hotel Management",none,none,none,none,none,none,35,350
1 helpful vote,1 contribution,5.0 of 5 bubbles,Awesome stay,"We booked last minute due to an unexpected event.  I was a little hesitant because it was a last minute booking but was amazed. When we check in, hotel clerk was nice, making conversation not only with me but my older son too.  She even told us a few thing we could do around the hotel with kids.  That was a big plus for my family.  As we walked to our room, we saw staff walking around and everyone greeted us.  This made us feel at ease and welcomed at the hotel.  I would recommend this hotel if you have kids.  My kids absolutely loved it.",May 2019,none,none,"Our entire team here at Extended Stay America would like to thank you for the positive comments about our hotel.  We especially appreciate your kind remarks about our staff. We make every effort to provide the level of service you expect and deserve, so it is nice to hear when our efforts are recognized. Our goal is to create a loyal customer who will return at every opportunity. Thank you again for your review, and we hope to welcome you and our family back the next time you travel here.    Sincerely, Hotel Management",none,none,none,none,none,none,36,350
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great hotel!,Had an awesome stay at this location! Very clean and well organized 😊 The staff was super friendly and helped with any questions we had. Would definitely recommend for anyone looking to stay in the area.,May 2019,none,none,"Bianca  Thank you for choosing to stay at Extended Stay America during your visit. We are delighted to hear you had an enjoyable stay, and our convenient location and friendly staff were perfect for your needs. Thank you again for recommending us, and we look forward to welcoming you back!    Sincerely, Hotel Management",none,none,none,none,none,none,37,350
1 helpful vote,1 contribution,5.0 of 5 bubbles,Family get away,We had a wonderful time and recommend staying here. As a family we enjoyed all the sights that were available to us and the hotel concierge was very quick with all requests. This hotel treats you like family and I will be staying here again soon.,May 2019,none,none,"Morris,  Thank you for choosing Extended Stay America. It is so nice to read that we met all of your expectations and that you were especially happy with the responsive service provided by our team. We enjoyed having you and your family as our guest and look forward to welcoming you again for another memorable experience.  Sincerely,   Hotel Management",none,none,none,none,none,none,38,350
2 helpful votes,2 contributions,5.0 of 5 bubbles,Amazing,"This was honestly one of the best hotels I’ve stayed at in a while... the lady at front desk was AMAZING and really just made checking in and leaving as simple as possible. I forget her name, but She was the best. Breakfast was great and the bed felt awesome. The place was clean and well taken care off. Nothing to complain about and I know where I should stay for my next vacation",May 2019,none,none,"Thank you for your positive feedback about Extended Stay America. We are glad our breakfast offerings and comfortable accommodations were appealing to you. It is also a pleasure to know our front desk staff provided you excellent services and exceeded your expectations. She has a great passion for delivering outstanding hospitality, and we are pleased to share your lovely comments with her. Thank you again for being our guest, and we look forward to your next stay.  Sincerely, Hotel Management",none,none,none,none,none,none,39,350
4 helpful votes,10 contributions,5.0 of 5 bubbles,Great stay!!!!,"Clean hotel rooms, staffs are great, oustanding hospitality! My Family had a great time staying here. Definitely will recommend to family and friends that if they needed a hotel to stay. Close to Disney land.",February 2019,none,none,"Thank you for recommending Extended Stay America and sharing your review with us. We are thrilled to read you were impressed with the service of our courteous staff and had a relaxing stay in your well-appointed room. On behalf of everyone here, we thank you for the recognition and invite you to visit us again soon.  Sincerely, Hotel Management",none,none,none,none,none,none,40,350
7 helpful votes,20 contributions,5.0 of 5 bubbles,PERFECT!,"Very pleasant trip. The room was nice and a fabulous location. Near restaurants, shopping and freeway close. I booked my relative for 1 week and everything went well. He is disabled and the front desk gave him extra special customer service.  WENDY (General Manager) & GINA are the very best!  They really care and make a difference. They were very considerate and assisted my relative multiple times.  WENDY & GINA deserve a lot of credit and we are grateful.  The room had a full service kitchen that we used.  The grounds are nice.  We are very happy!",June 2018,none,none,"Wow - David, thank you so much for the wonderful review, most especially the kind comments about Wendy and Gina. It's important to us that all our guests have a great experience, and we're delighted you enjoyed your stay with us. It was so good to have you at Extended Stay America, and we look forward to seeing you again soon.  Sincerely, Hotel Management",none,none,none,none,none,none,41,350
