Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,4 contributions,5.0 of 5 bubbles,Will stay again,Extremely clean. Very comfortable. Your own HVAC unit to regulate your room the way you like it. Several types of pillows for comfort. Front desk gentleman was very nice. Location was perfect. Visited the pool hall next-door.Will definitely stay again.,November 2021,none,Traveled with family,none,none,none,none,none,none,none,1,343
42 helpful votes,98 contributions,4.0 of 5 bubbles,Decent place stayed here last year also with no problems.,"Nice people, clean place and comfortable bed. Daily maid service. Some people complain about the parking which can be tricky if you have a bigger car I would think, but I saw people doing it. There is three spots behind the building that sometimes are open and I have used. If you park in the cul-de-sac next to the building I'm pretty sure it seems safe to me I never had to do it though but I would have if needed. Decent water pressure in the shower and plenty of room to put your stuff. Good location close to the beaches. Budget hotel but not a dump at all just basic. I stayed last year and would again.",August 2019,none,Traveled solo,none,none,none,none,none,none,none,2,343
4 helpful votes,3 contributions,3.0 of 5 bubbles,Where was the coffee maker?,We have stayed in the Best Value Inn in many places and there is either a continental breakfast the starts at 6:30 a.m. or at least a coffee maker in the room. No iron either. Just observations we made it through and we will still use America's Best Value Inn. My husband says that the air conditioner sound like a jet engine jacking off every 20 minutes.,December 2018,If you want to watch TV in room 309 it's a bit awkward,Traveled as a couple,none,5.0 of 5 bubbles,none,none,none,none,none,3,343
4 helpful votes,22 contributions,2.0 of 5 bubbles,Just not impressed with what could be fantastic!,"This is a family owned and ran Hotel with the owners living on site. The hotel itself is very quaint and, with a cozy feel. The rooms are well decorated, and clean...the layout is very nice, and pleasant. The upstairs where the rooms are, is very well open and Airy and pretty. However, not always so with the family... not evrr- judt not very friendly, to the point of almost being rude! They are absolutely not willing to bend, even the slightest, in any direction, in any way, no matter what the circumstance.  While I was in the process of moving here, durring several a week long-stay, they insisted on coming in every day and cleaning instead of just switching iut towels, INSISTED to the point of Annoance, everyday insisted on us leaving, and the maid coming in to make up the",August 2018,none,Traveled as a couple,none,none,none,none,none,none,none,4,343
1 helpful vote,4 contributions,3.0 of 5 bubbles,Park early...,"Good value for the money. Parking scarce. If you park early in the afternoon there are spots open. Otherwise have to find something on the street. I think the apts. to the West use the motel parking. Rooms are clean and well kept.  Good location, by car it's less than 10 min. to the beach. While there must visit Surfin Doughnut's!  Would stay again.",May 2018,none,Traveled with friends,none,none,none,none,none,none,none,5,343
52 helpful votes,59 contributions,5.0 of 5 bubbles,"Clean, spacious room","Stayed at this hotel 4 nights over Thanksgiving and most recently, 2 nights at Christmas. Positive experience both times with a clean and spacious room, comfortable bed, bath with a tub, and an accessible location on El Camino Real a couple of blocks from the 5 Freeway.  Covered parking on site although the lot tends to get filled at night.  No breakfast but coffee in the lobby.  Traffic from the freeway and street can be heard with the windows open, but not a problem with the double paned windows closed.  Overall this is a value priced hotel offering a clean, large, comfortable room with mini fridge and microwave at a relatively modest price.",December 2017,none,Traveled as a couple,none,none,none,none,none,none,none,6,343
13 helpful votes,14 contributions,3.0 of 5 bubbles,"Beautiful neighborhood, quiet accomodations, easy access to beaches","Hotel was compact with parking on the ground floor underneath the two levels of rooms above.  It was easy to get to from the airport, right on the corner of a main street and a very quiet one.  Staff was friendly, smiling, mostly helpful.  I left the Do Not Disturb sign on my door all 5 days of my stay and saw no indication that anyone entered my room for any reason.  I came and went at odd times, so I am reasonably sure that no one entered.  I only had one instance of going to the lobby office and getting no service whatsoever.  I got the info I needed from another guest.  I had a single queen bed room with a table/chairs, large mini fridge with no freezer, two end tables plus a dresser.  The only complaint I had with the room was with the shower.  The shower head was placed so",August 2017,none,Traveled with family,none,none,none,none,none,none,none,7,343
47 helpful votes,40 contributions,1.0 of 5 bubbles,Underwhelming,"This was expensive for not much. Bare bones, no amenities. I swear when I made the reservations there was a breakfast and maybe even a pool. This was important as we were riding bikes from Santa Barbara to San Diego and needed little things like that. What we got were two beds. Period.",July 2017,Right next to the freeway. Noisy.,Traveled with friends,none,2.0 of 5 bubbles,none,none,none,none,none,8,343
5 helpful votes,100 contributions,2.0 of 5 bubbles,It is what it is..,"You get what you pay for. It's budget accommodation with a bed, toilet and shower. All the basic needs. What got me was actually very interesting.... we got asked to leave the room by management while an external third party did a mandatory inspection for drugs with sniffer dogs. Strange I know... it's never happened to me anywhere before. Which was quite interesting to see... so if you're looking for quick and cheap accommodation.. this place takes the cake.",June 2017,none,Traveled solo,none,none,none,none,none,none,none,9,343
4 helpful votes,1 contribution,1.0 of 5 bubbles,Really Horrible!,I caught the Hotel staff going through my things while I was out.  They told me they were checking the room for dogs and drugs.  I made a fuss about the absurdity of there actions and they told me to leave.  Don't stay at this Hotel you will be sorry.,May 2017,none,Traveled on business,none,none,none,none,none,none,none,10,343
