Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,3.0 of 5 bubbles,Don't stay here in Winter!!,"Resort apparently puts its money into appearances in lobby and grounds as after broken heater necessitating a room change (which took 5 hours despite place being obviously mostly empty) the new room's heater was woefully inadequate. Staff was uncaring at best - offering no better than ""call your exchange company and see what they will do for you"" after wasting half a day of our vacation time and coping with cold nights.",December 2022,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,1,135
46 helpful votes,16 contributions,5.0 of 5 bubbles,Shoulder season is ideal for a peaceful retreat here,"Shoulder season is a terrific time to bypass the beach crowds of summer and appreciate the many activities available onsite at this lovely resort.  Swim, play miniature golf, bar-b-que a meal and feast on it under the park-like gazebo setting.  The beach is about two blocks down the hill with a walking trail and ample parking.  Go whale watching in Dana Point (Captain Dave’s is best) or visit the Surf Museum nearby.  San Juan Capistrano Mission (elaborately preserved) is a few miles away. Back in your freshly  painted and refurbished room with a kitchen and full-sized refrigerator (YEA!!!), catch upon reading on your private balcony overlooking the ocean.  You can eat all your meals at Adele’s locally famous restaurant which is right on site with indoor and outdoor seating,  Be",September 2021,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,135
none,1 contribution,5.0 of 5 bubbles,WE DIDNT WANT TO LEAVE.....,"We had such a great time our room was so great, beachy & cozy! We enjoyed the pool on the daily and we were able to run a street over and capture THE BEST gorgeous sunset pics on the beach. We enjoyed having late night dinners in the new restaurant or they have great brand new barbeques. There is put put golf, private Gazebos though out the resort. There is a great new game room right behind the pool. So as me and my sisters could lay by the pool, my husband was just steps away catching the game (HUGE TV's). The Staff was amazing, we couldn't be more happy!",September 2022,none,none,none,none,none,none,none,none,none,3,135
none,1 contribution,1.0 of 5 bubbles,Don't buy this time share property,"I bought my timeshare years ago. They lied when they sold it about how easy it is to use, and about the value. In the many years I have owned and paid my time share I did not get one use. My kids said they don't want it. They are smarter than I was.    They make it sound so great, but you could get a vacation easier and cheaper and more convenient using the vacation rental sites in the long run. The maintenance and dues just pay to update and improve a resort you are not using. AND DON""T BELEIVE THEM!! The fees and dues keep getting higher every year exponentially!!  You can save money by not buying this timeshare. Not worth it. They will not help you sell when times get rough. They say there is nothing they can do. Other timeshares do help you sell now, but San Clemente can",November 2022,none,none,none,none,none,none,none,none,none,4,135
6 helpful votes,20 contributions,5.0 of 5 bubbles,Great location/terrible parking,"This Hotel has an amazing location. I stayed Thursday till Sunday and enjoyed glorious views. The hotel staff was friendly and accommodating. The room had an odd shape but perfect for me. The tv was in the front room and you couldn’t view it from bed which would suck for most people, but I’m a reader and didn’t mind. Only thing I didn’t like was the parking. They give you a pass and for one spot in their car port. On two of my nights, there were no available spaces to use. So I had to park on street and hurry out and feed the meter at 9am.",October 2022,none,Traveled with family,none,none,none,none,none,none,none,5,135
none,1 contribution,1.0 of 5 bubbles,Falls short,"Lots of promise and overall okay, yet the customer service is poor and the staff is disempowered by the centralized corporate bureaucracy.  Three examples: 1)  After initially reserving a 1-bedroom we asked to switch to a studio. We got the run around, kept being told we needed to talk to someone else. Finally, during check-in, we asked again and were told that we need to speak with someone the next day. Then, that person told us that no one on-site was able to change reservations, we had to call the corporate reservations line. That person then said we couldn't switch because we had already checked in. 2) Related to (1), the corporate reservation customer support said our reservation couldn't be change because we had reserved it through ""Leisure Travel"". I don't know what that",October 2022,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,6,135
none,1 contribution,5.0 of 5 bubbles,Weekend getaway,"The room was beautiful cute and just what you need,quick walk to the pool and resterant,fancy but relax,very friendly waitstaff and delicious menu!!,also kid friendly with a game room and a mini putt putt outside ,shuffleboard,outside grill area,a beautiful resort style edge",September 2022,none,Traveled with friends,none,none,none,none,none,none,none,7,135
1 helpful vote,2 contributions,5.0 of 5 bubbles,Awesome stay!,"This is one of my favorite places to stay in San Clemente. The Riviera restaurant at the Inn was so great! I Highly recommend the filet mignon. It melted in your mouth.  We watched a beautiful sunset at the beach and also enjoyed going to the pier, which was close by. We rented a 1 bedroom and it was very spacious and newly renovated. The grounds and pool were great too. I will definitely be back!",September 2022,none,none,none,none,none,none,none,none,none,8,135
11 helpful votes,10 contributions,4.0 of 5 bubbles,Easy walk to beach-convenient to restaurants & freeway,"An easy 1/2 mile walk to the beach and beach trail.  If you’re a walker, restaurants are within walking distance.  Outlet mall just a short drive .  This was the 2nd time we’ve stayed there, and would again.",September 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,9,135
3 helpful votes,3 contributions,5.0 of 5 bubbles,Wonderful!,This place is fabulous! The staff is so nice and accommodating..the food.. everything is excellent. It’s very quiet at night.. it’s only our second day and I can’t wait to come back!  The pool is gorgeous and they have barbecue’s.. The beach is walking distance..,August 2022,none,Traveled with friends,none,none,none,none,none,none,none,10,135
