Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,1.0 of 5 bubbles,"Avoid!! Hotel is under major construction and should not be being used in current condition - no food, elevators not","Hotel is unsafe in current condition - no elevators, only packaged food and plastic sheeting on all surfaces - when I complained, they said it was a ""Management issue"".  We are Hilton Diamond Members and this is unacceptable - filthy room and dust everywhere -I carried my luggage to the 3rd floor",February 2023,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,1,175
13 helpful votes,15 contributions,5.0 of 5 bubbles,First Rate Airport hotel,"Southwest Airlines cancelled by flight and I had already checked out of my room at another hotel.  Wanted to stay near airport so I could get to the airport without using Uber or Lyft. This is one of the nicest and best run Hampton In. Locations in the country. The staff checking in were friendly, helpful and just pleasant. The hotel was clean and air was already on in the room. Everything was just right. In the morning they had a decent breakfast and we’re keeping everything cleaned up. Shuttle to airport was timely and driver was friendly. great people, excellent location and hotel.  Will stay here again",June 2021,none,Traveled on business,none,none,none,none,none,none,none,2,175
5 helpful votes,26 contributions,2.0 of 5 bubbles,Elevator out of service,"Made a reservation at this hotel for two adults and two teens.  When my husband arrived, he was informed that the hotel was under renovation and the elevators were not operational.  He would have to haul our luggage to the 3rd or 4th floor.  Not acceptable!  Why was this not communicated in ANY of the many ""welcome"" emails we received prior to arrival or in the confirmation.",February 2023,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,3,175
none,3 contributions,1.0 of 5 bubbles,Find another site -- there are plenty in this area,"Been here many times and it was great.  Returned last week (Jan 2023) and what a disaster...  1.  Site says under construction -- ok -- but tell me you've canceled/postponed breakfast.  Had to juggle morning transportation to get a little something to eat. 2.  Water -- no hot water, any time of day 3.  Stained carpets, walls -- looks like a murder scene 4.  Bathroom mold on sink and tub 5.  Toilet constantly running 6.  Noise -- although they can't control other guests, for the week I was there a group in the parking lot every night having a little fun.  But their smoking weed and yelling at each other was too much.  There are other hotels just there on the street -- easy to get another booking at another site....",January 2023,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,4,175
none,1 contribution,1.0 of 5 bubbles,Don't be fooled by the Hampton name,"The name implies it is near the airport - but is about a good 10 minute drive versus the Hampton Inn in Irvine which is walking distance to the airport.  Both say Orange County Airport in the title - very deceptive.  If you are wanting to be near the airport, stay at the Irvine location. Since I arrived shortly after 6PM, they would not transfer the reservation to the Irvine location and I was forced to keep my rental car another night and pay an $18 fee to park in a mostly empty lot. The furnishings were old and the bathtub was very dirty - would not even use it to shower. I have never seen such a dirty tub in a hotel.  An obvious ring of dirt on the sides and bottom of the tub. I have stayed in many Hampton Inn locations.  This one does not deserve the name.",November 2022,none,none,none,1.0 of 5 bubbles,none,none,none,none,none,5,175
none,1 contribution,1.0 of 5 bubbles,Construction on every floor including breakfast area and constant loud noises,Horrible stay for 6 days. Loud construction on every single floor with parking area full of old furniture and garbage. And no area to eat complementary breakfast. I ask the staff about condition of the rooms and was told that is was not really their problem,November 2022,none,none,none,2.0 of 5 bubbles,none,none,none,none,none,6,175
none,none,5.0 of 5 bubbles,Best Bartender,Go see Austin at the hotel bar. His old fashioned is beyond compare. His attention to detail goes unmatched with the best bartenders in the area. He also sprinkles it with just a little crave to keep you ordering more.,November 2022,none,Traveled on business,none,none,none,none,none,none,none,7,175
none,4 contributions,1.0 of 5 bubbles,"This hotel is currently under remodel, which it definitely needs, but should be avoided at all costs.","My room had not been remodeled, extremely worn out.  This hotel charges $18 for parking, but the parking lot is full of construction trucks and containers.  NO HOT WATER in the morning.  The hotel representative stated that the boiler was out, and she was wafting for a plumber to repair.  I will never return to this hotel.   There was no breakfast room, which I guess was going through remodel.",October 2022,Do NOT use this hotel,Traveled on business,none,none,none,none,none,none,none,8,175
none,2 contributions,1.0 of 5 bubbles,Worst Hampton Inn in US,"I’m writing this after spending less than 30 minutes in this hotel… 1- lobby/check-in area under construction, big trucks armed in various places making tight lot even tighter 2- they wanted to charge $18 for parking…I said no, not doing it - at least they waived it  3- I walk into room and A/C not on…it’s smoldering, thermostat says 77; I turn it up full blast at 65 (lowest it goes) and it’s barely sputtering 4- the bed feels like it’s from 1970, sheets/blanket feel like sandpaper  DO NOT STAY HERE!!! I’m a HHonors member using points to stay here…if it wasn’t 9 PM I’d cancel and leave. There are other options nearby - pay the extra and be comfortable!",October 2022,none,Traveled solo,none,none,none,none,none,none,none,9,175
4 helpful votes,2 contributions,1.0 of 5 bubbles,Worst Hampton Inn I ever stayed at! AVOID!,"On August 17th, 2022, my family and I had the misfortune of staying at the Hampton Inn located at 2720 Hotel Terrace, Santa Ana, CA 92705.  We had made reservations months in advance at this Hampton Inn to attend our son's master's degree graduation ceremony. Two rooms were reserved. One of the room requests reserved was for a two queen size bed and sleeper sofa accommodation. The second room, which was ours, was supposed to be a room with two queen sized beds. We travelled from South Carolina to California and expected the kind of excellent service from Hampton Inns that we are accustomed to receiving.  The first thing we noticed when we arrived was the old and musty smell of the hotel. At check in, we were informed that the room for our son did not have a sleeper sofa. The",August 2022,The parking area is very small and cars have to be double-parked; a guard was there to move cars...,none,none,3.0 of 5 bubbles,none,none,none,none,none,10,175
