Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
3 helpful votes,5 contributions,1.0 of 5 bubbles,AVOID THE LIDO HOUSE- They will sneak rate changes on you that do not match your reservation,"This hotel is actually part of the Bonvoy program which is surprising considering their audacity of defrauding people that do not catch their surprise bait and switch rate increases.  On top of this, their managers hide in the back room leaving their front desk staff powerless.  I have stayed here many times and after what I encountered today will never return.  On top of this I am seeing if Hilton or Hyatt will status match my ambassador status with Bonvoy.  The management is very rude and uses an accusatory tone contradicting what their front desk staff say.  Further they only correspond via the Bonvoy chat function as they cannot be bothered while sitting in the back room.  You can't make up how ridiculous this is.  I'm just happy I caught the $150.00 plus room upcharge that",March 2023,AVOID the Hotel or you will be scammed.  Ants in room on prior stay.,Traveled on business,"Hi Paul! Thank you for your review.  We have connected with you directly on the matters brought up in your review as we hope to restore your faith in Lido House.  If there is anything else we can do or if you have any further questions, please feel free to reach out as we are happy to discuss.",3.0 of 5 bubbles,none,none,none,none,none,1,212
106 helpful votes,81 contributions,5.0 of 5 bubbles,Good Stay and Excellent Mayor’s Table Restaurant. Be aware of the Destination Fee.,"Had a free night certificate expiring with Marriott and decided that the best use of it would be redeeming it at  Lido House. While not an oceanfront property, it’s close by and the hotel runs a beach shuttle that’s covered by the destination fee. Reward stays are unfortunately still on the hook for the fee. We parked in the residential neighborhood across the street to save on the valet fee and didn’t have any problems. The nautical theme pervaded the entire property.  We encountered cozy sitting areas on the second floor decorated with multi-story length ropes.   Room and bath were fine.  Connecting room doors were the usual problem and let in guest noise. Still can’t figure out why so many properties embrace them to a such a large extent. They create more problems than they",February 2023,Parking in the adjacent neighborhood is free and safe. Pay attention to street cleaning signs.,Traveled as a couple,Hi Iog! Thank you for your review! We're so happy to hear you enjoyed your stay!  We appreciate the feedback about the connecting rooms and the blackout curtains--we will be sure to relay this information on to the proper people.  Thank you again for choosing Lido House and we hope to see you again soon!,none,none,none,none,none,none,2,212
60 helpful votes,70 contributions,5.0 of 5 bubbles,My Favorite Ever Hotel,"I can't say enough good things about this hotel. After COVID and a noticeable lack of customer service across all areas (understandable, pay your workers!) it was so refreshing to come to LIDO House and have the level of customer service we experienced. From our check-in with Cory which included beignets and croissants, to a plate of cookies and hats waiting for us in the room (it was my birthday that day), it was all a flawless experience.  Everyone we interacted with from the valets to the trolley driver to the front desk clerks, was so kind, welcoming, and professional.    The hotel itself was spotless and well-maintained, in fact so shiny that we wondered if it was built recently. The outside has gorgeous landscaping, and the inside is designed with nautical artyness that",February 2023,none,Traveled with friends,"Hi Colleen! Thank you for your review! We are delighted to hear your great feedback about the hotel and our Coastal Curators! We take great pride in our work and when this is observed and complimented, it is quite inspiring. Thank you for choosing Lido House to celebrate your birthday! We can't wait to welcome you back!",none,none,none,none,none,none,3,212
1 helpful vote,none,5.0 of 5 bubbles,Love this hotel,"I had my friend's birthday party at the amazing roof top. The service was amazing, and the view was incredible. Very friendly staff. The rooms were amazing with a cape cod style that really made the experience feel like living at the beach.",December 2022,none,Traveled with friends,"Hi Mason! Thank you for your review! We're happy to hear you enjoyed your time at Lido House and Topside.  We can't wait to welcome you back to your ""beach house away from home.""",5.0 of 5 bubbles,none,none,none,none,none,4,212
17 helpful votes,76 contributions,5.0 of 5 bubbles,Fantastic meeting experience!  Highly recommend for your lodging and venue space.,"The location and meeting space of the Lido House made our annual meeting for 60 people one of the most favored events.  The proximity to restaurants, the oceanfront, the marina, a grocery store, two coffee shops, and shopping was ideal for attendees to enjoy their time outside of meetings.  The various conversation areas in the lobby's lounge, the Mayor's Table and rooftop bar suited my group well.  The nautical theme created bright, fun rooms.  The Boathouse Ballroom was very open and spacious for hosting successful meetings.  Staff was responsive.  The weather was a tad chilly for our outdoor meals, but the heat lamps, available blankets and addition of indoor table options made it all manageable and fun.  This will be the meeting venue to beat.",December 2022,none,Traveled on business,Hi Jva! Thank you for your review!  We are delighted to hear you enjoyed your time at Lido House.   Our goal is always to exceed your expectations!   We can't wait to welcome you back.,5.0 of 5 bubbles,none,none,none,none,none,5,212
69 helpful votes,90 contributions,5.0 of 5 bubbles,Best Newport Beach hotel with nice pool and hot tub and rooftop bar.,"Great location in Newport walkable to beach, lots of restaurants and shops, nice rooftop bar, nice pool and large hottub (cool center courtyard for pool area). If ur lucky enough to get a balcony facing the courtyard, there’s comfy chairs and people watching without any traffic noise. Property was clean and front desk staff was very nice both at check in and check out. A nice Marriott.",January 2023,none,Traveled as a couple,"Hi Casey! Thank you for your review!  We're glad to hear you enjoyed the amenities on-site, as well as the fun things to do in the area! We hope to welcome you back to Lido House again soon!   P.S., Next time you are planning a stay here please don't hesitate to reach out to us prior to your arrival, so we can do our best to reserve a quality ""people-watching"" room for you. ;)",none,none,none,none,none,none,6,212
1 helpful vote,5 contributions,5.0 of 5 bubbles,Top Notch Stay!,Amazing hotel with a boutique feel. We were stranded over Christmas when our flight was redirected then canceled. The Lido House made us feel welcome right away. Our room was beautiful and the amenities are great. I would just suggest an interior room to avoid the street noise of Newport Blvd. Top notch service from the check-in to the bar/restaurant. The coffee place is awesome too! The hotel is walking distance to the beach! Book this place soon. You’ll be amazed.,January 2023,none,Traveled as a couple,"Hi Bentley!  Thank you for your review! While being stranded over Christmas does sound a little hectic, we are so happy to hear our Coastal Curators were able to make you feel welcomed and comfortable.  We like to think of ourselves as your ""beach house away from home""! :)  Thank you again for helping spread the word about Lido House! We hope to see you again soon.",none,none,none,none,none,none,7,212
154 helpful votes,117 contributions,5.0 of 5 bubbles,Already booked a return trip!,"I had such a great time at this property that we have already booked it again in a few weeks when we are coming out to CA again.  I had just spent a few days at a really difficult business trip in Palm Springs and I couldn’t wait to get to a nice hotel room and relax before I returned to the east coast.  This property was exactly what I needed.  I had a lovely view of the pool and balcony.  The bedding was lovely and there is a great little village nearby with shops, restaurants, etc.  Because we are Marriott Ambassador, we were able to get a late check out.  My only complaint was that the housekeeping did not get that messaging and kept coming in the room to try and clean it…like 4 times.  So, I was not really happy about that, but then my flight was delayed and they made sure",December 2022,none,Traveled on business,Hi Handhos! Thank you for your review!  We are so happy to hear that you enjoyed your stay.  Our apologies on behalf of our Housekeeping team for the interruptions on your last day.  We will be sure to relay this information to management to ensure this does not happen again in the future.   Thank you again for the feedback and we look forward to welcoming you back in a couple of weeks!,none,none,none,none,none,none,8,212
60 helpful votes,53 contributions,5.0 of 5 bubbles,My Favorite Newport Beach Resort,"My wife and I were celebrating two weekend nights here mid-December for our 27th Anniversary. It was nice receiving an email from Kelsie, a Guest Relations Coordinator reaching out and asking my preferences. Being a Lifetime Titanium Bonvoy Member, I always appreciate when they upgrade my room. I rec'd the room that I requested, an interior pool view room w/outdoor balcony.  We usually stayed at the old St Regis (now Waldorf-Astoria) and Ritz Carlton further south, but the friendly & attentive Lido House employees in all departments, will make this my go-to new Anniversary resort of choice. We had breakfast at the Mayor's House on the main floor w/the Bonvoy complimentary $30 credit each morning. First night we drove south to Mastro's Ocean Club (a must). Second night we stayed",December 2022,none,Traveled as a couple,Hi Family of Seven!  Thank you for your loyalty and for taking the time to leave a detailed review.  We're honored you chose Lido House to celebrate your Anniversary and happy to hear you had such a lovely experience!  We agree with you---the wagyu steak and chocolate cake with peanut brittle is worth cancelling off-property reservations for. :)  And we're glad you enjoyed the chocolate covered strawberries and champagne!  We're grateful for guests like you and reviews like this.  We hope to see you again soon!,5.0 of 5 bubbles,none,none,none,none,none,9,212
3 helpful votes,4 contributions,1.0 of 5 bubbles,Low-budget property and service,"I had a terrible experience at this motel. I don't know how Lido House gets away with charging the rates they do when the property is located next to dumpsters and a thrift store and a homeless shelter with views of dirty streets. There is no beach view, so don't be fooled. The views are only of the parking lots. The service is abysmal. The manager Nick shouldn't be working in customer service! The restaurant closes at 9pm so if you're hungry, it's UberEats or starve. The room was dirty with hair on the pillows and an uncleaned toilet and dirty rugs. I was extremely disappointed by this property. Even more disappointing is how LidoHouse doesn't want honest reviews on their site. This is the third time I've written a review for this site, and LidoHouse had my previous reviews",October 2022,none,Traveled on business,"Thank you for taking the time to provide feedback.  We are very sorry to hear that you didn't have a great experience in our hotel---our mission is to provide excellent guest experiences, so we are sorry to have let you down.  Our team has been in contact with you to address the issues and we hope to have the opportunity to turn around your impression of Lido House.  Thank you again.",none,none,none,none,none,none,10,212
