Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
732 helpful votes,1218 contributions,4.0 of 5 bubbles,Recommend for closeness to Disneyland,"The main reason for picking this motel was its proximity to Disneyland. It’s a 15 min walk to the gates. We didn’t want to waste alot of money on a hotel/ motel we would not be in much. For that reason it ticked the box!   Room There was a musky smell to the room which was not pleasant. Had to spray perfume to try a freshen it up, thankfully we were only in the room to sleep. The room was kept very clean.  Breakfast  Don’t worry if you miss breakfast (between 7to10) as it’s only cheap pre packaged muffins and pastries to take away, no very nice. Plus some fruit and hot drinks.   Parking was easy and included in the cost of the room.   Laundry room was very clean about $4 to wash and dry. (We were on a long trip)",March 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,183
48 helpful votes,49 contributions,5.0 of 5 bubbles,Everything you could want,"We were pleasantly surprised by the Anaheim Islander. We stayed in a room with 2 queens and a sofa bed. The room really had everything we could have wanted at about half the price of the rooms we usually stay in which are directly across from the entrance to Disneyland. This hotel is right next door to a Disney parking lot with a free shuttle to the park. What could be easier than that? The breakfast is grab and go with a few little snacks and fruit. We usually only stay at hotels that offer a full hot breakfast, but right now, no hotels in this area are doing that anyway. They blame covid restrictions, but that's silly, as restaurant buffets are open now and hotels could serve breakfast, too. We would stay here again.",March 2022,none,none,"Thank you for choosing Anaheim Islander Inn and Suites to host your recent stay. We're delighted to hear that you had an enjoyable experience and appreciated our clean and comfortable accommodations, as well as the excellent service our team provides. We consider it a great compliment that you wish to return! We're grateful for your kind comments and hope to welcome you back soon.",none,none,none,none,none,none,2,183
231 helpful votes,285 contributions,4.0 of 5 bubbles,Pleasant stay.,"Stayed here for three  nights.    The price was very good for the room with that in mind do not expect too much.    Firstly it was very clean, as with most guest Disney was the  reason to stay as only 15 min walk to main Disney gate.  There is a shuttle but walking there for us was easy.    There are the plenty of things in the room towels, coffee maker, microwave, fridge, soaps a good A/C and heater, as cold only used heating.   TV and safe     Some negatives, but none would change our minds recommend staying here.    TV remote ours did not work, yes we could have mentioned it but we’re not in room that much and too tired to watch TV.     ( that’s minor isn’t ). Sheet on bed did not quite fit?    Breakfast is I suppose America packet small cakes but there were bananas.   Safe",March 2023,none,Traveled as a couple,none,none,none,none,none,none,none,3,183
15 helpful votes,35 contributions,5.0 of 5 bubbles,Our new favorite Anaheim lodging,"They were very helpful and pleasant. We stayed two nights in a room with 2 queens and sofa upstairs in the rear part of the motel. No problem with street noise. We appreciated that parking is included unlike most lodging here. The room was spacious and very clean. We could see the fireworks at night from our room. We walked to Cheescake Factory for dinner (yum), and also easily walked to Disneyland from the motel. We will definitely stay here again!",January 2023,none,Traveled as a couple,We are very pleased that you have enjoyed your stay with us. Thank you for your positive feedback. We hope to see you soon on your next visit.,5.0 of 5 bubbles,none,none,none,none,none,4,183
none,none,5.0 of 5 bubbles,Great accommodations !!,"I highly recommend Anaheim IslanderInn and Suites. We travelled as a family and had such a great time. Very clean rooms, bright and cheerful, modern decor and furnishings , comfy beds , extra bunk bed was an added bonus , awesome heated pool, and staff was so friendly and helpful. Easy 15 min walk to Disneyland. Will definitely book here again.  Donna",December 2022,"We had teens , so the pool was great. It has a good deep end 8.5ft deep. Just good to be aware of...",none,"-	It was a pleasure to welcome you at Islander Inn and Suites! We're glad you enjoyed our convenient location, and we trust you had a great night's sleep in our cozy accommodations. Our team hopes you had a phenomenal trip to Disneyland. Thanks for taking the time to share your review, and please allow us another opportunity to serve you whenever you're back in the area!",5.0 of 5 bubbles,none,none,none,none,none,5,183
15 helpful votes,28 contributions,5.0 of 5 bubbles,Great Choice for DL/DCA - will stay here again if visiting,"I recently stayed here for 3 nights with my 2 daughters, one adult and one high schooler, in room 216 (second floor, no elevator).  The was my first time staying at this property for a seasoned DL/DCA traveler, and I would not hesitate to stay here again.  The proximity to the park was really nice and was an easy walk - especially for my adult daughter with knee issues - and after a long day in the parks. Just a block over to Harbor and then 1.5-2 blocks to DL/DCA entrance (maybe a 15 minute walk at our pace and traffic lights). The area felt very safe and clean, even when returning late at night by ourselves. Walgreens and CVS are right on the corner for first aid (band aids - get them BEFORE you need them.  darn blisters) and drinks/snacks, and trinkets, and ect.  ABC store",December 2022,Try to get a room farther from Katella.,none,-	Thank you very much for the five-star review as it's everything we always hope for all of our guests. It was our honor to host you at Anaheim Islander Inn and Suites and we look forward to your next visit.,5.0 of 5 bubbles,none,none,none,none,none,6,183
104 helpful votes,109 contributions,5.0 of 5 bubbles,Great base for touring Disneyland,"Our room had two bedrooms, perfect for getting our boys (ages 3 and 5) to bed early after a long day of fun.  The walk to Disney was quick and easy.  There are many restaurants within walking distance.  The room was fairly quiet, although you can hear people walking and pulling luggage just outside.  Parking was easy, and we were allowed to leave our car here after checkout for a few hours while we finished touring Disney.  The front desk staff was excellent.  Breakfast was sufficient and quick.  I would happily stay here again.",June 2022,none,none,"-	We're delighted to hear that we were able to exceed your expectations and provide you with the quality experience that you needed. Our clean, comfortable accommodations, amazing staff, and convenient amenities are all reasons guests love to stay with us, so we're thrilled you appreciated all of that as well. The next time you come to the Anaheim area, we hope you'll allow us to host you again.",5.0 of 5 bubbles,none,none,none,none,none,7,183
none,none,5.0 of 5 bubbles,Christmas at Disneyland,"We had a wonderful stay. Our room was perfect,  clean and reasonably priced. It is perfectly located and has awesome customer service too. This was our 6th stay and we will be back next December when we visit Disneyland.",December 2022,Convenient and near a Walgreens for those items you forgot.,none,"-	It was a pleasure hosting you at Anaheim Islander Inn and Suites. We're thrilled that our pleasant accommodations, reasonable rates, and helpful staff made for a memorable stay. Next time, reach out to the front desk team; we're happy to help you out. We cannot wait to see you again.",5.0 of 5 bubbles,none,none,none,none,none,8,183
3 helpful votes,3 contributions,2.0 of 5 bubbles,"Pros and Cons, but Mostly Cons...Pay the Extra Money and Stay Somewhere Else","We booked the two queen beds and one bunk bed room. When we first walked into the room we passed another room, possibly the laundry room, and the window was open. I smelled a very strong odor similar to propane. We entered our room and our room, too, smelled of propane. Not only that, I was surprised how small the room was because the pictures online make the room look large. It was fine for our small family, but we were cramped while walking around as it's shaped like a corridor. At 6am it sounded like the family above us was going to bust through the floor. I mean you can hear every single step the people above you take.  Since we arrived late I dealt with the smell of the propane but it did give me anxiety through the night that my family was breathing it in. In the morning I",October 2022,none,Traveled with family,"-	Thank you for staying with us. We are glad that you enjoyed our newly remodeled accommodations but apologize that you experienced an issue with your stay. Your constructive feedback has been shared, and we appreciate your patience as we worked to make things right. We'd love another opportunity to provide you with a better stay.",none,none,none,none,none,none,9,183
none,1 contribution,5.0 of 5 bubbles,Great Hotel with Multiple Stays,"Over the years we have always stayed here.  It is always clean, have never had any issues.  I do not like unclean hotels and this one has always been very clean.  Safe and not too far of a walk to Disneyland.  We come in from AZ and know we don't have to worry about anything with this hotel.",October 2021,Great rooms with families with kids.,none,"-	Your kind words about Anaheim Islander Inn and Suites mean the world to us, and we're delighted to hear that you found our accommodations to be clean and comfortable. We can't wait to host you again, so don't be a stranger anymore.",5.0 of 5 bubbles,none,none,none,none,none,10,183
