Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
84 helpful votes,139 contributions,4.0 of 5 bubbles,Just Steps to the Beach,"My husband and I enjoyed our stay in a King Ocean View room with a little balcony for an extended weekend. We found the room clean and tidy and enjoyed sitting on the balcony eating the included continental breakfast (see pics of the area in the lobby where you order and pick up). Before heading out for the evening, we'd stop to watch the sunset from the rooftop terrace, which has great views. There are several restaurants and some bars within walking distance, making it so easy to enjoy the area. I loved taking morning walks on the beach and along the greenbelt area. The owners and their staff are very pleasant and helpful.",February 2023,none,Traveled as a couple,"Hi 967ah,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our location and amenities were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",4.0 of 5 bubbles,none,none,none,none,none,1,201
2 helpful votes,23 contributions,2.0 of 5 bubbles,Wouldn't stay again,"The hotel is in an okay location. Close to the beach, yes. But the area feels a bit shady or questionable. We didn't feel safe letting our kids walk around on their own. Parking is very very tight and the garage is short. We had to park on the street. There is a good amount of street parking though.  The breakfast is very odd. Instead of going into a room and selecting what you would like. You go to a door and the manager is standing there. Instead of cheerfully asking what he can get you. He awkwardly stands there while you place an order. It's as if you're a naughty child that can't be trusted to get your own food. Not even your own drinks. The food was fine, but nothing special.  Our room also smelled like mildew. And the window opened to an inner Courtyard so we didn't feel",October 2022,none,Traveled with family,"Dear elizabethcD9201MB,   Your review and rating of our hotel mean a lot to us, and we thank you for taking the time to share this experience. We want to apologize for the breakfast and the cleanliness issues and to assure you that this inconvenience has been addressed.    Our primary goal is to provide all guests with an enjoyable experience and it is troubling to know that you faced such an unusual experience. We take this quite highly and your feedback will be shared with management so that appropriate steps can be taken. Thank you again for taking the time for sharing this experience and for your valuable business.",none,none,none,none,none,none,2,201
12 helpful votes,25 contributions,5.0 of 5 bubbles,Location location location,"When I was booking this hotel, I wanted the best ocean view. I know the room I got was the best view. I can walk onto balcony and not just see the ocean but can see the waves hitting the sand. And kite surfers! My room had a jacuzzi room so it was huge. Park in the garage beneath hotel and walk to beach or 10 restaurants within walking distance. Free breakfast was decent. I’ve already rebooked for next month! Don’t forget about the rooftop patio!",April 2022,none,Traveled solo,"Hi Mrspantera11,  Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our location and services were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,3,201
none,1 contribution,5.0 of 5 bubbles,I came for 3 days and stayed for 3 months.,"This is THE surf motel to try in SoCal, period.  It's one short block to the beach (relax, swim, surf, kite-surf), the rates are GREAT and its location allows easy access to the airport and all SoCal fun.  Want more?  It's run by the best Motel Manager I met in my 8 months on the road.",November 2021,none,none,"Hi dougsinsb,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our amenities and location were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,4,201
44 helpful votes,117 contributions,5.0 of 5 bubbles,Old but very good,"We were here for one night in April 2022, I had asked in advance for the quietest room and got it. Room 212 is perfect, it was very quiet, the room very large, bathroom and bed clean, we did not even need the air conditioning, the only thing that is a bit difficult is parking. The motel dates back to a time when cars were short and narrow, some of the parking spaces are very tight so you should consider parking outside which is free. Breakfast is prepared by the boss himself and is taken in the room, there is a table and chairs. The Wi-Fi was excellent.",April 2022,none,Traveled as a couple,"Hi Mario041,   It is wonderful to hear that you enjoyed your stay and that you have rated our hospitality and accommodations so highly! Thank you so much for your compliments on our staff, breakfast, amenities, especially the wifi and we were able to meet your expectations of cleanliness and service in our hotel. We can't begin to tell you how much we appreciate your review, and we can't wait to serve you again.  Thank you very much!",none,none,none,none,none,none,5,201
2 helpful votes,4 contributions,5.0 of 5 bubbles,Gorgeous view bakcony,So hard to find motels truly close to the.beach🚐the ocea. View rooms have balconies and you ca. fully see the whole ores. Close up- no bostdealn in. Eterrnz. Best place I. Orange Cindy tons of convenience es abs great restaurants Rd walnut. Distance  Free street parking. Hotel supplies chairs abs beach blankets.  A real gem.  I’ll be back!,April 2022,none,Traveled as a couple,"Hi 713ellens,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our amenities and location were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,6,201
205 helpful votes,556 contributions,5.0 of 5 bubbles,"Good location, nice room","This place has got some really varied reviews, which always makes me dubious just before I arrive !!  Decent sized carpark, at ground level but under the hotel, aparently there is other street parking near by if thats full.  The reception area and stairway/hall is shabby, and maybe a little hostel like, but thats probably becuase theres lots of things there, but all for the customer - beach towels, things for the beach, local info etc.  I got the room I paid for - a decent balcony and a view of the sea, I was also informed that my room had had a new mattress that day.  Nice big room, airy and light, I had no issues with noise and slept with my balcony door open a bit.  Literally 2 minutes from the beach and about a 5 minute walk from a couple of diner type places one way or",March 2022,none,none,"Hi tattooedtraveller_uk,   Thank you so much for your kind words. I’m so pleased that you found us a clean and pleasant place to stay and that our location and service were to your liking. We take real pride in this hotel and in serving guests like you, and I’m extremely happy that you had such a pleasant stay. We look forward to having you with us again soon.",none,none,none,none,none,none,7,201
1 helpful vote,1 contribution,1.0 of 5 bubbles,Thieves work here,Left the do not disturb sign on my door when I left in the morning. Came back in afternoon and housekeeping had been in room. New towels but some of my property was missing. Told guy at desk and he didn’t help me at all. Would never come to a crooked ass place like this again,January 2022,none,Traveled as a couple,"Dear Azbrick88,  Thank you for taking the time to share your experience. I am shocked to hear about the situations you encountered and would like to deeply apologize. I also would like to ensure you that comments like yours are not taken lightly and will be addressed immediately with our entire team. The description of your stay is highly unusual and does not represent the level of high standards we all aim to achieve. We do hope you allow us another opportunity on a future stay to show you, how we used your overall comments to improve.",none,none,none,none,none,none,8,201
116 helpful votes,310 contributions,5.0 of 5 bubbles,"Nice, clean, basic place very near the beach!","This is a nice little motel with a couple of room floors.  The ocean is close as in very close.  Our room was clean, the staff is welcoming and check in was easy.   Very basic continental breakfast.  Room 303 has a balcony view of the ocean and a jacuzzi bath.  This hotel is basic and nice.   Very close walk to the harbor side to see all the boats and to a full breakfast at the Harbor House Cafe or Woody’s Diner.  Would stay here again.",November 2021,Room 303 has the best view!,Traveled as a couple,"Hi MN_TravellerMsp,   It is wonderful to hear that you enjoyed your stay and that you have rated our hospitality and accommodations so highly! Thank you so much for your compliments on our staff, breakfast and we were able to meet your expectations of cleanliness and service in our hotel. We can't begin to tell you how much we appreciate your review, and we can't wait to serve you again.    Thank you very much!",none,none,none,none,none,none,9,201
1 helpful vote,4 contributions,5.0 of 5 bubbles,Very nice and clean,"This is a great value for the money.  The rooms appear new and redone.  It was nice to have something for breakfast.  Short walk to the beach and short walk to the bus.  The only thing I didn't care for-this is a personal preference-the front desk is at the door and you have to walk by the front desk either way you go out.  Felt like I was being watched.  Right away when I checked in, I got sarcastic comments from the front desk person.  I knew we probably wouldn't mesh well together, but you can pretty much avoid him.",August 2021,none,none,Thank you for staying with us and for the great review and comments. We are looking forward to your next visit soon.,none,none,none,none,none,none,10,201
