Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
13 helpful votes,110 contributions,2.0 of 5 bubbles,"Comfortable bed, hot water and not much else","The bed was comfortable, the shower hot and the air conditioner reliable. The room was only cleaned once during our 10 night stay, even though we requested cleaning twice. There was only one small garbage can. I discovered a burn hole in a sheet. There was a table but it was very sticky. We saw what we believed to be cockroaches a couple of times. Had we not locked in our stay with Hotwire (buyer beware) and been on a tight budget, we would have left after one night",October 2022,Avoid this place if you’re staying more than one night.,Traveled as a couple,none,none,none,none,none,none,none,1,223
none,1 contribution,5.0 of 5 bubbles,Nice place,The rooms were big for the price. Nice 👍not to many bad people walking around very quiet. I also liked it was by many fast food places! Will come back and recommend for anyone looking for a good day!,May 2022,none,Traveled solo,none,none,none,none,none,none,none,2,223
1 helpful vote,2 contributions,1.0 of 5 bubbles,Gave our room away after plenty of warning,We let this hotel know plenty of times that we were going to be arriving late. At least 3 different times we were told it was okay. We got there... not only was the area gross and creepy. We also got rejected from the room because they said we were late... We were trapped at 4 am with nowhere to go. I would never recommend this place. I'm sorry.,October 2021,none,none,none,none,none,none,none,none,none,3,223
2 helpful votes,1 contribution,2.0 of 5 bubbles,Stay only if you’re on a tight budget,"Room was very filthy, as if it had never been cleaned aside from the bedsheets & some towels. Our room could use a day’s worth of decommissioning for a thorough clean. Filth all over the walls and books & crannies such as light switches. Fire alarm had been removed and a plastic bag stuffed into its spot. Poor place to stay and would not recommend unless you absolutely have to. Hot water and comfortable bed.",July 2019,none,Traveled as a couple,none,none,none,none,none,none,none,4,223
2 helpful votes,1 contribution,5.0 of 5 bubbles,Accommodating & Friendly Staff!,"My stay here was initially for one night (for the convenience of being closer to work) and it was honestly a last minute decision... (literally 11:59 PM).  The man at the front desk still greeted me with the most welcoming smile. There are about 9 (or more) rooms right next to one another and on the same side of the street and I have visited 2 before coming to Anaheim Lodge. The rooms here are much nicer on the inside than they appear on the outside. I regret not coming to this place before the others now... I would have saved a few dollars while enjoying a clean spacious room that is bug free. Needless to say, that one night....turned into two nights. Haven't left yet, but so far so good. I'd love to stay another night like last night, but tomorrow happens to be my day off.",June 2019,You'll always get one of the nicer rooms of the of the bunch when booking online prior to...,Traveled as a couple,none,none,none,none,none,none,none,5,223
16 helpful votes,41 contributions,1.0 of 5 bubbles,This should be a 1-Star Hotel,"We originally booked this hotel for 3 nights, but checked out after 1 night.  Although the owners are pleasant, the hotel has no basic amenities and was rundown and very dirty (see photo of filthy desk chair).  There was no dresser in the room, nor anywhere to hang clothes.  No kleenex, no hair dryer, no coffee, no breakfast and very poor internet service.  I can't believe there were so many positive reviews for this place, it is really a dump.",April 2019,Find somewhere else to stay,Traveled as a couple,none,none,none,none,none,none,none,6,223
none,2 contributions,5.0 of 5 bubbles,Very nice stay,I really enjoyed staying at Anaheim Lodge. The room was very big and clean. There was a microwave. Staff was really friendly. Parking is free. Wi-fi works really good. Great place when you are visiting Disneyland.,October 2018,none,Traveled with friends,none,5.0 of 5 bubbles,none,none,none,none,none,7,223
7 helpful votes,20 contributions,3.0 of 5 bubbles,A Bit Shady,"I feel generous giving this place an average rating, I’m actually teetering more towards giving it a poor rating. The reviewers that gave it an excellent rating must have extremely low standards or they’re  completely bogus.  PROS: 1) It was much more quiet then I expected it to be. 2) Didn’t see any bugs.   CONS: 1) It’s a shady area, so there’s a concern for safety and parking. 2) I don’t think you can call the pool a pool, it’s more like a sinkhole - it’s dirty, doesn’t appear to be maintained, and I’m sure you’d catch a disease if you went swimming. 3) Stray cats roam the property and trash is strewn about. 4) A serious lack of attention to detail - there was slime looking caulking goop dripped onto the baseboards, a hole in the bathroom wall behind the toilet, a thick layer",December 2018,none,Traveled with family,none,none,none,none,none,none,none,8,223
60 helpful votes,298 contributions,3.0 of 5 bubbles,You only get what you pay for!,"The positive- Man on front desk was just lovely. The beds and pillows were comfortable (although no mattress or pillow protectors on anything). Now for a truly honest review. The rooms were surface clean only. Very dusty bed heads, lights, lamp bases. A throw over the bed that was all stained. Still clean I'm sure but why use it? Only a sheet on the bed. Had to ask for blankets and extra pillows as there was only 1 each. A microwave but no cuttlery/crockery. No hairdryer or safe as advertised on booking.com. Nowhere to hang clothes. 3 draws to store clothes and that's it. Furniture with handles missing and most of it has seen better days. No facilities to even make a drink. People hanging around the accomodation at night which made us feel vulnerable. Clearly this isn't just a",December 2018,none,Traveled with family,none,none,none,none,none,none,none,9,223
none,1 contribution,5.0 of 5 bubbles,Great clean place to stay,Me and my family stayed here from nov 12- 14 the staff was very friendly. The location is great. Close to a lot of things. Room was very clean and modern we will definitely return in the future !!!!!!,November 2018,none,Traveled with family,none,none,none,none,none,none,none,10,223
2 helpful votes,4 contributions,4.0 of 5 bubbles,Enjoyment,"I stayed here towards the end of my family trip.  We stayed here from 11th October-19th October.  The room was pleasant, clean, and well looked after.  The manager/staff was always accomodating to us. I would highly recommend staying here for visitors or families to stay here.   I would stay here again, it is close to everything, laundromat, Bank Of America, food places and easy to get too.",October 2018,none,none,none,none,none,none,none,none,none,11,223
5 helpful votes,45 contributions,2.0 of 5 bubbles,Not all bad...,"The front desk staff was very friendly, the rates are low, the room we had was fairly clean and the bed was comfortable, that is where the good ends. We arrived about an hour after check in, got our room key went to go get settled in and our room is not ready, housekeepers tell us it will be at least 20 more minutes we opt to wait after talking to the front desk. We finally get into our room, there is no blanket on the bed, no coffee machine, no blow dryer, no iron nothing. This is literally your bare bones hotel room. The parking lot is dirty, trash everywhere and a random colony of stray cats, clearly some guests live in this hotel and feed these cats. We even saw cats inside some of the hotel rooms! Oh and then there was the pool, gross, dirty, things floating and then the",October 2018,none,none,none,none,none,none,none,none,none,12,223
none,2 contributions,5.0 of 5 bubbles,Comfortable,My boyfriend and I stayed there on the weekend. We didn't have any issues and the bed was super comfortable. Will be coming back if ever need to visit Anaheim again. The price was a good deal and our room came with a mini fridge and a microwave.,September 2018,none,none,none,none,none,none,none,none,none,13,223
53 helpful votes,46 contributions,3.0 of 5 bubbles,Worked for us,"If your on a tight budget this motel could work for you. We stayed 3 nights at 65 US per night. The room was adequate. It was very basic. We had a King bed room on the 2nd floor. Fairly nice room, furniture was worn but worked. We did notice some smudges of food ? , on the desk chair that housecleaning should have wiped off. The bed was comfortable, sheets were worn, a small tear on one side. The bathroom area was new, very clean, nice shower lots of hot water. We slept very well, having said that we always wear earplugs when traveling and had the fan on auto but we did not hear any talking or waterpipe noises. We would recommend this motel to anyone looking for bare bones, low priced accommodations. One final note: we are from Canada, not sure if it's the same for everyone (and",September 2018,none,none,none,none,none,none,none,none,none,14,223
8 helpful votes,8 contributions,1.0 of 5 bubbles,The worse Hotel we have ever almost stayed in,"My family booked this hotel based on the reviews on line.  The hotel requires payment up front and does so before you ever see the room , we paid for three nights.  When we entered the room it was highly perfumed to cover what smelled like smoking.  There was no sheet on the bed and with further investigation we found a mattress cover stains and  evidence of blood stains and bugs.  We grabs our belongs and children immediately and removed them from the room.  We went to the office we’re the person who took our money told us we would have to wait for the owner for a refund.  We waited for the owner and asked him to go to the room to verify what we found, he refused to and refused to refund our money,  After much discussion he agreed to refund half of what we paid.  We also saw a",September 2018,none,none,none,none,none,none,none,none,none,15,223
917 helpful votes,578 contributions,2.0 of 5 bubbles,"What there is, is average. But it lacks features found in other hotels of comparable price","It's clean & comfortable & quiet (perhaps explaining some of the high ratings) but this hotel lacks features you would expect to find in a hotel in this price bracket, namely: 1) No hairdryer is provided 2) No ice is available (On a 6 month roadtrip across the US, this is the ONLY budget hotel we have seen with no ice machine or ice chest) 3) No breakfast is provided, at all, not even coffee 4) Service is sub-standard, with the hotel office not open in the morning (maybe late morning but not early morning when you need to talk to them before you go out for the day). In addition, our room was rough around the edges: 1) An unpainted wall in the bathroom where probably a plumbing repair had been done 2) A constantly leaking cistern that had been leaking for so long into the toilet",September 2018,none,none,none,none,none,none,none,none,none,16,223
16 helpful votes,6 contributions,4.0 of 5 bubbles,"Great value, would stay again","Pros: PRICE. What a great deal, for this location.  Our room, beds and bathroom were clean.  I stayed for a week and I saw and spoke with the owner several times as we were coming and going.  He seemed really nice and was very responsive to our needs.  Cons: Pool was small but sufficient.  Towels were tired and a few really should be gotten rid of but they did the job.  Indifferent: pillows were really heavy.  They weren't uncomfortable but they were really heavy and solid so if you want a light and soft pillow, bring it.  Or just go to Walmart and buy a cheap one.  If you had a pillow fight, you could knock someone unconscious.  If you had the strength to swing it.  Not exaggerating.    Overall: If i came to the area again, I'd definitely stay again.",July 2018,none,none,none,none,none,none,none,none,none,17,223
none,1 contribution,2.0 of 5 bubbles,only thing clean was the actual bed...at least it looked clean for one day.,"I will never stay here again, or anywhere near S Beach Blvd.  I try to find the best deals, but this room was filthy and disgusting. The actual bed was ok, but layers of dirt/food/grime all over walls/baseboards/doors/windows.  The owners seemed nice, but need to thorougly clean this property. My room was only cleaned once during a 5 night trip. I had to ask for clean towels, and all the clean towels were stained.   The neighborhood is very sketchy, many transient people, many appeared to be on drugs. I did not feel safe in the parking lot. Its surrounded by other motels that rent by the week, for a very cheap price.  I will never stay here or around this area again.  On the good side, we were not bit by bed bugs...I was waiting for that to happen, and wouldn't be surprised if",June 2018,none,none,none,none,none,none,none,none,none,18,223
4 helpful votes,23 contributions,2.0 of 5 bubbles,Keep looking,"I forgot to take pictures but the cleanliness left MUCH to be desired. Then again, for the price I wasn’t expecting much.  The walls and baseboards were filthy. The tops of the framed artwork above the beds were disgustingly dusty. Just being there made me feel dirty. We just needed a cheap place to sleep since we went to Disneyland and California Adventure for 2 days. It served its purpose. At least there weren’t any bed bugs, as far as I could tell (I inspected the mattresses and furniture drawers.). No bed bugs just stray hairs and a spider on one of the beds.",May 2018,none,none,none,none,none,none,none,none,none,19,223
