Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
100 helpful votes,35 contributions,5.0 of 5 bubbles,Superb stay & staff,"We've been reviewing hotels for quite some time now & truly hope that we  can help fellow travelers with positive incentives to patronize an establishment. There have been some hits & misses along the way, but ES Sonesta is a hit in our book.  We stayed at this hotel for several weeks on a job assignment, and it didn't miss a beat. Five star reviews are rarely given, but in this case it is justified.  Accommodations are clean & the beds super comfy. Housekeeping is exemplary. Most days a tasty hot breakfast with many options is served. By judging an establishment we start with costumer service and the Front Desk. This particular one is outstanding with special kudos to Manager Mario who goes above & beyond accommodating guests. His battery simply doesn't run out. What an asset",February 2023,none,Traveled on business,We really appreciate your kind words and having you as our guest has been a pleasure! Mario is wonderful and we are so happy that you have gotten to experience his passion for our hotel.,none,none,none,none,none,none,1,88
6 helpful votes,11 contributions,3.0 of 5 bubbles,Beware of no security on free wifi,No Password Protection in the room is open to anyone that wants your Bank account or identity if someone wants all your private information they can take it wile you on Amazon or gaming anything  DO NOT USE UNSECURED WIFI IF YOU WANT YOUR LIFE SAVINGS STOLEN WHILE YOU ARE UNAWARE!,August 2022,none,none,none,none,none,none,none,none,none,2,88
1 helpful vote,15 contributions,3.0 of 5 bubbles,Nice property but bad wifi,"What it has that's interesting? A BBQ grill (one for the whole hotel). Know what it doesn't have? Reliable Wifi. So if you're a family with kids taking online classes, forget about it. And heavens forbid if you're traveling on business. Overall, an average hotel with average furniture and average number of parking spaces. May work if all you're doing is sleep and the only internet you need is on your smartphone.",September 2022,none,none,none,none,none,none,none,none,none,3,88
1 helpful vote,1 contribution,1.0 of 5 bubbles,Sonesta Disappointment,This hotel was sub par - check in was slow- room could be cleaner but bed was good.  Not very amenities.  Breakfast  selections minimal.  You could not even get a cup of milk.The mini store was out of milk.  Elevator rug was dirty and a big spill on  hallway carpet.  Not enough personnel working.  Check in person and person taking coffee orders were one and the same.  Third night of our stay very noisy guests making a lot of noise at 4 o’clock in the morning.  I stayed there for 10 years when it was run by Marriott.  The accommodations were great back then.  This has been a disappointment and I will not be returning.,April 2022,none,Traveled with family,Thank you for your review.,none,none,none,none,none,none,4,88
2 helpful votes,1 contribution,1.0 of 5 bubbles,Fraudelent Behavior,"The location is great and the hotel itself is decently priced and fairly clean. Although no one cleaned my room once for the week that I was staying there but overall it was ok. Unfortunately, some very upsetting and uncomfortable situations happened during and after my stay. The second night into my stay I received a phone call by a hotel employee by the name of James at 11pm asking me questions about my check in and payments. The next morning and even at the time of check out everything was fine. Two days after my check out I started seeing small charges on my credit card. Over the next 4 days after my check out I received 6 small charges in total on my credit card and it was confirmed by James himself that he was the one processing the charges without my authorization. The",June 2021,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,5,88
1 helpful vote,1 contribution,1.0 of 5 bubbles,Too much for too little,"This place was a lot better when it was owned by Marriott. I’ve stayed here several times when it was a Marriott. Now it is owned  by Sonesta and rooms are more expensive and less quality. Our room was not clean when we checked it. It had a funny smell and there was hair stuck in the bathroom drains. Marriott served an amazing breakfast with your stay, Sonesta gives you a water bottle and granola bar. Went to ask for towels for the pool and while inside the lobby I bought the kids 2 candy bars (nothing big).. $7 for the candy bars and they dont take cash. I will not be back, I will have to find another Marriott that has the 2 bedroom suites.",June 2021,none,Traveled with family,none,none,none,none,none,none,none,6,88
66 helpful votes,51 contributions,3.0 of 5 bubbles,Displaced,"We stayed here because they were the only place that would let me stay with my cat while we were waiting to move into our new home. Our short stay turned into 20 days too long. Well let’s start with there was a weird smell in the room when we entered, like a damp smell. My husband kept saying the room felt wet, which I thought was strange. After a few days in the room, there was a big puddle coming from under the fridge. I thought it was my dogs water bowl. Well after three days of this, come to find out it was coming from the wall. The air conditioner backed up due to old filter. The carpet was soaked. I am the one who figured out where the leak was coming from not the hotel. I was not offered a different room, and really didn’t want the hassle. I asked for the carpet to be",September 2020,none,Traveled with family,none,none,none,none,none,none,none,7,88
2 helpful votes,1 contribution,1.0 of 5 bubbles,Not A Great Experience,"I wasnt sure why The  Air felt so stuffy in the room even with the Air on. The room was humid all The time.  I thought maybe it was The heat outside at first but it still shouldnt have been that warm in room. It wasnt until our last day that the vent from The airconditioner was dripping water onto the floor that I realized it was The airconditioner causing The rooms to feel damp. We also had no access to high speed Wifi. I was connected to The IT dept twice. I don't know why I had to be The one to speak with them and not The hotel but The hotel transferred me to them. After my second call IT told me it had been down for over a week and they couldnt find a contracter to fix it! They said The High Speed Wifi was turned off by The hotel but The hotel never told me that, they just",August 2020,none,Traveled with family,none,none,none,none,none,none,none,8,88
277 helpful votes,774 contributions,2.0 of 5 bubbles,Not that great,"Very ehhhh. The best thing about the room was the very comfortable bed. Check in was alright - but when they said that our room was one of the best ones, any room that faces out to the entry and parking lot isn't. Having to keep the window blinds closed all day so that I didn't have people being able to see into the room wasn't that great. I would have liked far more privacy, especially given the fact that I had to work from the room all day too.   The wifi was garbage. I had to basically use my Tmobile hot spot for 4 days so that I could work from the hotel that week. It was so frustrating! Thank god I had a hot spot or I would have been screwed. Get consistent wifi.   The dishes still had residue on them when we got there, and everything was still in the dishwasher - you could",July 2020,none,none,none,none,none,none,none,none,none,9,88
94 helpful votes,97 contributions,3.0 of 5 bubbles,Disappointed,"The rooms are nice and spacious, but not a fan of everything else.  I am completely onboard with all the Covid policies, but everyone should know at check in and even before check in what to expect.  First upon check in and signing everything, I noticed an $8 a day parking fee. Was told it was actually $10, but they would waive it.  What?!?!?  It’s not valet, it’s not anything special in terms of location, it’s their PARKING LOT.  Ummmm ok  No mention of anything else until we wanted to use the pool. Then we were told you must make reservations because only 12 are allowed in at a time, so the entire day we couldn’t use the pool. I’m good with the policy, but why not tell me at check in so I could make reservations.  Why not email before check in or put on the website???  I’m",July 2020,none,none,none,none,none,none,none,none,none,10,88
26 helpful votes,12 contributions,5.0 of 5 bubbles,Residence Inn Fountain Valley,"This is the first time I stayed here! It is close to everything: restaurants, shopping, and work. The staff is awesome! Next time your in So Cal, give then a try. They will not let you down! They even host a mix of snack, beer and wine Monday through Wednesday.",November 2019,none,none,none,none,none,none,none,none,none,11,88
135 helpful votes,304 contributions,4.0 of 5 bubbles,Clean Place ..........,"We were checked in by Colby,  A really friendly / helpful employee. Our room was very clean and the bed was fine and towels were super. The happy hour that they have Mon thru Wed was just ok.  They didnt really seem to put out enough food.  I know its not supposed to be dinner ....... but ( example )  theres a room of about 15 people waiting for it to start and they bring out about 20 meatballs.  After a while, they put out some more,  but the 20 lasted about 3 people.  Also the breakfast starts at 6 30 pm.  It really should start at least by 6am.  I needed to be at work at 7 am ......... even risked being late one morning to try to eat breakfast and the hot food still wasnt out at 6 30 am ....... disapointing.  All in all, room was very nice and clean.",September 2019,none,none,none,none,none,none,none,none,none,12,88
10 helpful votes,9 contributions,5.0 of 5 bubbles,Wonderful hotel,"My experience started after a delayed cross country flight. I arrived at the hotel after 11pm (2am my time) exhausted and a little bit cranky. James, the night clerk greeted me with “are you Mr x?  We’ve been expecting you, so glad you made it safely.   He proceeded to tell me that they had upgraded my room and when I asked for a downstairs room due to a recent knee surgery, he happily changed my room again.   His actions and pleasant personality completely alleviated my crankiness. I got to my room that was clean and got into the very comfortable bed.   The next evening there was a guest reception.  I don’t know if they do it every night but I had a couple of beers and had some nice conversation with some guests.   All in all a great visit. I travel weekly for work and rarely",September 2019,none,none,none,none,none,none,none,none,none,13,88
21 helpful votes,7 contributions,4.0 of 5 bubbles,A very nice place to stay,"While I wasn't overwhelmed by the lobby and the eating area it was still nice and clean to a reasonable degree.  The room on the other hand was very nice and very clean.  With that said what impressed me the most is that I sat in their breakfast area on a business meeting after breakfast was over and I asked if we could get some coffee.  Interestingly, this tall distinguished looking person shows up and takes our coffee order and soon reappears with our coffee and condiments without a word. Later, I discovered that that area was closed and no service was available and it was in fact the General Manager that personally attended to our needs, moreover, there was no charge.  I believe that it is the little things that truly matter and this one small effort (in addition to a really",July 2019,none,none,"Matt R,  Thank you for your review.  We appreciate the feedback and I am very happy that you found the hotel to be a clean place that met your needs.  Impressing our guests starts at the top and we love to impress everyone.  I do hope to welcome you back and help you again with a ""cup o' joe"".  Eric D. General Manager",none,none,none,none,none,none,14,88
67 helpful votes,61 contributions,4.0 of 5 bubbles,"Good location, nice amenities","This was perfect for a little getaway location on a budget for me and my husband. We enjoy going to Huntington Beach, Laguna and Newport and this spot offers us the ability to drive to each location in a short drive. The breakfast offers a lot of options and you can borrow beach towels from the front desk if you do not have any. We enjoyed our room, there is a pool that was busy when we were there as there were some youth sports teams staying while we were there. But we were never disturbed by the noise.",August 2018,none,none,"Robinc41,  Thank you for taking the time to write a review!  We appreciate hearing the feedback.  I am very happy that you found yourself a nice getaway location here in Fountain Valley and we look forward to welcoming you back.  Our suites offer the perfect balance of relaxation and ""home"" with our kitchens in every room.    In addition to the beach towels we have added some fun games by the fire place.  We look forward to seeing you again.  Eric D. General Manager",none,none,none,none,none,none,15,88
97 helpful votes,1016 contributions,3.0 of 5 bubbles,Meh. Not the nicest Residence Inn,Thankfully we were only staying for the night. The rooms are okay but tired. Breakfast was horrible. The scrambled eggs were both hard and watery and the sausage was inedible. Glad they had waffle irons.,May 2019,none,none,"Thank you for your review.  I am sorry that you did not find us to be the ""nicest Residence Inn"" your comments do not reflect the comments we generally get.  I am very saddened to read your comments and will pass them on to our team.  Thank you.",none,none,none,none,none,none,16,88
