Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
108 helpful votes,294 contributions,3.0 of 5 bubbles,Good location but...,Little things... like it was 30yrs old and no maintenance man...  Eat across the parking lot at the Denny's. The walls are thin enough to tell if the woman next door was wearing white cotton panties or black silk... and their bed squeaked... but it was only for about 90 seconds...,February 2023,none,Traveled on business,none,4.0 of 5 bubbles,none,none,none,none,none,1,113
15 helpful votes,13 contributions,2.0 of 5 bubbles,Pretty bad,"The room looked OK upon walk-in, but smelled AWFUL.  Like a mix between wet dog, smoker, and food.  One of the bedside lights was bent to the side and didn't work at all - even after trying a new bulb.  The shower head was misty and barely rinsed me off.  Towels smelled like they had been outside for awhile.  Mattress was very hard (much harder than ""firm""), the desk was wobbly/about the crumble, and the luggage rack was missing one of the main straps, rendering it useless.   My first evening was OK, despite the smell of the room.  However, there was a loud party next door on my 2nd night which lasted 4 hours.  The walls seemed very thin.  I had to blast white noise from the TV just to drown out the hooting and hollering.  Then they brought the party right outside my door, where",January 2023,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,2,113
none,1 contribution,1.0 of 5 bubbles,Don't stay here.,"This hotel is in a great location, and close to a freeway, also plenty of food available in walking distance. We stayed here with our Team for a sporting event at OC Great Park. Less then 4 mins away.   This hotel needs a complete renovation. For one it's in Irvine, you would expect better. 2nd it a Wyndham hotel you would expect better. 3rd it's so close to a huge youth sporting complex, you would expect better.  The bathrooms were awful! My daughters refused to shower because it was so dirty. The walls were dirty and moldy, the tub was not clean. The ceiling was peeling off. The floors were disgusting, we made sure our kids wore their shoes until they got to thier bed for the night.  These carpet ls have to be a sanitation issue!  The pool gate had no mechanism to keep in",January 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,3,113
none,1 contribution,2.0 of 5 bubbles,Disappointing,"I guess you get what you pay for, but didn’t think a hotel in Irvine would be this bad. Carpet had stains. Window panes so thin and had gaps in them I could hear I-5 all night. Bed was uncomfortable. Breakfast and service was fine.",January 2023,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,4,113
none,1 contribution,5.0 of 5 bubbles,quick stop while driving to Baja,"Staff were informative, professional and room was clean. Good to have wifi while travelling and good to have access to hot water, coffee and breakfast. Good to have two beds while travelling with our adult son, and have a full bathroom.",December 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,5,113
none,1 contribution,1.0 of 5 bubbles,Bed next to train tracks all night.,Tired of hotels only looking out for their own best interest. Filling up the most undesirable rooms first and leaving the best ones available for last minute more expensive reservations. My night was nothing but trains going by every hour on the hour. I woke up in the morning and realized my bed was 10 ft away from train tracks only visible when the sun came out.,December 2022,none,Traveled on business,none,1.0 of 5 bubbles,none,none,none,none,none,6,113
none,1 contribution,2.0 of 5 bubbles,Bathroom had rust and mold,"Bathroom had rust and mold and paint peeling off walls. Soap and lotion only, no shampoo or conditioner. Room had heavy perfume sprayed in it when we got there that gave me a headache, the door was outer (motel like) and not fully sealed, so the high way traffic, trains, and restaurant across the street were loud. Bed was old and not super comfy. Breakfast was decent. Staff seemed friendly.",December 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,7,113
none,1 contribution,2.0 of 5 bubbles,Billing dispute to get my money back. $75 deposit added without disclosure.,My original estimate gave no mention of a $75 deposit on top of room bill. I was not aware till he ran my credit card and I got the higher amount in notification sent to my cell phone. Once I checked out I expected it to clear but I waited over a week and ultimately had to dispute the bill through my credit card company to get it back. Service desk was unsympathetic and kind of rude. Blamed corporate and got defensive.  Was simply a hassle. Compare them to a small cut above Motel 6. Bad experience.,December 2022,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,8,113
none,3 contributions,2.0 of 5 bubbles,Very Messy Place,The rooms were still under construction - there was dust and dirt everywhere - elevators were not working - very dirty carpets with stains and dirt....our stay in regards to cleanliness was not satisfactory...,November 2022,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,9,113
none,1 contribution,1.0 of 5 bubbles,Unhappy,"room was musty, hallways hard trash leaking bags ,carpets dirty, air-condition unit missing cover. reception rude augmentative. Elevator was dirty, pool was extremely dirty  there is no way you could use the pool top and bottom. bed had stains . had o sleep in my clothes",November 2022,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,10,113
