Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Outstanding,"Great service and facility! Parking was a little difficult, but it was handled very well with both the online and con campus customer service representatives. I loved the room’s spaciousness. I rested very well with the room’s vibe and accommodations",February 2023,none,Traveled on business,"Hello,  We thank you for your feedback, we are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",5.0 of 5 bubbles,none,none,none,none,none,1,126
68 helpful votes,114 contributions,5.0 of 5 bubbles,Love the pillows,Very nice hotel. Super clean rooms. Pool was awesome (as was the pool bartender).   Front desk was exceptional.  Would absolutely stay again.   Only complaint was the lobby bar.  I ordered two old fashioneds on a Saturday night.  Got what were essentially two bourbon and sodas (and got up charged to boot).   Had a better old fashioned at LAX of all places.  Did not expect such a poor drink at a four star hotel.  Soda water does not go in an old fashioned.,June 2022,none,Traveled as a couple,"Hello,  Thank you for providing us with your honest feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",none,none,none,none,none,none,2,126
none,2 contributions,1.0 of 5 bubbles,"Unethical, not willing to fix incorrect billing","As a Hilton Diamond member, I receive dining credit that I can use at Hilton. For my 2 nights stay, they didn't apply my 2nd day Hilton dining credit and charged my credit card. After calling the Hilton Diamond member CSRs and opening multiple cases to fix this, this hotel is not willing to fix it - or they're just ignorant to understand the situation. All of the Hilton CSRs understood this issue and provided very detailed explanation but this hotel just doesn't understand or isn't willing to fix this.   What's more unethical is when I was checking out, they CONFIRMED there's no charge - but days later, they charged the bill to my credit card.   I called Hilton CSRs three times and waited for days. This is ridiculous.  I'm done with this unethical hotel.  Don't go there unless",January 2023,none,none,"Hello,  Unfortunately, we are unable to add Hilton Honors number to third party reservations, you would have to book with Hilton directly in order to receive that credit. We are saddening for your experience you had at our hotel and hope to see you back in our hotel in the near future.",none,none,none,none,none,none,3,126
none,1 contribution,5.0 of 5 bubbles,Cozy stay,I stayed here for a week before my house was painted. The room was clean and cozy. I had daily zoom meetings in the room smoothly. Sound proof was ok. My neighbors were usually quite. The front desk was extremely friendly.,December 2022,none,Traveled on business,"Dear Thomas,  We thank you for your positive Feeback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in pour hotel in the near future.",none,none,none,none,none,none,4,126
16 helpful votes,13 contributions,1.0 of 5 bubbles,Awful experience! Would not recommend.,"Dated hotel and rooms.  Musty smell making me nauseous in room.  Asked for room refresh; 2 towels left on counter but garbage left overflowing and dirty towels left on floor!  Waited 3 hour in lobby, room still not ready at 4 pm! Worst stay ever.",January 2023,none,Traveled on business,"We would like to thank you for the effort and time you take in sharing your comments surrounding your experience at our property the Hilton Orange County/Costa Mesa. It is most appreciated and something we take very seriously. In our promise to ensure every guest feels cared for, valued and respected, it is the feedback from our guests like you that enable us to continually improve and exceed our service. Please accept our sincere apologies for any inconvenience you may have experienced during your visit to our hotel. You can be confident that we will follow-up on the points you have outlined to ensure staff awareness",2.0 of 5 bubbles,none,none,none,none,none,5,126
5 helpful votes,30 contributions,1.0 of 5 bubbles,Hilton Hotel Costa Mesa Some Sanity,It's old and dated.  Decor is all brown and depressing.  Reminds me of the hotel in The Shining.  It has a spooky vibe. There are loud mechanical noises at night that kept me awake. I hated it.  There is no mini bar and the coffee is just hot black water.,January 2023,none,Traveled on business,none,2.0 of 5 bubbles,none,none,none,none,none,6,126
none,1 contribution,4.0 of 5 bubbles,Nice hotel but charged excessive additional parking fee,The room and service were good but they tagged on an additional $110. for parking  which we were not told about. Parking should be included in the hotel stay cost. That was a lot of unexpected $$ going out. Not thrilled with that.,January 2023,none,none,"Hello,  We thank you for your feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",4.0 of 5 bubbles,none,none,none,none,none,7,126
none,1 contribution,5.0 of 5 bubbles,very hospitable,this Hilton is so well run and the staff goes out of their way to make a guest feel at home and cared for. i contacted the hotel by the hilton app message service concerning the airport shuttle. Vivian was extremely helpful and guided me to the location of the hotel shuttle. hopped on and i was at the hotel in no time. great experience!,January 2023,none,Traveled on business,"Hello,  We thank you for your feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",none,none,none,none,none,none,8,126
2 helpful votes,20 contributions,5.0 of 5 bubbles,Amazing service,"Maricela is just a ray of sunshine. No matter how busy the Starbucks coffee place was at the Hilton, she was always smiling, always friendly, and always got the orders right. I’ve never written such a glowing review of a Hilton employee before, and it is very well deserved.",January 2023,none,Traveled on business,"Dear Renee,  We thank you for your feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future",none,none,none,none,none,none,9,126
none,1 contribution,5.0 of 5 bubbles,Great Stay!,We had a great check in experience thanks to Vanessa (I’m really hoping that is her name!) My family & I were there for one night on New Year’s Eve & she really was such a delight & was even able to check in our rooms (we had two) early. I live in Miami but if I ever make my way back to Costa Mesa I would definitely go back.,December 2022,none,none,"Dear Amanda,  We thank you for your feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",none,none,none,none,none,none,10,126
none,1 contribution,5.0 of 5 bubbles,Excellent Service by Vivian Salgado @ Hilton Orange County / Costa Mesa,"Vivian Salgado, the front desk agent at Hilton Orange County / Costa Mesa was very helpful and did her very best to ensure we would have a pleasant stay. She provided excellent customer service, and her very nice manner along with her pleasant smile adds to her helpfulness.",December 2022,none,none,none,none,none,none,none,none,none,11,126
none,1 contribution,5.0 of 5 bubbles,"Beautiful hotel, great location","Very clean hotel and suite, beautiful view from balcony on 7th floor, great location close to everything you may need or want trom shopping to entertainment and restaurants. Very friendly staff. Want to personally thank Vivian Salgado at the front desk for helping us out and being so courteous, helpful, and accommodating to our needs. Highly recommend this hotel!",January 2023,none,none,"Dear Alex,  We thank you for your feedback. We are pleased to hear you found the Hilton Costa Mesa to your liking and hope to see you back in our hotel in the near future.",none,none,none,none,none,none,12,126
