Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
594 helpful votes,9806 contributions,4.0 of 5 bubbles,"Location, Location, Location....!","This hotel gets a Very Good, Based on it's location of being on the grounds of Knott's Berry Farm, No parking issues, just walk right over and back. Otherwise, it is your basic overpriced tourist hotel, with outdated rooms.NO ""WOW"" factor at this property, which it should have at the prices they charge. In all fairness they are planning renovations, but at the time of our visit the rooms were very outdated. Staff were all friendly & helpful and the rooms and property were clean as they should be. We would stay here again just for the convenience factor/location. There is a 7/11 on the corner, a short walk from the Hotel Lobby which can and will save you tons of money on coffee and snacks, etc... You are also a very short car ride away from a Wall-Mart, as well as all the Fast",November 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,105
5 helpful votes,52 contributions,5.0 of 5 bubbles,So much fun,"We came for a little family getaway. We used the ticket package. What a wonderful experience. The hotel was pretty and had clean rooms. The staff was super friendly. We ate at the restaurant twice while there. Every time was a hit with all of us. We ordered pies and cake through room service, which was cool. Pool, water area and hot tub were a big hit. The walk to the park was about 5 minutes. I am already booking again for December. The packages are such a great deal. Thank you for making this trip memorable!!",August 2022,none,Traveled with family,none,none,none,none,none,none,none,2,105
86 helpful votes,182 contributions,5.0 of 5 bubbles,Great Stay,"The staff is so nice and friendly, always feels like home when we go. Comfortable rooms, easy access and great parking. Very clean hotel. Pool, hot tub, Basketball court, tennis court. Lots to choose from. We did everything except tennis. Room service was great. Very easy walking to the park. Snoopy meat and greet in the lobby every morning.",November 2022,All are great but the best would be the upper floors facing soak city,none,none,none,none,none,none,none,none,3,105
22 helpful votes,64 contributions,5.0 of 5 bubbles,Amazing check in at Knottsberry Farm Hotel,"We've been to Knotscary Farms many times in the last twenty years,  and always stayed at the Courtyard by Marriott a mile down the street, since it was cheaper bu still walking distance. However, we haven't been here for 6 years, and in that time, Knottsberry Farm Hotel has now become the same price. We figured, 'Why not?', and bought the Gruesome Getaway Package. It includes hotel, parking, early entry, fright and fast lane (vip entry for hoth rides and haunts), souvenir t-shirts, pre-entry 'Boo-fet', and breakfast in the morning.  That's a lot to keep track of for anyone. Additionally, we had requested extra pillows when we made the reservation.  Now here's where I extol the virtues of one of the best front desk people I have ever encountered.   Andrew pulled up my name upon",October 2022,none,Traveled as a couple,none,none,none,none,none,none,none,4,105
90 helpful votes,106 contributions,4.0 of 5 bubbles,Lovely hotel,"Nice hotel, we found it quiet despite all the kids. The pool however was a too busy with them. No chance to get a quiet swim. Restaurant in the hotel was very nice. Just a bit far out from the centre of LA for us.",September 2022,none,none,none,none,none,none,none,none,none,5,105
2 helpful votes,21 contributions,3.0 of 5 bubbles,Convenient to Knotts,"Convenient not especially great. This hotel is near Knotts berry farm. It’s within walking distance. At one time this was likely a nice hotel but whatever corporation owns it now has let it go. It’s old looking and doesn’t have room conveniences like adequate electrical outlets or even a refrigerator. The room was clean, but the bed was very firm.  Not a bed for side sleepers. We were on 5th floor but could still hear kids playing in pool below. All quiet after pool closing time. Parents allowing their kids to run down hall and scream was an often occurrence. Someone nearby lit up MJ which stunk up the hall and crept into our room. Not pleasant. If you need a luggage cart you have to leave your ID with front desk. That seems odd considering the hotel has your credit card",August 2022,No refrigerator in room. Ice machine on each floor. Bring ice chest. Stay opposite side from pool...,Traveled with family,none,none,none,none,none,none,none,6,105
48 helpful votes,154 contributions,3.0 of 5 bubbles,Loud but fun,"We read the reviews after booking and prepared for the worst. On arrival we were pleasantly surprised. The hotel is a little dated, but charming. The front desk was helpful & friendly and check in was quick & painless. We got a room in the “snoopy” wing and loved the decor leading to the room. The hall was filled with excited children running from room to room. I started 2nd guessing my room choice. Maybe the non snoopy side would be more calm. Hmmm. The room was nicer than the reviews had pictured. We had a pool view w/king bed. Yes the room is dated but it’s also a fourth of the cost of a Disney room. The bed was nice and firm and the cable channels were awesome. Better than Disney! The only “bad” part was the room had a joining room which to me equals noise, but immediately I",August 2022,none,Traveled with family,none,none,none,none,none,none,none,7,105
84 helpful votes,37 contributions,3.0 of 5 bubbles,"Tired and outdated, but lots of potential","This hotel could be so much more. The staff is great, but the hotel itself is just tired and dated and kind of trashy. We stayed there for the first time in October 2020 for their Halloween tasting event at the theme park, and we remembered loving the hotel. However, I think we probably loved it so much because it was our first hotel experience during Covid, and we were just thrilled to not be at home.   We checked in Saturday, July 23. We upgraded to a Snoopy Room, and our kids loved the Snoopys. However the room itself needs to be completely updated. The bedding is cheap, the towels are rough, paint was chipping everywhere, and the bathroom just looked exhausted. For what they’re charging, the rooms should be nicer. The non snoopy rooms look even worse. The crowd is kind of",July 2022,none,Traveled with family,none,none,none,none,none,none,none,8,105
none,1 contribution,1.0 of 5 bubbles,Knotts Berry farm,"The hotel was horrible because what they have advertised is untrue when u arrive to the location no towels for the pool, no housekeeping, the rooms had roaches and the TV was stolen and the reception was close when u needed them",July 2022,none,Traveled with family,none,none,none,none,none,none,none,9,105
12 helpful votes,12 contributions,1.0 of 5 bubbles,worst experience. old  hotel and not clean,"We reserved a snoopy room for my daughter and we were very disappointed for it. The room is very old and not clean. The pool was very dirty. We paid more money for our room and got very worst experience. The room was very noisy, too. Our room was in 2nd floor.我定了一個史努比的房間，而且選了套票專案，比正常房間多花很多錢，結果卻非常失望，我的房間在2樓，非常吵，隔音很差，房間非常老舊也不乾淨，地毯髒污，我不敢置信我花了四百多塊美金訂了這樣的房間，所謂的史努比只有簡單的裝飾，完全不值得，泳池非常髒，我們到了池邊不敢下去，非常糟糕的經驗",July 2022,none,Traveled with family,none,none,none,none,none,none,none,10,105
