Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,5 contributions,1.0 of 5 bubbles,"Bad service, and no respect with clients","I come here to show my displeasure with everything that happened with the reservation of this hotel. We made the reservation for the COSTA MESA INN months in advance, and 3 days before our stay, the COSTA MESA INN sent us a message through the hotels.com platform with all the data so that it was easy to get to the hotel (so far all good). When I made the reservation I chose to pay at check in, when we landed, it was 4pm, I received a notice from my credit card that they had tried to pay the hotel but it was refused. Upon arriving at the place where we were going to pick up the car (it was 7pm) I sent an email to the hotel explaining where we were, that we were going to have dinner and only then would we check in, to which I got a reply “SOUNDS GOOD”… great, we were reassured …",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,291
none,2 contributions,1.0 of 5 bubbles,"LGBT Discrimination! Mold, and very stinky hotel","No reason for such mistreatment: besides that I am gay (LGBT) I think they decided to be mean based on my sexuality?? There is no other reason for such immediate mistreatment. You wouldn't guess from glancing over the reviews on hotels.com how deep people's experiences here gets. Please read them all! There are so many more horrible reviews that are true. This hotel has an unbelievably rude staff & manager named Art. They don't want to help at all. I asked for a different room and they acted as if I asked for a kidney. Very rude and unprofessional! I had to leave the hotel due to the mold smell. And while in the room, I had to ask for a screen because the window was open to air out this nasty room and the bugs were coming in. Apparently me asking for a screen was an issue too.",November 2022,none,Traveled on business,none,none,none,none,none,none,none,2,291
none,15 contributions,1.0 of 5 bubbles,This is not the place your looking for…,"First of all, it seems like a great deal when you see the low prices for the area. The pictures look great and the location is also very close to the triangle, beach, etc. however, it comes out a price. If you value a good nights sleep, this is not the place for you. If you want to be in a place you feel safe, it is also not the place for you. Clean sheets, not a chance found hairs and stains on ours. The mattresses are akin to a slab of concrete. Oh and wear your shoes while walking in the room. It’s cleaner on the sidewalks of Costa Mesa. On a whim, this was a place utilize, but regretfully the savings and deal is not worth the cost. Every time this place was chosen there was either arguing, domestic violence, drunk, and heavy, walking in the early morning in the rooms above",September 2022,none,Traveled on business,none,none,none,none,none,none,none,3,291
1 helpful vote,2 contributions,1.0 of 5 bubbles,Worst place ever,"The manager Art is a horrible person. The pool is empty, spiders in room and webs, graffiti in the restroom cigarette burns everywhere and dirty carpet and mold in room. Check Google and yelp reviews there are a ton of other reviews that show how disgusting this place is. The first room I got had mold in the closet and spiders. I asked if I can get another room and the second room had cigarette burns on the bed cover and curtains. The refrigerator was dented and there was graffiti above the restroom door. Spider webs on the chair handle. I went back to the office and said I couldnt stay in these rooms and that I was wondering if I can share a room with my  in laws. They said that was fine, but I also asked for a refund . The employee said he doesn’t handle refunds and that the",July 2022,none,Traveled with family,none,none,none,none,none,none,none,4,291
1 helpful vote,1 contribution,1.0 of 5 bubbles,Horrible service and management,"My family and I have stayed here a few times for several days at a time. It was never the best, but fit our needs financially and location.  We checked out today and did not have enough room in our vehicle.  My wife and daughters stayed behind outside the hotel as I went to storage to drop a few items off.  The manager of the hotel asked them if they were staying and she told him that we had just checked out and waiting for me. He told them ""leave now, you are trespassing."" He was extremely rude as she told him we have stayed here several times..he said I don't care, I don't need your business..good luck finding a hotel...",July 2022,Rude manager,Traveled with family,none,none,none,none,none,none,none,5,291
none,5 contributions,1.0 of 5 bubbles,Terrible Hotel,"Curtains had holes in them, cigarette burns on toilet seat, filthy lampshades, dirty and ripped chairs, dirty walls, dirty carpets, cigarette holes on bed blanket, rust on shower curtain, staff is rude",February 2022,I would not stay here anymore so can't give a tip at all.,Traveled on business,none,none,none,none,none,none,none,6,291
4 helpful votes,2 contributions,1.0 of 5 bubbles,This place is closed!!!,"Booked a reservation through Expedia. When we got there, the furniture was in a pile, and the front desk guy would not give us a refund. Contacted Expedia, they won't give us a refund. Contacted Super 8 parent company, Wyndham, they won't give us a refund.  DO NOT book a room at this hotel, it is closed permanently!!",September 2021,Do make a reservation for this place.,none,none,none,none,none,none,none,none,7,291
none,1 contribution,1.0 of 5 bubbles,DO NOT STAY HERE!! YOU WILL GET RIPPED OFF,"I made reservations two weeks prior to going there, the day we showed up, there was a swarm of police surrounding the hotel.  Waited 30 minutes in my vehicle, with my family, when I finally got the OK from police to get out.  The Police officer, said to me ""you need to go somewhere else, this is not safe for your family"".. When I went to the lobby to cancel, the young lady who was working looked like she was strung out on drugs, and others were sitting in the lobby, while keeping a line of ppl trying to get help, getting upset.  She then told all of us, if you booked through 3rd party, you call them directly, and walked out with a person, that looked local and on drugs themselves!  This is not the place to stay, and to this day I am still fighting them to refund me my money for",July 2021,none,none,none,1.0 of 5 bubbles,none,none,none,none,none,8,291
3 helpful votes,1 contribution,1.0 of 5 bubbles,Do not stay here if you value security and safety,"The staff made me remain in the lobby to check in for a reserved room for almost 3 hours, and could not provide me a keycard -they had to let me in.  They misjudged how many days I was to stay there, and removed my property from the room without my permission and stole my business laptop.  Then they moved me to another room, and the following night, I found someone else staying in the room and had to sleep in my car because no one was available in the lobby or anywhere else.",July 2021,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,9,291
3 helpful votes,1 contribution,1.0 of 5 bubbles,DO NOT STAY HERE,"I did not even get a chance to get the keys to my room,as I left out of safety concerns for myself and my child. The receptionists appeared to be high on speed and looked unclean, unkempt, and unprofessional. The lobby was a mess, and the back counter of the office had photocopies of people's credit cards scattered across the counter. Not sure what happened to those credit cards and I hope the security of the accounts was not breached, but I am not hopeful. The receptionist was not aware of my reservation, and although it was 10pm when I arrived, said she was ""not sure if my room would be ready"". WHAT? It was late at night. She then disappeared and I never saw her again. During the time I was waiting in the lobby, a man, appearing to be homeless, came in visibly wasted,",July 2021,Do not stay here,none,none,none,none,none,none,none,none,10,291
