Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
2 helpful votes,3 contributions,5.0 of 5 bubbles,Great place to stay!,"This is a very cozy , quaint place in excellent location. Nice friendly staff, clean rooms! The breakfast was very good as well . The pool and hot tub was the perfect temperature I like hot tub at least 103 . Great place here!",February 2023,none,Traveled with friends,"Good Morning Jesus:  Thanks so much for your review feedback ""...excellent location. Nice friendly staff, clean rooms!""  BTW, ""clean"" is the #1 compliment we receive from guests, ""friendly staff"" is #2 ^_^.  We look forward to seeing you soon Jesus.  Safe travels.",none,none,none,none,none,none,1,19
3 helpful votes,2 contributions,5.0 of 5 bubbles,Visiting New Grandbaby,"Quaint hotel with a beautiful homey atmosphere. The grounds are beautiful with all the blooming flowers. Very clean, friendly staff and easy to get around. In walking distance to restaurants and some shopping. I will definitely stay here again.",May 2022,none,none,"Hello Karen:  Congratulations on your new grandchild! ^_^  Thanks so much for your review and feedback ""Very clean, friendly staff....walking distance to restaurants...."".  BTW, ""clean"" is the #1 compliment we receive in online guest reviews, ""friendly staff"" is #2.  We look forward to seeing you again soon.",none,none,none,none,none,none,2,19
none,1 contribution,1.0 of 5 bubbles,Rude and mean front desk staff,"The person in this picture has zero customer service skills. NEVER STAY HERE !!! On our check in for a 2 night stay for 2 couples, the front desk only handed us one (1) card key because they said they ran out. When we came really late the second night of our stay because of double century cycling event, we can’t wake up our friends anymore who are already sleeping in the room from exhaustion with all our belongings inside the room, this guy  refused us entry because he said we don’t exist since the booking was under our friend’s name !!!! He was very rude, mean, and did not even try to listen to our explanation on why we were locked out. We ended up sleeping in our car as it was already 3 am. I WILL NEVER GO BACK TO THIS LODGE !!!!!!!",February 2023,none,Traveled as a couple,"Thank you for the opportunity to reply to your review.  As a matter of security the Lodge does not provide room keys to individuals that are not registered to stay with us.  We provide the number of room keys requested by the guest.  In this incident , a non-guest tried to gain access to a guest room at 3AM, the Front Desk Officer tried to help her; however, she did not answer questions correctly (What is the guests address? What is the guests phone number?).  In addition the woman trying to gain access did not have ID.  She became verbally abusive and threatening, all captured on lobby camera.  Guest identified as ""unwelcome""",none,none,none,none,none,none,3,19
12 helpful votes,14 contributions,4.0 of 5 bubbles,Great place for a base for sightseeing in Southern California,"The hotel room I stayed in was very spacious and had a great amount of facilities.  The continental breakfast was plentiful with a good choice of options available.  Yes there are a few signs of wear and tear but by no means was the room unclean and with the door open you can hear the traffic but that's the downside to having such easy access to the freeway.  I was on the end of the block by the road and slept very well, even the fire engines were minimal but then I'm used to city noise.  Overall I would stay here again and recommend.",January 2023,none,Traveled solo,"Hello Sam:  Thanks so much for your review and feedback ""Great place for a base for sightseeing....continental breakfast was plentiful...slept very well. Overall I would stay here again and recommended.""  We look forward to seeing you again Sam, safe travels in 2023.",5.0 of 5 bubbles,none,none,none,none,none,4,19
52 helpful votes,68 contributions,5.0 of 5 bubbles,Nice hotel suitable for exploring southern california,"Stayed here for an extended time over the holidays - room was very neat and cleaned when required upon putting the 'clean me' sign on the door. we had a room on the second floor so had a small balcony and long windows , nice addition.  Breakfast is included for free so that is a good bonus even if it is just continental items, its good to get something to grab and go to set you up for the day. The pool area and the hot tub area is nice but the swimming pool looked a bit dirty and could do with a paint job plus its not heated so only used the hot tub which was nice to sit in at this time of year! Location is handy as it just right of the i5 so handy for traveling south to san diego, north to LA, and disneyland themeparks and near to the beach cities of laguna and newport. plenty",December 2022,ask for a second floor room with balcony,Traveled as a couple,"Good Morning Carson:  Thanks so much for taking the time to write a review, and for your review rating of 5 out of 5.  We appreciate the detail in your feedback ""Nice hotel....room was very net and cleaned when required upon putting the ""clean me"" sign on the door....Breakfast is included....walking distance to BJ's, In-N- Out....liked the Christmas decorations...."".  As a family owned business we thank you for your business.  Travel safe in 2023 Carson.",5.0 of 5 bubbles,none,none,none,none,none,5,19
none,1 contribution,5.0 of 5 bubbles,Great stay! Super comfortable!,The rooms were nice and cleaned well. A good deal overall for a quick visit and liked that I was able to feel comfortable and safe while in town. Would recommend if you are passing through or need to rest!,January 2023,none,Traveled on business,"Hi Lexi:  Thanks so much for your review score of 5 out of 5, and for your headline Great stay!  Super comfortable!"" We appreciate your recommendation ""Would recommend...."".  Please come back soon ^_^.",none,none,none,none,none,none,6,19
75 helpful votes,110 contributions,5.0 of 5 bubbles,Comfy,"Very comfortable stay.  Didn’t get one of the upgraded rooms, but very clean and well laid out. Be forewarned that only one of the buildings actually has an elevator!  The continental breakfast was modest, but everything was super fresh.  Only got a glimpse of the gardens on our way out.",January 2023,none,Traveled with family,"Happy New Year Linda:  Thanks so much for your review score of 5 out of 5, and for your feed back ""Very comfortable stay....very clean.""  We just finished our review of online guest reviews and we had 6,400+with ""clean"" as the #1 compliment.  Thank you for recognizing our housekeeping team ^_^.",none,none,none,none,none,none,7,19
none,1 contribution,5.0 of 5 bubbles,Relaxing Stay,"My wife and I have stayed at Laguna Hills Lodge multiple times in the past 5 years. We always enjoy the continental breakfast, and we find our rooms have everything we need to relax at the end of our day after visiting friends and family.  We highly recommend Laguna Hills Lodge.",January 2023,none,none,"Happy New Year Bill:  As a family owned business we thank you for your repeat business!  We appreciate your feedback ""...we find our rooms have everything we need...."".  Safe travels Bill, we look forward to seeing you again soon ^_^.",none,none,none,none,none,none,8,19
none,none,5.0 of 5 bubbles,Perfect and convenient!,I needed a local place to stay when I visit my daughter in Laguna Beach.  This place was perfect - convenient and priced right.  The room was clean and comfortable.  This will be my place to stay while daughter is in college for the next 4 years!,October 2022,none,Traveled solo,"Happy Holidays Trish:  Thank you for your headline ""Perfect and convenient!"", and for your feedback ""The room was clean and comfortable.""  BTW, ""clean"" is the #1 compliment the Lodge has received in over 5,000 guest reviews ^_^.  We look forward to seeing you soon.  Safe travels.",none,none,none,none,none,none,9,19
3 helpful votes,4 contributions,5.0 of 5 bubbles,Great Hotel! Thankful they didn’t have carpet in the room.  Location convenient - loved spending the day in Laguna Beach,"Great Hotel staff, very friendly. - Thanks Mario, appreciate all your help. The location was close to everything. Loved spending the days in Laguna Beach.  They had 4 different buildings. Could park right in front of my room. Not confusing to get around and very quite.",November 2022,none,Traveled solo,"Hi Karin:  Thanks so much for all of the detail in your review.  We appreciate your feedback ""Great Hotel....Location convenient - loved spending the day in Laguna Beach.....Could park right in front of my room....very quiet"".  Karin, we look forward to seeing you again soon ^_^.  Safe travels.",none,none,none,none,none,none,10,19
