Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
7 helpful votes,3 contributions,5.0 of 5 bubbles,Very Good Value,"The motel is a very good value. It is well maintained with excellent service. It is also conveniently located. However the convenience of the location does place it close to the Interstates. The traffic sound is fairly constant, but did not interfere with my sleep. Very satisfied with my stay.",July 2019,none,Traveled solo,none,5.0 of 5 bubbles,none,none,none,none,none,1,238
2 helpful votes,1 contribution,1.0 of 5 bubbles,I wish I could give 0 star.,Rather spend $20 bucks more and stay at best western or at some decent hotel. This place is full of junkies. Front desk lady was rude not enough towels. When requested more towels she said yes in 5 minutes she’ll bring it to our room which never happened. In the morning I mentioned it to her and her reply was I’m so sorry I forgot. Very bad service.,April 2019,none,Traveled as a couple,none,none,none,none,none,none,none,2,238
28 helpful votes,93 contributions,2.0 of 5 bubbles,So ghetto,"Only 2 sets of towels, and they wouldn't give us more!!!!  We made reservations for 4.  WTF.  No facial tissue.  half a roll of toilet paper.  It's right by the freeway and is noisy.  For that price it's a rip off, I've stayed at motel 6 that were better for half the price",November 2018,none,Traveled with family,none,none,none,none,none,none,none,3,238
none,1 contribution,5.0 of 5 bubbles,Wonderful Stay,"Dont know why all others are so negative.  We had a great stay and everybody was real helpful and went the extra mile. It was the best price in the area so we thought we'd check it out, and were pleasantly surprised.",January 2019,Away from Elevator,Traveled as a couple,none,none,none,none,none,none,none,4,238
1 helpful vote,1 contribution,1.0 of 5 bubbles,Modern Day Slavery,The owner is a ruthless abusive they harken back to days of indentured servitude. Working conditions are inhuman and intolerable working conditions which I saw through my own eyes. The worker told me that he is forced to work 18 hours day with a pay of $2 an hour that when i decided to cancel my reservation and leave after i saw the room condition . He said they deny him meals and rest period.They pay him cash and denied him with paystubs and threatened to fire him if he complains. The rooms are nasty and smells like crap. I am surprised how the owner is not in prison for slavery.,January 2019,none,Traveled with friends,none,none,none,none,none,none,none,5,238
none,1 contribution,2.0 of 5 bubbles,Unhappy customer,"One of the most overpriced hotel I have ever stayed in.  Only one wash cloth for two people, no hair dryer, soap so thin it breaks apart when you touch it.  But most of all was the noise the air conditioner made when it came on.  There was no sleeping at night.  It jolted you out of bed when it came on, which was often.",August 2018,"Put more than one wash cloth,  soap that doesn't break when you touch it.  Hair dyer would be...",Traveled with family,none,1.0 of 5 bubbles,none,none,none,none,none,6,238
3 helpful votes,2 contributions,1.0 of 5 bubbles,Run down,"Place was very run down. They tried to cover it up with a poorly done remodel. The bathroom door didn't latch, the outlet near the sink didn't work, the gap under the door was large enough to see outside. The window had water damage and was covered in cob webs. The smoke detector was covered in plastic and a light fixture was falling out of the sagging ceiling. Uncomfortable beds, and freeway noise were bad. We left and ate the money to stay elsewhere.",August 2018,Spend a little more and stay somewhere else.,Traveled as a couple,none,1.0 of 5 bubbles,none,none,none,none,none,7,238
1 helpful vote,1 contribution,1.0 of 5 bubbles,Horrible hotel,"I didn't know that it was next to the freeway and I mean seeing the passengers in the car type as well as the train tracks on the other side.  It was 10pm and the train went by and shook the building and blew the whistle. That happened twice. The room was clean but old, around Motel 6 budget for truckers type. I was there only for a two night stay at an event and was out mostly. The hotels over there are very expensive and I should have forked out $300 a night for something decent to suit my needs. If you want just a bed and a shower, wear ear plugs and there is delightful dining at either In and Out or Carl's Jr on either side with all the truckers.",August 2018,none,Traveled on business,none,1.0 of 5 bubbles,none,none,none,none,none,8,238
none,1 contribution,4.0 of 5 bubbles,Beautifully refurbished room.,Refurbished room was very tastefully done.  Good TV reception. Only 1 washcloth in the bathroom.  Friendly people at the sign in desk.  Our room was quiet even though we were between two freeways. The location is not good--too many big trucks parked everyrwhere.,July 2018,Missed an in room coffee pot.,Traveled as a couple,none,2.0 of 5 bubbles,none,none,none,none,none,9,238
1 helpful vote,1 contribution,2.0 of 5 bubbles,Location for our plans was perfect but...,"Clean, comfortable beds but front desk service was sketchy.  We had reserved a room for 4 but only had two towels and one wash cloth.  Asked and got additional towels but they had no wash cloths.  Maid service was good and came through with what we needed.  The room was basic, no chairs, no hair dryer, no iron or ironing board.  The room is quite noisy as the inn is between the freeway and the railroad.  A/C is incredibly loud!",June 2018,none,Traveled as a couple,none,1.0 of 5 bubbles,none,none,none,none,none,10,238
3 helpful votes,1 contribution,1.0 of 5 bubbles,WARNING ! WARNING ! WARNING !,Words cannot express how bad this hotel is . Trust me do NOT stay at this place . I can go on forever about how filthy the place is and how rude the management is but here is just one example:  One morning I asked for a towel and when i returned to my room I thank God that i just happen to look out the window and I watched this old grumpy maid pull out a filthy towel from the dirty hamper look both ways then fold it up nice and deliver it to me . I was very angry at the possibilty of catching a disease because It was absolutely filthy with blood and other body fluid type stains and was smelly damp and beyond gross. This hotel is one of those type places that is a live in and owner operated by a very large family from another country packed into a big custom suite only to emerge,February 2018,none,none,none,none,none,none,none,none,none,11,238
none,1 contribution,1.0 of 5 bubbles,Noisy and dirty,There was no one to check me in. I had to use my cell phone to call the hotel to let them know I was there. My room was very dirty and dusty. In addition there was very little furniture in the room. The room was very noisy. The plumbing was very loud whenever any other room used the water. The toilet took for ever to fill and was very noisy. There is also a lot of traffic noise and a train that goes by.,February 2018,none,none,none,none,none,none,none,none,none,12,238
none,1 contribution,1.0 of 5 bubbles,One Night Stand,"We got to the hotel and it took almost 10 minutes for the guy to give us a room key and when we got to the room it wasn’t any better. Bathroom door didn’t close, shower handle was broken, tv remote was broken... it was a bunk operation.",January 2018,none,none,none,none,none,none,none,none,none,13,238
none,1 contribution,2.0 of 5 bubbles,Not what I thought,"Thought I had reserved a queen with sleeper sofa, had a king with a suite & love seat. Got moved to room with 2 queens. only had 1 wash cloth, no table lights for reading they are in the 10' ceiling a couple of feet from the beds. Across the street from Amtrac, did hear them at night but not real loud. TV remote would scan thru stations but unable to stop it on a channel you wanted, got a new one & couldn't turn TV off with it, OH NO I had to get out of bed & turn it off. Traffic line in front of Inn for In & Out Burger. Had to pay for ice! Would not stay again. IT WAS CLEAN & PERSONAL WAS NICE.",August 2017,none,none,none,none,none,none,none,none,none,14,238
none,1 contribution,1.0 of 5 bubbles,If you like ants stay here,Our room floor was dirty and the bed sheets had black dirt stains on them. The suite also had ants crawling around the entire room. My kids were afraid  to close their eyes and didn't sleep well. If were weren't so tired from a family event we would have just packed up and went home late that night. For $165 a night I would have expected more and will never stay here again.,July 2017,none,none,none,none,none,none,none,none,none,15,238
