Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,2 contributions,3.0 of 5 bubbles,Its a room,"We stayed in one of the 3rd floor rooms (#331). It was clean, no bugs. No fan in the bathroom. Nice size TV on the wall. We were asked to not smoke in the room. We followed the rules, and I did get my $100 deposit back. I know this is probably most peoples' concern.",February 2023,none,none,none,none,none,none,none,none,none,1,266
1 helpful vote,none,1.0 of 5 bubbles,A terrible hotel! Don’t stay there,This is a terrible establishment. It is going through a renovation but I was placed in one room that was downright scary. I complained and was placed in a room where the heat didn’t work. It was 1:00 am and I just toughed it out. It is truly a cheap place in price and quality.  Asked for a refund on that night and to cancel a second night.  Wound up wasting $207 dollars. Plenty of other hotels available. Don’t let my mistake be yours. Don’t stay here.,January 2023,none,Traveled solo,none,none,none,none,none,none,none,2,266
none,1 contribution,1.0 of 5 bubbles,Don't,"We looked at this location in an effort to save a couple bucks. We arrived here well after 11pm to check-in. The lobby was being renovated and we weren't able to enter. The lack of lighting on the walkways at night is concerning. Old furniture and construction debris is abundant throughout the location. Be very careful walking on the 2nd floor tile walkway in the rain. Our room was 331 and upon arrival it looked like a remodel was attempted. Rusty light fixtures, as well as rust in the bathtub. The bug on the pillow was a big red flag, but my wife was trying to remain upbeat about our trip. The next day when we returned from Disneyland there were a couple more bugs in our room. Later that evening we were awakened by someone beating on our door. It was a lady asking if I knew the",December 2022,Don't stay here,Traveled as a couple,none,3.0 of 5 bubbles,none,none,none,none,none,3,266
none,2 contributions,2.0 of 5 bubbles,Friendly but could be cleaner.,Friendly greeting but rundown place. Peeling wallpaper. Fridge leaked & had food left in it.  She copied my credit card which I called and cancelled afterwards after reading reports of fraud from here.  The office is under renovation so no breakfast. Hopefully they're upgrading the whole place. It needs it.  I think the young lady who helped me is the owner and she tries to run and clean the place on her own w a toddler on hand. Think she's trying her best but I wouldn't stay here again with all the other options in the area,December 2022,Very small and tight parking lot/spaces. No breakfast. Loud street noise,Traveled with family,none,none,none,none,none,none,none,4,266
none,1 contribution,2.0 of 5 bubbles,Not very clean,"We stayed here last week and figured we just needed a clean place to sleep and store our bags while we did Disney all day so we weren’t looking for much.   We were disappointed to find it wasn’t clean and we were hesitant about leaving our bags there as a result.   There were foreign long hairs wadded up on the floor of the bathroom and on the walls of the shower. I made the mistake of looking under the bed when we were leaving to check for personal items….there was a lot of dirt, dust bunnies and food wrappers that didn’t belong to us. My sister in law stayed a few doors down and killed 3-4 cockroaches in the 3 nights we stayed there. We checked for bed bugs and didn’t see any thankfully.   On the plus side, the AC worked. There was a bus stop close by that takes you to Disney",July 2022,none,Traveled with family,none,none,none,none,none,none,none,5,266
none,2 contributions,1.0 of 5 bubbles,Never Again !!!,It was terrible !! I booked this room 7 months ago ; we get here in time to eat and go to bed in anticipation of Disneyland the next day . We get in the room and only one of the outlets in the whole room works..not to mention broken lights between the beds . Anyways...2 hours later with manager coming in and out flipping lights on and off with the breaker...we end up with extension cords linked together all over the room !!! Grrrr.!!!,December 2021,none,Traveled with family,none,none,none,none,none,none,none,6,266
2 helpful votes,7 contributions,1.0 of 5 bubbles,"Walked right in, and walked right back out","This is the most disgusting place I have ever walked into. I booked with Hotwire and called them that they better refund me or find me another hotel because that place was filthy! Stains, dirty! Disgusting",July 2021,none,Traveled with family,none,none,none,none,none,none,none,7,266
2 helpful votes,1 contribution,1.0 of 5 bubbles,Worst,Unless you want drugs offered to you at your door & fraud happening to your card then this place is for you! Took an hour just to checkout because of the fraud happening and me calling them out. Never will i even look at this place! The pictures? Not what you get at all. Do not stay at this place. Spend a little more and go elsewhere,January 2021,none,Traveled as a couple,none,none,none,none,none,none,none,8,266
45 helpful votes,309 contributions,3.0 of 5 bubbles,"average, not bad","motel was ok, not that close to Disney, but stil 15-20 mins walking distance. Shopping center was at driving distance, around 10 mins. Breakfast was basic, coffee, muffins. Chosen this one as our family of 4 was budget travelers. Parking free and reserved for customers, just in case notify them in advance.",March 2020,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,9,266
71 helpful votes,345 contributions,1.0 of 5 bubbles,Don't believe travel site reviews,"As I have seen someone else say this, it is true.  We should have checked Yelp before booking this hotel.  I'll start with the Pros--close to Disneyland park.  We walked every day from hotel. Cons--many-the pics will speak for themselves.   Rust everywhere, peeling paint on ceiling,  outlets would not hold the plug in unless you propped up something against it, no wash cloths one of the days (had to use a small towel to wash my face).  They did have a microwave and mini frig if you need something like that.  The breakfast is VERY minimal,  small muffins, juice and coffee.  There is no hairdryer so bring your own.",March 2020,none,Traveled as a couple,none,none,none,none,none,none,none,10,266
