Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,2 contributions,2.0 of 5 bubbles,Unfinished cleaning,"It takes too long to check in. Rooms are fine. As pointed out in a comment from 2017, they do not do the complete cleaning of the room (despite their promises). When I came back, I found unmade bed, dirty glasses, and that they have not refill the coffee.",February 2023,none,Traveled on business,none,none,none,none,none,none,none,1,311
32 helpful votes,132 contributions,5.0 of 5 bubbles,One Restful Night,This hotel was a perfect place for us to get a good night rest after having two sleepless nights in and a long journey from Las Vegas. This is about 40 mins from Disneyland where we dropped my daughter and her boyfriend.  The room and the surroundings of this hotel looked really clean. It seemed a quiet place to be. The receptionist was quite friendly or shy. Breakfast was absolutely great cos my stomach did not complain afterwards. Parking space is massive. I think I noticed a small swimming pool if I was not hallucinating from lack of sleep… lol. I highly recommend this hotel.,June 2022,The parking space looks massive.,Traveled as a couple,none,none,none,none,none,none,none,2,311
none,1 contribution,4.0 of 5 bubbles,Bring a sleeping mask,"We had an early check in with no hassle, the room was clean and orderly.  The shower curtain was beginning to get ripped. Beds and pillows were ok, no sagging mattress which is a usual problem in hotels Biggest set back were the room curtains, they were too short thus the outside light got in. Luckily I had my sleeping mask with me Overall this stay was a good deal",November 2022,none,Traveled with family,none,none,none,none,none,none,none,3,311
12 helpful votes,32 contributions,3.0 of 5 bubbles,"Mediocre, but fits the price range","This place had good reviews on Booking and Google Maps, but looks like TripAdvisor is the more accurate. It's a very mediocre place.  Upon arriving, the parking lot is small, but is still large enough that there should not be any issue finding a parking spot. There are plenty at the far end of the lot. It is well lit at night. The neighboring lots are some auto repair businesses, some apartments, and empty/deserted lots. So not the greatest of views.  Upon arriving at the check-in counter, I was greeted by an unfriendly, unsmiling front desk clerk. It was all business. He put his hand out without saying anything and I had my credit card and ID ready, but someone else might wonder what are you asking for. I booked directly on ChoiceHotels website, instead of through third-part,",September 2022,none,none,none,none,none,none,none,none,none,4,311
2 helpful votes,1 contribution,5.0 of 5 bubbles,Quality service at the Quality Inn,"From the moment we arrived we were greeted by friendly staff. Excellent customer service. Rooms were clean and comfortable. The in room safe was a great feature.  The complimentary hot breakfast was really good. Clean and quiet outdoor area. Great location, close to shopping center and other stores. And easy highway access.",June 2019,none,Traveled with family,"Dear Guest,  Thank you very much for your stay at Quality Inn & Suites Westminster- Seal Beach and taking the time to share your recent experience. It is a pleasure for us that the location, great breakfast, clean room, and facilities were to your liking and that you found our staff great. Our staff are genuinely passionate about looking after our guests and delivering the best service to all of them. We will be sure to pass on your kind feedback to them who will be honored to hear that they contributed so significantly to your experience with us. Thanking you again for your feedback and comments in which are so vital to us here. We look forward to the opportunity of welcoming you back to our hotel soon.  Kind Regards, Quality Inn & Suites Westminster- Seal Beach 714.898.5598",none,none,none,none,none,none,5,311
12 helpful votes,16 contributions,5.0 of 5 bubbles,"2 month stay at Quality Inn in Westminster, CA.",I needed a low cost solution for working in Huntington beach for my wife and I.  The hotel is located to nice locations we always walked to.  This was a nice hotel which was clean and served a hot breakfast 7 days a week and had no problems.  I would recommend this hotel.,March 2019,none,Traveled on business,none,none,none,none,none,none,none,6,311
1 helpful vote,1 contribution,1.0 of 5 bubbles,Anti-Bike Policy  BEWARE,"If I could give less than one star I would.  I showed up exhausted this evening and the gentleman on duty, Tony Ong (who could not even be bothered to have his name tag on right side up) advised that this is a bike-free motel.  I was not allowed to leave my bike in the room or we would be ""evicted"".  Nor did Tony provide any solutions for storing my bike.  I have traveled with bikes (this time only one) for years and never had an issue from upscale hotels to dingy motels like this one. I was not even aware that there was such thing as an anti-bike policy.  I literally had  to book another room 30 minutes away after a day of driving.   Do they not allow strollers in their room.  If you can fit it in the room what does it matter.   I just post this as a warning as this motel",April 2019,Stay at The Hills in Laguna.,Traveled with family,"Dear Guest,   Thank you for your review. Please accept my apologies for the fact that we did not have guest's approval upon your visit. In fact, we did not express our opinion regarding bike policy. It is against our privacy policy and for security purpose we could not give out room key for un-registered guests. However, your comments have been already shared with our staff so we could handle these issues properly in the future. We truly appreciate your input in helping our hotel to improve our services, and my apologies once again.   Sincerely yours,",none,none,none,none,none,none,7,311
24 helpful votes,59 contributions,3.0 of 5 bubbles,Perfectly good motel,"An older, but well maintained property closer to the 405, but not too close. The rooms are large and clean. The bed and pillows are comfortable. There are many restaurants nearby and a grocery store too.",March 2018,none,Traveled on business,"Dear Raymond,   Thank you for taking time to share your experience about your recent stay at our hotel. Our team try our best effort to provide our guests a superior service.  Again, thank you very much for your business and we hope to see you soon whenever you will travel to our city.  Warmest Regards,  Tiffany Trieu  Assistant Manager  Quality Inn & Suites 6601 Westminster Blvd, Westminster, CA 92683 Tel: 714 - 898 - 5598 Fax: 714 - 895 2140",none,none,none,none,none,none,8,311
2 helpful votes,59 contributions,4.0 of 5 bubbles,Comfortable.,"My fiancé and I stayed in room 304, which was quiet with a view of the street, for two nights on our Disney trip. Disney is only about 20min drive away and the room was clean and worth the $72 rate on the hotel website. Make sure you bring a card with a chip to pay for your room, or bring cash. Staff were all very helpful and attentive. Breakfast ended at 10 and included novelty waffles from waffle irons, cereal, eggs, sausage, bacon, yogurt, bagels, toast, juices, etc, all nicely maintained and kept fresh by the lovely breakfast staff lady. Air-conditioning cooled us down fast after being outside all day and the mini fridge froze our water bottles quickly . Toilet/shower were in a small room. We checked and there were no bed bugs. The only off-putting, and frightening instance",October 2017,none,Traveled as a couple,"Dear Guest,  Thank you for taking time to share your experience on your recent stay at our hotel. Thanks for mentioning about our breakfast menu we proved. Our pricing for rooms is competitive. It is our mission to provide our guests with the best service possible. Sorry for a little inconvenient for you about the towels and we shared your feedback with the rest of our team. Thank you again for your feedback and we hope to serve you again soon.  Best Regards,",none,none,none,none,none,none,9,311
1 helpful vote,1 contribution,1.0 of 5 bubbles,Bed bugs!,"Bed bugs!!! We stayed Aug 4th-7th in room 309. My daughter was chewed up bad, two nights. After the first we figured sand fleas from the beach, or ..something... we never thought of an infested room. The last night we found one of them and took it to the front office. They admitted it. Said they had the mattress replaced the previous week and that they had sprayed. We packed our clothes in plastic bags, and when we got home we had to do laundry out of the backyard.   No settlement was offered from the staff. Said we would have to contact the manager by phone, which we did do. Their offer of 1 free night and 10% off the other two nights was not acceptable. This wasn't a situation that happened, this was an ordeal. I put her off and contacted corp, Choice Hotels. They did nothing.",August 2017,none,Traveled with family,"Thank you for your comments and review. We had the opportunity to discuss this matter  with you personally. All rooms are treated to avoid any bed bugs.  Again, our sincere apologies.",none,none,none,none,none,none,10,311
