Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,2.0 of 5 bubbles,Warm and cold running water,"Unheated hot tub; warm water in the shower (a baby's formula would be served hotter than the water coming out of the sink and tub/shower). Mold on the wall next to the bed. Stains on the sheets, burnt holes in the bedspread.  Linoleum floor that hasn't been mopped recently (or mopped with filthy water). No in-room phone - if you want to complain to the front desk about a noisy neighbor at 12:15 a.m. you'll have to get dressed and walk.  Broken dresser drawer.  This place advertises a hot tub, but a hot tub that is unheated is not a hot tub, in my opinion.  On the plus side: Microwave, mini-refrigerator, and TV worked great. Really close to Knott's Berry Farm. Day clerk very helpful. (That's why it gets a ""Poor"" instead of ""Terrible"" rating.  As much as I like the location, I",October 2022,none,none,none,none,none,none,none,none,none,1,381
128 helpful votes,487 contributions,1.0 of 5 bubbles,What can I say....,"The man at check-in was very nice and took care of us quickly.  I chose this hotel because of its proximity to Knotts's Berry Farm Hotel as we were at the Knott's Hotel for a convention.  After check-in it went down a cliff. The stairway is beyond filthy, the hallway was just as bad. We wondered what awaited us behind the door. Well, an unswept floor, towels the size of towels from the fifties and probably not bleached since then. They knew there were three of us and we didn't have enough towels for even one shower. No bathmat, Oh, I could go on. But, I'll jut say stay away. They offer a microwave if you have one cup of coffee you want warmed up. That's about all that fits in it.  The homeless problem is right there reminding you that you made the wrong choice. AND, there is no",March 2022,Just stay away and spend your money somewhere else.,Traveled on business,none,none,none,none,none,none,none,2,381
79 helpful votes,163 contributions,1.0 of 5 bubbles,What a disappointment!,Arrived about 10:30 pm and found myself in the middle of a pre/teen party. There were kids running all over the hotel. They were BBQ big at that time of night. Room smelled horrible. No hair dryer. Towels were so small and rough I thought they were wash rags. Was supposed to stay a week. Checked out next morning.   Never again!,September 2020,none,Traveled with family,none,none,none,none,none,none,none,3,381
2 helpful votes,1 contribution,1.0 of 5 bubbles,Can't leave a negative number,Worst hotel ever. I have been a choice hotels member for 13 years. Booked this hotel as we were in area for cancer followup and needed a place to sleep.  Facility was dirty. Walls were chipped up. Both beds in room were dirty. One had male body hair in the sheets and the other had a bodily stain in the center that was not urine.  We cancelled and stayed at the Holiday Inn nearby.  It was a little more expensive but at didn't run the risk of an STD by staying there.,March 2020,Go somewhere else,Traveled on business,none,none,none,none,none,none,none,4,381
15 helpful votes,9 contributions,2.0 of 5 bubbles,You get what you pay for,Internet is beyond poor walls are paper thin the only redeeming quality is the location . i I.would never stay here again pay a little more go somewhere else check out the Radiisson  just up the road This hotel is in need of major updating,October 2019,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,5,381
42 helpful votes,37 contributions,3.0 of 5 bubbles,An affordable & clean stay with a great location,"Overall definitely a great stay, all the essentials of prime location, AC/heat, hot warm, and clean beds are met here! This hotel is located within walking distance to food and fun; I was able to park my car and walk to Knott’s Berry Farm and to quick bites. They have lament flooring which is so much cleaner, however, due to the lack of carpet it can get noisy. Also, breakfast is skimpy so don’t expect to fill up on it. Great deal for sure!",October 2019,none,Traveled with friends,none,none,none,none,none,none,none,6,381
68 helpful votes,21 contributions,1.0 of 5 bubbles,This hotel is absolutely horrible.,"I can't even begin to tell about everything that is wrong with this 'hotel' because i'm sure i'll miss something, but i'll try:  :: Staff is rude, they hardly speak any english, I even saw them arguing with a customer (yelling at her). :: I killed 7 (yes, 7) cockroaches  :: The A/C has never had any type of maintenance :: The room smells like pee, absolutely disgusting :: Breakfast is a JOKE, the orange juice tasted horrible the first day, and even worse the 2nd day, so i didn't try the 3rd day. :: Carpet, linens, pillows, etc are old, ragged and smelly. :: Cleaning service is a JOKE too, all they do is change towels :: The shower pressure is non existent :: I have to mention again the horrible pee smell in the room :: I heard several other customers complaining about",September 2019,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,7,381
76 helpful votes,279 contributions,4.0 of 5 bubbles,More than adequate place,"Stayed here for a week and were more than happy, had everything we required refrigerater, microwave, Free Wifi, pool, hot tub, laundry and a basic breakfast. Staff were friendly and helpful, room was quiet yet was easy to access being a couple of blocks from the 91",July 2019,Probably an upstairs side room would be quietest....no noise from neighbors above,Traveled as a couple,none,none,none,none,none,none,none,8,381
19 helpful votes,8 contributions,5.0 of 5 bubbles,Knott’s trip,This hotel is in a great location right across from Knott’s berry farm. Which was awesome. The staff are very nice and helpful .  What’s neat is you can hear the roller coasters from the hotel.  It’s a nice family hotel.,June 2019,none,Traveled with family,none,none,none,none,none,none,none,9,381
63 helpful votes,70 contributions,2.0 of 5 bubbles,Not so close but not so far,"Staff was great !!!!    Being a snob (lol)  and not even considering a 2 star usually,  I took a chance for the convenience to Knott's Berry Farm. Well like I said the staff was great upon arrival which was a plus The hotel is old so you need to know that going in and it shows For a quick layover just to sleep for cheap it fits the bill, but I wouldn't stay more then a night. The breakfast was a joke and shouldn't even be offered it consisted of bread for toast, 2 types of cereal, and a sweet roll.  Maybe they have an agreement with IHOP which is right in front of the hotel not to feed the guest so they go to the restaurant instead, not sure but I wonder. Now it is near the main gate but not really because you have to walk a couple of blocks and then cross over a busy street and",June 2019,The second Floor is your best bet,Traveled with family,none,none,none,none,none,none,none,10,381
