Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,none,5.0 of 5 bubbles,Exceptional 5 Star Service!,"Aside from the normal… Clean hotel, comfortable beds, delicious warm breakfast, excellent location… This hotel went above and beyond and being accommodating. I want to send a huge shout out to one of the girls at the front desk, Daisy. She had no obligation to go the extra mile for me, but she did. there’s nothing I appreciate more than outstanding customer service. I’ll be back and I will always recommend this hotel!",October 2022,none,none,"Hi K3811KCmarciat, Thank you so much for taking the time and leaving a positive review about your stay with us. We appreciate the kind feedback with regard to our delicious breakfast and our property. I am so pleased to hear my staff members were able to accommodate your needs, especially Daisy. I will be passing your message along to my staff and Daisy. Again, thank you for choosing us. We look forward to seeing you again. Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,18,99
none,1 contribution,5.0 of 5 bubbles,A wonderful place to stay!,"We had never traveled to the Newport Beach area and this was a wonderful place to stay. Very convenient, close to everything and the staff was amazing. Breakfast staff kept everything stocked and Eric and Maria were so nice when they checked us in.",September 2022,none,none,"Hi Sarnas, Thank you for your kind feedback regarding your recent stay with us. Our staff love to hear when we are able to make a guests stay a great one, I will make sure we pass along the kind words to them. We hope you will visit us again the next time you are in the area! Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,19,99
1 helpful vote,6 contributions,5.0 of 5 bubbles,Excellent staff and hotel,Excellent staff and hotel.  Thank you to Maria for helping make our visit even more special.  We were visiting during our honeymoon tour down the west coast.  Very clean and great location.  10 out of 10.  Looking to return on a future anniversary,September 2022,none,none,"Hi Soldbysmuk, Thank you for your kind feedback regarding your recent stay with us. Our staff love to hear when we are able to make a guest's stay a great one, I will make sure we pass along the kind words to them. We hope you will revisit us the next time you are in the area!  Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,20,99
none,1 contribution,5.0 of 5 bubbles,Great value,"This is a great hotel. Nice location, cute set up and a very short distance from Balboa and Newport. Walking distance to a few restaurants. It is clean and has a great free breakfast. Staff is friendly and was accommodating to our needs. It is also quiet and low key. They do have a small, outdoor pool and also an exercise room. I will stay there again and I definitely recommend!",September 2022,none,none,"Hi Jmesa88, Thank you for your kind feedback regarding your recent stay with us. Our staff love to hear when we are able to make a guests stay a great one, I will make sure we pass along the kind words to them. We hope you will visit us again the next time you are in the area! Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,21,99
none,1 contribution,5.0 of 5 bubbles,Good hotel overall,"Hotel was good. Clean. Location in Newport was nice. Staff was friendly. It’s ridiculous that you have to pay extra for parking when you pay $200+ a night already. $22/night extra for parking.. Overall, though, it was good.",September 2022,none,none,"Hi Dutchgurl90, Thank you for bringing this to our attention. We apologize for the inconvenience you faced during your stay, as that is not up to our normal standards. We will share your feedback with our staff and make the necessary changes. We hope you choose to stay with us again, so we can show you our true level of service.  Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,22,99
none,1 contribution,5.0 of 5 bubbles,Above and beyond!,"We had the best time celebrating my daughter’s birthday here!  Huge shout out to Taise who decorated our room before we arrived.  She put up Balloons, a huge birthday sign, snacks, a nice card and even the front of the door was decorated! Thanks to Katie for doing way more than just a card as I requested.  Also Deshawn at the front desk was super helpful and personable when we checked in.",September 2022,none,none,"Hi Shannon, Thank you for taking the time to let us know about your recent stay with us! We are ecstatic to hear that you enjoyed your stay, and found our staff and location to be a great value for you. Our team always appreciates kind words, so I will make sure your words are passed on to them. We hope you will stay with us again the next time you are in the area!  Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,23,99
93 helpful votes,158 contributions,5.0 of 5 bubbles,First rate beach hotel,"Great beach hotel. Quiet rooms, plenty of room, fridge, great A/C.  Good breakfast with scrambled eggs bacon and pancakes. Parking was easy, always had a spot.  Katie the manager was super nice, and changed my reservation twice in an hour to accommodate the day of travel American flight cancellation and then a last minute Delta booking. Thanks for making this trip a pleasure. Newport Beach rocks!",September 2022,none,none,"Hi NadTDestin, Thank you for taking the time to let us know about your recent stay with us! We are ecstatic to hear that you enjoyed your stay, and found our staff and location to be a great value for you. Our team always appreciates kind words, so I will make sure your words are passed on to them. We hope you will stay with us again the next time you are in the area!  Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,24,99
none,1 contribution,5.0 of 5 bubbles,Beach trip,"Rooms were clean, it was affordable and the staff were great! It was a last minute trip to escape the heat and it turned out to be a great trip.  Katie at the front desk did an excellent job accommodating us.",September 2022,none,none,"Hi Gardji1, Thank you so much for taking the time and leaving a positive review with us! I am pleased to hear you were able to cool off at our location during your time here with us. Your feedback means everything to us and I'm glad to hear Katie was able to accommodate you during your stay. I'll be passing this review over to Katie. Again, thank you so much for staying with us. We look forward to seeing you here again. Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,25,99
3 helpful votes,6 contributions,5.0 of 5 bubbles,A nice stay.,Nice stay. Clean hotel and a great breakfast for a holiday inn. The pool was small but heated to about 84 degrees.  The rooms were well put together. I do wish it was closer to the beach. But a good location overall. The a/c unit in the room was very noisy.,September 2022,none,none,"Hi Betty, First and foremost I would like to thank you for taking the time and leaving a 5-star review us. I am please to hear that you were able to enjoy our heated pool during your time here with is. My staff and I look forward to seeing you here again. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,26,99
none,1 contribution,5.0 of 5 bubbles,Most wonderful exy,"We come here once every year just before Covid hit.  It was great but we were extremely pleased with stay this time than last November.  It was fully booked and the place comes bustling with foreign and local tourists.  The breakfast was real good and the ambiance.  The room is clean and bed comfortable.  The gym is clean and has all basics,  We met a one week front desk employee who is such a people person and gives excellent service with a smile.  Her name is Taise and she works like a pro.  We are glad business is coming back to normal and is picking up after devastating Covid 19 disaster.  I highly recommend this place.",August 2022,none,none,"Hi DayTrip305282, Thank you for taking the time and leaving a 5-star review with us. We are grateful to hear that you choose to stay at our hotel annually! My staff does take pride in our breakfast that is served in the morning, along with our rooms. Taise is actually one of our new hires so I am pleased to hear she's doing a fantastic job. I'll pass the review along to her. Again thank you so much for choosing our hotel. We look forward to seeing you again next year. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,27,99
none,1 contribution,5.0 of 5 bubbles,Three night stay,Excellent!!!! Clean! Staff incredibly nice. Especially Daisy!!!! Would stay again in a heart beat!!!  To have a 200 minimum written rating is ridiculous. Most people just wouldn't do it for your records!,August 2022,none,none,"Hi Juliem, Thank you for your kind feedback regarding your recent stay with us. Our staff love to hear when we are able to make a guest's stay a great one, I will make sure we pass along the kind words to them. We hope you will visit us again the next time you are in the area! Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,28,99
none,1 contribution,5.0 of 5 bubbles,Trip from Maine,Friendly service and great accommodations! Greeted us every morning and night and went above and beyond on services. DeShaun and Katie helped us at the front desk and were both excellent with their service.,August 2022,none,none,"Hi A_Deschenes22, We appreciate the kind words about the hotel and staff during your stay with us. I will be sure to recognize the front desk staff for their efforts! Thank you for taking the time to give our property a 5-star! We look forward to seeing you here again. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,29,99
none,18 contributions,5.0 of 5 bubbles,family trip,"Hotel was clean and spacious. The rooms come with refrigerator and microwave. Plenty of areas to plug in chargers. Bathroom has Dove shampoo, conditioner, body wash, and lotion. Breakfast here was delicious. Some of the hot foods during our stay  included scrambled eggs, omelets, bacon, turkey sausage regular sausage, polish sausage, has browns, and oatmeal with many mix ins( brown sugar, walnuts, raisin, and granola) . They had delicious hot out of the oven cinnamon rolls. Also available was cereal, toast, bagels, and yogurt. I highly recommend this hotel. They were also able to accommodate us with early check in!!",July 2022,none,none,"Hi James,   Thank you so much for taking the time to leave us a review. I am so happy to hear that you enjoyed your breakfast here and the room was excellent. We hope to see you again in the future.  Best regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,30,99
4 helpful votes,4 contributions,5.0 of 5 bubbles,Great stay,"The staff was great, very helpful and professional. The rooms are clean and comfortable.  The location is fantastic, walking distance from a lot of nice restaurants.  And, the price was right.  We will definitely be back.",July 2022,none,none,"Hi DPDrag,  Thank you so much for taking the time to leave a review. I am glad that the rooms were comfortable and that you liked our location here. We hope to see you again in the future.   Best regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,31,99
none,2 contributions,1.0 of 5 bubbles,Wedding,"Was told I could get my military discount at hotel, they said no because we booked it though you. That discount would have been over $400. What do you plan to do about this. All of my famil are all military. I jad 3 rooms for 2 nights.      That is over $400. I expect you to refund or credit us. Those rooms shpuld have been 287.00 each",July 2022,none,none,"Hi Melanie, First and foremost, please accept our humble apology for any issues during your stay with us here at the hotel. After reading your review I did look up your reservation and it showed you booked directly through a 3rd party reservation. Unfortunately, with 3rd party reservations, we can not make any modifications to the rates they had quoted you. If you do want to stay with us again, please call the hotel directly and we can discuss the military rate that we can offer to you guys. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,32,99
none,1 contribution,5.0 of 5 bubbles,Great hotel for price and location,"This hotel was very accommodating for our family reunion in Newport Beach this summer. They placed our rooms right in a row, which is what we were hoping for. The location is close to everything. There were a couple common areas for us to all gather. The included breakfast was perfect. All of the staff were so friendly and helpful!",July 2022,none,none,"Hi RJLC4, Thank you so much for taking the time and leaving a review! We appreciate your feedback as well. I'm happy that my staff accommodated your rooms right by each other! We look forward to seeing you guys again.",none,none,none,none,none,none,33,99
7 helpful votes,20 contributions,5.0 of 5 bubbles,Stop looking and book it!!,Super clean hotel- very nice breakfast—nice small pool. The water was warm and they do have a small 4 person hot tub. It is a very convenient location- there are fast restaurants a quarter  mile away or nicer upscale restaurants just one block away —can’t go wrong here!!!!,July 2022,none,none,"Hi Ks7777, Thank you first off for taking the time to share your experience with your recent stay with us! We are so pleased to hear that you enjoyed your stay. My team and I are looking forward to seeing you here again. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,34,99
none,3 contributions,4.0 of 5 bubbles,Crystal cove,"Balboa island is very quaint,Crystal cove has a very lovely restaurant called the beachcomber few bookings available but normally turn up and take the chance parking above the main road and a shuttle service down to the beach, the blue water in Newport Beach is great very relaxed and super food and a lovely position. The holiday inn is in a great position and has lovely clean rooms the breakfast is good and substantial and the front desk were very helpful ,all in all very good would use this hotel again",June 2022,none,none,none,none,none,none,none,none,none,35,99
none,1 contribution,5.0 of 5 bubbles,Deshawn,Thanks deshawn for a great experience at the holiday inn express newport. Nothing but positive vibes. Thanks so much for helping us out with all of our needs throughout our luxurious stay. We will be back!,June 2022,none,none,none,none,none,none,none,none,none,36,99
6 helpful votes,5 contributions,3.0 of 5 bubbles,If improve the density of the bed (too soft) it will be a perfect spot,Bed too soft that my lower back is killing. Apart from that the hotel is perfect. The breakfast is impressive and the gym also very good. You have everything that is needed in a fast day work routine out of your home. In addition the location is superb.,June 2022,none,none,"Hi Ron, Thanks for staying with us. We appreciate your feedback, with regards to the bed we deeply apologize about that. Your feedback really means everything to us, so I will be passing this along to my team. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,37,99
none,1 contribution,5.0 of 5 bubbles,"Great customer service by DeShawn and wonderful, affordable accommodation right on PCH in Newport Beach, CA","DeShawn was accommodating with an early check in and helpful all around. The hotel is clean, comfortable, and welcoming and the breakfast options are more than a continental breakfast! Highly recommend!",June 2022,none,none,"HI Stefanie, Thanks for staying with us. We appreciate your feedback especially our team member Deshawn! I will be passing this review to my staff. Looking forward to see you again! Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,38,99
none,3 contributions,4.0 of 5 bubbles,Accessible? Room 145,"We stayed in an accessible room as my husband uses a wheelchair, he needs a roll-in shower and lots of room to manuever around. The bathroom was clean, functioned well and the best part is the water drained and did not flood the bathroom floor. The room itself, however, was really tight, especially getting in and out of the bathroom.   The bed/furniture were very tight the room was not large enough to accomodate both the furniture and a wc. The room was not ready when we arrived at check-in time so we had to wait to get in. Not because of routine housekeeping, they were literally replacing wallpaper in the room when we arrived! The staff gave us snacks and something off our first night. After that, everything went very well. The breakfast was fantastic and the attendants there",June 2022,none,none,"Hi CarefreeRT, Thank you for taking the time and leaving a positive review with us. I'm happy to hear that my team was able accommodate you with the accessible room. We are sorry about the tight space outside the accessible bathroom. For the pool and gym we do apologize about it being out the for renovation. We hope to see you again in the future! Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,39,99
none,1 contribution,5.0 of 5 bubbles,Great little hotel!,"We chose this Holiday Inn Express for the location near Balboa Pier, the price, and the breakfast! It’s definitely nothing scenic, as you are surrounded by buildings and a busy road, but the location is close to many restaurants and its only a short drive to Balboa Pier, Huntington Beach Laguna Beach, Fashion Island shopping center, Crystal Cove, and Laguna Coast Wilderness Park. Very close to John Wayne Airport as well! The staff was very friendly and helpful, beginning with texts from Daisy prior to check-in, to DeShawn checking us out, and everyone else we encountered in between. The included breakfast had a great variety of hot and cold items, and we all found something we liked! We also enjoyed the pool, even though the area was small. The water temp could have been warmer,",June 2022,none,none,"Hi Diana,  Thank you so much for taking the time and leaving a positive review with us! We appreciate the kind words towards our staff. This message will be passed along to my team. Hope to see you again in the future. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,40,99
none,1 contribution,5.0 of 5 bubbles,Trip,"I’m not one to write reviews. But I had to with this hotel. What a convenience this hotel is. Walking distance with great restaurants and the beach as well. Staffing is great. Katie the front desk supervisor is AMAZING! You needed recommendations on things to do/eat. This girl has you guys. Highly suggest staying here, if you do. SOL Grill the restaurant right next to it…. Immaculate do not miss out on this restaurant! Thank you Katie and the Holiday Inn!",June 2022,none,none,"Hi Rich, Thank you so much for taking the time and leaving a positive review with us! We appreciate the kind words towards our staff. This message will be passed along to my team. Hope to see you again in the future. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,41,99
none,4 contributions,5.0 of 5 bubbles,Exactly what you'd expect (in a good way)!,"I stayed a night at this property for a business event. It's exactly what I expected-and that's a good thing! My last Holiday Inn experience wasn't great, but this one was. The property was clean and modern and the staff were friendly. The room was a nice size and aside from a musty smell that I fixed by opening the window, was well maintained. The bed was even comfortable (and I'm very picky about that). The free continental breakfast had many options warm and cold and as a bonus there are many restaurants in walking distance (including a Starbucks down the street).",June 2022,none,none,"Hi, Thank you so much for taking the time and leaving a positive review with us! We appreciate the kind words towards our staff. This message will be passed along to my team. Hope to see you again in the future. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,42,99
none,1 contribution,5.0 of 5 bubbles,Katie,"Hi hello Holiday inn Express Newport Beach California!!! I am writing here with regards to one of your employees working there. Her name is Katie. What a wonderful young lady she is! Also kudos to you for hiring her!! I’ve stayed in a handle full hotels and this girl goes ABOVE AND BEYOND WITH EVERYTHING!! She checked me and my friends in. With in 10 mins of being inside the room, she calls and checks to see how everything is going…I have never had that in years!! Now that is some excellent customer service people. If I had any questions on anything or help. She was always there for me whenever I need assistance on ANYTHING. She is such a kind, patient, understanding person. Please keep her here forever, I will be definitely coming back to this location because of her!",June 2022,none,none,"Hi Brittney,  Thank you for taking the time to leave the review here. We really appreciate the kind words you said here and we are glad you enjoyed your stay here. Erik&Holiday inn Express",none,none,none,none,none,none,43,99
none,1 contribution,5.0 of 5 bubbles,Honey moon!,"The nighttime manager Jim literally made our entire vacation! We had a horrible experience at another hotel and Jim was there to save us. He helped me calm down and completely moved everything to make sure we were staying at an amazing hotel. He even had champagne and chocolates for us in our room, that he went out and bought, to help brighten up our trip. We absolutely LOVED our stay. Everyone here has been absolutely amazing and has checked in on us multiple times after hearing how bad our first hotel was. I honestly feel at home here. The rooms are amazing and super nice. Housekeeping has been great and so helpful. I honestly can not say thank you enough to all the staff, especially Jim, Katie, and Kenzie. You guys went way above and beyond your jobs to make sure our",June 2022,none,none,none,none,none,none,none,none,none,44,99
none,1 contribution,5.0 of 5 bubbles,Nice area and clean place,"The hotel was kept very clean and our room had nice touches (makeup wipes, bath and body lotion, blankets shaped) every day.  Breakfast was a little different every morning and they were filling and cleaning constantly. Nice stay.",May 2022,none,none,none,none,none,none,none,none,none,45,99
none,5 contributions,5.0 of 5 bubbles,Weekend away,I enjoyed the weekend away with nothing to worry about! It was a wonderful room with mini fridge and workspace and plenty of space  The Staff was attentive and helpful The hotel has a clean safe environment,May 2022,none,none,none,none,none,none,none,none,none,46,99
none,1 contribution,5.0 of 5 bubbles,Funeral,"The agents were most helpful during this family transition. My needs were met completely and the agents were concerned  about my special needs as a disabled Vietnam Veteran. The breakfast was most satisfying with a variety of meats,eggs,oatmeal,pancakes and a variety of drinks, coffee,tea,milk and juices.",May 2022,none,none,none,none,none,none,none,none,none,47,99
none,1 contribution,5.0 of 5 bubbles,Great Stay,Our stay was wonderful! Smooth process with the help of the receptionist Daisy - she was very helpful and kind. Nice location and calm environment. The room was good size for two. Pool and hot tub were clean and fun to use.,May 2022,none,none,none,none,none,none,none,none,none,48,99
1 helpful vote,3 contributions,5.0 of 5 bubbles,Loved the whole experience,Centrally located and walkable to restaurants and shops. The room was very clean and comfortable. Staff was very friendly and helpful. The breakfast offered a variety of delishish options. We will be returning!,May 2022,none,none,none,none,none,none,none,none,none,49,99
none,1 contribution,5.0 of 5 bubbles,33 Wedding Anniversary,"I would recommend Holiday inn Express for any traveling need. Excellent customer service,Great accommodation, excellent breakfast, clean environment . Brought my wife for our 33rd wedding anniversary. We were located perfectly to everything we wanted to do. Electric boating, Balboa peninsula, Huntington Beach and great restaurant in the area.",May 2022,none,none,none,none,none,none,none,none,none,50,99
36 helpful votes,39 contributions,5.0 of 5 bubbles,Great value stay,"We stayed here for 2 nights as part of a family holiday. We were able to check in early, the staff were all very friendly and helpful. There is loads of free parking, we had a room on the 2nd floor, it was spacious and the beds were very comfy, with great pillows. The hotel was very clean, there is a pool and jacuzzi with free pool towels. Lots of choice for breakfast, great for the kids with pancakes and cinnamon swirls!  There are lots of restaurants within walking distance, it’s a short car ride to Balboa Island. We will definitely stay here again when we are in Newport Beach",April 2022,none,none,"Hi Smeady24, We appreciate the kind words.  Thank you for taking the time to review the hotel and thank you even more for being an amazing guest! We are so pleased to hear that your visit was enjoyable. We hope that you will give us the pleasure of hosting you again. Warm regards, Erik and the Holiday Inn Express Newport Beach",none,none,none,none,none,none,51,99
