Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Another great Marriott property in the heart of Irvine,"We spent 4 nights at the AC Hotel in Irvine Park Place from Sep 14th through the 19th. My daughter was prepping for upcoming certification tests, and she needed a quiet place to focus that was convenient to several Orange County fitness facilities. AC Hotel in Irvine Park Place fit the bill perfectly. Our room was on the top floor (6th floor), providing additional peace and quiet. The room was equipped with modern furnishings throughout, bathroom included. With the window looking out towards North Italia, the night view of cars coming and going was more reminiscent of a larger city than sleepy Irvine. What made our stay memorable was the hospitality extended by the AC staff, especially Operations Manager Phil Saenz and Front Desk Manager Melissa P. My daughter needed additional",September 2022,none,none,none,none,none,none,none,none,none,17,154
none,1 contribution,4.0 of 5 bubbles,Really kind staff!,"When I was check in front desk, I felt like very welcome. Because all staffs are very happy and smiles. Special thanks for Jocelyn has a really good attitude about customer. Also very clean room and bathroom.",September 2022,none,none,Thank you for this great review! We are so glad that we were able to provide you with great customer service and a clean stay. We hope you choose to stay with us again soon!,none,none,none,none,none,none,18,154
none,1 contribution,5.0 of 5 bubbles,Amazing Service!,Jennifer G. went above and beyond to help me get an extra night booked (outside of our set group discount rate days) with AC for an upcoming event. Sincerely thank you for all your help and being willing to work with me to make sure I have a place to stay before I can fly back home!,September 2022,none,none,Wow! We are so excited to hear that our staff was able to provide great service for you during your stay. We thank you for choosing to stay with us and look forward to seeing you again in the future!,none,none,none,none,none,none,19,154
none,1 contribution,5.0 of 5 bubbles,Great Front Desk Staff,"Checked in with Jocelyn, she was wonderful, helpful, and very knowledgeable of the area. The Hotel is clean and nice. Ruth’s Chris Steakhouse is right next door so it was a great location. Would recommend to others!",September 2022,none,none,This is an amazing review! Jocelyn is a huge part of our AC team and we are so glad she was able to provide you with great service during your stay. We hope to see you back soon!,none,none,none,none,none,none,20,154
none,1 contribution,5.0 of 5 bubbles,Wedding Block Reservation,"We booked a block of rooms for our wedding this last weekend and everything went amazing! Nice rooms, good restaurant and bar, friendly staff. We had a lot of questions and changes to our reservation and Jennifer helped us figure everything out. We also got to use the conference room for the girls to get ready which was awesome. Would recommend to anyone looking to reserve a block of rooms.",September 2022,none,none,Thank you for this fantastic review! We were so excited to host your wedding group and love hearing that everything went smoothly! Our staff is looking forward to welcoming you back soon.,none,none,none,none,none,none,21,154
none,1 contribution,5.0 of 5 bubbles,Work,Our family is pleased by the attention of Peter as soon we arrived and feel is welcome like home.also very professional and he was very friendly as well . always coming to us to see if we was okay with our drinks and he's service was amazing.i recommend ac hotel and Peter professional assistant,September 2022,none,none,Thank you for this great review! Our staff always enjoys going above and beyond for our guests and we love to hear about the professional service they provide. We hope to see you back soon!,none,none,none,none,none,none,22,154
none,2 contributions,5.0 of 5 bubbles,Great service,"Late night during the middle of the week, minutes before close with everything squeaky clean for the next day, I stumbled into the hotel looking for something to drink to unwind for the night and despite having already making last call, Peter at the bar totally hooked me up with not just one drink but a couple of drinks before official closing up for the day.   I totally didn’t expect it, and thought the service was exceptional!",September 2022,none,none,Thank you for this great review! Our staff loves going above and beyond for the guest experience and we are excited you were able to enjoy yourself while staying with us. We hope to see you again soon!,none,none,none,none,none,none,23,154
none,6 contributions,5.0 of 5 bubbles,Exceeding my expectations.,With so many options to choose from it is imperative that you know what to expect when you’re planing your trip. Jocelyn was extremely resourceful and answered all of my questions. She was the sole reason for me giving this property a try and I was not disappointed.  My stay was impeccable and the breakfast was delightful. Extremely comfortable pillow top mattress left me with a restful slumber and I woke in a perfect location with easy access to any part of Orange County I needed to travel to.,September 2022,none,none,Thank you so much for leaving this review! Jocelyn is an amazing contributor to our team and we are so glad you enjoyed your stay! We look forward to providing you with an equally delightful breakfast and restful night of sleep next time!,none,none,none,none,none,none,24,154
none,1 contribution,5.0 of 5 bubbles,Best Marriott I have stayed at!,Welcome by a friendly valet Brian and Jocelyn at front desk was very friendly.  Miriam at the bar had great service and made us great drinks. They made our stay very enjoyable and we will definitely be back to this location for stay.,September 2022,none,none,"What a fantastic review, thank you! We are so glad to hear that our AC team was able to make your stay an enjoyable one. We look forward to hosting you again in the future!",none,none,none,none,none,none,25,154
4 helpful votes,5 contributions,5.0 of 5 bubbles,Amazing staff and wonderful accommodations!,"We stayed at this property twice in the same week, using it as our home base to drive ~2-3 hours to site see and visit with family.  Joe and the team at AC are fantastic as is the property.  I’ll be staying here during our next trip back to the greater Orange area.",September 2022,none,none,Thank you for this incredible 5-bubble review! Joe is a fantastic team member and we are so happy he was able to assist you during your stay with us. We look forward to welcoming you back next time!,none,none,none,none,none,none,26,154
none,1 contribution,5.0 of 5 bubbles,Fantastic Staff,"From the welcome greeting received from Jocelyn at the front desk to the absolutely above and beyond service from Miriam at the bar, this place is top notch. Miriam had the bar going for sure. Looking forward to the next trip.",September 2022,none,none,Thank you so much for this amazing review! Our staff loves going above and beyond for every guest and we are so happy our team was able to provide that great service for you. We hope to see you back soon!,none,none,none,none,none,none,27,154
none,1 contribution,4.0 of 5 bubbles,Room Block Experience for my Wedding,"Working with Jennifer Gould on my room block for my wedding was a walk in the park. We arranged for an hotel tour (as it was my first time hearing about this hotel back in Jan of 2022) and answered all my questions. Their bridal suite was perfect for the size of people I had in my wedding party. The only thing I wish I did was order a breakfast spread for the suite, I tried order it the morning of but the front desk advised that that's something that should of been ordered ahead of time (oops!) So my advice if you get the bridal suite, order the breakfast spread ahead of time.  Back to Jennifer, not only was she able to help me, but she helped some of my straggler guests with their rooms days prior to the room block (wedding). If you're looking to do a room block, at AC Hotel in",August 2022,none,none,Thank you for taking the time to leave this review! We are so happy to hear that Jennifer was able to assist you with your wedding block. She is an integral part of our team and we hope to welcome you back to the property soon!,none,none,none,none,none,none,28,154
none,1 contribution,5.0 of 5 bubbles,Business owner,"Miriam the bartender is an excellent bartender. She keeps up on everyone on their drinks and food. Very nice to all the people at the bar, and is amazing at communication. I would come back to this hotel for this amazing bartender.",September 2022,none,none,"Thank you for this great 5-bubble review! We agree, Miriam is an excellent bartender and we love hearing how she was able to service you during your time with us. We would love to have you back soon!",none,none,none,none,none,none,29,154
none,1 contribution,5.0 of 5 bubbles,A. Williams,I would recommend this hotel to anyone staying in Irvine and want to be close to the airport and walking distance to restaurants.  The staff is wonderful and the rooms are updated and very clean.  I was welcomed by Jocelyn who works at the front desk she made me feel welcomed as soon as I walked through the entrance doors and she went out of her way to provide me the best customer service.  She is a great asset to the AC Hotel and the Marriott family.,August 2022,none,none,Thank you for this fantastic review! Jocelyn is a valued team member and we love hearing how she was able to assist you during your time with us. We look forward to seeing you again in the future!,none,none,none,none,none,none,30,154
none,1 contribution,5.0 of 5 bubbles,Amazing Bartender,"I don’t usually write reviews, but I came in Saturday for a last min trip with my husband and had such an amazing bartender Miriam! Her vibe, recommendations, and her drink are amazing this will definitely be our stop by hotel when in town.",August 2022,none,none,Thank you for taking the time to leave this great review! We love hearing the feedback about our team and how we were able to service you during your time with us. Miriam and the rest of the AC team look forward to hosting you again soon!,none,none,none,none,none,none,31,154
none,1 contribution,5.0 of 5 bubbles,Marriott Irvine,"I came here looking to find a good spot to do some work on my laptop and stopped by the bar area. Miriam, the bartender, was amazing in making sure I was taken care of and provided really great service the entire time. I have a hard time choosing what I want and it was nice of her to pick for me and keep me surprised. Thank you Miriam!!",June 2022,none,none,Thank you for this amazing review! Miriam is a tremendous asset to our Food and Beverage team and we are so happy she was able to keep you satisfied and surprised! We hope to see you again soon.,none,none,none,none,none,none,32,154
none,1 contribution,5.0 of 5 bubbles,Jennifer G was extremely helpful in the planning process,"As the director of Sports Ops for a collegiate team, Jennifer Gould was extremely helpful in helping us maintain our budget as well as providing us with individualized and customized service tailored to our teams needs",August 2022,none,none,Thank you for leaving this great review! Jennifer is a vital part of our team and we love hearing how she was able to assist you and your team. We look forward to hosting the team again in the future!,none,none,none,none,none,none,33,154
none,2 contributions,1.0 of 5 bubbles,Completely unsatisfactory,For being quite a higher end hotel it was far from it.  First we were charged not 40 for valet parking but 15 because we were part of a wedding party however not once did they valet park our car.  My 89 yr old mother was with me so we self parked in the handicap spot (which there were only two) Second they failed to inform us that we had to put our room key in the box on the wall to make the lights work causing a big problem when my mother had to use the restroom in complete darkness.  Third the volume on our TV didn't work along with the channel guide so the guy had to come up and fix it while we waited.  Fourth the A C was blowing out hot air on a 90 degree day so once again we had to wait for maintenance all while trying to get ready for a wedding.  The breakfast Buffett was,August 2022,none,none,Thank you for taking the time to leave this review. We appreciate your feedback and will be using this information to improve our operations to ensure great experiences for future guests. We sincerely apologize for failing to meet your expectations and have shared your in-depth review with Staff leadership teams who will address these issues immediately. Thank you,none,none,none,none,none,none,34,154
535 helpful votes,965 contributions,3.0 of 5 bubbles,Disappointing pool,"We recently spent a night at the AC Hotel by Marriott Irvine.  The hotel is modern and has a natural client base in the many offices that surround the hotel.  The hotel itself is located over a good local taco chain (creating a noise problem in some of the second floor rooms) and across the street from a shopping plaza that offers a range of dining options (ranging from a Ruth's Chris to more modest salad and burger restaurants).  Our large disappointment was the pool area.  It is located on a deck on the second floor and could be made more functional.  The pool itself is small and unheated.  The plaza is quite nice and has some good furnishings, so they could do more with the pool.",August 2022,none,none,"Dear too_few_trips_1, Thank you for taking the time to leave this review. We value your in-depth feedback and will be sharing this information with Executive leadership teams to ensure we are addressing this comment. We sincerely apologize for failing to meet your expectations on our pool deck and hope to welcome you back sometime in the future.",none,none,none,none,none,none,35,154
25 helpful votes,26 contributions,3.0 of 5 bubbles,Very disappointing for an expensive hotel,"We’ve stayed at numerous AC Hotels over the past few years and have had great experiences. This location is very well situated, with great access to restaurants and other quick food stores within walking distance. The Tesla Supercharger that is in the same parking garage is also very handy, despite the fact that there always seems to be a line of people waiting.   The reason this review is 3 stars is the paper thin walls at this property. We paid over $200 for a 1 night stay and we’re woken up multiple times during the night by people simply talking and walking around. The walls and sound deadening in this property are atrocious, and remind me of a cheaper Super 8 or La Quinta that I’ve stayed in on road trips through rural areas. At 7am, the people in the room next to us were",August 2022,none,none,Thank you for taking the time to leave this detailed review. We sincerely apologize for failing to meet your expectations during your stay with us and will be taking your important feedback very seriously. This information will be shared with our Staff leadership teams so that we may address the issues you voiced immediately. Thank you again for your in-depth review and we hope you have a great rest of your day.,none,none,none,none,none,none,36,154
1 helpful vote,3 contributions,5.0 of 5 bubbles,Great Hotel!,"Was only there for a night. The location was great, next to the airport and a couple of restaurants nearby. I wanted to try a couple of places nearby the beach, so I ask Joseph, who works there, and he recommend a few spots nearby the beach. He explained how to get there and what I should try I'm glad I asked him for recommendations; the places were spot on. Thanks again, Joseph. The hotel itself was great and super clean. I wish I had more time to spend at the hotel, but I'll make sure next time to stay for a few days.",July 2022,none,none,Thank you for this amazing review! Joseph is an essential part of our Front Desk team and we love to hear that he was able to assist you during your stay. We hope to welcome you back for a few days sometime in the near future!,none,none,none,none,none,none,37,154
3 helpful votes,5 contributions,5.0 of 5 bubbles,Challenge Accepted and Results Delivered,"Its Friday and my current venue had several obstacles I was unable to overcome. I am in Indianapolis, IN and due to arrive in Irvine, CA with meetings scheduled to begin at 7am the following Tuesday. A phone call was picked up by Jennifer Gould and she immediately went to work with her team.  I needed a meeting space for 20 with food, beverage, and Audio Visual for 2 days. Joanne Lee sent me the contracts this day, Friday afternoon, signatures were provided and sent back this same evening at 1145pm EDT and we were ready to go. No stopping there. I needed a number of visual aids printed. So, upon my arrival Melissa Pepper and Ervin Bobadilla jumped in and did their handy work, printing off what I requested, black and white only and at this time I would have taken tablet and",August 2022,none,none,Thank you for this fantastic in-depth review! We are so happy to have been able to assist you with all of your requests and business needs. Our team loves hearing this great feedback and hopes to welcome you back soon!,none,none,none,none,none,none,38,154
23 helpful votes,43 contributions,3.0 of 5 bubbles,"Mediocre, would not go back","Good location, it was walking distance to the company I was visiting next day. I guess it's a bit of a local monopoly, as companies within this business park all book guests there.   Three problems  1. Air conditioning unit was very loud - I turned it off as soon as I walked into the room. Thankfully weather was not hot and I didn't suffer 2. I was woken up by the garbage truck backing in to pick up garbage early in the morning. I was on the second floor. I suppose this could have been the last room available. I am Gold with Marriott, btw.  3. Breakfast was mediocre. I showed up around 8am and I saw that they were not refilling anything. They were running out of fruit, cheese, and they did not bring anything out, even though I was there for half hour.",August 2022,none,none,"Dear s k,  Thank you for taking the time to leave this detailed review. Guest satisfaction is our number one priority and we deeply apologize for the issues you experienced during your stay. This in-depth feedback will be shared directly with our team members and staff leadership to ensure these issues are addressed immediately. Thank you.",none,none,none,none,none,none,39,154
none,1 contribution,5.0 of 5 bubbles,EXCELLENT HOTEL! OUR TEAM LOVED IT!,"The hotel was perfect for our team.  We were attending US Swimming Nationals. It was an excellent property and was walking distance to restaurants across the street.  The property is updated and clean.  The sales manager, Jennifer Gould was fantastic!  She worked so extremely hard to accommodate our group.  She was courteous, professional and more importantly, was a great listener!  She responded promptly to our needs and constantly checked on us to make sure our visit was satisfactory!  Jennifer and her team were so helpful.  They showed that they appreciated us as guests and we in turn appreciated them!  Wonderful experience!  I would highly recommend this property to everyone!",July 2022,none,none,Thank you for this 5-bubble review! We were so happy to host you and love to hear that our staff was able to assist you with all of your needs during your stay. We thank you for choosing to stay with us and hope to see you again soon!,none,none,none,none,none,none,40,154
none,2 contributions,5.0 of 5 bubbles,Noor is amazing and so is the hotel ;),"This has become our favorite hotel. It is central to so many activities that our family enjoys (beach, food & shopping). It is always clean and everyone makes us feel comfortable. This last trip was even more special with an outstanding gal,Noor,  at the front desk. She greeted us with the friendliest smile and renewed our stay easily. We are Titanium Bonvoy members and Noor provided service above and beyond our expectations. We check in to a lot of Marriotts!!",July 2022,none,none,Thank you for this amazing review! We love hearing about the fantastic experience you had while staying with us! Noor is a very special part of our team and we are glad she was able to assist you throughout your stay. We thank you for your continued loyalty and hope to welcome you back soon!,none,none,none,none,none,none,41,154
none,1 contribution,4.0 of 5 bubbles,Breakfast at hotel,"Had a very nice breakfast at this hotel.  It is a “European inspired” buffet with a small, but good selection of items.  The made to order omelet and the espresso bar were nice touches.    Nya was our hostess and server. She was great.  Very pleasant and responsive.",June 2022,none,none,"T73NYedf, thank you for taking the time to leave us this amazing review. It is so nice to see that you enjoyed your recent visit with us! We also thank you for mentioning one of our amazing team members. They are an important part of our operation. We look forward to welcoming you back sometime in the near future.",none,none,none,none,none,none,42,154
none,1 contribution,5.0 of 5 bubbles,Wedding Block,"We had our wedding block at the AC in June 2022. It was a wonderful experience from the beginning! Jennifer the wedding block manager helped us from the beginning and helped every step of the way! The weekend of the event each employee we had contact with went above and beyond to make us and our guest comfortable! From front desk, servers, bar tenders, maintenance and cleaning crew… everyone was amazing! They allowed us to use their conference room to get ready the morning of the wedding and had everything set up with mirrors and seats for my wedding party. I would highly recommend for any bride getting married in the area!",June 2022,none,none,"Thank you for this great review! We are so thrilled to have been able to play a role in your special day, congratulations! We love going above and beyond for each guest to ensure a great experience. We hope to welcome you back soon, thank you!",none,none,none,none,none,none,43,154
none,1 contribution,5.0 of 5 bubbles,Great Experience,"I just wanted to speak about my experience here in Irvine California. We checked in and the  key system was not working in our rooms. The staff happily  escorted us to our rooms anytime we needed until the issue was resolved. I really enjoyed seeing everyone come together and just deal with the challenge at hand.  My main shout out is for Nya, she is the sweetest, most friendly young woman and deserves a raise! I love seeing her smiling face and she’s always eager to accommodate your needs. Good vibes! I’ll be back 🙌🏼",June 2022,none,none,"This is a fantastic review, thank you! We appreciate the great feedback and will be sure that our team is properly recognized for the amazing service provided during your stay! We strive for excellence and love to hear we are providing a great service for guests such as yourself. We look forward to welcoming you back soon, thank you!",none,none,none,none,none,none,44,154
none,2 contributions,5.0 of 5 bubbles,The absolutely best service!,"Very nice hotel with outstanding service - Noor at the front desk is amazing and super helpful! Very convenient location close to the airport, great restaurants and shopping. Will be coming back for sure.",May 2022,none,none,Thank you for taking your time to leave this amazing review! Noor is a huge part of our amazing Front Desk team and we appreciate the kind words. We look forward to welcoming you back soon!,none,none,none,none,none,none,45,154
none,1 contribution,5.0 of 5 bubbles,Between flights,Stressful week at work with my father. Had some great stress relieving conversations around the bar and local restaurants. Went to Luna for some authentic Greek food. Had a night cap at the bar afterwards and got connected with some well known loan and marketing contacts. cheers,May 2022,none,none,Thank you for leaving this great review! We are so glad you were able to relax and unwind at our AC Lounge while enjoying a drink as well! We hope to welcome you back soon!,none,none,none,none,none,none,46,154
6 helpful votes,2 contributions,1.0 of 5 bubbles,Miserable hot at night air kicks off at 1am’ish,Room nice Area nice  Room perfect temp until I went to sleep air has motion control when you go to sleep air goes down to a hot level. 3 night I asked every day to and no fix  I had to get up 3x per night turn on light to make air kick on  I’ll never stay here again,May 2022,none,none,Thank you for taking time to leave this detailed review. We would like the opportunity to speak with you in regards to your recent visit with us. I ask that you email me at phillip.saenz@achotelirvine.com so that I may discuss the issues you described further. Thank you and I look forward to hearing from you soon.,none,none,none,none,none,none,47,154
none,1 contribution,5.0 of 5 bubbles,Miriam at the Bar,Miriam’s attention to detail at the bar is exceptional!  Miriam catered drinks to our large business group with great speed and tasty service.  Every order was in our large party was specifically prepared to our liking.  I would highly recommend Miriam!,May 2022,none,none,Thank you for taking the time to leave this 5 bubble review! We appreciate the great feedback and love to see that our staff is performing exceptionally! We hope to see you back at the AC Hotel Irvine soon!,none,none,none,none,none,none,48,154
none,2 contributions,5.0 of 5 bubbles,Group Event Success,Our group booked over 50 rooms at the AC and everyone was extremely satisfied.  The hotel has a great indoor space and is conveniently located near several restaurants.  The bar is open late and the entire lobby area is very business-traveler friendly.   I made several changes to the guest list in the days leading up to the event and Jennifer the Sales Manager was incredibly helpful and accomodating.,April 2022,none,none,none,none,none,none,none,none,none,49,154
none,2 contributions,5.0 of 5 bubbles,Large Event Success,"This was our second event at the AC, but this was significantly larger. We had over 50 rooms and our associates were thrilled with he hotel and service. Working with Jennifer Gould was a breeze and we felt cared for and looked after. We are already planning future events.",April 2022,none,none,none,none,none,none,none,none,none,50,154
2 helpful votes,2 contributions,1.0 of 5 bubbles,Dirty beds and broken cribs,I don’t like to leave bad reviews but our experience was so awful that I have to. My family and I came down to Orange County for a quick trip. We requested a pack and play for our toddler online but it wasn’t in our room when we got there. That wasn’t a big deal so I called down to the front desk to ask them to send one up. An hour later we still haven’t received the pack and play. We left for an appointment and I mentioned to the front desk person to please send the item to our room.   Four hours later we get there and still no pack and play. I kindly call again for a pack and play but an hour goes by with nothing arriving. I call down again because it’s late and our children have to go to bed. I ask them another time and they say they will have something up quickly. Half an,April 2022,none,none,none,none,none,none,none,none,none,51,154
none,1 contribution,5.0 of 5 bubbles,Great Choice for Wedding Stay,"The AC hotel was the perfect choice for my wedding guests. My wedding was at a nearby venue, and I looked at a lot of hotels before choosing this one. The AC has a lot of pros:  1. Location: nearby restaurants for rehearsal dinner, nail salon, market, located in beautiful business district of Irvine 2. Bridal room: The hotel will convert a conference room into a suite for the bridal party to get ready in on the big day. This worked out perfectly for my girls and makeup vendors! It was very cute with mirrors and little ottomans. The fridge had a complimentary champagne and we were able to arrange a breakfast. Shout out to Jennifer G. for putting this together for us! It was awesome!  3. Affordability: The hotel provided a nice discount for the wedding guests.  4. Lounge & pool:",April 2022,none,none,Thank you for taking the time to leave us this amazing 5- bubble review. We are so glad that we were able to be apart of such a special day! We also appreciate you taking the time to mention some of out great team members. Jen does an amazing job with all of groups in house. We look forward to celebrating sometime again in the near future!,none,none,none,none,none,none,52,154
none,1 contribution,4.0 of 5 bubbles,"Awesome people, modern Hotel","Noor from the front desk was friendly, professional, and helpful when it came to questions. Parishma (not sure I spelled her name right) from the kitchen provided great advice on awesome OC areas to visit. The valet parking girl with the short black hair wished my son and I a great day every day, I appreciated that. The only reason I gave 4 stars is because I thought there’d be a breakfast buffet. The hotel itself was clean, modern, and in a great location. I would definitely stay there again.",March 2022,none,none,Thank you for taking the time to leave us this review! We appreciate you taking the time to let us know how great some of our team members are. They truly make our operation run smoothly day to day. We look forward to welcoming you back sometime in the near future.,none,none,none,none,none,none,53,154
none,1 contribution,5.0 of 5 bubbles,Excellent Service,Jennifer Gould does an outstanding job in assisting a group block of rooms.  She is extremely professional and available.  Always willing to help and adjust last minute details.  My groups truly enjoyed their stay.  I highly recommend anyone needing a block of rooms for a group to contact Jennifer.,March 2022,none,none,Thank you for taking the time to leave us this amazing 5 bubble review. We are so glad to see that Jennifer was able to get you set up on your recent visit with us. We look forward to welcoming you back again in the future.,none,none,none,none,none,none,54,154
1 helpful vote,16 contributions,5.0 of 5 bubbles,Wedding guests all stayed here,Jennifer Gould was our Sales manager for our wedding block. Everyone was so kind and hospitable at this hotel. I cannot wait to stay here again. The bridal suite was very large and luxurious. They accommodated all our requests. Thank you Jennifer and team!,March 2022,none,none,We are so glad that we were able to hold some of your party during such an incredible time! We hope that everyone loved their stay with us and we look forward to welcoming you all back again sometime in the near future. Safe Travels!,none,none,none,none,none,none,55,154
