Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,4.0 of 5 bubbles,2 thumbs up,Rooms were clean and the suites are a great size for a family of 5. We had 2 bathrooms and it was wonderful. Hotel is on the bus route and made getting to and from Disneyland so much easier. Pool was great and is a great size. Staff are very friendly and breakfast had tons of options.,February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,240
none,1 contribution,5.0 of 5 bubbles,Satisfied,"The front desk staff were helpful and professional. I really appreciated the help provided to me by a staff member named Maria, Mariana. My son has an egg allergy and she was knowledgeable about the food and ingredient's served in the kitchen. She went above and beyond to help me prepare breakfast for my family. I was so happy that my son was able to enjoy waffles with us (his first waffles ever without egg) and we could begin our day with ease because of the help she provided!  The rooms are clean and comfortable and the staff was friendly. All around it has been a good experience at the hotel!",March 2023,none,none,none,none,none,none,none,none,none,2,240
none,1 contribution,5.0 of 5 bubbles,Great!!,Great rooms super clean and comfortable and GREAT breakfeast super delicious! Thanks to Mariana and Maria for their great service during breakfeast ! Also very clean pool and jacuzzi!! Will be back again. Thank you.,March 2023,none,none,none,none,none,none,none,none,none,3,240
45 helpful votes,31 contributions,5.0 of 5 bubbles,Excellent option near Disney,"Excellent option very close Disney Parks and the attention of Brian was great and very helpful, many options to eat in this area I would definitely stay there again. Good options for large families!!!",February 2023,none,none,"Hello Migueld522,  Thank you for taking the time to share your feedback. Our team works hard to ensure every guest has a pleasant experience. We appreciate you kind comments about our front desk agent Brian and glad he was able to assist with your needs. Thank you for choosing to stay with us and we look forward to having you as one of our guests again in the future. Have an amazing day!",5.0 of 5 bubbles,none,none,none,none,none,4,240
none,1 contribution,4.0 of 5 bubbles,Disney trip,The room was clean and the people working there are friendly. We stayed on the first floor and you can hear people outside talking loudly and hear foot stomping upstairs. The location is close to Disneyland. It’s about 7 minutes to get there by car. Walking distance to fast food and Vietnamese pho restaurant. Overall it was a good experience staying here.,February 2023,none,none,"Hello vly136477,  Thank you for taking the time to share your feedback. Our team works hard to ensure every guest has a pleasant stay so we are glad to know it was a good experience. Thank you for choosing to stay with us and we hope to have you as a guest again in the near future. Have an amazing day!",3.0 of 5 bubbles,none,none,none,none,none,5,240
none,1 contribution,5.0 of 5 bubbles,Excelent stay,"Breakfast was awesome,María was great very nice and attentive, super sweet and rebeca and Mariana were very nice as well thank you for the stay we will be here again in the future. Great service!!!!!!",February 2023,none,none,"Hello Curious711704,  Thank you for taking the time to review us. Exceptional service for every guest is our highest  priority so we are glad to know you had an excellent stay. We appreciate your kind comments about our breakfast attendants Maria, Mariana and Rebecca. We are thrilled to know you will be staying with us again and we look forward to having you as a guest in the future. Thank you for choosing to stay with us and we hope  you have a wonderful day!",none,none,none,none,none,none,6,240
none,2 contributions,5.0 of 5 bubbles,Our new spot!!,"We absolutely loved our stay!! It's now our new go to spot. The price was good, no unexpected extra fees, parking was only $10 a night. Everything worked, the continental breakfast was so good, coffee was good too. We were happy with the staff in all departments.",February 2023,none,none,"Hello Erica,  Thank you for taking the time to review us. Exceptional service for every guest is our highest priority so we are thrilled to know you had a great stay. We are so happy to hear we are your new spot to stay at. Thank you for choosing to stay with us and  we look forward go having you as one of our guests again in the future. Have an amazing day!",5.0 of 5 bubbles,none,none,none,none,none,7,240
none,1 contribution,3.0 of 5 bubbles,"Usually stay with no problems, this time sucked","Loud fridge, Loud neighbors upstairs , very uncomfortable bed I couldn’t sleep at all and it was cold even with the heat we need more blankets and pillows  . I wish they would change up breakfast options. Update fridges and beds please. And there was a bug in my bathroom",February 2023,none,none,"Hello Haleighmayhew,  Thank you for taking the time to review us.Exceptional service for every guest is  our highest priority so we are sadden to hear you felt it was an unpleasant stay. We were unaware of the issues you encountered in your room during your stay and we would have liked to resolve the issues to make it a better experience. We have shared your review with the appropriate individuals to ensure a better outcome moving forward. Thank you for choosing to stay with us and we hope you have a wonderful day!",5.0 of 5 bubbles,none,none,none,none,none,8,240
none,1 contribution,4.0 of 5 bubbles,EXCELLENT LOCATION AND SEVICE,"Stanford Inn is a quiet place, very good located, near everything you need, walking distance to the convention center, restaurants and pharmacy. Is a secure place to stay alone or in group. Clean rooms, kind people,",February 2023,none,Traveled on business,"Hello igonzalez2023,  Thank you for taking the time to review us. Exceptional service for every guest is our highest priority so we are thrilled to know you had a great stay. We appreciate the kind comments about our hotel. Thank you for choosing to stay with us and we hope to have you as a guest again in the near future.  Have an amazing day!",4.0 of 5 bubbles,none,none,none,none,none,9,240
none,none,5.0 of 5 bubbles,Great stay for family trip Disneyland,Good location for our trip to Disneyland. We have 3 little kids and walked to Toy Story parking lot twice and once even walked the 30 min to the parks. Breakfast was great way to start the day and all my kids looked forward to it. Mariana and Rebecca had great hospitality at the breakfast area and kept things cleaned and refilled. Nice clean rooms and overall good stay,February 2023,none,none,"Helllo Pionerr12665360965,  Thank you for taking the time to share your experience. We are thrilled to know you had a great stay for you family trip. Our team works hard to ensure every guest has a pleasant stay. We appreciate your kind comments about our breakfast attendants Mariana and Rebecca. Thank you for choosing to stay with us and we hope to have you as a guest again in the near future. Have an amazing day!",none,none,none,none,none,none,10,240
none,1 contribution,3.0 of 5 bubbles,"Good location, but very noisy","Hotel was fine for what I paid for. Each room was themed, mine was star wars. It was within walking distance of the conference center, but walls are thin and there was a LOT of road noise and noise from other guests, especially in the front rooms.",February 2023,none,none,"Hellol jc0rso,  Thank you for taking the time to share your feedback. Our team works hard to ensure every guest has a pleasant experience. We are sorry to hear about the noise you encountered during your stay. We appreciate you choosing to stay with us and we hope you have a wonderful day!",none,none,none,none,none,none,11,240
none,none,5.0 of 5 bubbles,Breakfast,Thank you Maria & Mariana breakfast was delicious & your hospitality was excellent. Appreciate your service you made our experience memorable and we’ll be coming back. My family and I enjoyed our stay.,February 2023,none,none,"Hello K9070INlaurap,  Thank you for taking the time to share your feedback. Exceptional service for every guest is our highest priority so we are thrilled to know you had a great stay. We appreciate your kind comments about our breakfast attendants Maria and Mariana and happy to hear they made your experience memorable. Here at the Stanford Inn and Suites we consider our guests like family! We know that you have many other options when choosing where to stay in Anaheim. So we appreciate you choosing to stay with us and we look forward to having you as a guest again. Have an amazing day!",none,none,none,none,none,none,12,240
none,1 contribution,5.0 of 5 bubbles,Disney trip hotel used,Great hotel to stay in.  Excellent staff and service.  Great breakfast and fast WIFI.  Pool area was great as well.  Parking lot was clean and rooms were well maintained.   Staying there again in a few weeks.,January 2023,none,none,"Hello Olivarriasteven,  Thank you for taking the time to share your experience. We are thrilled to know you had a great stay. Exceptional service for every guest is our highest priority so we appreciate your kind comments about our staff and service. Here at the Stanford Inn and Suites we consider our guests like family, we know that you have many other options when choosing where to stay in Anaheim. So we appreciate you choosing to stay with us and we look forward to have you stay with us again. Have a wonderful day!",none,none,none,none,none,none,13,240
none,none,5.0 of 5 bubbles,Yes! Very good and will be returning.,"Excellent….more than I expected.  An army of cleaning personnel + all the little things add up to a v pleasant experience…… The Breakfast and good coffee ….. on-site laundry….: well lit car parking…and a non-slippery shower with a big grab-handle specially welcome as am recovering from a slip and broken ankle., and good value compared to nearby options.",January 2023,none,none,"Hello Odyssey16085709029,  Thank you for taking the time to share your experience. We are thrilled to know you had a very good stay and we exceeded your expectation. Our team works hard to ensure every guest has a pleasant experience. We appreciate your kind comments about our staff and property. Thank you for choosing to stay at the Stanford Inn & Suites and we look forward to having you as one of our guest again in the near future. Have an amazing day!",none,none,none,none,none,none,14,240
