Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,1.0 of 5 bubbles,Roach nightmare,"Checked in for 2 night stay, to enjoy a couple of days at knots berry farm and the room was infested with roaches. They moved us when I complain to another room. And to our disappointment that room was also infested. Discussing. Stay away!",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,380
2 helpful votes,2 contributions,1.0 of 5 bubbles,very unkempt and rundown,"Unfortunately, this hotel is not one we will return to: extremely rundown and not sure which rooms are portrayed on the website are. We rented a total of three rooms and all of them were rundown: 1) cigarette burns and holes on ALL THREE rooms' bedspreads. 2) We had to move from one room due to the horrible mold smell. 3) They installed wooden blinds on the windows, which is a very nice touch but did not bother taking off old railing. 4) suspicious stains all over the rooms' couch, carpets and blankets 5) Tiny towels  6) broken air conditioning units that they tried to patch up with double sided tape instead or repairing. 7) Super noisy air conditioning and hotel in general 8) The pillows felt like lumps of coal and the mattress looked like it had not been replaced in years.",July 2021,I unfortunately will not say that there were any good or even decent rooms.,none,none,3.0 of 5 bubbles,none,none,none,none,none,2,380
2 helpful votes,1 contribution,5.0 of 5 bubbles,Vacation,I like the room and privacy. I like the services and location of my room. I want come back again i like the place. And price. I told my friend for come to visit the place.  Thank you so much. And have a good beautiful day.,October 2019,none,Traveled with family,none,none,none,none,none,none,none,3,380
12 helpful votes,26 contributions,2.0 of 5 bubbles,Dirty,"The room appeared clean upon arrival, but that was because of the maid. The carpets were so filthy that if you walked barefoot on them before taking a shower you'd see black marks in the tub. The doors were barely able to close. There were some benefits though,  flat screen TVs, microwave, refrigerator and window shutters.",March 2019,none,Traveled with family,none,none,none,none,none,none,none,4,380
none,3 contributions,5.0 of 5 bubbles,"Clean, quiet, safe","It’s right next to knotts (10 min if you walk slowish), the staff is super friendly and helpful (they go out of their way to put the customer first), the hotel is super clean, beds are comfortable, the WiFi and cable tv works. When you walk across the room in socks, they stay white!!!!! This is where we will be coming back to. Great job guys, thanks so much. Most importantly, unlike neighboring hotels, Knights Inn does Not offer 8% off off your total bill for positive reviews!",March 2019,none,Traveled with family,none,none,none,none,none,none,none,5,380
2 helpful votes,1 contribution,1.0 of 5 bubbles,DO NOT STAY AT THIS DIRTY PLACE,The place is disgusting... dirty dirty dirty and smelly smelly smelly.  i called them about the air conditioner that was not working and they came up and said that it will take time...... yet when it did come on it sprayed out debris that looked like mold all over the floor and bed. and i took pics of this. it was filthy.  that probably explains the horrible smell in the room.. just a filthy place,April 2018,none,Traveled on business,none,4.0 of 5 bubbles,none,none,none,none,none,6,380
3 helpful votes,2 contributions,1.0 of 5 bubbles,Credit card info stolen,"DO NOT STAY HERE!!! I stayed for a night and 3 days later there were several unauthorized charges on my card for several hundred dollars. I tried to make a complaint to the hotel and their corporate office Wyndam, and both places said we dont want to hear your complaint---take it up with your credit card company and the police and hung up on me",March 2018,none,Traveled with family,none,none,none,none,none,none,none,7,380
34 helpful votes,46 contributions,3.0 of 5 bubbles,Ok,"A few minutes walk to Knotts, ten minute walk to Wal-Mart and twenty minutes drive to Huntington beach. Good price, ok breakfast and a small swimming pool.  Its another motel and its very basic but its ok for what you pay.",August 2017,none,Traveled with family,none,none,none,none,none,none,none,8,380
12 helpful votes,29 contributions,4.0 of 5 bubbles,Good and Clean,"The hotel itself is situated nice and close to Knott's Berry Farm, 2 blocks to walk. We were here for 9 days, made it our base for all our travels around southern California. The Hotel is clean and the a/c works really well, keeps the room almost to cold. It has a pool which is nice on those hot days, only thing with that I had to clean it myself from all the leaves in it. The beds were a little hard to my liking but comfortable enough to get a good nights sleep. It has a fridge and microwave to help save some on eating out all the time. The front desk guy was very nice and helpful. Overall, I would probably stay here again.",July 2017,Our room was on the north side where there is an empty lot,Traveled as a couple,none,none,none,none,none,none,none,9,380
3 helpful votes,10 contributions,1.0 of 5 bubbles,Our first visit to California. Today this just happened RIGHT NOW!!! 07/12/17,"After driving 12 hours from Texas to California. I booked this hotel a week prior to our visit. Will driving there we received a call from the general manager ""Sam"" he was rude right from the beginning!! However we were already tired and kept the reservation. My best friend and I decided to take our little boys with us. So finally we get to the room and the room smelled like pee and mildew (wet carpet or clothes). We started seeing nats everywhere. And then the room was not clean. The covers had burn holes in them, cut up . Walls had writing all over it, the smoke detector had a plastic bag over it!! Walls had holes all in it!! Nothing was wiped down. So we told the manager and he still didn't change the sheets. Then as we started leaving you see the cleaning lady take the clean",July 2017,none,Traveled with family,none,none,none,none,none,none,none,10,380
