Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
2 helpful votes,4 contributions,2.0 of 5 bubbles,Disappointed,The hotel is located well in the Disneyland area.  The front desk staff are less than the nicest or helpful staff I’ve encountered on my travels either.  The interior of the hotel is dated. Rooms are spacious enough but you have to ask for the room to be serviced.  This is not explained at check in an when we asked the second day it was apparently a chore for the front desk staff to arrange it and they never did come.  I wouldn’t stay here again.  You pay a premium due to the area but there are much better hotels on the strip around the same price point. Don’t waste your time or money,February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,20
7 helpful votes,9 contributions,5.0 of 5 bubbles,I really liked the layout of the rooms,This hotel is clean and conveniently located. I loved the layout of the rooms which had two doors to the bedroom (one by each bed) and allowed me to use the bathroom without waking up my wife. The bedrooms are totally separate and can be closed off from both the bathroom and the living room.  We stayed for Star Wars Celebration and the hotel is a short 12-minute walk to the front door of the convention center. We'll be back here for our next trip to Anaheim.,May 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,20
none,2 contributions,1.0 of 5 bubbles,Hotel needs help,"Was not impressed by this hotel. Unfriendly front desk staff. Old, uncomfortable furniture, mold in bathroom, no cleaning of rooms or fresh linens, bad TV signal, lumpy bed. Just bad experience overall. The other DoubleTree in Anaheim is much better.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,3,20
none,1 contribution,2.0 of 5 bubbles,charged for parking and we didn’t have a car,"I would have given 4 stars, the hotel is nice & clean, but their parking situation & people, not so much. I know parking costs overnight, I’ve stayed at enough Hiltons to expect parking charges. But our car was there for barely a couple hours. My husband pretty much dropped my son and I off at the hotel, he stayed with us for a little bit as we got ready to go to disneyland, and he went back home as we waited for the shuttle. The next day my receipt showed a full nights parking charge. I called & let them know I did not have a car & we were dropped off. The FD agent informed me that we were charged for a full nights parking because it was cheaper than charging us the $5 they charge for every 20 minutes for parking. Really weird and sad we have to be a charged extra just for",February 2023,none,none,none,none,none,none,none,none,none,4,20
16 helpful votes,23 contributions,1.0 of 5 bubbles,Extremely rude staff and parking rip-off!!!!!,"For many years, we have been loyal Hilton customers. But our stay at this DoubleTree in December made us consider switching our loyalty to another hotel chain. I never thought I would say that, but we may do that solely because of this hotel experience.   The first problem was parking upon check-in. This hotel has 2 entrance/exits. The one we entered requires you to take a ticket. We go to the front desk and Josh was working. Zero personality, no greeting and no real interest in helping us...it showed! We arrived well after check in time. He said no room was available yet and we would have to come back later. We had been flying all day and we were very tired and hungry. So Mr. Personality did not tell us anything about the pay parking lot situation and so we were charged $60 on",December 2022,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,5,20
1 helpful vote,1 contribution,3.0 of 5 bubbles,Save yourself money and look elsewhere,Check in process was easy. Lobby clean. BUT staff is very rude and did not feel welcoming. Had boxes delivered and wasn't warned they would cost me so extra charge for those. Which is fine but they could have told me when it was set up. Heading to Room and we noticed how old and gross the carpet is; smelt musty. In the room was clean but the carpet was obviously very very old and stained. The $5 water is simply ridiculous and offensive; didn't drink it. Had to constantly ask for coffee refills for the pot in room but the cleaners had been coming to stock towels and empty garbage. Issues with laundry room. Machines broken and run down. Detergent and static sheets empty so it would take money and not dispense. Had to drag our clothing to a different floor (same thing with the,January 2023,Very Old and out dated,Traveled as a couple,none,3.0 of 5 bubbles,none,none,none,none,none,6,20
54 helpful votes,44 contributions,5.0 of 5 bubbles,Just missing a breakfast,"this is one of the better Hilton properties in the area in our opinion. Unlike other hotels, this one actually had ample parking, both handicap and regular stalls. Clean and comfortable rooms. We will stay here again.",January 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,7,20
none,none,1.0 of 5 bubbles,Terrible,This place is a joke and so are Hilton hotels. I was charged for parking each night when i checked in. I parked my vehicle in the parking lot and to get it out i was charged 3 times the amount to get it out. Contacted the hotel and even Hilton customer service with no resolution. Ill next stay at another hilton hotel let alone this double tree.,December 2022,none,none,none,1.0 of 5 bubbles,none,none,none,none,none,8,20
4 helpful votes,15 contributions,1.0 of 5 bubbles,Horrible Experience,Our AC went out and the thermostat could not read the temperature in the room and had hot/cold air blowing all night.  Maintenance left us blankets for the cold night.  The next day I asked for the thermostat to be fixed or replaced since it had been raining and cold and there was no follow up.  When I realized the room was freezing I came back down to the front desk and was told the thermostat was unrepairable and needed to switch rooms. A combination of the cold/hot air with the cold weather caused us to get sick.  This was a horrible experience with no empathy of follow up displayed.,January 2023,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,9,20
3 helpful votes,1 contribution,1.0 of 5 bubbles,"Poor, Poor Customer Service ... Terrible Property.","A dive of a hotel that has management with ZERO customer service skills.                     DO NOT STAY HERE! The rooms are old and at best they are not clean. The carpets are filthy, the walls had stains of some sort or another. My room felt like it was a petri dish  of disgust waiting to germinate. The bathroom had mold, leaking, dripping facets and had no regular amenities, the towels were old had thin. I could on and on.  Hilton, you need to look at pulling this contract. It's bad for your reputation.",August 2022,Don't Do It,none,none,1.0 of 5 bubbles,none,none,none,none,none,10,20
