Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
1 helpful vote,2 contributions,1.0 of 5 bubbles,Will not be returning.,"First of all, when we arrived, there was no one at the front desk to check us in, so we waited approximately 10 minutes before I called the hotel’s phone number. A gentleman answered (it must have been a cell phone because you could tell he was in the car), he did not apologize for the inconvenience, all he said was “hold on. I’ll be there in a minute” which I felt was rude and unprofessional. But that wasn’t what upset me. We ended up waiting another 20 minutes, so THIRTY MINUTES total from the time we got to the hotel, to the time he arrived. Mind you, this was not an odd time—it was around 3:00 in the afternoon. When the gentleman finally arrived, he did not apologize, nor try to explain where he was or why he kept us waiting. Unacceptable.   It gets worse.  He finally",October 2022,none,Traveled as a couple,none,1.0 of 5 bubbles,none,none,none,none,none,1,321
6 helpful votes,2 contributions,1.0 of 5 bubbles,Disaster,"I stay in San Clemente many times and i thought i'd try this Hotel.  The advertising is deceiving.   They advertise down comforters, not true.  they advertise ocean view.  Not really.  The bed sank.  the pillows were hard.  the TV worked but not the sound. Worst of all is there was NO HOT WATER.    No shower before heading back to the office.",August 2020,pick another hotel,Traveled on business,"HI Sheryl,   Thank you for posting the same review on three different websites. I am deeply sorry for what you experienced at our property. I have discussed your stay with our team and they wish you would of contacted us during your stay so we could made it better. The items you have listed are not up to our standards and we will use this review as a teaching moment for our staff. Thank you for writing a review so we can better ourselves.   Best,  GM",none,none,none,none,none,none,2,321
35 helpful votes,17 contributions,3.0 of 5 bubbles,Oooohh that bed!!!,"This is our second stay here in as many weeks.  My husband and I stayed here a few nights before going on a cruise. The rooms and furnishings are very cozy. Can't say enough about the heavenly mattress! But, the cleanliness of the room was very sub par. When we checked in we were warmly welcomed and he told us the place is under renovations,  so we gave them a lot of grace. But DON'T walk barefoot on the carpet in your room..... filthy!  After our cruise we needed a place for a couple of nights before catching our plane back to Alaska.  Why did we come back to this place? Lots of reasons.  First and foremost we were treated well by all the workers we came in contact with.  That is a very big deal. Second,  the location is fantastic! And last (but not least) the price is",March 2020,none,Traveled as a couple,Thank you so much for your review and your stay at our hotel. We have done lots of remodeling including changing of the mattresses. We do our best to provide clean rooms. If it is not up to your standards and you have issues then please let us know and we will do our best to correct the issue. The owner has been informed about the coffee makers. Thank you and we look forward to your next stay.,none,none,none,none,none,none,3,321
43 helpful votes,23 contributions,3.0 of 5 bubbles,Quaint hotel,"My daughter and I stayed for 4 nights. We were supposed to stay for 5 nights but the night we got there the office was closed so we couldnt check in. I called just after 10 when we landed in Los Angelos and got no answer so we just drove down hoping they would be there. I had left a message when I called. So this was a huge hassle for us. So be warned they do roll up the sidewalks and close the office at this hotel. Late night check in is imperative to let them know. Other than this we loved the hotel and location. Bed was comfy, pillows not so much. Too fat and hard.",October 2019,3rd floor good view of the strip of ocean.,none,"Thank you for being our guest. We are sorry you were disappointed with the issue you experienced with your first impression of our facility and we regret the inconvenience it caused. We also apologize that you did not get a response from the front desk when leaving your call. Your feedback is important to us, and we will use it to improve our services going forward. On a positive note, we are glad to know you appreciated our well-kept property. We value your business and hope you both will give us another chance to provide you with a better experience.",4.0 of 5 bubbles,none,none,none,none,none,4,321
70 helpful votes,341 contributions,5.0 of 5 bubbles,Quaint comfortable stay,Enjoyed our 2 night stay.  Weather was great.  The inn is small ... 18 rooms total.  Nice 3 floors.  3 minute drive to the ocean pier.  Easy quick freeway access!   Quiet and nice seating area on each floor with umbrellas.   Tight parking for our truck but no issues getting into a spot though.  Workers were nice.  Quick check in.   Not a resort but nice break from hustle and bustle in a clean basic room in a cute inn near so many things.,October 2019,none,Traveled with family,Thank you for sharing your feedback. We're thrilled you enjoyed your stay and found your room clean and comfortable and our front desk helpful and courteous. We value your business and we look forward to your next stay with us!,none,none,none,none,none,none,5,321
11 helpful votes,5 contributions,1.0 of 5 bubbles,Worst Hotel,"My husband and I had reservations for three nights. 1st. day we come back to our room. No room service so we go down to the office and it's locked up. So we figure maybe we didn't put the maid sign on the door ( which I shouldn't have to do to get our room cleaned and towels. 2nd day we come back late, once again no room service. We go down to talked to the attendent.  He gives us attitude. He asks us did we put the hang tag on the door. We say yes. He said"" I don't know what happened. The outside looks like a beautiful hotel inside... not so nice. Service Zero!!!",October 2019,none,Traveled as a couple,Thank you for reviewing your recent stay while you were here on a vacation. We are sorry we fell short of your expectations during your visit. Your feedback regarding your stay has been shared with appropriate team members. We hope you will consider staying with us again so we might serve you better in the future.,none,none,none,none,none,none,6,321
70 helpful votes,34 contributions,3.0 of 5 bubbles,"Charming architecture, dated interior","Classic Californina beach town small hotel.  Cute and pleasant, good location.  AC worked fine.  Beds very comfortable but pillows too thick and firm to sleep with without getting neck ache.  WiFi very weak and non functional much of the time.  Room was clean but in need of upgrading---especially carpet and  bathroom floor tile. Onsite parking was available but quite tight during mid-week; On weekend parking lot was full at night with only option being street parking. Hotel was informal and adequate.",July 2019,none,Traveled with family,Thank you for recommending us. We appreciate your feedback and we hope to have the pleasure of welcoming you back next time your in the area.,none,none,none,none,none,none,7,321
42 helpful votes,13 contributions,5.0 of 5 bubbles,Great place to stay,"my wife and i stayed here during the 4th of July. What a nice place to relax. close drive to the beach. from check in to check out, i would recommend this place 100%. rooms are very clean, very nice people, real quiet, even during the holidays",July 2019,none,Traveled as a couple,Thank you bikerkenny for your great review of your stay at The Little Inn by the Beach. We appreciate you recommending us 100% and we look forward to welcoming you and your wife back again soon!,none,none,none,none,none,none,8,321
109 helpful votes,216 contributions,3.0 of 5 bubbles,Not Bad for the Price,"First of all, it is not ‘by the beach’.  The name is misleading.  It is located to the East of the Interstate 5 and one mile from the closest beach.  If you go to the third floor, you can see part of the ocean.  You are close to the highway so the noise it is loud when you are outside, however newer windows were very good at minimizing the road noise inside the room.  The rooms and furnishings are older, and some things were less than perfect.  For example, we found the fridge, microwave, and one lamp unplugged, a TV remote control missing, a loose toilet seat, and there were no extra blankets left by the time we checked in.  The bathroom tiles could have been a little cleaner.  Parking is tight, and there is only enough room for one car per room.  Housekeeping service was quite",July 2019,Rooms on the 3d floor have the a slight ocean view.  The balcony is a good place to bring your...,Traveled with family,"We are delighted you had an excellent stay at the Little Inn by the Beach . It is a pleasure to know how much you liked our outstanding location and value for price. Thank you for your recommendations, and we look forward to welcoming you again the next time you are in our city.",none,none,none,none,none,none,9,321
45 helpful votes,24 contributions,4.0 of 5 bubbles,Weekend in San Clemente,"Nice little Hotel, within walking distance of the beach. I was traveling alone, visiting a friend. We walked in the neighborhood, it felt reasonably safe. I recommend walking, or using a ride share, to get to the beach. It is hard to find a parking spot, if you take your vehicle. I think there's buses that run, down to the beach as well.  Lots of great food in the hood as well.  Seafood is really the way to go, when on the left coast.",June 2019,Lots of dining to walk to!,Traveled solo,"We are delighted you had an excellent stay at the Little Inn by the Beach, San Clemente, Ca. It is a pleasure to know how much you liked our outstanding location and friendly service. Thank you for your recommendations, and we look forward to welcoming you again the next time you are in our city.",none,none,none,none,none,none,10,321
