Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
1 helpful vote,2 contributions,1.0 of 5 bubbles,if you like cockroaches youll LOVE it here.,very dirty. absentee owner.  property not monitored for unwanted visitors.  worst stay ever. several messages left to call me and no response.  complained to local health department.  rooms are NOTHING like the photos.  handicap accessibility EXTREMELY LIMITED.  dont go there.,October 2022,go somewhere else.,Traveled on business,none,none,none,none,none,none,none,1,147
1 helpful vote,1 contribution,1.0 of 5 bubbles,DO NOT GO THERE,Very Dirty Roaches everywhere Blanckets with blood stains on them Bathroom not clean ( still with feces in it ) People getting high at parking lot A lot of homeless people wondering in the parking lot ( unsafe for your vehicle ) Needles in the trash just next to elevator TOOK PICTURES OF EVERYTHING Arrived at 12pm and they told us to come back at 3pm so we went to a firends place to take a shower and never had a chance to inspect room ( BIG MISTAKE ) till 11 pm we came back from Disney and found a dirty and uncleaned room We had to move to another hotel WILL NEVER COME BACK TO THIS PLACE,September 2022,"Roaches
Bathroom not clean ( still with feces in it )
A lot of homeless people DOING DRUGS in...",none,none,none,none,none,none,none,none,2,147
1 helpful vote,1 contribution,1.0 of 5 bubbles,Unsafe and dirty,"This hotel is just horrible. It absolutely does not look like the pictures at all. The room was filthy, hot and unsafe. There were Sketchy people loitering the lot and someone looking into the rooms. There was someone passed out on the stairs with what looked to be drugs  The Broken AC was never fixed as asked and the room was hot and humid.  The adjoining door to the other room was kicked in and literally screwed shut. The room was filthy, trash on the floor and a used syringe in the bathroom area. The sheets were lifting off the bed so we saw how dirty the mattress was.   The staff or manager at the desk was unhelpful and very rude. Failed to address any issues and even locked us out on the second night. We had to be relocated by booking agency.   I have never experienced a",July 2022,Avoid this hotel! It’s truly disgusting,Traveled with family,none,none,none,none,none,none,none,3,147
15 helpful votes,57 contributions,1.0 of 5 bubbles,DO NOT STAY HERE!,"HORRIBLE!! Do not stay here! Especially if traveling with kids DO NOT! I wouldn’t even want my dog sleeping here!  Upon entering the room smelled of cigarettes, floor was dirty af hadn’t been swept in months, the shower had mold and the towels that were there weren’t even white with black stains all over and were moist like they never got dried. The only roll of toilet paper that was there was wet and not even on the holder but left on the toilet tank. The walls were covered with old debris of who knows what, along with tons of patched holes; ppl hanging out all over the parking lot and halls all hours of the night. The only mirror in the room was covered with graffiti, I was so paranoid I did not let my daughter take her shoes off or use the shower. We had checked in 10p after",July 2022,"If you care about your life, do not stay here!",Traveled with family,none,none,none,none,none,none,none,4,147
20 helpful votes,7 contributions,1.0 of 5 bubbles,Don't !!!,"We took a road trip through California staying in a number of budget hotels but this was the only one we had a problem with. The room was supposedly a ""no smoking room"" although the smell of smoke was appalling. The previous occupants dirty clothes were still in the room and the level of cleanliness had a lot to be desired. We voiced our opinion to a very complacent staff member who was really not at all bothered. If you can put up with the smell and the grime then you will be ok otherwise I would advise you to avoid at all cost.",July 2019,none,Traveled with friends,"We're sorry to hear that you didn't enjoy your stay with us, and we apologize for any inconveniences you may have experienced. We hope for the opportunity to improve your experience with us. Please visit again. Nancy Y.	 #Team6",3.0 of 5 bubbles,none,none,none,none,none,5,147
48 helpful votes,32 contributions,1.0 of 5 bubbles,Oh Heck No!,"Hands down one of the worst rooms I’ve ever been in. First, let me preface that I get the noise factor is somewhat out of the hotel’s control; it is on a busy road, so that did not factor in to my review. What they CAN control, however, is the shape of the room. I arrived late and tired, meeting the hubby there since he works nearby and we had early reservations at Disney the next morning. What I first noticed was the floor... dirt and junk all over, and sticky in places. But, I was planning on leaving my shoes on so I figured I’d live with it for a few hours. I then saw that the toilet was dirty but tried convincing myself it was just stained. Upon washing my hands I saw that the mirror had not been wiped down either. I called the hubby to warn him before he showed up, but",June 2019,none,Traveled as a couple,none,none,none,none,none,none,none,6,147
none,4 contributions,1.0 of 5 bubbles,Bad choice to stay,This hotel is a very dirty environment it feels like the blankets are dirty and the rooms smell dirty their is a lot of traffic in this hotel and the vending machine took my money and they didn't refund me,June 2018,none,Traveled with friends,"Dear Gidabub, Thank you for taking the time to share your feedback.  We are committed to delivering a clean, comfortable room and apologize for any failure in delivering on the commitment during your recent stay. We strive to provide a comfortable night's rest, and are disappointed your visit was unsatisfactory due to the noise concerns you describe. We encourage you to contact our Guest Relations Department at 1-855-787-9864 to record the details of your stay to help us provide a better guest experience in the future.",none,none,none,none,none,none,7,147
17 helpful votes,18 contributions,5.0 of 5 bubbles,i all  most there,i still say that these hotels or motel 6 that I've been staying in they've been treating so very nice they very clean they smell good and i can't say nothing about the personnel that they have working in each of these motel 6 you have to stay in one to see what I'm talking about as long as you treat them with respect they will do the same.,July 2017,none,none,none,none,none,none,none,none,none,8,147
2 helpful votes,6 contributions,3.0 of 5 bubbles,Disneyland trip,"Not a bad place for the price, room was fair and clean. We went to check out Disneyland for two days and it was about 3 miles or so from the park. Didn't mind the drive to the park, the staff was friendly and had our reservations ready to go when we got there and checked us in promptly.  If you don't mind about a 15 minute drive to get to the park this place is great for the room rate!",November 2016,none,Traveled with family,Dear Patrick -  Thank you for taking a few moments to provide your review. We are happy to hear that our location and rates provided a great value for your Disneyland vacation. We are also glad to know that our staff was able to accommodate you and get you checked in to your room quickly. Thank you again for your staying with us and providing your feedback. We hope to see you again soon!,none,none,none,none,none,none,9,147
2 helpful votes,1 contribution,5.0 of 5 bubbles,Nice price nice stay,The price of the hotel is awesome. the room was not too bad it had some burn marks on the comforter on the bed but other than that it was a pretty good stay.  If you do stay at this location go to sleep at 10 if you go to sleep earlier you will hear the fireworks sometimes sirens from the street  but it seems that it quiets down at 10pm.,June 2016,none,Traveled solo,"Dear Aaron,  It is always wonderful to receive feedback from our guests. Thank you for your detailed review and for choosing Motel 6 Anaheim - Buena Park. We are happy to hear you enjoyed our clean and comfortable accommodations all at an affordable price!  Should you be in the area again we hope you stop by to visit again!",3.0 of 5 bubbles,none,none,none,none,none,10,147
