Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,Great Stay!,My stay at Hyatt House was very comfortable and restful. It is located in a safe area. The staff was helpful and responded quickly to questions and requests. The room had everything one would need including a microwave and a nice size mini-fridge. The weather was rainy so I couldn’t enjoy the balcony but it appeared to be a nice size for two to three people to enjoy. I would definitely stay here again if I traveled back to L.A.,February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,249
11 helpful votes,7 contributions,5.0 of 5 bubbles,"It was just an stop, but everything was fine!!!","It was just a stop, to continue to San Diego.  The check in was quick, room clean, breakfast was good. We didn't used the facilitities at all, but will stay again if needed. I love the Hyatt House's, all of them includes breakfasts.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,249
none,1 contribution,2.0 of 5 bubbles,Dirty and outdated,Room was dirty and outdated. Dirty window panes and curtains. Multiple paint chipping from walls. Went for a family vacation and this was not the way we wanted it to start. We usually love hyatts but this one didn’t meet expectations.,February 2023,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,3,249
116 helpful votes,883 contributions,2.0 of 5 bubbles,Mediocre at best,"Room tho clean was meh. Seating was uncomfortable (sunken in sofa bed couch), awkward set up with the door to the bedroom when open blocked the TV from most of the living area. why have a room that is ADA accessible with no proper seating or workspace? Shades (which were automatic but didn’t work properly) were stained, ripped and didn’t even completely close. If you can call the outside a patio (slab of uneven concrete) no furniture to sit out and am open wall of bushes, there is no usage to the “patio”. And why have a slider you cant keep open to let the fresh air in since there is no screen? Pointless. Walls are thin and doors slam shut. Half of the TV stations lose signal. Internet is spotty and continually kicks you out. I don't know how this property has the Hyatt branding",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,4,249
none,1 contribution,5.0 of 5 bubbles,Better than expected,"Hotel was very clean, orderly; staff were very friendly and attentive to our needs. Breakfast was great! Nice variety for different dietary preferences. I plan on staying here again & def. Recommend!!",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,5,249
none,1 contribution,5.0 of 5 bubbles,Awesome hotel,"The hotel staff was amazing, breakfast was a great selection, the room was spacious and had everything I could need for my trip to be able to cook and relax during my trip.  Totally worth the money and great location to stores and restaurants.",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,6,249
5 helpful votes,27 contributions,4.0 of 5 bubbles,Great Property,"Great staff, and rooms, Internet needs some help as it doesn't quite work right all the time, but everything else was in order! I enjoy my stay here it is relatively quiet and close to my work and not to mention it is right next to Chilis, California Fish Grill, and some other yummy places all with in walking distance. I would also like to add that when the pool says that it is heated it means next to a jet, I would like to see that get fixed but other than that overall a good property to stay at.",February 2023,none,Traveled on business,none,5.0 of 5 bubbles,none,none,none,none,none,7,249
none,1 contribution,4.0 of 5 bubbles,Business Stay at Cypress Hyatt House,"I had an overall good experience.  The hotel was selected by and paid for by my employer, so not all details were available i.e. value for money since I don't know what rates were paid, but overall the room was clean and tidy.  Only minor issues with the TV remote and one lamp that didn't work.  I would stay here again for either business or personal vacation time.",February 2023,none,Traveled on business,none,4.0 of 5 bubbles,none,none,none,none,none,8,249
none,1 contribution,5.0 of 5 bubbles,Amazing,Loved the suit it was much better than expected!!! Loved that parking was available free of charge. The front desk person was so helpful and happy to greet us! We will definitely stay again!! Breakfast was also great,February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,9,249
1 helpful vote,4 contributions,4.0 of 5 bubbles,Clean property,"It’s good to be a member of hyatt, I would recommend.  I love the perks of early check in and late check out. Free drinks with cookies upon arrival, the only thing that I don’t like in cypress is the H bar is close.",February 2023,none,none,none,4.0 of 5 bubbles,none,none,none,none,none,10,249
103 helpful votes,149 contributions,3.0 of 5 bubbles,In need of a remodel,"The hotel is in need of a remodel, it could use new paint and new flooring or carpet, hallways look dark, exterior needs a new coat of paint, etc. Other than that good customer service, responsive when I texted them, and breakfast was delicious with a variety of choices.",January 2023,none,none,none,none,none,none,none,none,none,11,249
56 helpful votes,246 contributions,4.0 of 5 bubbles,Great spot for frequent travelers,"Pros:  Free parking, friendly staff, convenient location  Cons:  none stand out!  We travel to southern California frequently for medical visits.  We have stayed at other area Hyatts and tried this one when others didn't have availability.  I was so pleasantly surprised!  After a very early morning flight staff were able to accommodate an early check-in.  They supplied an air filter when we shared our allergy concerns, the room was clean and spacious.   The staff was very friendly and helpful and I appreciated the free parking.   This will be our go to hotel in the area going forward.",November 2022,none,none,none,none,none,none,none,none,none,12,249
none,1 contribution,5.0 of 5 bubbles,Relaxing Stay!,Property and rooms are comfortable and beds are amazing. Every stay has been very pleasant. Room came with a balcony overlooking fire pit area. Which hopefully I get to go down and use on my next stay!,January 2023,none,none,none,none,none,none,none,none,none,13,249
2 helpful votes,11 contributions,3.0 of 5 bubbles,smelly bathroom,"the first room we stayed in had a sewer seepage smell in the bathroom so we had to switch out to a different room. that was great ,thanks to Romina. however, the fact that they seemed to want to hide the fact that there was a smell in the bathroom by leaving  exhaust fan on,  even before we had checked into the room, was unacceptable!",January 2023,none,none,none,none,none,none,none,none,none,14,249
none,1 contribution,5.0 of 5 bubbles,Excellent Stay!,"The staff was phenomenal! From the front desk to the breakfast staff and housekeeping everyone was terrific. I’ve spent a lot of time traveling and generally a room is a room, it’s the staff that is make or break on the experience.  These guys have their act together.",December 2022,none,none,none,none,none,none,none,none,none,15,249
none,1 contribution,1.0 of 5 bubbles,Super Small Room,I would not recommend that anybody or anything stays at the Hyatt. There are so many better options than this super tiny room hotel. The room is crazy Amal and you barely have room to turn around. There was a loud noise every single night and could barely sleep. To say I’m disappointed is the bare minimum.,December 2022,none,none,none,none,none,none,none,none,none,16,249
none,1 contribution,5.0 of 5 bubbles,Hyatt House Cypress/Anaheim,We were pleasantly surprised at all aspects of our experience with Hyatt House Cypress/Anaheim. It’s was all around Amazing and since we will be coming back to the are in the future we will be choosing Hyatt House Cypress/Anaheim. Thanks again.,December 2022,none,none,none,none,none,none,none,none,none,17,249
none,3 contributions,4.0 of 5 bubbles,"Out ""Home away from home...""","We've been staying at this hotel for many years when visiting nearby family. The suite rooms are particularly large and comfortable.  We do feel that the in-room experience is beginning to show wear and tear on the furniture, but that it our only complaint.  The staff is consistently friendly and helpful and responsive. The breakfast seems more robust than the breakfasts at many others of this level we have stayed at. We're fans.",November 2022,none,none,none,none,none,none,none,none,none,18,249
12 helpful votes,17 contributions,5.0 of 5 bubbles,Great quality stay,"Our stay was great and the staff accommodating.  If water pressure in the shower is important, you will be disaapointed in that aspect.  Everything else was above average.  We needed to work from the room and the staff helped to ensure that we were placed in a room with workspace.  If workspace is important for your trip, I recommend calling ahead so that they could set aside one of the king suites with workspace.  The location is also quite good with several restaurants within walking distance.  There is a Chili's about 3 feet away and several other options.",November 2022,none,none,none,none,none,none,none,none,none,19,249
none,2 contributions,5.0 of 5 bubbles,"Great hotel, great staff, great stay!","As the title indicates, we were very satisfied with the hotel.  The staff was so courteous, helpful and made sure your stay was comfortable.  The location was great too.  Close to Disney parks and plenty of shopping.  Would definitely stay again.",November 2022,none,none,none,none,none,none,none,none,none,20,249
none,1 contribution,1.0 of 5 bubbles,Catalina Island Fun,This hotel provides everything needed to realize a great experience.  Room had all the features that are expected at a higher-class hotel. The bathroom was especially satisfying.  The shower was great!  Bed was very comfortable!,October 2022,none,none,none,none,none,none,none,none,none,21,249
none,1 contribution,2.0 of 5 bubbles,Room is way too small for price,Room is way too small for price. Older hotel they are trying to make it look new. The people partying in the hallway in the middle of the night woke us up. I used to really like Hyatt. Would not recommend.,October 2022,none,none,none,none,none,none,none,none,none,22,249
none,1 contribution,4.0 of 5 bubbles,Business travel,"My room was clean, I would stay again. Conveniently located. The Wi-Fi was very slow. I had to use my Hotpot on my phone. Good to know if you are there on business. The bar is open from 5-10 but I went in twice durning that time to order a hamburger and there was nobody around.",October 2022,none,none,none,none,none,none,none,none,none,23,249
none,1 contribution,5.0 of 5 bubbles,Nice location in a great community,"The hotel is located in Cypress, CA just a short drive to Disneyland, and the beaches!  Great staff and comfortable rooms.  We have lodged here several times and is our choice when visiting family and friends in the area.  Highly recommended!",October 2022,none,none,none,none,none,none,none,none,none,24,249
none,1 contribution,5.0 of 5 bubbles,A Glad Surprise!,"The overall experience of our staycation was excellent. From the front desk check in to a lovely, clean room and a yummy breakfast by the pool, best Hyatt House stay hands down! Keep up the great service!",October 2022,none,none,none,none,none,none,none,none,none,25,249
7 helpful votes,6 contributions,5.0 of 5 bubbles,Very nice and quiet hotel to stay when visiting OC,"I love how they add their small touch to their breakfast, it is mostly outstanding and a great to start the day with, very pleasant host. The hotel is not that new but it was well maintained, one of the great things about the location it's parking is complementary and I hope it stays this way.",October 2022,none,none,none,none,none,none,none,none,none,26,249
none,1 contribution,5.0 of 5 bubbles,Great Hotel,"Great place for a family of five when you need a suite.  Clean, comfortable, with all the basic necessities.  Great value for the quality and service you receive.  Would definitely recommend, and stay here again.",October 2022,none,none,none,none,none,none,none,none,none,27,249
none,1 contribution,3.0 of 5 bubbles,Good but not perfect,The staff here are amazing and very responsive. Location is nice. Although seems to be remodeled but you can easily say it is an old building. We stayed on the first floor and room had smell of those very old building.,September 2022,none,none,none,none,none,none,none,none,none,28,249
none,1 contribution,1.0 of 5 bubbles,Items taken from my room,"While the hotel was clean and comfortable, it appears that someone entered my room and took 2 pairs of pants and a shirt. I called later in the day right after check out to report that the items were not in my suitcase and the hotel says that housekeeping did not find anything. This is a bit concerning and the hotel did not have any answers on how a pair of pants I wore to the hotel, just disappeared.",September 2022,none,none,none,none,none,none,none,none,none,29,249
none,1 contribution,1.0 of 5 bubbles,Worst hotel experience,"The room looks dated, and we keep losing electricity when we use the Hotel’s hairdryer. The AC wasn’t working right, sometimes the room would get very warm, and sometimes it would get very cold.  My mom wasn’t feeling well during the stay, and the fire alarm went off and gave her an anxiety attack which cause her condition worsened. The staff didn’t even asked if we’re ok.  Worst hotel experience!",September 2022,none,none,none,none,none,none,none,none,none,30,249
none,1 contribution,5.0 of 5 bubbles,Extra clean and wonderful place to stay,"Always a great experience, this hotel is immaculately clean, has great staff, and great customer service. I’m so glad the were able to accommodate me and I was able to get a great breakfast and good sleep before my realtors exam.",September 2022,none,none,none,none,none,none,none,none,none,31,249
1 helpful vote,3 contributions,1.0 of 5 bubbles,No benefut for elite membership,"If you have top tier of WOH membership, noting hope to this property. this property have only few of guest king room. so 1bed king is standard room ton this property.  and then when all room type available, when you check-in. they only offer paid upgrade.even if 1king bed to 2 queen bed. they said they only comp upgrade available guest king room to 1 bed king to globalist. onemore fun, about guest king room. that room only have 3 to 5 room at there property. it mean usually you can find that type of room. 1 king bed is real standard room at there.  so if you have elite membership, I recommend make a reservations via 3rd party website. it is more good option to this property. because via WOH reservations is no mean to this property. I never has been experience to when all room is",September 2022,none,none,none,none,none,none,none,none,none,32,249
none,2 contributions,5.0 of 5 bubbles,"Airbnb in-room amenities, Hyatt quality","We were here on an extended stay as we were looking for a home in the area. No issues during that time and we found the quality of the amenities and staff professionalism to meet Hyatt standards (even moreso / with greater consistency than higher-category Hyatt properties where we have previously stayed).  We had a full kitchen (minus an oven), even with a freezer and ice-maker.  I want to commend the entire front-desk team ‒ we had positive experiences with pretty much everybody so I can't name a particular individual.  We also appreciated the communication and attention from our housekeeper Silvia. I definitely recommend this stay over Airbns as well as higher priced Hyatt properties in the area.",May 2022,none,none,none,none,none,none,none,none,none,33,249
none,1 contribution,5.0 of 5 bubbles,It felt like home,I didn't expect all the space.  I felt like I could relax and breath and people were not standing on top of each other.  The staff was very pleasant and helpful.  I would most definitely stay there again.  My back never had issues and usually the beds cause eventual back pain.  Not on this trip!,August 2022,none,none,none,none,none,none,none,none,none,34,249
none,2 contributions,5.0 of 5 bubbles,Room larger than expected,"The front desk staff were friendly and efficient. The ADA King Suite was larger than expected and included many items to make a longer stay convenient, such as full fridge/freezer. The bed was comfortable and clean. The breakfast buffet was basic but good.",August 2022,none,none,none,none,none,none,none,none,none,35,249
none,1 contribution,4.0 of 5 bubbles,Needs to improve…,"I was guaranteed a full kitchen, and little did I know, I came into my room and there was only a microwave and mini-fridge. It was a nightmare. I chose this place to try a different room, and it was the same as all the other hotels.",August 2022,none,none,none,none,none,none,none,none,none,36,249
380 helpful votes,589 contributions,5.0 of 5 bubbles,Ok,"This place was fine. The Breakfast was definitely the cheapest ""food"" they could find - definitely garbage compared to other Hyatt Houses. I also didn't like how they said it would be $20/night to upgrade to a room with two beds even though I have Globalist Status - that's never happened to me.",August 2022,none,none,none,none,none,none,none,none,none,37,249
1 helpful vote,7 contributions,5.0 of 5 bubbles,33rd Wedding Anniversary,"We stay at the Cypress/Anaheim hotel to celebrate our 33rd Wedding anniversary. Trishi and Amalia, along with the staff were amazing! They acknowledged our anniversary upon check-in and with a special in-room treats; in which we truly enjoyed and will always remember!   As a matter of fact, we were so impressed we have told our friends about the hotel and are planning our next stay. Thank you for the wonderful hospitality, customer service to the entire Hyatt House Cypress/Anaheim team!! Susie and Mark Green",August 2022,none,none,none,none,none,none,none,none,none,38,249
none,1 contribution,5.0 of 5 bubbles,Business meeting,I will be back..  I work for Baker Electric so Hyatt is close enough to get to work easy but far enough away to enjoy my time off. Jackie Harris is excellent and fun to talk to. I appreciate the work that went in to cleaning the room and the Layout is great. Stayed in room 363. Love that balcony.,August 2022,none,none,none,none,none,none,none,none,none,39,249
3 helpful votes,2 contributions,5.0 of 5 bubbles,Great Place to Stay,We enjoyed our week long stay at this hotel.  The beds were comfy and the room was clean.  It was nice to have a kitchen in the room.  The breakfast was great and the staff was very nice.  I will definitely stay here next year.,July 2022,none,none,none,none,none,none,none,none,none,40,249
none,1 contribution,2.0 of 5 bubbles,Softball tournament,"We stayed a week for my Child’s  sporting event (softball team). They played a national elimination tournament so if you lose, you are out of the tournament t. The hotel did not let us check out early when we lost the tournament with out being charged for the nights we checked out early.most hotels work with teams. This hotel did not",July 2022,none,none,none,none,none,none,none,none,none,41,249
none,1 contribution,4.0 of 5 bubbles,"Good stay, quiet hours not enforced.","Stay was not as good as we had in 2017, rooms could be cleaned better and quiet hours could/should be enforced. The room had a stale cooling smell that didn’t go away even with the freshener that was offered to us.",July 2022,none,none,none,none,none,none,none,none,none,42,249
none,1 contribution,4.0 of 5 bubbles,HYATT CYPRESS Orange County CA,"the hotel is clean, staff was friendly and helpful, definitely a place to go to and to stay, if they didn't use plastic silver and not reusable plates for everything: in these days with all our environmental issues this should be something every guest should complain about, at least people who use their brains to think... If it wasn't for this I would rate this hotel even better..",July 2022,none,none,none,none,none,none,none,none,none,43,249
none,1 contribution,5.0 of 5 bubbles,Nice hotel with great staff close to Disneyland,"I highly recommend this hotel for Disneyland stays. The staff was very accommodating, the room was immaculate and the pillows were great. I am a very satisfied customer. The breakfast options were OK given Covid.",July 2022,none,none,none,none,none,none,none,none,none,44,249
none,1 contribution,5.0 of 5 bubbles,Simply the Best,"Great Breakfast , clean rooms, great location to theme parks and excellent customer service. They have a jacuzzi,  swimming pool and a modern equipped Gym. This place is family friendly  and my kids loved it.",July 2022,none,none,none,none,none,none,none,none,none,45,249
14 helpful votes,62 contributions,5.0 of 5 bubbles,Perfect for family vacation,"Lovely place to stay!  They served an awesome breakfast, with hot and cold items each day and it changed a little each day. Perfect location for Disney, beaches, Aquarium of the Pacific and other attractions.   Very clean and spacious! Very helpful front desk.",July 2022,none,none,none,none,none,none,none,none,none,46,249
none,2 contributions,5.0 of 5 bubbles,"Good location, good suites, pet-friendly","Near a bunch of the touristy stuff in Buena Park/Anaheim. We had a one bedroom suite, and it had a real kitchen with a full-sized fridge. We had also a sofa sleeper that pulled out into a ~queen, worked out well traveling with two young kids. Pet-friendly - we got a ground floor room with sliding door access direct outside, so we could take our puppers directly outside without wandering through a hotel hallway first.  Breakfast is complementary and is pretty standard-fare for a hotel breakfast buffet, definitely a step up from the ""continental"" offerings you might see elsewhere.",July 2022,none,none,none,none,none,none,none,none,none,47,249
none,1 contribution,4.0 of 5 bubbles,Staff was great,Every single staff member at Hyatt house Cypress/Anaheim was excellent. They were all professional and knowledgeable. Over my 4 month stay they treated me with the upmost respect and were very accommodating. If I could of stayed longer I surely would have.,February 2022,none,none,none,none,none,none,none,none,none,48,249
none,3 contributions,5.0 of 5 bubbles,Hyatt Excellence,"Stayed here a few weeks after Hyatt Flushing. From check in to check out was great. Everyone was pleasant and helpful. The daily breakfast was very good. I appreciated the cleanliness and the responsiveness when I needed extra pillows, toilet paper or locked myself out of the room.",June 2022,none,none,none,none,none,none,none,none,none,49,249
none,3 contributions,4.0 of 5 bubbles,A good experience,"The service is good and the staffs are friendly. There're planty of restaurants just in walking distance.  My only problem is that there's odor from carpet in my room. Thanks the house's staff for assisting us to get the new room. From my observation, the house is a bit dated, especially the carpet is a bit old. That's why there's odor from the carpet.",June 2022,none,none,none,none,none,none,none,none,none,50,249
none,2 contributions,5.0 of 5 bubbles,Nice hotel,"It was a nice stay, the rooms are dated but clean. Breakfast is as expected. There are times we had a hard time looking for a parking spot as the hotel was full of guest at the time. The staff were very helpful and accomodating. We will stay here again.",June 2022,none,none,none,none,none,none,none,none,none,51,249
none,1 contribution,2.0 of 5 bubbles,Average condition of rooms and terrible breakfast,"Carpet in room had musty odor. WiFi didn’t work since signal strength was extremely poor. We were made to change our room since they couldn’t get it to work. Breakfast was cheap, boring and repetitive.",June 2022,none,none,none,none,none,none,none,none,none,52,249
none,1 contribution,1.0 of 5 bubbles,Disappointed,I will not recommend. I hope they will be able to upgrade everything in the room.  Breakfast area was not clean.  There was no everyday cleaning of rooms.  Airconditioning system is very noisy.  Hope they will improve on facilities.,May 2022,none,none,none,none,none,none,none,none,none,53,249
58 helpful votes,25 contributions,5.0 of 5 bubbles,Excellent Memorial Day weekend stay,"My family and I stayed at this HYATT house Cypress/Anaheim over Memorial Day weekend into Tuesday morning.  The King suite is excellent and accommodating.  The Man and Woman Restromm were just a few steps from our suite and were much a convenience.  Hot breakfast, including bacon, on one morning day was much appreciated.  Definitely stay here again on next family vacation",May 2022,none,none,none,none,none,none,none,none,none,54,249
none,1 contribution,4.0 of 5 bubbles,Cool spot,"I was surprised when I entered the reception area, staff welcomed us, I didn't respond right away because I was looking at the decor .... It was really cool, the King suite was very nice, breakfast was pretty good. I will come back on staycation.",May 2022,none,none,none,none,none,none,none,none,none,55,249
none,1 contribution,5.0 of 5 bubbles,Great Stay!,This was the best hotel for a big family.  We loved our suite!  We especially loved having access to a grill and grilling tools.  We enjoyed a nice grilled chicken and veggie dinner thanks to Hyatt.  Highly recommend.  The kids loved the pool.  Breakfast was amazing.,May 2022,none,none,none,none,none,none,none,none,none,56,249
139 helpful votes,218 contributions,3.0 of 5 bubbles,Could Be Better,"We staued at the property during the Memorial Day weekend and the hotel was full. The room had a kitchen, a king bed in the room and a sofa bed in the sitting room. The toilet and shower were in one room together but the sink was outside. The trash can was inside the toilet. I think this set up can be improved a lot more. A bidet would be most appreciated and a trash can by the sink would help. There was so little room in the shower to fit the soap, shampoo, conditioner, and other bath stuff.   The rooms were cleaned only after 3 days. It's hotel policy not to clean the room every day. But if you have enough loyalty points then you're eligible for more frequent cleaning.  What we enjoyed the most was the free breakfast. There were sausages, pancakes, eggs, fruits and diff kinds",May 2022,none,none,none,none,none,none,none,none,none,57,249
none,2 contributions,5.0 of 5 bubbles,Great Experience,"Hotel was above par, Greeted by front desk staff, all staff were helpful and professional,  rooms were clean and welcoming, breakfast options were great.  Will definitely stay here again when in the area.",May 2022,none,none,none,none,none,none,none,none,none,58,249
2 helpful votes,4 contributions,5.0 of 5 bubbles,"One of the Best Hyatt Properties in Orange County, California","This is my favorite Hyatt property in Orange County, CA. The staff is wonderful and the property is in excellent condition. The breakfast has nearly any thing you could want, huge selection. The bar has a really good burger and strong drinks.",May 2022,none,none,none,none,none,none,none,none,none,59,249
none,1 contribution,5.0 of 5 bubbles,A great place to stay,We have stayed at this hotel several times over the last few years. This is a great hotel to stay. The staffs are very helpful. The rooms are clean and breakfast is good. We have always  enjoyed our stay.,May 2022,none,none,none,none,none,none,none,none,none,60,249
none,1 contribution,5.0 of 5 bubbles,Excellent,Nice location and environment; good facility. Breakfast is good. Night is quiet. Room is clean. Staff is helpful and friendly. Easy travel. Nice weather. Everything is good. I enjoyed my stay here. I thus recommend to everyone,May 2022,none,none,none,none,none,none,none,none,none,61,249
none,1 contribution,5.0 of 5 bubbles,Great clean place to stay.,Great place to stay. Staff was super friendly. Kitchen was stocked with everything I needed. Breakfast was great and they even offered gluten free cereal! Location was convenient and very close to Long Beach Airport.,April 2022,none,none,none,none,none,none,none,none,none,62,249
none,1 contribution,5.0 of 5 bubbles,Stay in Room,"Need to have more choices of soap, and shampoo.  We would also like to have a bathtub, that would be important.  We liked the Gym, and also the Pool area.  Also the Barbecue, is nice and needed to have some silver ware.",April 2022,none,none,none,none,none,none,none,none,none,63,249
none,1 contribution,5.0 of 5 bubbles,Ticks all the boxes,"Lovely helpful staff, great outdoor BBQ/fire pit/pool and hot tub area. Room was large and comfortable for our family for 5 nights. Plenty to eat at breakfast. Was nice to have parking and WIFI included so no hidden extra costs. Would definitely stay again.",April 2022,none,none,Thanks so much for the feedback! we are super excited to learn you enjoyed your stay with us. We cannot wait to welcome you back.,none,none,none,none,none,none,64,249
4 helpful votes,17 contributions,5.0 of 5 bubbles,Excellent place for Disney visit,We liked this place and it was very near to Disney and California adventure park. Very helpful staff and nice breakfast. We did got chance to come back to hotel to take some rest during Disney visit. So many food options near by.,April 2022,none,none,Woo Hoo! We are overjoyed to learn that you enjoyed your last stay with us. WE cannot wait to welcome you back to our property! Don't make us wait too long.,none,none,none,none,none,none,65,249
none,1 contribution,5.0 of 5 bubbles,Very spacious and very nice staff,"We were greeted by a very friendly young lady. We were checked in promptly. The room was spacious and nice. The breakfast was surprisingly better than most hotels.  The lobby was also spacious and very accommodating.  I will definitely stay there again, even longer period of time next time.",April 2022,none,none,We hope you come back and stay with us again soon! Thanks for letting us know you were happy with your stay.,none,none,none,none,none,none,66,249
none,1 contribution,4.0 of 5 bubbles,Good,"Nice rooms, a little expensive but that's OK.    Staff was real nice.   Good location.   No bar/restaurant.  The hotel breakfast was probably the worst breakfast ever.   Quality and selection of food was terrible.",April 2022,none,none,none,none,none,none,none,none,none,67,249
