Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,1.0 of 5 bubbles,Do not book!,"Horrible all around. Check in took forever, the only person working did not speak English and had to keep calling someone on his cell phone to communicate. They only take cash deposits for rooms and cannot provide receipts, extremely shady. I was with someone disabled and given a 2nd story room. The room was not updated and the toilet was running. I went back to the office right away and was told I had to stay in that room and they didn’t give refunds, even if I was unhappy with the accommodations. It was a very run down property in a not so great part of town and the pictures posted are not what the room I was in looked like. Not worth any price to stay here, even if it was free, I would rather stay anywhere else.",September 2022,none,Traveled with friends,none,none,none,none,none,none,none,1,338
9 helpful votes,8 contributions,1.0 of 5 bubbles,Worst ever,"Do not stay here! They put me in the wrong room (not the one I paid for). Wi-fi did not work the whole time I was there. TV didn't work. No microwave. Shower was terrible. Person at the front desk was absolutely clueless and wouldn't help with anything. Called the owner the next day and he denied there were any problems, and was rude and insulting to me. The key card had the hotel name and room number on it, so there was no security if the card was lost. It was so bad that Expedia gave me a refund (after I fought them for it).",October 2022,none,Traveled solo,none,none,none,none,none,none,none,2,338
none,2 contributions,1.0 of 5 bubbles,"Horrible experience, rooms are unsanitary and smelled, management intentionally over charges.","I don't write reviews. This was such a terribly bad experience that I thought it was important to comment. I am not being vindictive. The management is trying to take advantage of travelers. The management demands an unauthorized $50 ""as a deposit"" that they knowingly do not tell guest about at any time before or after the booking process, online or over the phone. They will not provide the key unless they extract this from unsuspecting guests. They often send people to an ATM machine on property that they admitted charges an outrageous fee to get get cash from and then they collect some of those fees. The room had a repulsive odor perhaps because the A/C unit filters have never been changed and the unit is decades old but it smelled like old animal urine.  The floor was so",September 2022,Please review the room with the A/C or heat on for rancid smells and check floors.,Traveled on business,none,none,none,none,none,none,none,3,338
15 helpful votes,7 contributions,1.0 of 5 bubbles,"Small, smelly rooms.","Not the best and we left two nights early, despite pre paying. Carpet smelt, beds were average. Rooms are small and the pool is not worth visiting. 70s motel that needs updating. Service average, not really any customer care.",August 2019,none,Traveled with family,none,none,none,none,none,none,none,4,338
1 helpful vote,1 contribution,1.0 of 5 bubbles,Cheap room get what you pay for,The hotel was ok clean sheets the only problem was the carpet was stain black had gum stuck in it didn't want to walk bear footed in the room all I wanted to do is get about 6 hours of sleep and get out as soon as I could. Also they wanted me to put a ten dollar deposit for the room key I had no cash so they keep my driver license tell I check out. Never again will I stay there. Spend the extra money for a better hotel.,October 2019,none,Traveled with family,none,none,none,none,none,none,none,5,338
94 helpful votes,64 contributions,4.0 of 5 bubbles,Better than I expected,"This was a 2 night stay, we booked last minute and it was the cheapest stay we could find in Anaheim. To be honest, I was expecting way worse than I found. The room we stayed on was completely renovated, everything was perfect regarding the furniture, very comfy bed. The only bad thing was the shower took very long in get hot and the carpet was very dirty. The area in general was not the best place in Anaheim, we felt unsafe to walk at night. We used Uber at all times and had no problem.",October 2018,none,Traveled as a couple,"Thanks for staying with us, your feedback is appreciated!",none,none,none,none,none,none,6,338
3 helpful votes,4 contributions,3.0 of 5 bubbles,A great little motel,"It's as good as it gets for what it is. Comfy bed, good WiFi, free parking, clean and friendly  staff. It's a simple and easy way of staying in Anaheim. Nothing flashy at all. Certainly the best option to stay for going to Disneyland!",August 2018,none,Traveled as a couple,none,none,none,none,none,none,none,7,338
11 helpful votes,51 contributions,4.0 of 5 bubbles,Great place to sleep,Booked this place since I just needed a place to sleep knowing that I will be out and about most of the days exploring Anaheim.  It was close to Knotts Berry Farm and Disney.  It's surrounded by plenty of restaurants so you can eat at different places for each meal.  Bed was comfortable.  Checking in was smooth.  I was even able to check out at 4am since I had an early flight home.,March 2018,none,Traveled solo,none,none,none,none,none,none,none,8,338
18 helpful votes,57 contributions,4.0 of 5 bubbles,Budget hotel; very well located,Stayed for a night. We visited in the morning and they allowed us to keep our luggage. Visited Disneyland park (very close from the hotel). Came back and relaxed.   All basic facilities are there. Good choice for stay during Disneyland visit.,November 2017,none,Traveled as a couple,none,5.0 of 5 bubbles,none,none,none,none,none,9,338
10 helpful votes,26 contributions,1.0 of 5 bubbles,Worst customer service ever,"It's always a little sad to have to write a negative review, but I hope that this way nobody else has to go through these type of experiences. We booked a inexpensive motel due to finances. I guess sometimes you do get what you pay for. My husband booked the motel even though he wouldn't be coming along. During check in I was asked by the woman (I believe is the owner) for my husbands ID. I asked why they needed it since he had only booked it but wasn't present. It appeared that the Already payed for room would not be provided to us otherwise. Call it luck, but I happened to have an old ID of his in my wallet. She was just all around rude. Once in our room, I left my children 14,12 and 10 watching tv while I brought in our belongings. I was cornered by the same woman who",December 2017,none,Traveled with family,none,none,none,none,none,none,none,10,338
