Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
23 helpful votes,57 contributions,4.0 of 5 bubbles,Very Clean and Very Fair Price,"Very clean, good bed, good television and very quiet neighborhood. Staff was very pleasant. Pool is very small but pool area is clean. The only negatives were the unbelievably cheap towels and very small pillows.  Overall, good value at the price charged.",February 2023,none,Traveled as a couple,none,none,none,none,none,none,none,1,382
none,1 contribution,2.0 of 5 bubbles,Absolutely NO FRILLS,"This place is in a good area, the surrounding area has a lot of good places to eat.  However they need better housekeeping services.  We were there 3 nights and left the sign for Maid Services every day and our room was on cleaned once.  The fan in the bathroom had dust caked on it.  A/C unit was loud.  Pool is very small, no longer does free breakfast and the lobby is not open to the public.  You check-in/check-out through at the window.  Staff is not very friendly but ok.  Just a fair place to shower and sleep.",May 2022,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,2,382
none,1 contribution,1.0 of 5 bubbles,Avoid this dump,"Not worth your money. No breakfast. No housekeeping.. They don't clean the sheets.  Volume only goes up to 30, so if you have the fan on you can't hear. The sheets had thick white stains. I tried calling and going to the window for toilet tissue and no response. Very rude owners. Inspected the room before giving me my deposit. Horrible",May 2022,none,none,none,1.0 of 5 bubbles,none,none,none,none,none,3,382
none,1 contribution,1.0 of 5 bubbles,Disgusting dirty rooms and the staff don't care,"We paid extra to get their ""Deluxe King Suite"", the nicest room in the hotel, and the room was absolutely revolting. There were yellow and bloodstains, and cigarette burns all over the bed. The chair looked like someone was murdered in it. The smoke detector was covered with a trash bag. The room reeked of cigarette smoke even though we reserved a non-smoking room. There was urine on the back of the bathroom door. Grime on every touchable surface. I have never seen a more disgusting hotel room. I went to the front desk to tell them we can't stay in that room because it was disgustingly dirty and I described the state the room was in. The man at the desk simply asked ""What do you want me to do?"" I said if that's your nicest room I'd like a refund to go to another hotel. He",February 2022,none,none,none,1.0 of 5 bubbles,none,none,none,none,none,4,382
none,1 contribution,1.0 of 5 bubbles,Do not stay at this motel!,TripAdvisor & boioking.com should look at these places before putting them their sites.  The cancellation policy is a joke.  You are stuck with the reservation even if the rooms are not acceptable.  Not a pleasant experience.,August 2021,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,5,382
1 helpful vote,1 contribution,1.0 of 5 bubbles,Party city,"Staff needs to keep parties out of the halls till 5 am and the place needs to be cleaned up. Broken furniture in rooms, drawers would not stay shut. No breakfast as advertised. Holes in blankets, stained sheets",July 2021,none,none,none,3.0 of 5 bubbles,none,none,none,none,none,6,382
1 helpful vote,1 contribution,2.0 of 5 bubbles,No title,I went there spacificly for the jacuzzi tub because I had fell after hitting the curb from my Honda elite scooter and was very sore.  When I got there I immediately filled the tub with the hottest water they had which was like warm.  I decided that since it was late maybe everyone had just showered and they ran out but looking at the parking lot I could see that was not why. I tried again after midnight and again in the morning and the water temperature was exactly the same.  Very disappointing.,March 2020,none,Traveled solo,none,none,none,none,none,none,none,7,382
1 helpful vote,1 contribution,2.0 of 5 bubbles,"Good price, get what you pay for","Check in was bad, kid behind the counter said maybe four words the entire check in process. Didn’t even explain where to sign/initial on the paperwork. Room was average, two big stains on the couch and cigarette burn on bed spread. It was a non smoking room. Looked like bathroom hadn’t been cleaned properly, toilet paper wasn’t even on the holder. I’ll stay somewhere else next time.",February 2020,none,Traveled on business,none,3.0 of 5 bubbles,none,none,none,none,none,8,382
1 helpful vote,1 contribution,2.0 of 5 bubbles,very dirty carpets,very dirty carpets that give a very bad aspect of the room real mind quiet area no noise just that a little more care in the clean castrocruzj88@gmail.com  oby staff very little communication or fat or goodbye or information about your account just receive the payment process it and no longer comment anything,October 2019,none,Traveled with family,none,5.0 of 5 bubbles,none,none,none,none,none,9,382
1 helpful vote,1 contribution,1.0 of 5 bubbles,Never ever stay on this place evwr again,It was horrible this place dont change linens believe me all hairs of who previously used the pillows and fresh dirty marks.ver stinky smells like pee I just ended up no choice but i almost walk out it was just sold out that night and it was very very late to go around with the kids.just last minute check in,August 2019,none,Traveled with family,none,2.0 of 5 bubbles,none,none,none,none,none,10,382
