Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,4.0 of 5 bubbles,A nice comfort with my lovey while on a budget,If your looking to stay somewhere that you’ll be left alone and want no one to bug you I prefer and recommend the harbor bay off harbor Blvd in Costa Mesa. My girlfriend and I truly believe this hidden gem in the heart of Costa Mesa does not deserve as bad of a reputation it receives. The owner is such a sweet person and the employees here all work hard to ensure guest are safe and have a comfortable stay. You can tell they really care about this place. We recommend this place for anyone just getting to know Costa Mesa and trying to save some money. It’s worth it.,October 2021,none,Traveled as a couple,none,none,none,none,none,none,none,1,446
11 helpful votes,5 contributions,1.0 of 5 bubbles,worst motel,Motel staff all needs to be replaced or the motel shut down completely. The motel has a rampant drug and prostitution issue. They enforce policies that their own employees don't even follow. The owner is the only good thing about this place as she is a sweet lady just doesn't have control over her staff. The motel even goes as far as offering discounts for good reviews.,March 2019,none,Traveled solo,none,none,none,none,none,none,none,2,446
2 helpful votes,1 contribution,1.0 of 5 bubbles,biggest regret of my life...,"My family and I visited Harbor Bay because we needed a place to stay and at first it seemed like a pretty decent place. There was a vending machine, the street looked pretty clean and the place when we first got there was pretty quite as well. We  should’ve known from our first encounter with a crackhead that it was not a safe place. When we first entered the room everything seemed normal we  turned the AC on, it was loud and made strange noises and besides that it would start smelling like something was burning. Then there was the small fridge, we kept some food in there and after a while it started leaking because it didn’t work and the freezer part of it was broken. Another thing was the microwave wouldn’t even heat up food and the tray you’re supposed to put your food on",September 2019,none,Traveled with family,none,none,none,none,none,none,none,3,446
75 helpful votes,360 contributions,1.0 of 5 bubbles,Pay NO attention to any good reviews...,"I am absolutely flabbergasted by the good reviews on this motel, even if they're a year old or more.  Let me describe my recent nightmarish experience at this place.  Pulled in after 27 hours of flying and the front office staff was friendly enough.  Asked me if I smoked, to which I said ""no"".  He said not to worry, we keep our rooms pretty clean and tidy.  A warning bell should have gone off when he ran down the ""house rules"" to me, repeating particular rules.  I can't remember the entire list of rules, but he made sure he emphasized that ""there were no guests after 10pm and no extra guests in the room without registering with the office and paying a ""room fee"""".  So I get my key and head out, and straight away outside the office door this guy who was obviously an absolute",October 2017,none,Traveled on business,none,none,none,none,none,none,none,4,446
1 helpful vote,1 contribution,4.0 of 5 bubbles,My lovely stay at the Harbor Bay inn,"The staff here at the Harbor Bay Inn are always on top to make your stay comfortable, pleasant, and make you feel as if you were home. Especially Mr. Dewey Parker, he is a very welcoming employee. i recommend the Harbor Bay Inn, because it is family friendly.",June 2016,ask for the modern rooms,Traveled with friends,none,none,none,none,none,none,none,5,446
none,1 contribution,3.0 of 5 bubbles,HARBOR BAY MOTEL,"Competitively priced, The Harbor Bay Motel provides a newly modernized room, ample sleeping space, clean amenities and punctual staff. Despite other accommodations in Costa Mesa portraying a similar name with poor attributes, the Harbor Bay Motel exhibits exceptional quality while keeping sleeping amenities affordable and safe for the family.",August 2016,none,Traveled with family,none,none,none,none,none,none,none,6,446
none,1 contribution,4.0 of 5 bubbles,My stay,My stay harbor bay motel was great the rooms were clean the service was great to the right amount of service was given to me and I am grateful for that Dewey was great very helpful and gave me the best of service,December 2015,none,Traveled solo,none,4.0 of 5 bubbles,none,none,none,none,none,7,446
2 helpful votes,1 contribution,5.0 of 5 bubbles,Lovely lovely place,The place was just wonderful the room was clean and simple and nice and the service was just wonderful Ashley did an excellent job and was very nice gave this old gal a great room for a little price it's not pricey at all its affordable and quiet and peaceful and relaxing and enjoyable. I loved my stay and I'm a picky little old gal so to give this place 5 stars it was well deserved thank you for everything and Ashley thank you for the great service.,December 2015,Nice rooms for the price,Traveled solo,none,none,none,none,none,none,none,8,446
3 helpful votes,1 contribution,5.0 of 5 bubbles,Joyful stay,"My stay harbor bay motel was great the room was clean the room looked like new condition you could tell that they fixed it up new paint, new everything in room 209 and for a great price the service was great Ashley did an excellent job and was so helpful gave me a deal on a great room and the place was quiet and peaceful and relaxing and enjoyable I recommend anyone to this place. Thank you for everything.",October 2015,Best place for a cheap price but great everything,Traveled on business,none,none,none,none,none,none,none,9,446
1 helpful vote,1 contribution,3.0 of 5 bubbles,Business trip,I stayed over for new year's . The place was nice and clean. Dewey was able to direct me in to the right places for dining and shopping. Great prices and helpful stAff I would come back again to the harbor bay. Looked like they had just remodeled the bath room it was a great new touch to the room. I would highly recommend the harbor bay motel for a short business trip.,January 2016,none,Traveled on business,none,none,none,none,none,none,none,10,446
