Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,1 contribution,5.0 of 5 bubbles,professional and pleasant,this is the best hotel i have ever visited the staff are wonderful and professional everything about this place was good i felt like i was at home even though i was only on a business venture  everything was well kept,January 2023,none,Traveled on business,"Hi alfredawalker3030,   A big thank you for leaving your five star rating of our hotel. We are glad that our services, hospitality, and accommodations exceeded your expectations. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests and to know that we have accomplished such a goal gives us great joy.",5.0 of 5 bubbles,none,none,none,none,none,1,295
192 helpful votes,188 contributions,2.0 of 5 bubbles,Fifty fifty most of the time.,"Good things: I want to start with the good things because they honestly shouldn't be overlooked.  The young woman at the front desk when I arrived to check in was pleasant, happy and personable.  We had a nice chat, she explained the features of the hotel and asked me for my room location preference (1st or 2nd floor) before making a selection for me.  The location of the property is close to plenty of dining, area attractions and freeway access, all of which are important to visitors.  I didn't feel uncomfortable with the area and never felt ill-at-ease, didn't see unsavory characters around.  Since the property is motel-style (exterior access doors) I chose a 2nd floor room.  Only saw a handful of guests during our stay, really.  The Wifi was excellent, and we were both able",December 2022,none,none,"Dear MissJen2479,  Thank you for your comprehensive review detailing your recent stay with us. It's great to hear the pros of your stay however, we are very disappointed to learn of your experience at our hotel, and we apologize for the many issues that you encountered.   We take the value on your report regarding the condition of your room, bathroom, mattress, breakfast and the cleanliness of our hotel. We will act on these complaints and will fix all problems as soon as possible. Your business is our priority and assure you that management has taken all the steps to make sure that all the rooms are clean and our ultimate goal is to make sure each guest has a comfortable stay. Again, thank you for your time and feedback. We sincerely hope you will give us another chance to provide you with superior service and accommodations on your next visit.",none,none,none,none,none,none,2,295
none,1 contribution,5.0 of 5 bubbles,My Baby's Birthday,"Went up to Knotts Berry Farm to celebrate my daughter's birthday. Had some friends with us. Room accommodations were perfect. Room was clean. 2 things I will mention, night auditor(young man) SUPER HELPFUL AND PROFESSIONAL. Also the lady there during the day, she didn't seem interested in ""trying"" to honor an early check in. Her immediate response was ""No they're all still dirty, just come back later"" I mentioned I'd be back late, she said ""yeah yeah Room will be here"". Other than that all was great.",December 2022,none,none,"Hi 98ANIE619,  Thank you for giving us the opportunity to recognize our staff for their exemplary work in providing a clean and comfortable experience for our valued guests. Our staff is highly trained to give you an exceptional experience, and we are very pleased to learn that we achieved this goal during your recent stay. We only wish to give nothing but the best service to our guests. We have shared your feedback with our staff to ensure we continuously work on bettering our services. We will do our best to make sure your next stay with us is completely satisfactory. We look forward to hosting you again in the future!",5.0 of 5 bubbles,none,none,none,none,none,3,295
none,1 contribution,1.0 of 5 bubbles,Terrible spot,Only good thing was proximity to Disney. In a bad neighborhood though. Room smelled of Urine. Breakfast was awful. I would choose a different property. Not worth  the price here. Needs a major remodel.,November 2022,none,none,"Dear elewis781938,   Thank you for providing us with feedback from your recent stay. It's great to hear that our location was convenient however, I do regret that you experienced several shortcomings during your stay.   We have briefed our housekeeping staff, and we will ensure a more stringent approach from here on, especially when it comes to enhancing our regular quality checks. We would hate to lose a valued guest like you and we sincerely hope you will give us another chance to host you better.",3.0 of 5 bubbles,none,none,none,none,none,4,295
none,1 contribution,3.0 of 5 bubbles,Hit or miss,"This place is a hit and miss, my first stay was pretty great, no complaints. My second stay was horrid, the room was musty, the carpets were dirty, and the wash trim was above the room we stayed in so it was constantly loud. My last stay  was on Thanksgiving thru Friday and it was okay, the room was okay the carpet was dirty and the telephone did not work at all. I didn’t remember to put the towels in the correct place and I didn’t get fresh towels when the cleaning service came around. I couldn’t call the front desk to report the issue because the phone didn’t work at all. If you don’t get the rooms all the way in the back (402-406) then  you probably won’t be too happy. I was placed on the 2nd floor during this last stay which was hard for my mother to go up and down the",November 2022,none,none,"Dear csimon616947,   Thank you for sharing your experience, and I am so sorry to learn that we failed to meet your expectations of quality service and accommodations. We take the value on your report regarding the condition of your room, carpets and the cleanliness of our hotel. We will act on these complaints and will fix all problems as soon as possible. Your business is our priority and assure you that management has taken all the steps to make sure that all the rooms are clean and our ultimate goal is to make sure each guest has a comfortable stay. Again, thank you for your time and feedback. We sincerely hope you will give us another chance to provide you with superior service and accommodations on your next visit.",4.0 of 5 bubbles,none,none,none,none,none,5,295
none,1 contribution,1.0 of 5 bubbles,Very unfortunate,"Long story short we were in town to move our son into the college dorms. We just needed a place to stay for the night . The room was not clean, sanitary by any means. There was some dried red liquid substance along with what appeared to be dried boogers smeared on the wall in plan sight. Bathroom drains didn’t work at all making it impossible to actually utilize the shower .",August 2022,none,none,"Dear afinch65877,  Thank you for pointing out the issues with housekeeping so that we can work to improve upon this aspect of the guest experience at our hotel.  Our housekeeping staff is held to a very high standard and we appreciate that you've informed us of a need to address housekeeping policies and procedures. We also appreciate your time in pointing out the facilities in most need of attention as we work towards updating and improving upon our accommodations.   We are working to take care of all of the issues that you addressed and we thank you for taking the time to share your experience.",3.0 of 5 bubbles,none,none,none,none,none,6,295
none,1 contribution,2.0 of 5 bubbles,Good location but not cleaned enough,"In day of checkin , door lock was not working. It was late night & had to spent our precious time to get it fixed On day of Checkout, noticed insects in the bathroom sink. Luckily my kids didn’t notice & played with them",July 2022,none,none,"Dear aagraw675698,   Thank you for sharing your review. We apologize for the inconvenience faced by you.  We have a very reputed nationwide company that maintains our facility for any pest control issues. Please know, your description of your stay is highly unusual and does not represent the high standards we aim to achieve as our hotel does not have insects and rooms are being inspected regularly.  I assure you that we will take appropriate measures taken to improve the areas you found unsatisfactory. And we will surely forward your valuable feedback to our team for improvements. We hope to serve you better next time.",5.0 of 5 bubbles,none,none,none,none,none,7,295
10 helpful votes,27 contributions,1.0 of 5 bubbles,Wouldn't Stay Even if Free,"We stayed at this hotel several years ago and at that time it was clean, so we thought it would be a safe bet to return.  It was HORRIBLE! The noise continued until after 3:00 a.m.  We called the office about the noise, but they did not answer.  My husband ended up going to the front office.  They sent someone to ask the noisy individuals to be quite,  but the quiet only lasted for a few minutes. In addition to the noise, it did not look like it was cleaned very well... and the bedding was scratchy. The manager offered another night, but we declined and will never return  to that hotel.",June 2022,none,Traveled with family,"Dear 801ginad,   Thank you for taking the time to share your experience. I am shocked to hear about the situations you encountered and would like to deeply apologize. I also would like to ensure you that comments like yours are not taken lightly and will be addressed immediately with our entire team. The description of your stay is highly unusual and does not represent the level of high standards we all aim to achieve. We do hope you allow us another opportunity on a future stay to show you, how we used your overall comments to improve.",none,none,none,none,none,none,8,295
24 helpful votes,37 contributions,3.0 of 5 bubbles,Needs improvements,The Hotel is average.  Rooms need updates.  Towels need to be clean and not stairned.  Internet access needs alot of improvements. Smoking should not be allowed on premises which should include parking lot.,June 2022,none,none,"Dear richardv64,   Thank you for taking the time to share your experience! We are hereby sorry for sharing with us such an inconvenience with our cleanliness and amenities that did not live up to your expectations especially with your room, internet and the condition of the hotel. It's important for us to impress our guests and your comments will make this goal that much more attainable. We have raised this concern to our maintenance manager for immediate action. I aplogize that your recent stay was not a good one but we hope you'll return someday to see how we're improving.",3.0 of 5 bubbles,none,none,none,none,none,9,295
none,1 contribution,3.0 of 5 bubbles,Bring Conditioner,"Overall, okay. You get what you pay for: a relatively clean but basic room. The AC was loud but functioned well. Wifi functioned but was slow/spotty when streaming. Bring your own conditioner because they only provide shampoo and soap.",June 2022,none,none,"Dear ohalbo625183,   Thank you for sharing your experience, and I am so sorry to learn that we failed to meet your expectations of quality service and accommodations. We take the value on your report regarding the condition of the air conditioning system and the hotel. We will act on these complaints and will fix all problems as soon as possible.   Our primary goal is to provide all guests with an enjoyable experience and it is troubling to know that you faced such an unusual experience. We take this quite highly and your feedback will be shared with management so that appropriate steps can be taken. Thank you again for taking the time for sharing this experience and for your valuable business.",3.0 of 5 bubbles,none,none,none,none,none,10,295
