Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
16 helpful votes,22 contributions,5.0 of 5 bubbles,One of the best--In all categories!!!,"This hotel is #1 in our book!!  Used to be Homewood Suites fans, but no more!! Comfortable beds, great water pressure in the showers, clean outdoor pool, tasty breakfasts, very courteous and helpful staff---each and every one of them!!  We will always book at this hotel when visiting the Anaheim area from now on!!",October 2022,We NEVER heard freeway or air traffic!!!,none,none,none,none,none,none,none,none,1,251
5 helpful votes,16 contributions,3.0 of 5 bubbles,Good spot if you need to stay in this area,Overall this hotel works if you need to stay in this area. Rooms are updated and clean. Staff is friendly and helpful.   They try hard with the free breakfast but they ran out of items most days.  They do have a lobby area that sells snacks and drinks which is very nice.  Pool is just fine and is nicely maintained.   This is a great spot if you need something in the area.,July 2022,none,Traveled on business,"0250FAkatea, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered issues with our breakfast while staying at the property. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,2,251
33 helpful votes,52 contributions,3.0 of 5 bubbles,Not up to usual Marriott Bonvoy standards,"I have to say we were a bit disappointed in this Fairfield Inn property.  They charge a $12 a day for parking in a non- secured open  parking lot.  They charge a $18+ a day tourism-leisure fee.  Really?  With these additional charges I'd expect a room where the drapes aren't ripped.  They don't do daily room cleaning but are good about doing it if requested and bringing additional towels and coffee if needed.  They might want to think about a trash run in the hallways every morning as many put their fast food trash piled outside of their room each night.  The breakfast left a lot to be desired.  With more than an hour left of their breakfast hours, they ran out of many items.  And there's not a lot to choose from.  Their staff does a good job keeping the tables clean after each",July 2022,none,Traveled with family,"Spikette62, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered issues with our parking fee and housekeeping while staying at the property. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,3,251
25 helpful votes,22 contributions,2.0 of 5 bubbles,Housekeeping not daily,"Hotel is decent. Clean enough. I can't in good faith give good ratings to a hotel that I have to take my own trash out. When does that ever happen? I miss the days of hotel rooms being clean after a long day of work. Also, I bought a cup noodle for $4... Breakfast is the only reason they got an extra star.",July 2022,none,none,"M3ktrey, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered issues with your housekeeping service while staying at the property. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,4,251
106 helpful votes,926 contributions,4.0 of 5 bubbles,Another stay,Yes i have stayed in before but not since COVID hit the world.  A few changes here in terms of the breakfast set up of all the hotels stayed within the Marriott chain on this trip (6) this one did that the best but its not how it used to be thats for sure and everything is pre packaged these days and well not as good but this was still the best of our hotels.  I will say VERY clean and thats better than the others .  Rooms were as good as my last review and the standard of them was as well and like other hotels COVID seemed to be no maintenance but it was not the case here and all was good.  My only dislike is now how everyone charges on the parking but its a thing you have to accept,June 2022,none,none,none,none,none,none,none,none,none,5,251
400 helpful votes,1951 contributions,5.0 of 5 bubbles,Nice gym,The gym here is a lot better than most other Fairfield inns. There is a Starbucks and a fast food joint in the same parking lot area. It's a 5 minute drive to an Albertsons. Small pool and hot tub with a lot of self service kiosks for food and beer/wine.,June 2022,none,Traveled on business,none,none,none,none,none,none,none,6,251
41 helpful votes,18 contributions,2.0 of 5 bubbles,Not good,"Not up to the Marriott quality. Poor, poor, breakfast (the now-overused excuse of Covid). The room very basic/utilitarian. Newer bathroom with not great design ( no towel hooks near the shower, for example). Poor-quality windows for rooms that face the speedway--I mean freeway.",April 2022,none,Traveled as a couple,none,none,none,none,none,none,none,7,251
90 helpful votes,609 contributions,4.0 of 5 bubbles,Great hotel option,"Nice hotel.  Great option if you want a place close to Newport Beach area, Disneyland, and John Wayne airport.  The rooms are real comfortable and the complimentary breakfast was good.   Staff was very friendly.   Very convenient to most locations in Orange County.",April 2022,none,Traveled as a couple,none,none,none,none,none,none,none,8,251
36 helpful votes,21 contributions,3.0 of 5 bubbles,Disappointing property.  Great staff.,"The property is a bit run down and in need of a refresh with stains on carpets and worn furniture.  Workout room was meager, pool was questionable, and breakfast choices sometimes disappeared quickly.  The sounds of the nearby highway came into the room.  Also, there's no housekeeping in the rooms during stays.  Not sure if this is a temporary or permanent thing.  However, hotel staff was great, helpful, responsive, and cheerful.  The staff deserve raises and the hotel needs a refresh.",March 2022,none,none,"John F, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered issues with our new breakfast program and cleanliness while staying at the property. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,9,251
none,1 contribution,3.0 of 5 bubbles,Mediocre at Best,"The free breakfast they advertise is coffee, juice and vending machine processed food. The Internet was terrible, the television in my room didn’t work very well and after one night the free Showtime channel vanished.  The pool is small  and the workout room is two treadmills and two elliptical machines and some weights.  On a positive note the staff was pleasant, rooms were clean.",March 2022,none,Traveled with family,"michaeldU9491JO, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered issues with our new breakfast program and the property while staying. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,10,251
none,2 contributions,5.0 of 5 bubbles,My Fabulous Week,I want to thank everyone at the wonderful Residence  Inn in Tustin. I want to start by thanking Chris Bourquardez for making my family and I feel so welcomed!!!! His Guest Services staff were amazing!!!!,March 2022,none,none,none,none,none,none,none,none,none,11,251
87 helpful votes,154 contributions,3.0 of 5 bubbles,Swimmingpool unusable,The swimmingpool is a nightmare of dirty. You can neither use the pool nor the whirlpool. Rooms exposed on the site of the highway are very noisy by night. The lousy windows do not block the traffic noise. Complimentary breakfast offers yoghurt and warm sweets in an acceptable quality meanwhile the sandwiches and eggs 🥚 are unacceptable.,November 2021,none,none,"745christophe, 	Thank you for taking the time to fill out our survey.  I am sorry to hear that you encountered an issues with our new breakfast program and the pool while staying at the property. I have share your feedback with the appropriate leaders to ensure that the proper steps are taken. Thank you and we hope to have the opportunity to serve you if you visit the Tustin area.",none,none,none,none,none,none,12,251
471 helpful votes,279 contributions,5.0 of 5 bubbles,Excellent!!!,"Clean, good location, good wifi, excellent service from the front desk, both Ricardo and a women I am sorry I didn't catch her name. Had a problem with the biz center computer and they bent over backwards to help me get done what I needed to do. They understand service and do their jobs well. Not sure how you could go wrong staying here.   Thank you!!!",March 2021,none,none,none,none,none,none,none,none,none,13,251
