Helpful Vote,Contributions,Overall Rating,Summary Heading,Summary,Date of Stay,Room tip,Trip Type,Manager Response,Location Rating,Cleanliness Rating,Service Rating,Value Rating,Rooms Rating,Sleep Quality Rating,Review Number,Index
none,2 contributions,5.0 of 5 bubbles,Pacific Inn,"Another great stay at the Pacific inn, This place never disappoints. Convenient to main street and the beach, friendly staff and nice rooms. Nice breakfast to start the day. I highly recommend this hotel",February 2023,none,none,none,5.0 of 5 bubbles,none,none,none,none,none,1,37
49 helpful votes,43 contributions,5.0 of 5 bubbles,My Happy Place,"I always love my stays at The Pacific Inn. The entire staff is friendly and helpful. The lobby looked beautiful during the holiday. The snacks and soda available in the lobby look great and make it so easy to make a purchase. The rooms are clean and comfortable. The balconies are a great feature with a table and chairs. Anything you need is provided with a smile. The breakfast room is open with lots to choose from. The waffles you make yourself are really very delicious. The pool area is always clean with plenty of towels. The Pacific Inn is my happy place. Seal Beach is a great place for a vacation.  Nice beach, lots of restaurants and shopping. Will be visiting as soon as we can.",December 2022,The hotel has free parking. Main Street is a two minute walk from the hotel.,Traveled with family,"Dear Rlipschutz, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,2,37
64 helpful votes,137 contributions,5.0 of 5 bubbles,Pre-Cruise Stay,"Nice place to stay, breakfast was excellent at this hotel. Stayed here precruise, but one weird thing was price of the room was different each day. Room was cozy, the jacuzzi was nice. The hotel is currently being renovated and it's looking good.",February 2023,none,Traveled with family,none,none,none,none,none,none,none,3,37
none,1 contribution,5.0 of 5 bubbles,Loved the location,"so close to many restaurants, beach. walking distance. room was clean and very comfortable. we enjoyed our stay and we're also glad that we were able to use shuttle free of charge. breakfast was also good.",February 2023,none,Traveled as a couple,"Dear Jessicanav777, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such nice, detailed review! We are so glad you were able to enjoy different amenities! We look forward to welcoming you back again soon!",none,none,none,none,none,none,4,37
none,2 contributions,5.0 of 5 bubbles,Excellent,"We stayed here for a cruise and used the park and cruise. The room was clean and quiet. Hotel staff were polite and courteous. There were restaurants within walking distance of the hotel and plenty of others a short drive away. The shuttle to the cruise terminal was on-time and the driver was great. Upon return from the cruise we got back to the hotel quickly Overall, this was a great place to stay the night before our cruise.",January 2023,none,none,"Dear X39771Palanm, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such nice, detailed review! We are so glad you were able to enjoy the amenities! We look forward to welcoming you back again soon!",none,none,none,none,none,none,5,37
none,2 contributions,5.0 of 5 bubbles,Loveliest Hidden Jewel in Seal Beach,I want to compliment the entire place. The people were super friendly and helpful the rooms were clean and comfortable. They have complimentary breakfast and we got to use the pool and jacuzzi. It was a lot of fun and the best part its 2 blocks away from Seal beach! We will definitely be staying here again!,January 2023,none,Traveled with family,"Dear LVIRGEN04, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such nice, detailed review! We are so glad you were able to enjoy the amenities! We look forward to welcoming you back again soon!",none,none,none,none,none,none,6,37
none,2 contributions,5.0 of 5 bubbles,Romantic Getaway,"We had an amazing weekend away at the Pacific Inn! We were able to walk everywhere, enjoyed a bit of rain from the patio, and got some fuel from the yummy continental breakfast. While this hotel isn’t a fancy hotel - it’s clean, the staff is friendly, and it’s just perfect for a weekend away! This is the BEST place to stay when visiting Seal Beach!",February 2023,Walking distance to everything,Traveled as a couple,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,7,37
1 helpful vote,1 contribution,5.0 of 5 bubbles,Amazing Customer Service,The customer service was amazing. The shuttle met us at the airport as promised. The hotel called me to let me know our room was ready earlier than expected. The next day we had a reservation to take the shuttle to the cruise ship. The shuttle was running late so the hotel called and paid for a Lyft to take us. After the cruise the hotel also ordered us a Lyft. The room was clean and comfortable.,January 2023,none,none,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,8,37
none,1 contribution,2.0 of 5 bubbles,Adequate but not amazing,"I'd like to start off by saying this hotel had a decent choice of breakfast even if a couple of breakfast items were skipped on (bagels the size of small donuts). You could hear everything from the next room including the men who were on a business trip with their tools and hammers as well as people at breakfast who we could hear from the opposite side of the second floor. This isn't the place for you if you sleep past 530 am. Everything is clean and the open pool area was a delight with the fresh morning air. The real issue though, we had some booking issues and instead of waiting for me to finish work to sort it out, they threw my family out on the street at night with nowhere to go. I had to leave work and drive 3 hours to get back so they werent left out in the cold for",February 2023,none,Traveled on business,"Dear S9758cZashleys, we would like to thank you for your review. We take our guest's experience very seriously and are glad to hear from you.  First of all we would like to thank you for choosing The Pacific Inn for your lodging accommodations.  We are sorry to hear that your expectations were not exceeded.  Guest Satisfaction is our highest priority here.  While we do strive for perfection in every aspect of our facility, we understand that you were not satisfied, and for that we apologize.  We appreciate you bringing these issues to our attention so that we can maximize our guest’s happiness. Thanks for taking the time to let us know how you feel.  We hope you choose to stay with us again.",none,none,none,none,none,none,9,37
none,none,5.0 of 5 bubbles,Great Place to stay Pre-Cruise,"This hotel is great! We enjoy staying there several times a year the night before our cruise. The Hotel is within walking distance to the beach and many shops and restaurants. after a long day of driving, it is great to unwind and head down to the town for fun and food! The hotel staff is wonderful with a great Concierge, very friendly and welcoming. Great coffee and tea in the lobby area and fresh cookies at night. The rooms are spacious with balconies. Each have a microwave, Keurig and a mini fridge. The beds are so comfortable. The hot breakfast in the morning is very good, it is more than a cold continental. You can get eggs, breakfast meats, waffles and more.  We generally do the Park and Cruise Package. We feel very comfortable leaving our car there for a week or more,",January 2023,Book early and save. They will price match with proof.,Traveled as a couple,"DearT3287BGdebbieb , thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us. Thank you for leaving such nice, detailed review! We are so happy we were able to provide a great experience for you! We look forward to welcoming you back again soon!",5.0 of 5 bubbles,none,none,none,none,none,10,37
none,1 contribution,4.0 of 5 bubbles,Good clean place,Nice place! Kinda noisy as you walk on second floor rooms. But for money I thought it was nice. Breakfast is good. Nice people. Closer to airport!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,January 2023,none,none,"Mrfixer3166 , thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us. Thank you for leaving such nice, detailed review! We are so happy we were able to provide a great experience for you! We look forward to welcoming you back again soon!",none,none,none,none,none,none,11,37
none,1 contribution,5.0 of 5 bubbles,V good hotel in a good location,The Pacific Inn is a well managed hotel within easy walking distance of downtown Seal Beach and the beach.  The hotel is on a quiet street. Nice rooms. Plentiful parking. Courteous and helpful staff. Good communication and follow up. Highly recommended.,January 2023,none,none,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,12,37
none,1 contribution,5.0 of 5 bubbles,Best place to stay,"Room was Very Clean, very comfortable beds, great breakfast, very accommodating,. Desk clerk was outstanding!!  She went advice and beyond.   advice abdWould recommend this hotel and stay here again.  Great location.  Rooms were great.  Very comfortable.",January 2023,none,none,"Dear Widowfun, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! We thank you for your kind words about our front desk staff.  We look forward to welcoming you back again soon!",none,none,none,none,none,none,13,37
54 helpful votes,318 contributions,5.0 of 5 bubbles,Wonderful Stay!,We were up graded to a suite with a nice living room. Our group of eleven had a wonderful time gather there. The front desk was fabulous and directed us to some great restaurants. It was a ten minute walk or less to the beach. The rooms were nice and comfortable.,January 2023,none,none,"Dear Grace, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for your kind words towards our staff. We look forward to welcoming you back again soon!",none,none,none,none,none,none,14,37
none,1 contribution,5.0 of 5 bubbles,Wonderful place to stay!,"Absolutely perfect!! The location is terrific a d easy walking distance to Seal Beach, shopping, restaurants, etc. The breakfast was great with lots of variety. I will definitely stay here in the future!",January 2023,none,none,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,15,37
none,2 contributions,5.0 of 5 bubbles,Another Good Weekend!,"We LOVE to visit the Pacific Inn!!! The location is absolutely amazing, and as I told my husband last weekend, that the property really tries to add extra value and consideration for guests to enjoy their stay....the complimentary breakfast is really nice...everything you could want to get a good start....the place is VERY clean, and we love the convenience of the microwave and refrigerator in the room!!",January 2023,none,none,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,16,37
none,3 contributions,5.0 of 5 bubbles,Love Love Love the Pacific Inn,"We stay here at least once a month and love The Pacific Inn! It’s close to everything and the staff is fabulous! We will keep coming!! The rooms are clean and my boyfriend loves the breakfast. It’s cold in the winter but in the summer, we love having the balcony for morning coffee and evening wine!",January 2023,none,none,"Thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such a nice, detailed review. We always look forward to your visits! We look forward to welcoming you back again soon!",none,none,none,none,none,none,17,37
none,1 contribution,5.0 of 5 bubbles,Been Gone Awhile,"It's been well before Covid since I've been at the Pacific Inn, where I stayed for all my greater LA business and pleasure trips.  It didn't matter if my meeting was in Riverside, Seal Beach is the best place in the basin and the Pacific Inn reflects that.  All the changes they've made enhanced the last 3 days that it was tough to leave!",January 2023,none,none,none,none,none,none,none,none,none,18,37
none,1 contribution,5.0 of 5 bubbles,Top Notch Cleanliness,"Cleanliness is top of the line here, which is a huge must! The staff is extremely friendly and helpful. My sister was with me on this trip and typically isn't able to be comfortable in a hotel room because she is a huge germaphob. She was almost immediately comfortable when we got to our room when she saw how clean and white everything was. The only downfall was that we couldn't stay longer.",January 2023,none,none,"Dear LaurieT591, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such nice, warm comments about our hotel! We look forward to welcoming you back again soon!",none,none,none,none,none,none,19,37
none,5 contributions,5.0 of 5 bubbles,Would stay at Pacific Inn again!,"It’s a charming hotel with a lovely open air courtyard. Our room was nice, clean, and comfortable. I appreciated that every room has a balcony. The staff were very friendly and helpful. Great location and very safe. The hotel is close to the beach and old town, easily walking distance.",January 2023,none,none,none,none,none,none,none,none,none,20,37
none,none,5.0 of 5 bubbles,Cruising out,"Easy check in, room large nice to have fridge and microwave, great hot tub and pool, breakfast was good, close to walk to restaurants and piers, I would highly recommend this for everyone, we stayed here then ubered to the cruise port it worked out well and was much more reasonable than staying at San Pedro.",January 2023,none,none,none,none,none,none,none,none,none,21,37
1 helpful vote,1 contribution,5.0 of 5 bubbles,Great,"We stayed at The Pacific Inn in October '22. I took a chance in booking it because I had no prior knowledge of this hotel nor the area.  We enjoyed our stay. It was clean, quiet, the staff was friendly and there was a nice variety at breakfast.  I would definitely book this hotel again",October 2022,none,none,none,none,none,none,none,none,none,22,37
none,none,5.0 of 5 bubbles,Great Birthday weekend,Great Birthday weekend. Staff was great at accommodating my needs of room changed. Even wished me a Happy Birthday in the morning when I was leaving the hotel for the day. Great accommodations. Hot tube was nice. Room was clean . Again Staff was excellent and made my trip less stressful.,January 2023,none,none,none,none,none,none,none,none,none,23,37
none,none,5.0 of 5 bubbles,Great place for relaxing weekend get away,The place is very clean and  quiet.  It was perfect place  for a relaxing weekend get away.  I loved the room with a balcony you can enjoy the breeze. Restaurants and beach is in just few min walk.  The continental breakfast was far better than what I experienced at other hotels. I give two thumbs up!,December 2022,none,none,"Dear JuliekG4462FJ,, thank you for choosing The Pacific Inn for your Seal Beach lodging accommodations. We are thrilled to know you enjoyed your recent stay here with us! Thank you for leaving such nice, warm comments about our hotel! We look forward to welcoming you back again soon!",none,none,none,none,none,none,24,37
